chrom	start	end	target_gene	tss_start	tss_end	gene_length	heart_left_ventricle	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	1477052	1510249	ENSG00000160075	1477051	1477052	33197	59.0	1	0.022580231459824046	1.0	0.0	0.508	1.0	0.0		0.0				
chr1	1533391	1535476	ENSG00000228594	1533390	1533391	2085	1.1	1	0.2333408335326719	0.0	0.0	1.828	0.0	0.0		0.0				
chr1	1550794	1565990	ENSG00000197530	1550793	1550794	15196	5.0	1	0.1085761963524046	0.0	0.0	0.62	0.0	0.0		0.0				
chr1	1567473	1570639	ENSG00000189409	1567472	1567473	3166	4.6	1	0.2288232888052816	0.0	0.0	1.834	0.0	0.0		0.0				
chr1	1570602	1590473	ENSG00000248333	1570601	1570602	19871	0.2	0	0.062323555741637636	0.0	0.0	0.678	0.0	0.0		0.0				
chr1	1592938	1624167	ENSG00000189339	1592937	1592938	31229	7.9	1	0.010972592782193622	0.0	0.0	0.964	0.0	0.0		0.0				
chr1	1634168	1655766	ENSG00000008128	1634167	1634168	21598	8.7	1	0.023992455072141785	0.0	0.0	1.291	0.0	0.0		0.0				
chr1	1656276	1677431	ENSG00000215790	1656275	1656276	21155	0.6	0	0.011494580228834957	0.0	0.0	1.656	0.0	0.0		0.0				
chr1	1682670	1711896	ENSG00000008130	1682669	1682670	29226	15.1	1	0.06391111942489254	0.0	0.0	0.994	0.0	11.0	0.3393011018303873	2.0	15400.0	161.0	0.18181818181818182	0.010454545454545454
chr1	1716728	1822495	ENSG00000078369	1716727	1716728	105767	52.5	1	0.04049145886717311	1.0	1.0	0.145	0.0	11.0	0.3393011018303873	2.0	15400.0	161.0	0.18181818181818182	0.010454545454545454
chr1	1846265	1848735	ENSG00000169885	1846264	1846265	2470	0.1	0	0.6641208360250379	0.0	0.0	1.757	0.0	0.0		0.0				
chr1	1849028	1850712	ENSG00000178821	1849027	1849028	1684	0.6	0	0.6033209017762515	0.0	0.0	1.614	0.0	0.0		0.0				
chr1	1853395	1935276	ENSG00000142609	1853394	1853395	81881	0.0	0	0.2991061338349826	0.0	0.0	0.793	0.0	0.0		0.0				
chr1	1950779	1962192	ENSG00000187730	1950778	1950779	11413	0.3	0	0.5567640722499921	0.0	1.0	0.245	0.0	7.0	0.6738141101852071	5.0	18600.0	703.0	0.7142857142857143	0.03779569892473118
chr1	1981908	2116834	ENSG00000067606	1981907	1981908	134926	5.2	1	0.08605372808685617	0.0	0.0	0.4	0.0	0.0		0.0				
chr1	2115902	2144159	ENSG00000162585	2115901	2115902	28257	23.5	1	0.008226695086794794	0.0	0.0	0.751	0.0	0.0		0.0				
chr1	2160133	2241558	ENSG00000157933	2160132	2160133	81425	18.7	1	0.009599752283246794	0.0	1.0	0.194	0.0	0.0		0.0				
chr1	2252691	2323146	ENSG00000116151	2252690	2252691	70455	1.1	1	0.053126021189200665	0.0	0.0	1.116	0.0	0.0		0.0				
chr1	2323266	2336883	ENSG00000157916	2323265	2323266	13617	44.4	1	0.034190496753689965	1.0	0.0	0.576	0.0	10.0	0.3248351440884293	2.0	9800.0	546.0	0.2	0.055714285714285716
chr1	2336235	2345236	ENSG00000157911	2336234	2336235	9001	6.9	1	0.03165460112816533	0.0	0.0	0.86	0.0	10.0	0.3248351440884293	2.0	9800.0	546.0	0.2	0.055714285714285716
chr1	2357418	2436969	ENSG00000149527	2357417	2357418	79551	0.1	0	0.21281088072344864	0.0	0.0	0.956	0.0	10.0	0.3248351440884293	2.0	9800.0	546.0	0.2	0.055714285714285716
chr1	2439971	2458039	ENSG00000157881	2439970	2439971	18068	11.0	1	0.030882237753124587	1.0	1.0	0.304	0.0	0.0		0.0				
chr1	2460183	2461684	ENSG00000197921	2460182	2460183	1501	1.2	1	0.376410323792328	0.0	0.0	1.344	0.0	0.0		0.0				
chr1	2487077	2496821	ENSG00000157873	2487076	2487077	9744	10.3	1	0.07587916272163034	0.0	0.0	0.443	0.0	0.0		0.0				
chr1	2517929	2522908	ENSG00000157870	2517928	2517929	4979	3.4	1	0.07562600394674775	0.0	0.0	1.517	0.0	0.0		0.0				
chr1	2522077	2564481	ENSG00000142606	2522076	2522077	42404	0.2	0	0.07537054753604322	0.0	0.0	0.997	0.0	0.0		0.0				
chr1	2985731	3355185	ENSG00000142611	2985730	2985731	369454	1.3	1	0.10089598538888576	0.0	1.0	0.187	0.0	0.0		0.0				
chr1	3370989	3397677	ENSG00000130762	3370988	3370989	26688	0.5	0	0.224759886593224	0.0	0.0	1.018	0.0	0.0		0.0				
chr1	3406483	3528059	ENSG00000162591	3406482	3406483	121576	7.6	1	0.06646419432119048	0.0	0.0	0.908	0.0	0.0		0.0				
chr1	3541565	3546691	ENSG00000158109	3541564	3541565	5126	21.4	1	0.04065331677622467	1.0	0.0	1.486	0.0	0.0		0.0				
chr1	3547330	3569325	ENSG00000116213	3547329	3547330	21995	6.4	1	0.009069275428891913	0.0	0.0	0.797	0.0	0.0		0.0				
chr1	3569083	3652765	ENSG00000078900	3569082	3569083	83682	0.1	0	0.0854717690695352	0.0	1.0	0.256	0.0	0.0		0.0				
chr1	3689351	3692546	ENSG00000235169	3689350	3689351	3195	22.2	1	0.21075884023894728	0.0	0.0	1.82	0.0	0.0		0.0				
chr1	3696783	3713068	ENSG00000130764	3696782	3696783	16285	19.0	1	0.06501343360307905	1.0	0.0	0.407	0.0	0.0		0.0				
chr1	3728644	3773778	ENSG00000116198	3728643	3728644	45134	4.4	1	0.009013903357390964	1.0	0.0	0.743	0.0	0.0		0.0				
chr1	3773844	3801993	ENSG00000169598	3773843	3773844	28149	0.3	0	0.03808182208037007	0.0	0.0	1.08	0.0	0.0		0.0				
chr1	3805688	3816857	ENSG00000198912	3805687	3805688	11169	5.1	1	0.010453829962775649	1.0	0.0	1.405	0.0	0.0		0.0				
chr1	4714791	4852594	ENSG00000196581	4714790	4714791	137803	0.0	0	0.18021052124287731	0.0	1.0	0.192	0.0	7.0	0.6308098250903527	4.0	8600.0	425.0	0.5714285714285714	0.04941860465116279
chr1	5922870	6052533	ENSG00000131697	5922869	5922870	129663	1.1	1	0.008862416541593027	0.0	0.0	0.983	0.0	0.0		0.0				
chr1	6051525	6161253	ENSG00000069424	6051524	6051525	109728	9.5	1	0.16744430973489424	0.0	0.0	0.385	0.0	0.0		0.0				
chr1	6161852	6240183	ENSG00000116254	6161851	6161852	78331	0.1	0	0.5094158010758435	0.0	1.0	0.157	0.0	0.0		0.0				
chr1	6241328	6269449	ENSG00000116251	6241327	6241328	28121	214.7	1	0.03876319480450989	0.0	0.0	1.036	0.0	0.0		0.0				
chr1	6265534	6281359	ENSG00000158286	6265533	6265534	15825	11.2	1	0.1618807449208754	0.0	0.0	0.953	0.0	0.0		0.0				
chr1	6281252	6296032	ENSG00000116237	6281251	6281252	14780	12.6	1	0.06082452683816985	1.0	0.0	0.45	0.0	0.0		0.0				
chr1	6307405	6321035	ENSG00000158292	6307404	6307405	13630	5.0	1	0.042889513992622905	0.0	0.0	1.292	0.0	0.0		0.0				
chr1	6324328	6454451	ENSG00000097021	6324327	6324328	130123	6.7	1	0.17851563806888793	0.0	0.0	0.434	0.0	0.0		0.0				
chr1	6472477	6484730	ENSG00000069812	6472476	6472477	12253	0.0	0	0.3979217434145913	0.0	0.0	1.723	0.0	0.0		0.0				
chr1	6484847	6521430	ENSG00000187017	6484846	6484847	36583	0.3	0	0.5065563706667866	0.0	0.0	0.934	0.0	0.0		0.0				
chr1	6521210	6526255	ENSG00000215788	6521209	6521210	5045	2.5	1	0.2625478839274995	0.0	0.0	0.598	0.0	0.0		0.0				
chr1	6526151	6580121	ENSG00000171680	6526150	6526151	53970	5.9	1	0.14284336836679346	0.0	0.0	0.565	0.0	0.0		0.0				
chr1	6581406	6614595	ENSG00000162408	6581405	6581406	33189	1.7	1	0.025355446524222364	0.0	0.0	0.549	1.0	0.0		0.0				
chr1	6615240	6639817	ENSG00000173662	6615239	6615240	24577	0.0	0	0.2598995349562374	0.0	0.0	1.174	0.0	0.0		0.0				
chr1	6640060	6649340	ENSG00000204859	6640059	6640060	9280	4.6	1	0.024015390489169973	0.0	0.0	0.644	0.0	0.0		0.0				
chr1	6650783	6674667	ENSG00000162413	6650782	6650783	23884	28.4	1	0.15347948997273506	0.0	0.0	1.127	0.0	0.0		0.0				
chr1	6673744	6684093	ENSG00000116273	6673743	6673744	10349	4.5	1	0.014722409888840243	0.0	1.0	0.249	0.0	0.0		0.0				
chr1	6684925	6695646	ENSG00000041988	6684924	6684925	10721	9.8	1	0.011619610530012672	1.0	0.0	1.358	0.0	0.0		0.0				
chr1	6694227	6761984	ENSG00000007923	6694226	6694227	67757	15.4	1	0.017774908698481744	1.0	1.0	0.244	1.0	0.0		0.0				
chr1	6845383	7829766	ENSG00000171735	6845382	6845383	984383	54.9	1	0.033377414405762314	1.0	1.0	0.172	0.0	10.0	0.6665546248849068	5.0	5400.0	963.0	0.5	0.17833333333333334
chr1	7831328	7841492	ENSG00000049245	7831327	7831328	10164	33.6	1	0.014368183915860644	1.0	0.0	1.269	0.0	0.0		0.0				
chr1	7844379	7905237	ENSG00000049246	7844378	7844379	60858	4.5	1	0.03256398208300736	0.0	0.0	0.841	0.0	0.0		0.0				
chr1	7903142	7913572	ENSG00000049247	7903141	7903142	10430	0.0	0	0.2763190691342407	0.0	0.0	1.271	0.0	0.0		0.0				
chr1	7979906	8000926	ENSG00000049249	7979905	7979906	21020	0.0	0	0.31220271460944754	0.0	0.0	0.606	0.0	62.0	0.545865950408172	27.0	57200.0	5867.0	0.43548387096774194	0.10256993006993007
chr1	8014350	8045565	ENSG00000116288	8014349	8014350	31215	184.7	1	0.03644937936303473	1.0	0.0	0.529	0.0	17.0	0.5844168816943117	9.0	15200.0	1614.0	0.5294117647058824	0.10618421052631578
chr1	8064463	8086368	ENSG00000116285	8064462	8064463	21905	27.8	1	0.21435170687689495	0.0	0.0	0.881	0.0	84.0	0.5149099599609538	34.0	82800.0	7379.0	0.40476190476190477	0.08911835748792271
chr1	8377885	8404227	ENSG00000162426	8377884	8377885	26342	1.1	1	0.11791702662118138	0.0	0.0	0.745	0.0	34.0	0.5278653154081477	14.0	30800.0	2665.0	0.4117647058823529	0.08652597402597402
chr1	8412456	8877702	ENSG00000142599	8412455	8412456	465246	32.2	1	0.05904072753930298	0.0	1.0	0.12	0.0	62.0	0.5589000548236734	30.0	63600.0	5156.0	0.4838709677419355	0.0810691823899371
chr1	8921060	8939308	ENSG00000074800	8921059	8921060	18248	185.5	1	0.01458383680138749	0.0	0.0	0.864	1.0	54.0	0.5427495637954186	24.0	59800.0	4713.0	0.4444444444444444	0.07881270903010033
chr1	9005925	9035151	ENSG00000131686	9005924	9005925	29226	0.0	0	0.6941127267919259	0.0	0.0	0.917	0.0	0.0		0.0				
chr1	9063358	9086404	ENSG00000197241	9063357	9063358	23046	0.0	0	0.6535360832378236	0.0	0.0	1.669	0.0	0.0		0.0				
chr1	9095165	9148537	ENSG00000142583	9095164	9095165	53372	0.9	0	0.2773553363728697	0.0	0.0	1.191	0.0	0.0		0.0				
chr1	9160363	9189229	ENSG00000180758	9160362	9160363	28866	4.6	1	0.1680894213638221	0.0	0.0	1.186	0.0	0.0		0.0				
chr1	9294833	9331396	ENSG00000049239	9294832	9294833	36563	10.5	1	0.11535779670473015	0.0	0.0	0.941	0.0	0.0		0.0				
chr1	9352938	9429591	ENSG00000171621	9352937	9352938	76653	11.3	1	0.08178002888575657	0.0	0.0	0.594	0.0	0.0		0.0				
chr1	9599540	9645237	ENSG00000171612	9599539	9599540	45697	2.8	1	0.1096472926809236	0.0	0.0	0.825	0.0	0.0		0.0				
chr1	9648931	9674935	ENSG00000188807	9648930	9648931	26004	5.7	1	0.12512225345470535	0.0	1.0	0.286	0.0	0.0		0.0				
chr1	9711789	9789172	ENSG00000171608	9711788	9711789	77383	2.0	1	0.15767955545172044	0.0	1.0	0.196	0.0	0.0		0.0				
chr1	9789083	9884584	ENSG00000171603	9789082	9789083	95501	20.6	1	0.10281529927715907	0.0	1.0	0.308	0.0	0.0		0.0				
chr1	9908333	9970394	ENSG00000178585	9908332	9908333	62061	16.6	1	0.028887984494568062	1.0	0.0	1.383	0.0	2.0	1.0	2.0	1000.0	36.0	1.0	0.036
chr1	9982172	10003465	ENSG00000162441	9982171	9982172	21293	11.4	1	0.01610787477627696	0.0	0.0	1.14	0.0	10.0	0.9397940008672038	10.0	15600.0	1441.0	1.0	0.09237179487179487
chr1	10003485	10045559	ENSG00000173614	10003484	10003485	42074	4.4	1	0.03954068247985031	0.0	0.0	0.877	0.0	0.0		0.0				
chr1	10057263	10076078	ENSG00000162444	10057262	10057263	18815	27.5	1	0.18797226467066155	0.0	0.0	0.732	0.0	22.0	0.7041540677077539	15.0	28000.0	1249.0	0.6818181818181818	0.04460714285714286
chr1	10092889	10241297	ENSG00000130939	10092888	10092889	148408	6.6	1	0.05707837884751232	1.0	1.0	0.157	0.0	27.0	0.637661562413872	16.0	37600.0	7971.0	0.5925925925925926	0.21199468085106382
chr1	10270862	10441661	ENSG00000054523	10270861	10270862	170799	10.6	1	0.2099452749424318	0.0	1.0	0.171	0.0	16.0	0.6836592200570504	10.0	17800.0	413.0	0.625	0.023202247191011237
chr1	10458648	10480201	ENSG00000142657	10458647	10458648	21553	19.3	1	0.03440832993091269	0.0	1.0	0.292	1.0	14.0	0.6851257167634393	10.0	17400.0	764.0	0.7142857142857143	0.04390804597701149
chr1	10490158	10512210	ENSG00000175279	10490157	10490158	22052	1.6	1	0.009594370941857212	0.0	0.0	1.706	0.0	33.0	0.590873281814885	19.0	45000.0	2811.0	0.5757575757575758	0.06246666666666666
chr1	10490158	10512210	ENSG00000251503	10490157	10490158	22052	0.0	0	0.5421631724263716	0.0	0.0	1.706	0.0	33.0	0.590873281814885	19.0	45000.0	2811.0	0.5757575757575758	0.06246666666666666
chr1	10509775	10511959	ENSG00000241563	10509774	10509775	2184	0.0	0	0.1724102616057711	0.0	0.0	1.941	0.0	33.0	0.590873281814885	19.0	45000.0	2811.0	0.5757575757575758	0.06246666666666666
chr1	10516578	10532583	ENSG00000160049	10516577	10516578	16005	6.0	1	0.0055902897710935675	1.0	0.0	1.161	0.0	33.0	0.590873281814885	19.0	45000.0	2811.0	0.5757575757575758	0.06246666666666666
chr1	10532344	10690815	ENSG00000142655	10532343	10532344	158471	9.3	1	0.017358728378610144	1.0	0.0	0.518	0.0	11.0	0.59267438301553	5.0	14400.0	6296.0	0.45454545454545453	0.43722222222222223
chr1	10696660	10856707	ENSG00000130940	10696659	10696660	160047	8.7	1	0.21139872517974895	0.0	1.0	0.152	0.0	0.0		0.0				
chr1	11006527	11042094	ENSG00000175262	11006526	11006527	35567	0.1	0	0.5720021929983327	0.0	0.0	1.041	0.0	0.0		0.0				
chr1	11072413	11085796	ENSG00000120948	11072412	11072413	13383	45.4	1	0.007925935665383747	1.0	1.0	0.275	0.0	0.0		0.0				
chr1	11086579	11107290	ENSG00000009724	11086578	11086579	20711	0.6	0	0.8372445223804174	0.0	0.0	1.146	0.0	0.0		0.0				
chr1	11114640	11120081	ENSG00000116649	11114639	11114640	5441	44.4	1	0.03812258573057544	1.0	0.0	0.571	0.0	0.0		0.0				
chr1	11126674	11159938	ENSG00000171824	11126673	11126674	33264	9.5	1	0.009824862673495091	1.0	0.0	0.738	1.0	11.0	0.5785923866531898	5.0	11200.0	1620.0	0.45454545454545453	0.14464285714285716
chr1	11166591	11322564	ENSG00000198793	11166590	11166591	155973	9.9	1	0.017881546199026817	0.0	1.0	0.185	1.0	0.0		0.0				
chr1	11249397	11256038	ENSG00000171819	11249396	11249397	6641	4.4	1	0.3145239277582535	0.0	0.0	1.75	0.0	7.0	0.4919567856046732	2.0	5200.0	636.0	0.2857142857142857	0.12230769230769231
chr1	11333262	11356106	ENSG00000120942	11333261	11333262	22844	3.4	1	0.038877135738203714	1.0	0.0	1.026	0.0	10.0	0.5063486257521106	3.0	7200.0	868.0	0.3	0.12055555555555555
chr1	11539222	11597641	ENSG00000204624	11539221	11539222	58419	0.0	0	0.4711625286950651	0.0	0.0	0.548	0.0	3.0	0.46598000289067915	1.0	2000.0	605.0	0.3333333333333333	0.3025
chr1	11708423	11715842	ENSG00000116661	11708422	11708423	7419	6.7	1	0.3231469622276413	0.0	0.0	0.997	0.0	14.0	0.49649151828475224	3.0	12800.0	1837.0	0.21428571428571427	0.143515625
chr1	11714431	11723384	ENSG00000132879	11714430	11714431	8953	19.2	1	0.12145795355735363	0.0	0.0	1.139	0.0	14.0	0.49649151828475224	3.0	12800.0	1837.0	0.21428571428571427	0.143515625
chr1	11724180	11734411	ENSG00000116663	11724179	11724180	10231	3.9	1	0.029161735591750376	1.0	0.0	0.841	0.0	6.0	0.3439143762535178	0.0	4400.0	333.0	0.0	0.07568181818181818
chr1	11734536	11751707	ENSG00000116670	11734535	11734536	17171	12.6	1	0.028215323292400382	1.0	0.0	0.717	1.0	6.0	0.3439143762535178	0.0	4400.0	333.0	0.0	0.07568181818181818
chr1	11751785	11785914	ENSG00000162490	11751784	11751785	34129	0.0	0	0.3484839045064135	0.0	0.0	1.527	0.0	6.0	0.3439143762535178	0.0	4400.0	333.0	0.0	0.07568181818181818
chr1	11796140	11814859	ENSG00000177674	11796139	11796140	18719	18.7	1	0.05681868021567549	0.0	0.0	0.951	0.0	9.0	0.3896870840837577	0.0	5800.0	658.0	0.0	0.11344827586206896
chr1	11821843	11849642	ENSG00000215910	11821842	11821843	27799	0.1	0	0.17019557776592525	0.0	0.0	1.052	0.0	6.0	0.3439143762535178	0.0	4400.0	333.0	0.0	0.07568181818181818
chr1	11845779	11866977	ENSG00000177000	11845778	11845779	21198	13.3	1	0.016127279661829648	0.0	0.0	0.922	0.0	0.0		0.0				
chr1	11866206	11903201	ENSG00000011021	11866205	11866206	36995	7.4	1	0.01323619675639636	0.0	0.0	0.608	0.0	0.0		0.0				
chr1	11905765	11908402	ENSG00000175206	11905764	11905765	2637	32800.7	1	0.8645801072793007	0.0	0.0	1.741	0.0	0.0		0.0				
chr1	11917520	11918988	ENSG00000120937	11917519	11917520	1468	2522.3	1	0.8649814280234572	0.0	0.0	1.862	0.0	0.0		0.0				
chr1	11979647	11986485	ENSG00000116685	11979646	11979647	6838	17.2	1	0.029126881624678424	1.0	0.0	0.755	0.0	0.0		0.0				
chr1	11994261	12035595	ENSG00000083444	11994260	11994261	41334	33.9	1	0.02969769005513865	1.0	0.0	0.938	0.0	0.0		0.0				
chr1	12040237	12073571	ENSG00000116688	12040236	12040237	33334	115.4	1	0.1426719322651294	0.0	1.0	0.282	1.0	0.0		0.0				
chr1	12079522	12092102	ENSG00000116691	12079521	12079522	12580	7.1	1	0.019415180030283502	1.0	0.0	1.737	0.0	0.0		0.0				
chr1	12123433	12204264	ENSG00000120949	12123432	12123433	80831	1.1	1	0.19008051742041893	0.0	0.0	0.359	0.0	0.0		0.0				
chr1	12227059	12269285	ENSG00000028137	12227058	12227059	42226	6.3	1	0.10564271959515432	0.0	0.0	0.476	0.0	0.0		0.0				
chr1	12290123	12572099	ENSG00000048707	12290122	12290123	281976	6.1	1	0.01790190155322375	0.0	1.0	0.332	1.0	12.0	0.7051188555160953	8.0	19400.0	3658.0	0.6666666666666666	0.18855670103092784
chr1	12627938	12677737	ENSG00000162496	12627937	12627938	49799	0.2	0	0.10403015526466948	0.0	0.0	0.674	0.0	0.0		0.0				
chr1	12704565	12727097	ENSG00000204518	12704564	12704565	22532	0.0	0	0.6941127267919259	0.0	0.0	1.679	0.0	0.0		0.0				
chr1	12806162	12823847	ENSG00000157330	12806161	12806162	17685	0.0	0	0.43455163156258986	0.0	0.0	1.553	0.0	0.0		0.0				
chr1	12952726	12958101	ENSG00000187545	12952725	12952726	5375	0.0	0	1.0000000000000002	0.0	0.0	1.542	0.0	0.0		0.0				
chr1	13801444	13840543	ENSG00000162494	13801443	13801444	39099	0.8	0	0.8469475129525786	0.0	0.0	1.076	0.0	2.0	0.6989700043360187	1.0	2400.0	98.0	0.5	0.04083333333333333
chr1	13909959	13944452	ENSG00000162493	13909958	13909959	34493	10.8	1	0.12808855194984134	0.0	0.0	1.152	0.0	12.0	0.7803763544320906	8.0	7400.0	451.0	0.6666666666666666	0.06094594594594595
chr1	14026692	14151574	ENSG00000116731	14026691	14026692	124882	9.9	1	0.02846749900095536	0.0	1.0	0.222	0.0	10.0	0.7200659450546418	6.0	5600.0	385.0	0.6	0.06875
chr1	14925199	15444539	ENSG00000189337	14925198	14925199	519340	3.7	1	0.16572770054075014	0.0	0.0	0.381	0.0	2.0	0.2614393726401687	0.0	2200.0	280.0	0.0	0.12727272727272726
chr1	15479027	15546976	ENSG00000171729	15479026	15479027	67949	2.5	1	0.1012273031421312	0.0	0.0	0.765	0.0	16.0	0.7249124662011535	10.0	14200.0	952.0	0.625	0.06704225352112676
chr1	15573767	15726779	ENSG00000142621	15573766	15573767	153012	0.0	0	0.23011697559926395	0.0	0.0	1.346	0.0	8.0	0.6208220305641312	4.0	4000.0	302.0	0.5	0.0755
chr1	15736390	15756839	ENSG00000142634	15736389	15736390	20449	9.4	1	0.06290137009651364	0.0	0.0	1.275	0.0	0.0		0.0				
chr1	15764934	15775737	ENSG00000162438	15764933	15764934	10803	0.7	0	0.9953839681956808	0.0	0.0	1.692	0.0	7.0	0.6599698226126277	4.0	6000.0	484.0	0.5714285714285714	0.08066666666666666
chr1	15783222	15798586	ENSG00000142615	15783221	15783222	15364	1.2	1	0.9954611802321736	0.0	0.0	1.83	0.0	7.0	0.6599698226126277	4.0	6000.0	484.0	0.5714285714285714	0.08066666666666666
chr1	15792403	15817895	ENSG00000215704	15792402	15792403	25492	0.1	0	0.9961079427233972	0.0	0.0	1.112	0.0	7.0	0.6599698226126277	4.0	6000.0	484.0	0.5714285714285714	0.08066666666666666
chr1	15817326	15853029	ENSG00000132906	15817325	15817326	35703	7.1	1	0.09143130010015928	1.0	0.0	0.974	0.0	2.0	1.0	2.0	1200.0	217.0	1.0	0.18083333333333335
chr1	15853307	15918874	ENSG00000116138	15853306	15853307	65567	2.2	1	0.019591778458286104	0.0	0.0	0.783	0.0	0.0		0.0				
chr1	15898847	15911605	ENSG00000116771	15898846	15898847	12758	0.0	0	0.4723960850944202	0.0	0.0	1.539	0.0	13.0	0.5089483250906837	5.0	8400.0	483.0	0.38461538461538464	0.0575
