enh_chrom	enh_start	enh_end	target_gene	gtex_tpm	hk	lof_intol	essential	rel_entropy	enh_rel_entropy	enh_length	phastcons_overlap	tisspec_enh	tissue
chr1	23487800	23488400	ENSG00000169641	0.5	0.0	0.0	0.0	0.054323145428416084	0.3979400086720376	600	0	0	ovary
chr1	23496000	23496400	ENSG00000169641	0.5	0.0	0.0	0.0	0.054323145428416084	0.09691001300805636	400	106	0	ovary
chr1	23496600	23496800	ENSG00000169641	0.5	0.0	0.0	0.0	0.054323145428416084	0.09691001300805636	200	90	0	ovary
chr1	23426000	23429800	ENSG00000169641	0.5	0.0	0.0	0.0	0.054323145428416084	1.0	3800	221	1	ovary
chr1	23425400	23425600	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.5228787452803376	200	3	0	ovary
chr1	23438200	23439000	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.6989700043360187	800	62	1	ovary
chr1	23441000	23441400	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	1.0	400	0	1	ovary
chr1	23446200	23447000	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.3979400086720376	800	0	0	ovary
chr1	23448800	23450800	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.6989700043360187	2000	354	1	ovary
chr1	23452600	23453000	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	1.0	400	39	1	ovary
chr1	23465800	23466000	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	1.0	200	0	1	ovary
chr1	23466800	23468200	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.3979400086720376	1400	0	0	ovary
chr1	23483600	23484000	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.6989700043360187	400	0	1	ovary
chr1	23487800	23488400	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.3979400086720376	600	0	0	ovary
chr1	23496000	23496400	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.09691001300805636	400	106	0	ovary
chr1	23496600	23496800	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.09691001300805636	200	90	0	ovary
chr1	23426000	23429800	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	1.0	3800	221	1	ovary
chr1	24620600	24622400	ENSG00000158055	0.0	0.0	1.0	0.0	0.8346636346178993	0.30102999566398103	1800	241	0	ovary
chr1	24647800	24648200	ENSG00000158055	0.0	0.0	1.0	0.0	0.8346636346178993	0.30102999566398103	400	75	0	ovary
chr1	24764600	24765000	ENSG00000158055	0.0	0.0	1.0	0.0	0.8346636346178993	0.3979400086720376	400	0	0	ovary
chr1	24765200	24765400	ENSG00000158055	0.0	0.0	1.0	0.0	0.8346636346178993	0.6989700043360187	200	9	1	ovary
chr1	24620600	24622400	ENSG00000001460	3.9	0.0	0.0	0.0	0.0572567126063331	0.30102999566398103	1800	241	0	ovary
chr1	24647800	24648200	ENSG00000001460	3.9	0.0	0.0	0.0	0.0572567126063331	0.30102999566398103	400	75	0	ovary
chr1	24764600	24765000	ENSG00000001460	3.9	0.0	0.0	0.0	0.0572567126063331	0.3979400086720376	400	0	0	ovary
chr1	24765200	24765400	ENSG00000001460	3.9	0.0	0.0	0.0	0.0572567126063331	0.6989700043360187	200	9	1	ovary
chr1	24620600	24622400	ENSG00000001461	4.4	0.0	0.0	0.0	0.11992147565712866	0.30102999566398103	1800	241	0	ovary
chr1	24647800	24648200	ENSG00000001461	4.4	0.0	0.0	0.0	0.11992147565712866	0.30102999566398103	400	75	0	ovary
chr1	24764600	24765000	ENSG00000001461	4.4	0.0	0.0	0.0	0.11992147565712866	0.3979400086720376	400	0	0	ovary
chr1	24765200	24765400	ENSG00000001461	4.4	0.0	0.0	0.0	0.11992147565712866	0.6989700043360187	200	9	1	ovary
chr1	26222200	26222600	ENSG00000158006	3.5	0.0	0.0	0.0	0.11371882885611022	0.1549019599857432	400	0	0	ovary
chr1	26260000	26260400	ENSG00000158006	3.5	0.0	0.0	0.0	0.11371882885611022	0.5228787452803376	400	74	0	ovary
chr1	26279400	26279800	ENSG00000158006	3.5	0.0	0.0	0.0	0.11371882885611022	0.3979400086720376	400	248	0	ovary
chr1	26230600	26230800	ENSG00000158006	3.5	0.0	0.0	0.0	0.11371882885611022	0.6989700043360187	200	0	1	ovary
chr1	40598400	40598600	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.5228787452803376	200	200	0	ovary
chr1	40599000	40599200	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.5228787452803376	200	123	0	ovary
chr1	40606800	40607200	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	1.0	400	13	1	ovary
chr1	40629000	40629200	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.2218487496163564	200	0	0	ovary
chr1	40630800	40631800	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	1.0	1000	65	1	ovary
chr1	40646000	40647000	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	1.0	1000	0	1	ovary
chr1	40649000	40649400	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.3979400086720376	400	13	0	ovary
chr1	40710400	40710600	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	1.0	200	0	1	ovary
chr1	40721400	40721800	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.2218487496163564	400	0	0	ovary
chr1	40725200	40725600	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.09691001300805636	400	0	0	ovary
chr1	40773400	40774200	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.30102999566398103	800	121	0	ovary
chr1	40775200	40775800	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.6989700043360187	600	128	1	ovary
chr1	40780200	40780800	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.6989700043360187	600	160	1	ovary
chr1	40779600	40779800	ENSG00000117000	8.1	0.0	1.0	0.0	0.007532968817691486	0.6989700043360187	200	0	1	ovary
chr1	40598400	40598600	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.5228787452803376	200	200	0	ovary
chr1	40599000	40599200	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.5228787452803376	200	123	0	ovary
chr1	40606800	40607200	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	1.0	400	13	1	ovary
chr1	40629000	40629200	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.2218487496163564	200	0	0	ovary
chr1	40630800	40631800	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	1.0	1000	65	1	ovary
chr1	40646000	40647000	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	1.0	1000	0	1	ovary
chr1	40649000	40649400	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.3979400086720376	400	13	0	ovary
chr1	40710400	40710600	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	1.0	200	0	1	ovary
chr1	40721400	40721800	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.2218487496163564	400	0	0	ovary
chr1	40725200	40725600	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.09691001300805636	400	0	0	ovary
chr1	40773400	40774200	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.30102999566398103	800	121	0	ovary
chr1	40775200	40775800	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.6989700043360187	600	128	1	ovary
chr1	40780200	40780800	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.6989700043360187	600	160	1	ovary
chr1	40779600	40779800	ENSG00000084073	14.4	1.0	0.0	0.0	0.008294516222166596	0.6989700043360187	200	0	1	ovary
chr1	40598400	40598600	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.5228787452803376	200	200	0	ovary
chr1	40599000	40599200	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.5228787452803376	200	123	0	ovary
chr1	40606800	40607200	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	1.0	400	13	1	ovary
chr1	40629000	40629200	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.2218487496163564	200	0	0	ovary
chr1	40630800	40631800	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	1.0	1000	65	1	ovary
chr1	40646000	40647000	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	1.0	1000	0	1	ovary
chr1	40649000	40649400	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.3979400086720376	400	13	0	ovary
chr1	40710400	40710600	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	1.0	200	0	1	ovary
chr1	40721400	40721800	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.2218487496163564	400	0	0	ovary
chr1	40725200	40725600	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.09691001300805636	400	0	0	ovary
chr1	40773400	40774200	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.30102999566398103	800	121	0	ovary
chr1	40775200	40775800	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.6989700043360187	600	128	1	ovary
chr1	40780200	40780800	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.6989700043360187	600	160	1	ovary
chr1	40779600	40779800	ENSG00000049089	1.3	0.0	0.0	0.0	0.25722174593999897	0.6989700043360187	200	0	1	ovary
chr1	40598400	40598600	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.5228787452803376	200	200	0	ovary
chr1	40599000	40599200	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.5228787452803376	200	123	0	ovary
chr1	40606800	40607200	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	1.0	400	13	1	ovary
chr1	40629000	40629200	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.2218487496163564	200	0	0	ovary
chr1	40630800	40631800	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	1.0	1000	65	1	ovary
chr1	40646000	40647000	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	1.0	1000	0	1	ovary
chr1	40649000	40649400	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.3979400086720376	400	13	0	ovary
chr1	40710400	40710600	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	1.0	200	0	1	ovary
chr1	40721400	40721800	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.2218487496163564	400	0	0	ovary
chr1	40725200	40725600	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.09691001300805636	400	0	0	ovary
chr1	40773400	40774200	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.30102999566398103	800	121	0	ovary
chr1	40775200	40775800	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.6989700043360187	600	128	1	ovary
chr1	40780200	40780800	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.6989700043360187	600	160	1	ovary
chr1	40779600	40779800	ENSG00000084070	12.4	0.0	0.0	0.0	0.10535756836373324	0.6989700043360187	200	0	1	ovary
chr1	43697800	43698600	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.6989700043360187	800	155	1	ovary
chr1	43739800	43740600	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.2218487496163564	800	10	0	ovary
chr1	43754200	43755800	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.5228787452803376	1600	15	0	ovary
chr1	43756200	43756400	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	1.0	200	0	1	ovary
chr1	43758600	43758800	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	1.0	200	0	1	ovary
chr1	43759200	43761600	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.2218487496163564	2400	339	0	ovary
chr1	43769200	43770000	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.30102999566398103	800	0	0	ovary
chr1	43770400	43770800	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.6989700043360187	400	213	1	ovary
chr1	43795600	43796400	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.15490195998574308	800	115	0	ovary
chr1	43810000	43810200	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.30102999566398103	200	38	0	ovary
chr1	43811000	43811200	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.5228787452803376	200	0	0	ovary
chr1	43695000	43696400	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	1.0	1400	0	1	ovary
chr1	43697800	43698600	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.6989700043360187	800	155	1	ovary
chr1	43739800	43740600	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.2218487496163564	800	10	0	ovary
chr1	43754200	43755800	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.5228787452803376	1600	15	0	ovary
chr1	43756200	43756400	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	1.0	200	0	1	ovary
chr1	43758600	43758800	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	1.0	200	0	1	ovary
chr1	43759200	43761600	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.2218487496163564	2400	339	0	ovary
chr1	43769200	43770000	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.30102999566398103	800	0	0	ovary
chr1	43770400	43770800	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.6989700043360187	400	213	1	ovary
chr1	43795600	43796400	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.15490195998574308	800	115	0	ovary
chr1	43810000	43810200	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.30102999566398103	200	38	0	ovary
chr1	43811000	43811200	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.5228787452803376	200	0	0	ovary
chr1	43695000	43696400	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	1.0	1400	0	1	ovary
chr1	43697800	43698600	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.6989700043360187	800	155	1	ovary
chr1	43739800	43740600	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.2218487496163564	800	10	0	ovary
chr1	43754200	43755800	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.5228787452803376	1600	15	0	ovary
chr1	43756200	43756400	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	1.0	200	0	1	ovary
chr1	43758600	43758800	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	1.0	200	0	1	ovary
chr1	43759200	43761600	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.2218487496163564	2400	339	0	ovary
chr1	43769200	43770000	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.30102999566398103	800	0	0	ovary
chr1	43770400	43770800	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.6989700043360187	400	213	1	ovary
chr1	43795600	43796400	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.15490195998574308	800	115	0	ovary
chr1	43810000	43810200	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.30102999566398103	200	38	0	ovary
chr1	43811000	43811200	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.5228787452803376	200	0	0	ovary
chr1	43695000	43696400	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	1.0	1400	0	1	ovary
chr1	43697800	43698600	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.6989700043360187	800	155	1	ovary
chr1	43739800	43740600	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.2218487496163564	800	10	0	ovary
chr1	43754200	43755800	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.5228787452803376	1600	15	0	ovary
chr1	43756200	43756400	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	1.0	200	0	1	ovary
chr1	43758600	43758800	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	1.0	200	0	1	ovary
chr1	43759200	43761600	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.2218487496163564	2400	339	0	ovary
chr1	43769200	43770000	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.30102999566398103	800	0	0	ovary
chr1	43770400	43770800	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.6989700043360187	400	213	1	ovary
chr1	43795600	43796400	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.15490195998574308	800	115	0	ovary
chr1	43810000	43810200	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.30102999566398103	200	38	0	ovary
chr1	43811000	43811200	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.5228787452803376	200	0	0	ovary
chr1	43695000	43696400	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	1.0	1400	0	1	ovary
chr1	43697800	43698600	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.6989700043360187	800	155	1	ovary
chr1	43739800	43740600	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.2218487496163564	800	10	0	ovary
chr1	43754200	43755800	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.5228787452803376	1600	15	0	ovary
chr1	43756200	43756400	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	1.0	200	0	1	ovary
chr1	43758600	43758800	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	1.0	200	0	1	ovary
chr1	43759200	43761600	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.2218487496163564	2400	339	0	ovary
chr1	43769200	43770000	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.30102999566398103	800	0	0	ovary
chr1	43770400	43770800	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.6989700043360187	400	213	1	ovary
chr1	43795600	43796400	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.15490195998574308	800	115	0	ovary
chr1	43810000	43810200	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.30102999566398103	200	38	0	ovary
chr1	43811000	43811200	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.5228787452803376	200	0	0	ovary
chr1	43695000	43696400	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	1.0	1400	0	1	ovary
chr1	43832200	43832600	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.15490195998574308	400	183	0	ovary
chr1	43834600	43834800	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.2218487496163564	200	0	0	ovary
chr1	43854000	43854400	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.04575749056067502	400	179	0	ovary
chr1	43856600	43857000	ENSG00000179178	1.3	0.0	0.0	0.0	0.2686150557752293	0.1549019599857432	400	10	0	ovary
chr1	43832200	43832600	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.15490195998574308	400	183	0	ovary
chr1	43834600	43834800	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.2218487496163564	200	0	0	ovary
chr1	43854000	43854400	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.04575749056067502	400	179	0	ovary
chr1	43856600	43857000	ENSG00000253313	0.0	0.0	0.0	0.0	0.3461355937723353	0.1549019599857432	400	10	0	ovary
chr1	43832200	43832600	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.15490195998574308	400	183	0	ovary
chr1	43834600	43834800	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.2218487496163564	200	0	0	ovary
chr1	43854000	43854400	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.04575749056067502	400	179	0	ovary
chr1	43856600	43857000	ENSG00000066056	6.6	0.0	0.0	0.0	0.06042996771978903	0.1549019599857432	400	10	0	ovary
chr1	43832200	43832600	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.15490195998574308	400	183	0	ovary
chr1	43834600	43834800	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.2218487496163564	200	0	0	ovary
chr1	43854000	43854400	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.04575749056067502	400	179	0	ovary
chr1	43856600	43857000	ENSG00000117400	0.2	0.0	0.0	0.0	0.22281078954804934	0.1549019599857432	400	10	0	ovary
chr1	43832200	43832600	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.15490195998574308	400	183	0	ovary
chr1	43834600	43834800	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.2218487496163564	200	0	0	ovary
chr1	43854000	43854400	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.04575749056067502	400	179	0	ovary
chr1	43856600	43857000	ENSG00000117399	0.8	0.0	0.0	1.0	0.1965138859410462	0.1549019599857432	400	10	0	ovary
chr1	43739800	43740600	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.2218487496163564	800	10	0	ovary
chr1	43754200	43755800	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.5228787452803376	1600	15	0	ovary
chr1	43756200	43756400	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	1.0	200	0	1	ovary
chr1	43758600	43758800	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	1.0	200	0	1	ovary
chr1	43759200	43761600	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.2218487496163564	2400	339	0	ovary
chr1	43769200	43770000	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.30102999566398103	800	0	0	ovary
chr1	43770400	43770800	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.6989700043360187	400	213	1	ovary
chr1	43795600	43796400	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.15490195998574308	800	115	0	ovary
chr1	43810000	43810200	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.30102999566398103	200	38	0	ovary
chr1	43811000	43811200	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.5228787452803376	200	0	0	ovary
chr1	43832200	43832600	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.15490195998574308	400	183	0	ovary
chr1	43834600	43834800	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.2218487496163564	200	0	0	ovary
chr1	43854000	43854400	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.04575749056067502	400	179	0	ovary
chr1	43856600	43857000	ENSG00000066322	28.6	1.0	0.0	0.0	0.02191048994788823	0.1549019599857432	400	10	0	ovary
chr1	43739800	43740600	ENSG00000159479	22.1	1.0	0.0	0.0	0.009376836411879787	0.2218487496163564	800	10	0	ovary
chr1	43754200	43755800	ENSG00000159479	22.1	1.0	0.0	0.0	0.009376836411879787	0.5228787452803376	1600	15	0	ovary
chr1	43756200	43756400	ENSG00000159479	22.1	1.0	0.0	0.0	0.009376836411879787	1.0	200	0	1	ovary
