chrom	start	end	target_gene	tss_start	tss_end	gene_length	lung	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	10490158	10512210	ENSG00000175279	10490157	10490158	22052	4.2	1	0.009594370941857212	0.0	0.0	1.706	0.0	2.0	0.33889035263304035	0.0	1400.0	222.0	0.0	0.15857142857142856
chr1	10490158	10512210	ENSG00000251503	10490157	10490158	22052	0.0	0	0.5421631724263716	0.0	0.0	1.706	0.0	2.0	0.33889035263304035	0.0	1400.0	222.0	0.0	0.15857142857142856
chr1	10509775	10511959	ENSG00000241563	10509774	10509775	2184	0.2	0	0.1724102616057711	0.0	0.0	1.941	0.0	2.0	0.33889035263304035	0.0	1400.0	222.0	0.0	0.15857142857142856
chr1	10516578	10532583	ENSG00000160049	10516577	10516578	16005	11.0	1	0.0055902897710935675	1.0	0.0	1.161	0.0	2.0	0.33889035263304035	0.0	1400.0	222.0	0.0	0.15857142857142856
chr1	10696660	10856707	ENSG00000130940	10696659	10696660	160047	12.8	1	0.21139872517974895	0.0	1.0	0.152	0.0	31.0	0.7742591541430294	25.0	36000.0	8058.0	0.8064516129032258	0.22383333333333333
chr1	11539222	11597641	ENSG00000204624	11539221	11539222	58419	0.0	0	0.4711625286950651	0.0	0.0	0.548	0.0	1.0	0.6989700043360187	1.0	200.0	0.0	1.0	0.0
chr1	12227059	12269285	ENSG00000028137	12227058	12227059	42226	35.7	1	0.10564271959515432	0.0	0.0	0.476	0.0	9.0	0.6011415270828624	5.0	10400.0	496.0	0.5555555555555556	0.047692307692307694
chr1	14925199	15444539	ENSG00000189337	14925198	14925199	519340	17.8	1	0.16572770054075014	0.0	0.0	0.381	0.0	7.0	1.0	7.0	2800.0	83.0	1.0	0.029642857142857144
chr1	15479027	15546976	ENSG00000171729	15479026	15479027	67949	15.5	1	0.1012273031421312	0.0	0.0	0.765	0.0	19.0	0.7336077642585688	15.0	20400.0	358.0	0.7894736842105263	0.017549019607843136
chr1	15573767	15726779	ENSG00000142621	15573766	15573767	153012	2.5	1	0.23011697559926395	0.0	0.0	1.346	0.0	7.0	0.6390943889443079	4.0	5600.0	325.0	0.5714285714285714	0.05803571428571429
chr1	16174358	16266955	ENSG00000065526	16174357	16174358	92597	16.4	1	0.01544478707074131	1.0	1.0	0.071	0.0	16.0	0.6010205141361804	8.0	7600.0	559.0	0.5	0.07355263157894737
chr1	16558194	16563657	ENSG00000132881	16558193	16558194	5463	2.8	1	0.04008951326617734	0.0	0.0	1.626	0.0	13.0	0.6108063092838466	8.0	15000.0	1741.0	0.6153846153846154	0.11606666666666667
chr1	16573333	16678949	ENSG00000037637	16573332	16573333	105616	14.8	1	0.013987202434530341	1.0	1.0	0.274	0.0	13.0	0.6108063092838466	8.0	15000.0	1741.0	0.6153846153846154	0.11606666666666667
chr1	16679069	16724640	ENSG00000055070	16679068	16679069	45571	53.1	1	0.025758478194814804	1.0	0.0	0.672	0.0	13.0	0.6108063092838466	8.0	15000.0	1741.0	0.6153846153846154	0.11606666666666667
chr1	16713611	16763919	ENSG00000187144	16713610	16713611	50308	0.0	0	1.0000000000000002	0.0	0.0	1.498	0.0	13.0	0.6108063092838466	8.0	15000.0	1741.0	0.6153846153846154	0.11606666666666667
chr1	18957499	19075360	ENSG00000009709	18957498	18957499	117861	0.0	0	0.5561742893070402	0.0	0.0	0.558	0.0	0.0		0.0				
chr1	19197925	19229275	ENSG00000159423	19197924	19197925	31350	7.2	1	0.4131583245117165	0.0	0.0	0.714	0.0	15.0	0.6165567627256194	8.0	13200.0	765.0	0.5333333333333333	0.05795454545454545
chr1	19230774	19283180	ENSG00000169991	19230773	19230774	52406	7.6	1	0.04579335389665255	0.0	0.0	0.42	0.0	15.0	0.6165567627256194	8.0	13200.0	765.0	0.5333333333333333	0.05795454545454545
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	4.5	1	0.04258459524331211	1.0	0.0	0.584	0.0	29.0	0.5355979770356851	12.0	30400.0	1638.0	0.41379310344827586	0.05388157894736842
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	321.6	1	0.14015894486695946	0.0	0.0	1.023	0.0	29.0	0.5355979770356851	12.0	30400.0	1638.0	0.41379310344827586	0.05388157894736842
chr1	20301924	20306932	ENSG00000188257	20301923	20301924	5008	18.9	1	0.2948839395651715	0.0	0.0	1.292	0.0	11.0	0.7056778419870113	7.0	7800.0	353.0	0.6363636363636364	0.04525641025641026
chr1	20354671	20417683	ENSG00000127472	20354670	20354671	63012	8.0	1	0.32799373176247504	0.0	0.0	1.57	0.0	11.0	0.7056778419870113	7.0	7800.0	353.0	0.6363636363636364	0.04525641025641026
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	0.3	0	0.3874819248405741	0.0	0.0	1.786	0.0	11.0	0.7056778419870113	7.0	7800.0	353.0	0.6363636363636364	0.04525641025641026
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	9.0	0.6737206952801229	5.0	6400.0	251.0	0.5555555555555556	0.03921875
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	6.0	0.7197931271040687	4.0	4800.0	747.0	0.6666666666666666	0.155625
chr1	22138757	22151714	ENSG00000187942	22138756	22138757	12957	1.8	1	0.06437412866343913	0.0	0.0	1.241	0.0	16.0	0.543469342014157	6.0	22800.0	2352.0	0.375	0.1031578947368421
chr1	22148737	22263790	ENSG00000142798	22148736	22148737	115053	24.3	1	0.10650915245498513	0.0	0.0	0.412	0.0	16.0	0.543469342014157	6.0	22800.0	2352.0	0.375	0.1031578947368421
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	1.2	1	0.054323145428416084	0.0	0.0	0.402	0.0	17.0	0.5606063268000563	8.0	9800.0	714.0	0.47058823529411764	0.07285714285714286
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	17.0	0.5606063268000563	8.0	9800.0	714.0	0.47058823529411764	0.07285714285714286
chr1	23685940	23695935	ENSG00000125945	23685939	23685940	9995	4.6	1	0.03904712431800852	0.0	0.0	0.878	0.0	26.0	0.5203189006205787	9.0	20800.0	3208.0	0.34615384615384615	0.15423076923076923
chr1	23707553	23751233	ENSG00000204219	23707552	23707553	43680	22.8	1	0.3019665645789893	0.0	0.0	0.73	0.0	26.0	0.5203189006205787	9.0	20800.0	3208.0	0.34615384615384615	0.15423076923076923
chr1	23755055	23811061	ENSG00000088280	23755054	23755055	56006	17.8	1	0.10216357735593487	0.0	0.0	0.711	0.0	26.0	0.5203189006205787	9.0	20800.0	3208.0	0.34615384615384615	0.15423076923076923
chr1	23832921	23857712	ENSG00000007968	23832920	23832921	24791	0.9	0	0.35622802658225955	0.0	0.0	0.561	0.0	26.0	0.5203189006205787	9.0	20800.0	3208.0	0.34615384615384615	0.15423076923076923
chr1	23884408	23886285	ENSG00000117318	23884407	23884408	1877	111.7	1	0.04834788799417868	0.0	0.0	0.709	0.0	17.0	0.518646333925018	4.0	10000.0	2187.0	0.23529411764705882	0.2187
chr1	24480646	24514449	ENSG00000185436	24480645	24480646	33803	2.3	1	0.09427250551235962	0.0	0.0	0.763	0.0	21.0	0.6158644042393381	9.0	13000.0	1762.0	0.42857142857142855	0.13553846153846155
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	23.0	0.6125241064787758	10.0	16200.0	1798.0	0.43478260869565216	0.11098765432098766
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	4.4	1	0.0572567126063331	0.0	0.0	1.339	0.0	23.0	0.6125241064787758	10.0	16200.0	1798.0	0.43478260869565216	0.11098765432098766
chr1	24742283	24799466	ENSG00000001461	24742282	24742283	57183	9.1	1	0.11992147565712866	0.0	0.0	0.844	0.0	10.0	0.6024568191490737	4.0	8600.0	1066.0	0.4	0.12395348837209302
chr1	24829386	24867530	ENSG00000117602	24829385	24829386	38144	4.5	1	0.07967952413474128	0.0	0.0	1.313	0.0	2.0	0.309894379144197	0.0	800.0	0.0	0.0	0.0
chr1	25870070	25895377	ENSG00000157978	25870069	25870070	25307	16.1	1	0.09269333132337554	0.0	0.0	1.163	0.0	18.0	0.5112607349433517	8.0	26400.0	1987.0	0.4444444444444444	0.07526515151515152
chr1	25943958	26112698	ENSG00000117643	25943957	25943958	168740	9.4	1	0.04358991749474712	0.0	0.0	0.434	0.0	17.0	0.5002190132143713	7.0	25800.0	1977.0	0.4117647058823529	0.07662790697674418
chr1	26126666	26144713	ENSG00000162430	26126665	26126666	18047	51.2	1	0.01493164186679869	0.0	0.0	1.017	0.0	26.0	0.540774038618012	13.0	37400.0	2994.0	0.5	0.08005347593582887
chr1	26145130	26159432	ENSG00000117640	26145129	26145130	14302	35.9	1	0.047550316071094605	1.0	0.0	0.611	0.0	14.0	0.56665374921615	7.0	21000.0	1181.0	0.5	0.05623809523809524
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	5.1	1	0.11371882885611022	0.0	0.0	1.113	0.0	7.0	0.3850727817466445	2.0	2800.0	131.0	0.2857142857142857	0.046785714285714285
chr1	26437663	26452034	ENSG00000175087	26437662	26437663	14371	2.2	1	0.02521019098345276	0.0	0.0	0.643	0.0	19.0	0.6454813530561855	12.0	14800.0	2600.0	0.631578947368421	0.17567567567567569
chr1	26485510	26489119	ENSG00000197245	26485509	26485510	3609	7.5	1	0.050620139634493584	0.0	0.0	0.95	0.0	19.0	0.6454813530561855	12.0	14800.0	2600.0	0.631578947368421	0.17567567567567569
chr1	26496361	26498551	ENSG00000142684	26496360	26496361	2190	7.3	1	0.062221286964571715	1.0	0.0	1.693	0.0	19.0	0.6454813530561855	12.0	14800.0	2600.0	0.631578947368421	0.17567567567567569
chr1	26503893	26516377	ENSG00000142675	26503892	26503893	12484	7.6	1	0.11403056135705715	0.0	0.0	1.282	0.0	19.0	0.6454813530561855	12.0	14800.0	2600.0	0.631578947368421	0.17567567567567569
chr1	26560690	26605299	ENSG00000130695	26560689	26560690	44609	5.5	1	0.1878774389956173	0.0	0.0	0.53	1.0	21.0	0.611084854471835	12.0	17000.0	3580.0	0.5714285714285714	0.21058823529411766
chr1	26605666	26608007	ENSG00000142669	26605665	26605666	2341	231.8	1	0.03667100237670372	0.0	0.0	1.059	0.0	21.0	0.611084854471835	12.0	17000.0	3580.0	0.5714285714285714	0.21058823529411766
chr1	26607818	26644854	ENSG00000158062	26607817	26607818	37036	20.0	1	0.0418219913578769	0.0	0.0	1.142	0.0	21.0	0.611084854471835	12.0	17000.0	3580.0	0.5714285714285714	0.21058823529411766
chr1	26644447	26647014	ENSG00000169442	26644446	26644447	2567	283.4	1	0.2803848991164801	0.0	0.0	1.698	0.0	21.0	0.611084854471835	12.0	17000.0	3580.0	0.5714285714285714	0.21058823529411766
chr1	26648349	26680621	ENSG00000176092	26648348	26648349	32272	1.6	1	0.4308660655052658	0.0	0.0	0.793	0.0	21.0	0.611084854471835	12.0	17000.0	3580.0	0.5714285714285714	0.21058823529411766
chr1	26688124	26701013	ENSG00000176083	26688123	26688124	12889	1.6	1	0.22704187255411115	0.0	0.0	1.34	0.0	21.0	0.611084854471835	12.0	17000.0	3580.0	0.5714285714285714	0.21058823529411766
chr1	26758772	26797785	ENSG00000117682	26758771	26758772	39013	15.2	1	0.0072830432945386065	0.0	0.0	0.51	1.0	14.0	0.6380823206447214	8.0	13200.0	3225.0	0.5714285714285714	0.24431818181818182
chr1	26798940	26802463	ENSG00000198830	26798939	26798940	3523	284.9	1	0.01672990583901121	0.0	0.0	0.459	0.0	14.0	0.6380823206447214	8.0	13200.0	3225.0	0.5714285714285714	0.24431818181818182
chr1	27022523	27108595	ENSG00000117713	27022522	27022523	86072	17.5	1	0.011762782971970524	0.0	1.0	0.071	0.0	21.0	0.4990073825311226	10.0	13600.0	4765.0	0.47619047619047616	0.3503676470588235
chr1	27113962	27124889	ENSG00000060642	27113961	27113962	10927	7.3	1	0.03376156148995752	0.0	0.0	1.238	1.0	20.0	0.4890092514408778	9.0	13400.0	4722.0	0.45	0.35238805970149256
chr1	27153200	27184093	ENSG00000204160	27153199	27153200	30893	18.1	1	0.026452579165281084	0.0	0.0	0.805	0.0	20.0	0.4890092514408778	9.0	13400.0	4722.0	0.45	0.35238805970149256
chr1	27189632	27190947	ENSG00000175793	27189631	27189632	1315	67.7	1	0.2560276031223408	0.0	0.0	0.704	0.0	20.0	0.4890092514408778	9.0	13400.0	4722.0	0.45	0.35238805970149256
chr1	27202623	27216788	ENSG00000142751	27202622	27202623	14165	15.0	1	0.013618532581453005	1.0	0.0	0.852	1.0	20.0	0.4890092514408778	9.0	13400.0	4722.0	0.45	0.35238805970149256
chr1	27320197	27327389	ENSG00000253368	27320196	27320197	7192	10.8	1	0.11407401524015195	0.0	0.0	1.755	0.0	13.0	0.6508789435533188	8.0	13000.0	1227.0	0.6153846153846154	0.09438461538461539
chr1	27331510	27339327	ENSG00000158246	27331509	27331510	7817	15.0	1	0.19408137930756664	0.0	0.0	0.717	0.0	13.0	0.6508789435533188	8.0	13000.0	1227.0	0.6153846153846154	0.09438461538461539
chr1	27425305	27493472	ENSG00000090020	27425304	27425305	68167	14.0	1	0.020130754633868427	0.0	0.0	0.375	0.0	16.0	0.47755602610435144	4.0	21400.0	2741.0	0.25	0.12808411214953272
chr1	27561006	27635110	ENSG00000142784	27561005	27561006	74104	19.1	1	0.03716457018669965	1.0	1.0	0.23	0.0	16.0	0.47755602610435144	4.0	21400.0	2741.0	0.25	0.12808411214953272
chr1	27648650	27662891	ENSG00000186501	27648649	27648650	14241	25.7	1	0.01774962179850806	1.0	0.0	1.485	0.0	61.0	0.553780510413614	24.0	80200.0	20854.0	0.39344262295081966	0.2600249376558603
chr1	27668512	27680421	ENSG00000142765	27668511	27668512	11909	15.3	1	0.3116163421981336	0.0	0.0	1.056	0.0	46.0	0.5716221016857951	20.0	59000.0	18113.0	0.43478260869565216	0.307
chr1	27681674	27693383	ENSG00000142733	27681673	27681674	11709	89.4	1	0.07259629287238857	0.0	0.0	0.768	0.0	46.0	0.5716221016857951	20.0	59000.0	18113.0	0.43478260869565216	0.307
chr1	27695602	27701315	ENSG00000142748	27695601	27695602	5713	809.1	1	0.4659250799746126	0.0	0.0	0.896	0.0	46.0	0.5716221016857951	20.0	59000.0	18113.0	0.43478260869565216	0.307
chr1	27705665	27709870	ENSG00000174950	27705664	27705665	4205	6.1	1	0.4386196078742469	0.0	0.0	1.575	0.0	46.0	0.5716221016857951	20.0	59000.0	18113.0	0.43478260869565216	0.307
chr1	27719147	27722318	ENSG00000181773	27719146	27719147	3171	2.4	1	0.18541162720396973	0.0	0.0	1.543	0.0	46.0	0.5716221016857951	20.0	59000.0	18113.0	0.43478260869565216	0.307
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	51.5	1	0.023898186252685867	0.0	1.0	0.311	0.0	46.0	0.5716221016857951	20.0	59000.0	18113.0	0.43478260869565216	0.307
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	13.0	1	0.03851818634445243	0.0	1.0	0.076	0.0	46.0	0.5716221016857951	20.0	59000.0	18113.0	0.43478260869565216	0.307
chr1	28473676	28520447	ENSG00000169403	28473675	28473676	46771	9.5	1	0.1701987165906701	0.0	0.0	0.848	0.0	21.0	0.7757490494773414	17.0	12600.0	454.0	0.8095238095238095	0.03603174603174603
chr1	28525966	28559536	ENSG00000126698	28525965	28525966	33570	67.1	1	0.006225763994330821	1.0	0.0	0.587	0.0	21.0	0.7757490494773414	17.0	12600.0	454.0	0.8095238095238095	0.03603174603174603
chr1	29063132	29096287	ENSG00000198492	29063131	29063132	33155	30.7	1	0.013178370367964548	1.0	1.0	0.139	0.0	14.0	0.6668919663989173	10.0	10200.0	811.0	0.7142857142857143	0.07950980392156863
chr1	29138653	29190208	ENSG00000116329	29138652	29138653	51555	0.0	0	0.5904024137422254	0.0	0.0	1.193	0.0	14.0	0.6668919663989173	10.0	10200.0	811.0	0.7142857142857143	0.07950980392156863
chr1	29213602	29446553	ENSG00000159023	29213601	29213602	232951	6.4	1	0.05115709748535498	0.0	0.0	0.519	0.0	14.0	0.6668919663989173	10.0	10200.0	811.0	0.7142857142857143	0.07950980392156863
chr1	29445939	29450447	ENSG00000253304	29445938	29445939	4508	11.0	1	0.1389891466099536	0.0	0.0	1.379	0.0	9.0	0.6825186115076368	6.0	6000.0	367.0	0.6666666666666666	0.06116666666666667
chr1	29474254	29508499	ENSG00000116350	29474253	29474254	34245	91.8	1	0.01251389353650343	1.0	0.0	0.378	0.0	9.0	0.6825186115076368	6.0	6000.0	367.0	0.6666666666666666	0.06116666666666667
chr1	29519384	29557454	ENSG00000116353	29519383	29519384	38070	8.5	1	0.06704493053487946	0.0	0.0	0.848	1.0	9.0	0.6825186115076368	6.0	6000.0	367.0	0.6666666666666666	0.06116666666666667
chr1	31205315	31230667	ENSG00000162511	31205314	31205315	25352	238.8	1	0.20895822335078346	0.0	0.0	0.4	0.0	9.0	0.6271507721976811	4.0	8600.0	218.0	0.4444444444444444	0.025348837209302325
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	22.4	1	0.09732258780510823	0.0	0.0	0.664	0.0	24.0	0.5042634451609486	8.0	29400.0	1821.0	0.3333333333333333	0.06193877551020408
chr1	31404352	31538838	ENSG00000134644	31404351	31404352	134486	24.0	1	0.017568140961549957	1.0	1.0	0.129	0.0	24.0	0.5042634451609486	8.0	29400.0	1821.0	0.3333333333333333	0.06193877551020408
chr1	31732416	31769662	ENSG00000060688	31732415	31732416	37246	15.8	1	0.01182917998212121	1.0	0.0	0.398	0.0	10.0	0.321838821750685	2.0	4200.0	685.0	0.2	0.1630952380952381
chr1	31769841	31837783	ENSG00000121766	31769840	31769841	67942	20.3	1	0.05449506169507742	0.0	0.0	0.842	0.0	10.0	0.321838821750685	2.0	4200.0	685.0	0.2	0.1630952380952381
chr1	31838471	31849697	ENSG00000121769	31838470	31838471	11226	25.4	1	0.5677078643678684	0.0	0.0	0.865	0.0	10.0	0.321838821750685	2.0	4200.0	685.0	0.2	0.1630952380952381
chr1	31882411	31907525	ENSG00000168528	31882410	31882411	25114	24.2	1	0.3480131180142423	0.0	0.0	1.248	0.0	10.0	0.321838821750685	2.0	4200.0	685.0	0.2	0.1630952380952381
chr1	32083286	32098119	ENSG00000121764	32083285	32083286	14833	0.0	0	0.38048158384642794	0.0	0.0	0.865	0.0	22.0	0.6417280760176948	12.0	15400.0	2184.0	0.5454545454545454	0.14181818181818182
chr1	32095462	32110497	ENSG00000162517	32095461	32095462	15035	69.0	1	0.005345427752958326	1.0	0.0	1.058	0.0	22.0	0.6417280760176948	12.0	15400.0	2184.0	0.5454545454545454	0.14181818181818182
chr1	32117847	32169920	ENSG00000084636	32117846	32117847	52073	33.3	1	0.20487746629288967	0.0	0.0	0.627	0.0	49.0	0.6085103125651695	24.0	36600.0	6265.0	0.4897959183673469	0.17117486338797813
chr1	32192717	32230494	ENSG00000121753	32192716	32192717	37777	0.5	0	0.44711601597659373	0.0	1.0	0.249	0.0	37.0	0.566901832642934	16.0	30000.0	5535.0	0.43243243243243246	0.1845
chr1	32256022	32281652	ENSG00000134668	32256021	32256022	25630	7.2	1	0.2449794047658981	0.0	0.0	0.806	0.0	37.0	0.566901832642934	16.0	30000.0	5535.0	0.43243243243243246	0.1845
chr1	32372021	32410457	ENSG00000184007	32372020	32372021	38436	73.9	1	0.04664410870927932	1.0	1.0	0.284	0.0	37.0	0.566901832642934	16.0	30000.0	5535.0	0.43243243243243246	0.1845
chr1	32479429	32526451	ENSG00000121774	32479428	32479429	47022	43.5	1	0.014764671196430053	1.0	1.0	0.24	0.0	37.0	0.566901832642934	16.0	30000.0	5535.0	0.43243243243243246	0.1845
chr1	32537631	32568467	ENSG00000121775	32537630	32537631	30836	4.7	1	0.013152262575735284	0.0	0.0	0.617	0.0	10.0	0.44122082435229626	3.0	6600.0	77.0	0.3	0.011666666666666667
chr1	32573638	32642169	ENSG00000025800	32573637	32573638	68531	16.7	1	0.030706662041860518	0.0	1.0	0.224	0.0	10.0	0.44122082435229626	3.0	6600.0	77.0	0.3	0.011666666666666667
chr1	32645286	32663886	ENSG00000084652	32645285	32645286	18600	26.1	1	0.019224599033775696	1.0	1.0	0.24	0.0	16.0	0.4488439956193996	4.0	12200.0	2491.0	0.25	0.20418032786885246
chr1	32665986	32670988	ENSG00000160050	32665985	32665986	5002	4.2	1	0.23281499611402184	0.0	0.0	1.923	0.0	16.0	0.4488439956193996	4.0	12200.0	2491.0	0.25	0.20418032786885246
chr1	32671235	32674288	ENSG00000160051	32671234	32671235	3053	2.2	1	0.0209201010629227	0.0	0.0	1.227	0.0	16.0	0.4488439956193996	4.0	12200.0	2491.0	0.25	0.20418032786885246
chr1	32674694	32681797	ENSG00000222046	32674693	32674694	7103	1.7	1	0.6116394671613088	0.0	0.0	1.208	0.0	16.0	0.4488439956193996	4.0	12200.0	2491.0	0.25	0.20418032786885246
chr1	32680072	32687972	ENSG00000160055	32680071	32680072	7900	7.0	1	0.015615817820192085	0.0	0.0	1.872	0.0	16.0	0.4488439956193996	4.0	12200.0	2491.0	0.25	0.20418032786885246
chr1	32687528	32697205	ENSG00000084623	32687527	32687528	9677	110.6	1	0.028015977842739785	1.0	1.0	0.346	1.0	16.0	0.4488439956193996	4.0	12200.0	2491.0	0.25	0.20418032786885246
chr1	32712833	32714457	ENSG00000183615	32712832	32712833	1624	23.6	1	0.1142103220187401	0.0	0.0	1.652	0.0	16.0	0.4488439956193996	4.0	12200.0	2491.0	0.25	0.20418032786885246
chr1	32716839	32751766	ENSG00000182866	32716838	32716839	34927	10.2	1	0.2764869519843965	0.0	1.0	0.212	0.0	16.0	0.4488439956193996	4.0	12200.0	2491.0	0.25	0.20418032786885246
chr1	32757686	32799236	ENSG00000116478	32757685	32757686	41550	38.7	1	0.04624674774257672	0.0	0.0	0.405	0.0	16.0	0.4488439956193996	4.0	12200.0	2491.0	0.25	0.20418032786885246
chr1	33402045	33430286	ENSG00000116514	33402044	33402045	28241	19.7	1	0.011814716170991032	0.0	0.0	0.354	0.0	10.0	0.5586365002801443	4.0	11200.0	918.0	0.4	0.08196428571428571
chr1	33473584	33546597	ENSG00000004455	33473583	33473584	73013	70.4	1	0.045713725460742406	1.0	0.0	1.223	0.0	12.0	0.5318537516787932	5.0	13000.0	943.0	0.4166666666666667	0.07253846153846154
chr1	33938245	33962107	ENSG00000121903	33938244	33938245	23862	0.7	0	0.017268182153821834	0.0	0.0	0.511	0.0	1.0	0.2218487496163564	0.0	200.0	141.0	0.0	0.705
chr1	34632483	34684732	ENSG00000142698	34632482	34632483	52249	0.0	0	0.5631615161603193	0.0	0.0	0.593	0.0	1.0	1.0	1.0	800.0	152.0	1.0	0.19
chr1	35447135	35450954	ENSG00000243749	35447134	35447135	3819	48.8	1	0.03845564419496679	0.0	0.0	1.453	0.0	3.0	0.5076262484267792	1.0	1600.0	320.0	0.3333333333333333	0.2
chr1	35449522	35497569	ENSG00000163867	35449521	35449522	48047	5.9	1	0.017621645472055192	0.0	0.0	0.693	0.0	3.0	0.5076262484267792	1.0	1600.0	320.0	0.3333333333333333	0.2
chr1	35899090	36023551	ENSG00000142687	35899089	35899090	124461	22.6	1	0.017657686805899696	1.0	0.0	0.449	0.0	14.0	0.5155991583933464	5.0	10800.0	1564.0	0.35714285714285715	0.1448148148148148
chr1	36023073	36032875	ENSG00000020129	36023072	36023073	9802	13.5	1	0.3481919893881804	0.0	1.0	0.175	0.0	12.0	0.49971162232420774	4.0	10400.0	1564.0	0.3333333333333333	0.1503846153846154
chr1	36038970	36060929	ENSG00000116819	36038969	36038970	21959	1.4	1	0.1146655303603724	0.0	0.0	1.158	0.0	12.0	0.49971162232420774	4.0	10400.0	1564.0	0.3333333333333333	0.1503846153846154
chr1	36067184	36107445	ENSG00000126067	36067183	36067184	40261	32.3	1	0.02633864920842672	1.0	0.0	0.386	1.0	12.0	0.49971162232420774	4.0	10400.0	1564.0	0.3333333333333333	0.1503846153846154
chr1	36179475	36185073	ENSG00000142686	36179474	36179475	5598	10.8	1	0.15428970900455088	0.0	0.0	1.481	0.0	12.0	0.49971162232420774	4.0	10400.0	1564.0	0.3333333333333333	0.1503846153846154
chr1	40420801	40435638	ENSG00000168389	40420800	40420801	14837	38.2	1	0.29879003022438205	0.0	0.0	0.538	0.0	9.0	0.7280935520730867	6.0	5600.0	396.0	0.6666666666666666	0.07071428571428572
chr1	40627044	40706593	ENSG00000117000	40627043	40627044	79549	8.7	1	0.0075329688176914876	0.0	1.0	0.04	0.0	12.0	0.3770760436428542	2.0	7800.0	1499.0	0.16666666666666666	0.19217948717948719
