chrom	start	end	target_gene	tss_start	tss_end	gene_length	brain_prefrontal_cortex	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	10092889	10241297	ENSG00000130939	10092888	10092889	148408	7.3	1	0.05707837884751232	1.0	1.0	0.157	0.0	21.0	0.5265031044429568	9.0	20400.0	1090.0	0.42857142857142855	0.053431372549019605
chr1	10270862	10441661	ENSG00000054523	10270861	10270862	170799	57.5	1	0.2099452749424318	0.0	1.0	0.171	0.0	18.0	0.5970422929628114	9.0	15400.0	1501.0	0.5	0.09746753246753247
chr1	14925199	15444539	ENSG00000189337	14925198	14925199	519340	24.0	1	0.16572770054075014	0.0	0.0	0.381	0.0	21.0	0.8041616665935917	15.0	13400.0	1283.0	0.7142857142857143	0.09574626865671641
chr1	15943994	15995539	ENSG00000197312	15943993	15943994	51545	3.3	1	0.08322525021923176	0.0	1.0	0.208	1.0	8.0	0.5235531242661758	2.0	4400.0	828.0	0.25	0.18818181818181817
chr1	15986363	15988217	ENSG00000215695	15986362	15986363	1854	0.1	0	0.25158745769912005	1.0	0.0	1.522	0.0	8.0	0.5235531242661758	2.0	4400.0	828.0	0.25	0.18818181818181817
chr1	16268363	16302627	ENSG00000116809	16268362	16268363	34264	17.2	1	0.007685736075891235	1.0	1.0	0.309	1.0	15.0	0.5596319651041687	7.0	18800.0	576.0	0.4666666666666667	0.030638297872340424
chr1	16573333	16678949	ENSG00000037637	16573332	16573333	105616	10.5	1	0.013987202434530341	1.0	1.0	0.274	0.0	9.0	0.4182656401815917	2.0	8000.0	1160.0	0.2222222222222222	0.145
chr1	16679069	16724640	ENSG00000055070	16679068	16679069	45571	18.7	1	0.025758478194814804	1.0	0.0	0.672	0.0	9.0	0.4182656401815917	2.0	8000.0	1160.0	0.2222222222222222	0.145
chr1	19230774	19283180	ENSG00000169991	19230773	19230774	52406	6.0	1	0.04579335389665255	0.0	0.0	0.42	0.0	18.0	0.6744003873032902	10.0	16800.0	1117.0	0.5555555555555556	0.06648809523809524
chr1	19400999	19536770	ENSG00000127481	19400998	19400999	135771	29.3	1	0.02221019611099524	0.0	1.0	0.095	1.0	18.0	0.6744003873032902	10.0	16800.0	1117.0	0.5555555555555556	0.06648809523809524
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	10.9	1	0.04258459524331211	1.0	0.0	0.584	0.0	38.0	0.5787833579007371	19.0	54400.0	6048.0	0.5	0.1111764705882353
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	123.6	1	0.14015894486695946	0.0	0.0	1.023	0.0	38.0	0.5787833579007371	19.0	54400.0	6048.0	0.5	0.1111764705882353
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	0.0	0	0.3874819248405741	0.0	0.0	1.786	0.0	5.0	0.6285335007137463	3.0	5400.0	153.0	0.6	0.028333333333333332
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	5.0	0.6285335007137463	3.0	5400.0	153.0	0.6	0.028333333333333332
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	12.0	0.7514773972467026	9.0	5200.0	597.0	0.75	0.1148076923076923
chr1	21132962	21503377	ENSG00000075151	21132961	21132962	370415	17.5	1	0.025762731429332563	1.0	1.0	0.112	0.0	0.0		0.0				
chr1	22004790	22110099	ENSG00000090686	22004789	22004790	105309	16.6	1	0.008088395921633915	0.0	1.0	0.161	0.0	8.0	0.34068408695049435	1.0	8400.0	820.0	0.125	0.09761904761904762
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	1.3	1	0.054323145428416084	0.0	0.0	0.402	0.0	13.0	0.5914361575150928	7.0	9400.0	1082.0	0.5384615384615384	0.1151063829787234
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	13.0	0.5914361575150928	7.0	9400.0	1082.0	0.5384615384615384	0.1151063829787234
chr1	23884408	23886285	ENSG00000117318	23884407	23884408	1877	23.9	1	0.04834788799417868	0.0	0.0	0.709	0.0	13.0	0.45585631893464407	5.0	9400.0	2252.0	0.38461538461538464	0.23957446808510638
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	1.0	0.1549019599857432	0.0	1000.0	119.0	0.0	0.119
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	8.8	1	0.0572567126063331	0.0	0.0	1.339	0.0	1.0	0.1549019599857432	0.0	1000.0	119.0	0.0	0.119
chr1	24829386	24867530	ENSG00000117602	24829385	24829386	38144	0.9	0	0.07967952413474128	0.0	0.0	1.313	0.0	3.0	0.6989700043360187	2.0	2000.0	9.0	0.6666666666666666	0.0045
chr1	25226001	25291612	ENSG00000020633	25226000	25226001	65611	0.4	0	0.2694343514159967	0.0	0.0	0.424	0.0	1.0	0.5228787452803376	0.0	600.0	185.0	0.0	0.30833333333333335
chr1	25943958	26112698	ENSG00000117643	25943957	25943958	168740	16.5	1	0.04358991749474712	0.0	0.0	0.434	0.0	36.0	0.5965498272139106	19.0	34000.0	3869.0	0.5277777777777778	0.11379411764705882
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	2.0	1	0.11371882885611022	0.0	0.0	1.113	0.0	26.0	0.5421857066661288	13.0	16600.0	2686.0	0.5	0.16180722891566265
chr1	26346374	26362955	ENSG00000158008	26346373	26346374	16581	25.7	1	0.3220681743865335	0.0	0.0	1.082	0.0	26.0	0.5421857066661288	13.0	16600.0	2686.0	0.5	0.16180722891566265
chr1	26363742	26372624	ENSG00000158014	26363741	26363742	8882	0.0	0	0.8485205858290996	0.0	0.0	0.615	0.0	26.0	0.5421857066661288	13.0	16600.0	2686.0	0.5	0.16180722891566265
chr1	26377794	26394927	ENSG00000158022	26377793	26377794	17133	0.2	0	0.8684081366076001	0.0	0.0	1.469	0.0	26.0	0.5421857066661288	13.0	16600.0	2686.0	0.5	0.16180722891566265
chr1	26437663	26452034	ENSG00000175087	26437662	26437663	14371	4.0	1	0.02521019098345276	0.0	0.0	0.643	0.0	27.0	0.5591417916044202	14.0	17000.0	2732.0	0.5185185185185185	0.16070588235294117
chr1	26485510	26489119	ENSG00000197245	26485509	26485510	3609	1.5	1	0.050620139634493584	0.0	0.0	0.95	0.0	27.0	0.5591417916044202	14.0	17000.0	2732.0	0.5185185185185185	0.16070588235294117
chr1	26496361	26498551	ENSG00000142684	26496360	26496361	2190	6.1	1	0.062221286964571715	1.0	0.0	1.693	0.0	27.0	0.5591417916044202	14.0	17000.0	2732.0	0.5185185185185185	0.16070588235294117
chr1	26503893	26516377	ENSG00000142675	26503892	26503893	12484	1.6	1	0.11403056135705715	0.0	0.0	1.282	0.0	27.0	0.5591417916044202	14.0	17000.0	2732.0	0.5185185185185185	0.16070588235294117
chr1	26560690	26605299	ENSG00000130695	26560689	26560690	44609	4.9	1	0.1878774389956173	0.0	0.0	0.53	1.0	9.0	0.4471742434989707	3.0	4200.0	570.0	0.3333333333333333	0.1357142857142857
chr1	26798940	26802463	ENSG00000198830	26798939	26798940	3523	119.3	1	0.01672990583901121	0.0	0.0	0.459	0.0	35.0	0.5705317149413418	18.0	42000.0	9590.0	0.5142857142857142	0.22833333333333333
chr1	26856251	26901521	ENSG00000117676	26856250	26856251	45270	4.1	1	0.13547313142727835	0.0	0.0	0.515	0.0	35.0	0.5705317149413418	18.0	42000.0	9590.0	0.5142857142857142	0.22833333333333333
chr1	27022523	27108595	ENSG00000117713	27022522	27022523	86072	9.2	1	0.011762782971970524	0.0	1.0	0.071	0.0	35.0	0.5705317149413418	18.0	42000.0	9590.0	0.5142857142857142	0.22833333333333333
chr1	27113962	27124889	ENSG00000060642	27113961	27113962	10927	5.1	1	0.03376156148995752	0.0	0.0	1.238	1.0	35.0	0.5705317149413418	18.0	42000.0	9590.0	0.5142857142857142	0.22833333333333333
chr1	27153200	27184093	ENSG00000204160	27153199	27153200	30893	17.3	1	0.026452579165281084	0.0	0.0	0.805	0.0	35.0	0.5705317149413418	18.0	42000.0	9590.0	0.5142857142857142	0.22833333333333333
chr1	27189632	27190947	ENSG00000175793	27189631	27189632	1315	3.8	1	0.2560276031223408	0.0	0.0	0.704	0.0	35.0	0.5705317149413418	18.0	42000.0	9590.0	0.5142857142857142	0.22833333333333333
chr1	27202623	27216788	ENSG00000142751	27202622	27202623	14165	9.9	1	0.013618532581453005	1.0	0.0	0.852	1.0	35.0	0.5705317149413418	18.0	42000.0	9590.0	0.5142857142857142	0.22833333333333333
chr1	27425305	27493472	ENSG00000090020	27425304	27425305	68167	8.4	1	0.020130754633868427	0.0	0.0	0.375	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	27561006	27635110	ENSG00000142784	27561005	27561006	74104	21.2	1	0.03716457018669965	1.0	1.0	0.23	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	27648650	27662891	ENSG00000186501	27648649	27648650	14241	37.5	1	0.01774962179850806	1.0	0.0	1.485	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	27668512	27680421	ENSG00000142765	27668511	27668512	11909	1.3	1	0.3116163421981336	0.0	0.0	1.056	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	27681674	27693383	ENSG00000142733	27681673	27681674	11709	9.3	1	0.07259629287238857	0.0	0.0	0.768	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	27695602	27701315	ENSG00000142748	27695601	27695602	5713	0.5	0	0.4659250799746126	0.0	0.0	0.896	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	27705665	27709870	ENSG00000174950	27705664	27705665	4205	0.2	0	0.4386196078742469	0.0	0.0	1.575	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	27719147	27722318	ENSG00000181773	27719146	27719147	3171	3.8	1	0.18541162720396973	0.0	0.0	1.543	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	13.5	1	0.023898186252685867	0.0	1.0	0.311	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	12.6	1	0.03851818634445243	0.0	1.0	0.076	0.0	72.0	0.562735738517563	38.0	84200.0	26370.0	0.5277777777777778	0.3131828978622328
chr1	31205315	31230667	ENSG00000162511	31205314	31205315	25352	16.8	1	0.20895822335078346	0.0	0.0	0.4	0.0	37.0	0.6694953909411173	23.0	43200.0	1833.0	0.6216216216216216	0.042430555555555555
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	50.1	1	0.09732258780510823	0.0	0.0	0.664	0.0	37.0	0.6694953909411173	23.0	43200.0	1833.0	0.6216216216216216	0.042430555555555555
chr1	32117847	32169920	ENSG00000084636	32117846	32117847	52073	13.7	1	0.20487746629288967	0.0	0.0	0.627	0.0	15.0	0.7467106300364279	10.0	14800.0	2886.0	0.6666666666666666	0.195
chr1	32192717	32230494	ENSG00000121753	32192716	32192717	37777	43.3	1	0.44711601597659373	0.0	1.0	0.249	0.0	15.0	0.7467106300364279	10.0	14800.0	2886.0	0.6666666666666666	0.195
chr1	32479429	32526451	ENSG00000121774	32479428	32479429	47022	33.0	1	0.014764671196430053	1.0	1.0	0.24	0.0	13.0	0.356577029675609	3.0	8600.0	1551.0	0.23076923076923078	0.18034883720930234
chr1	33473584	33546597	ENSG00000004455	33473583	33473584	73013	28.8	1	0.045713725460742406	1.0	0.0	1.223	0.0	9.0	0.5626095841690117	4.0	9800.0	927.0	0.4444444444444444	0.09459183673469387
chr1	33789223	33896653	ENSG00000134686	33789222	33789223	107430	38.6	1	0.05394902212454785	1.0	0.0	0.387	0.0	16.0	0.5594300784991582	7.0	23000.0	4011.0	0.4375	0.1743913043478261
chr1	35899090	36023551	ENSG00000142687	35899089	35899090	124461	23.6	1	0.017657686805899696	1.0	0.0	0.449	0.0	1.0	0.3979400086720376	0.0	200.0	93.0	0.0	0.465
chr1	36023073	36032875	ENSG00000020129	36023072	36023073	9802	331.0	1	0.3481919893881804	0.0	1.0	0.175	0.0	14.0	0.7118983031795035	9.0	17400.0	6235.0	0.6428571428571429	0.35833333333333334
chr1	36038970	36060929	ENSG00000116819	36038969	36038970	21959	5.4	1	0.1146655303603724	0.0	0.0	1.158	0.0	14.0	0.7118983031795035	9.0	17400.0	6235.0	0.6428571428571429	0.35833333333333334
chr1	36067184	36107445	ENSG00000126067	36067183	36067184	40261	30.2	1	0.02633864920842672	1.0	0.0	0.386	1.0	14.0	0.7118983031795035	9.0	17400.0	6235.0	0.6428571428571429	0.35833333333333334
chr1	36179475	36185073	ENSG00000142686	36179474	36179475	5598	58.9	1	0.15428970900455088	0.0	0.0	1.481	0.0	14.0	0.7118983031795035	9.0	17400.0	6235.0	0.6428571428571429	0.35833333333333334
chr1	36185818	36235568	ENSG00000092853	36185817	36185818	49750	0.2	0	0.20898819610763456	0.0	0.0	0.402	0.0	14.0	0.7118983031795035	9.0	17400.0	6235.0	0.6428571428571429	0.35833333333333334
chr1	38509522	38512450	ENSG00000185668	38509521	38509522	2928	3.4	1	0.4901276185800463	0.0	0.0	0.705	0.0	14.0	0.879911340187458	13.0	13000.0	3614.0	0.9285714285714286	0.278
chr1	39957317	39991607	ENSG00000183682	39957316	39957317	34290	1.4	1	0.07766757263665937	0.0	0.0	1.348	0.0	16.0	0.5694486404911863	7.0	9800.0	1861.0	0.4375	0.18989795918367347
chr1	40026487	40042462	ENSG00000090621	40026486	40026487	15975	25.3	1	0.16767720751668844	0.0	1.0	0.232	0.0	16.0	0.5694486404911863	7.0	9800.0	1861.0	0.4375	0.18989795918367347
chr1	40627044	40706593	ENSG00000117000	40627043	40627044	79549	5.2	1	0.0075329688176914876	0.0	1.0	0.04	0.0	19.0	0.5383830294703671	9.0	17600.0	2706.0	0.47368421052631576	0.15375
chr1	40723778	40759856	ENSG00000084073	40723777	40723778	36078	12.9	1	0.008294516222166596	1.0	0.0	1.327	0.0	19.0	0.5383830294703671	9.0	17600.0	2706.0	0.47368421052631576	0.15375
chr1	40766158	40783488	ENSG00000049089	40766157	40766158	17330	22.3	1	0.25722174593999897	0.0	0.0	0.636	0.0	19.0	0.5383830294703671	9.0	17600.0	2706.0	0.47368421052631576	0.15375
chr1	40810521	40888998	ENSG00000084070	40810520	40810521	78477	65.6	1	0.10535756836373324	0.0	0.0	0.553	0.0	19.0	0.5383830294703671	9.0	17600.0	2706.0	0.47368421052631576	0.15375
chr1	43391051	43424530	ENSG00000117394	43391050	43391051	33479	46.8	1	0.11916309276803908	0.0	1.0	0.241	0.0	14.0	0.6563160710092433	7.0	12800.0	1160.0	0.5	0.090625
chr1	43610823	43622067	ENSG00000186973	43610822	43610823	11244	0.0	0	0.4448479118593568	0.0	0.0	1.154	0.0	14.0	0.6563160710092433	7.0	12800.0	1160.0	0.5	0.090625
chr1	43735664	43739673	ENSG00000179178	43735663	43735664	4009	5.4	1	0.2686150557752293	0.0	0.0	1.965	0.0	19.0	0.5573549418538023	7.0	13200.0	2614.0	0.3684210526315789	0.19803030303030303
chr1	43747553	43751288	ENSG00000253313	43747552	43747553	3735	0.0	0	0.3461355937723353	0.0	0.0	1.907	0.0	19.0	0.5573549418538023	7.0	13200.0	2614.0	0.3684210526315789	0.19803030303030303
chr1	43766663	43788779	ENSG00000066056	43766662	43766663	22116	6.1	1	0.06042996771978903	0.0	0.0	0.885	0.0	19.0	0.5573549418538023	7.0	13200.0	2614.0	0.3684210526315789	0.19803030303030303
chr1	43803477	43818443	ENSG00000117400	43803476	43803477	14966	0.2	0	0.22281078954804934	0.0	0.0	0.763	0.0	19.0	0.5573549418538023	7.0	13200.0	2614.0	0.3684210526315789	0.19803030303030303
chr1	43824625	43828874	ENSG00000117399	43824624	43824625	4249	0.4	0	0.1965138859410462	0.0	0.0	0.838	1.0	19.0	0.5573549418538023	7.0	13200.0	2614.0	0.3684210526315789	0.19803030303030303
chr1	43829067	43833696	ENSG00000066322	43829066	43829067	4629	26.2	1	0.02191048994788823	1.0	0.0	0.462	0.0	19.0	0.5573549418538023	7.0	13200.0	2614.0	0.3684210526315789	0.19803030303030303
chr1	43849587	43855479	ENSG00000159479	43849586	43849587	5892	20.0	1	0.009376836411879787	1.0	0.0	1.098	0.0	19.0	0.5573549418538023	7.0	13200.0	2614.0	0.3684210526315789	0.19803030303030303
chr1	43855552	43918321	ENSG00000198198	43855551	43855552	62769	1.5	1	0.01783886490951968	0.0	0.0	0.405	0.0	19.0	0.5573549418538023	7.0	13200.0	2614.0	0.3684210526315789	0.19803030303030303
chr1	44870865	45117396	ENSG00000187147	44870864	44870865	246531	23.5	1	0.11248060333514336	1.0	1.0	0.202	0.0	54.0	0.8481095147366294	46.0	56200.0	14096.0	0.8518518518518519	0.2508185053380783
chr1	45100909	45140227	ENSG00000126106	45100908	45100909	39318	7.8	1	0.08253764399048713	0.0	0.0	1.0	0.0	46.0	0.8844190220828152	41.0	48200.0	11611.0	0.8913043478260869	0.2408921161825726
chr1	45792544	45794347	ENSG00000186603	45792543	45792544	1803	1.0	0	0.09061348856316444	0.0	0.0	1.433	0.0	12.0	0.41683614820282605	3.0	6800.0	1098.0	0.25	0.16147058823529412
chr1	45794834	45806142	ENSG00000132781	45794833	45794834	11308	2.7	1	0.015261862643305556	0.0	0.0	1.191	0.0	12.0	0.41683614820282605	3.0	6800.0	1098.0	0.25	0.16147058823529412
chr1	45805341	45809647	ENSG00000132773	45805340	45805341	4306	1.8	1	0.01928451811557749	0.0	0.0	1.457	1.0	12.0	0.41683614820282605	3.0	6800.0	1098.0	0.25	0.16147058823529412
chr1	45809554	45956872	ENSG00000070759	45809553	45809554	147318	2.5	1	0.019428773493485853	0.0	0.0	0.807	0.0	12.0	0.41683614820282605	3.0	6800.0	1098.0	0.25	0.16147058823529412
chr1	45965724	45976739	ENSG00000132763	45965723	45965724	11015	2.0	1	0.12927069418913698	0.0	0.0	1.755	0.0	12.0	0.41683614820282605	3.0	6800.0	1098.0	0.25	0.16147058823529412
chr1	45976707	45988719	ENSG00000117450	45976706	45976707	12012	258.0	1	0.027382996433568715	1.0	0.0	1.905	0.0	12.0	0.41683614820282605	3.0	6800.0	1098.0	0.25	0.16147058823529412
chr1	46505811	46642160	ENSG00000117461	46505810	46505811	136349	9.0	1	0.04634806459942052	0.0	0.0	1.004	0.0	9.0	0.5109554954687172	4.0	3000.0	779.0	0.4444444444444444	0.25966666666666666
chr1	46640744	46651630	ENSG00000117472	46640743	46640744	10886	0.5	0	0.3794833765214856	0.0	0.0	1.37	0.0	9.0	0.5109554954687172	4.0	3000.0	779.0	0.4444444444444444	0.25966666666666666
chr1	46654353	46685977	ENSG00000085998	46654352	46654353	31624	32.3	1	0.04361486453882984	1.0	0.0	1.042	0.0	9.0	0.5109554954687172	4.0	3000.0	779.0	0.4444444444444444	0.25966666666666666
chr1	49193194	49242641	ENSG00000162373	49193193	49193194	49447	5.6	1	0.08920884171616092	0.0	0.0	0.658	0.0	13.0	0.8475175974584948	11.0	11000.0	2219.0	0.8461538461538461	0.20172727272727273
chr1	50513685	50669458	ENSG00000162374	50513684	50513685	155773	36.7	1	0.5407675673305458	0.0	0.0	0.382	0.0	2.0	1.0	2.0	1200.0	415.0	1.0	0.3458333333333333
chr1	52254862	52344477	ENSG00000078618	52254861	52254862	89615	26.5	1	0.1590942809837103	0.0	0.0	0.373	0.0	4.0	0.4999999999999999	2.0	1400.0	15.0	0.5	0.010714285714285714
chr1	52870235	52886511	ENSG00000134748	52870234	52870235	16276	7.9	1	0.012076428542978442	0.0	0.0	0.408	0.0	1.0	1.0	1.0	400.0	0.0	1.0	0.0
chr1	52873953	53019159	ENSG00000134744	52873952	52873953	145206	16.1	1	0.028164690508163576	1.0	1.0	0.107	0.0	1.0	1.0	1.0	400.0	0.0	1.0	0.0
chr1	53527853	53551174	ENSG00000174348	53527852	53527853	23321	3.6	1	0.2146150767476508	0.0	0.0	1.019	0.0	9.0	0.49003041597175145	3.0	6000.0	966.0	0.3333333333333333	0.161
chr1	53552854	53608289	ENSG00000162383	53552853	53552854	55435	0.2	0	0.10348158984253232	0.0	0.0	1.311	0.0	9.0	0.49003041597175145	3.0	6000.0	966.0	0.3333333333333333	0.161
chr1	54598746	54619443	ENSG00000157211	54598745	54598746	20697	0.0	0	0.6941127267919259	0.0	0.0	1.794	0.0	33.0	0.6810816515467899	22.0	46200.0	6553.0	0.6666666666666666	0.14183982683982685
chr1	54638008	54665709	ENSG00000215883	54638007	54638008	27701	0.5	0	0.021149736096202385	0.0	0.0	1.075	0.0	33.0	0.6810816515467899	22.0	46200.0	6553.0	0.6666666666666666	0.14183982683982685
chr1	54649713	54691137	ENSG00000116221	54649712	54649713	41424	35.0	1	0.061296579733699966	1.0	0.0	1.116	1.0	33.0	0.6810816515467899	22.0	46200.0	6553.0	0.6666666666666666	0.14183982683982685
chr1	54691104	54879152	ENSG00000157216	54691103	54691104	188048	41.3	1	0.060961013845607585	0.0	1.0	0.198	0.0	44.0	0.6180857310173026	25.0	52200.0	7281.0	0.5681818181818182	0.13948275862068965
chr1	56960418	57110974	ENSG00000162407	56960417	56960418	150556	56.7	1	0.025655437066555226	0.0	0.0	0.383	0.0	24.0	0.5407243311356028	9.0	21600.0	3183.0	0.375	0.1473611111111111
chr1	59762309	60233347	ENSG00000172456	59762308	59762309	471038	4.6	1	0.2515479561781938	0.0	0.0	1.215	0.0	39.0	0.5442496253368913	16.0	29000.0	5695.0	0.41025641025641024	0.19637931034482758
chr1	64239692	64647181	ENSG00000185483	64239691	64239692	407489	0.2	0	0.11269935393900972	0.0	1.0	0.267	0.0	17.0	0.6368201481987195	11.0	10400.0	1817.0	0.6470588235294118	0.17471153846153847
chr1	65713901	65881552	ENSG00000116675	65713900	65713901	167651	58.3	1	0.4257381804060268	0.0	1.0	0.222	0.0	8.0	0.9027310937020445	7.0	9800.0	537.0	0.875	0.05479591836734694
chr1	65886247	66107242	ENSG00000116678	65886246	65886247	220995	1.7	1	0.17298757086093394	0.0	1.0	0.284	0.0	28.0	0.8504860280108753	24.0	23600.0	1751.0	0.8571428571428571	0.07419491525423728
chr1	65886269	65901690	ENSG00000213625	65886268	65886269	15421	10.0	1	0.021063659526475285	1.0	0.0	0.874	0.0	28.0	0.8504860280108753	24.0	23600.0	1751.0	0.8571428571428571	0.07419491525423728
chr1	66999065	67213982	ENSG00000118473	66999064	66999065	214917	13.5	1	0.1760870494237535	0.0	1.0	0.195	0.0	40.0	0.6929683137432591	25.0	42800.0	5536.0	0.625	0.12934579439252336
chr1	68150743	68154021	ENSG00000116717	68150742	68150743	3278	23.7	1	0.12467621045395748	0.0	0.0	1.131	0.0	13.0	0.32192034323229995	1.0	10200.0	1676.0	0.07692307692307693	0.16431372549019607
chr1	68167148	68299150	ENSG00000172380	68167147	68167148	132002	7.2	1	0.027363048953956717	0.0	0.0	1.055	0.0	13.0	0.32192034323229995	1.0	10200.0	1676.0	0.07692307692307693	0.16431372549019607
chr1	70820487	70851022	ENSG00000197568	70820486	70820487	30535	13.1	1	0.057573542225995776	0.0	0.0	1.835	0.0	4.0	0.9247425010840047	4.0	2400.0	45.0	1.0	0.01875
chr1	77747735	78025651	ENSG00000154027	77747734	77747735	277916	113.2	1	0.5139132152726323	0.0	0.0	0.558	0.0	18.0	0.8731499317386917	17.0	16600.0	578.0	0.9444444444444444	0.03481927710843374
chr1	84543744	84704181	ENSG00000142875	84543743	84543744	160437	107.9	1	0.2365463245958181	0.0	0.0	0.479	0.0	18.0	0.6857403863397304	11.0	9200.0	705.0	0.6111111111111112	0.0766304347826087
chr1	84764048	84855640	ENSG00000203943	84764047	84764048	91592	0.9	0	0.16229903164527154	0.0	0.0	1.418	0.0	23.0	0.7611819024675573	15.0	12000.0	1474.0	0.6521739130434783	0.12283333333333334
chr1	84864214	84880701	ENSG00000137976	84864213	84864214	16487	0.2	0	0.2884499994345189	0.0	0.0	1.633	0.0	23.0	0.7611819024675573	15.0	12000.0	1474.0	0.6521739130434783	0.12283333333333334
chr1	84944941	84963473	ENSG00000117133	84944940	84944941	18532	14.1	1	0.017236857306903944	1.0	0.0	1.192	1.0	23.0	0.7611819024675573	15.0	12000.0	1474.0	0.6521739130434783	0.12283333333333334
chr1	84964007	84972248	ENSG00000174021	84964006	84964007	8241	33.3	1	0.04786390076193589	0.0	0.0	1.585	0.0	23.0	0.7611819024675573	15.0	12000.0	1474.0	0.6521739130434783	0.12283333333333334
