chrom	start	end	target_gene	tss_start	tss_end	gene_length	liver	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	12704565	12727097	ENSG00000204518	12704564	12704565	22532	0.0	0	0.6941127267919259	0.0	0.0	1.679	0.0	27.0	0.5892754502823649	13.0	49800.0	7482.0	0.48148148148148145	0.15024096385542168
chr1	14026692	14151574	ENSG00000116731	14026691	14026692	124882	5.3	1	0.02846749900095536	0.0	1.0	0.222	0.0	9.0	0.6578687504391527	5.0	7800.0	225.0	0.5555555555555556	0.028846153846153848
chr1	14925199	15444539	ENSG00000189337	14925198	14925199	519340	2.4	1	0.16572770054075014	0.0	0.0	0.381	0.0	1.0	1.0	1.0	800.0	478.0	1.0	0.5975
chr1	15479027	15546976	ENSG00000171729	15479026	15479027	67949	1.7	1	0.1012273031421312	0.0	0.0	0.765	0.0	9.0	0.6989700043360187	7.0	7200.0	357.0	0.7777777777777778	0.04958333333333333
chr1	15573767	15726779	ENSG00000142621	15573766	15573767	153012	0.0	0	0.23011697559926395	0.0	0.0	1.346	0.0	9.0	0.6989700043360187	7.0	7200.0	357.0	0.7777777777777778	0.04958333333333333
chr1	15943994	15995539	ENSG00000197312	15943993	15943994	51545	6.7	1	0.08322525021923176	0.0	1.0	0.208	1.0	17.0	0.6958365960671951	10.0	16800.0	1529.0	0.5882352941176471	0.09101190476190477
chr1	15986363	15988217	ENSG00000215695	15986362	15986363	1854	0.5	0	0.25158745769912005	1.0	0.0	1.522	0.0	17.0	0.6958365960671951	10.0	16800.0	1529.0	0.5882352941176471	0.09101190476190477
chr1	16010826	16061264	ENSG00000116786	16010825	16010826	50438	8.8	1	0.07352016910895053	0.0	0.0	0.541	0.0	17.0	0.6958365960671951	10.0	16800.0	1529.0	0.5882352941176471	0.09101190476190477
chr1	16174358	16266955	ENSG00000065526	16174357	16174358	92597	4.5	1	0.01544478707074131	1.0	1.0	0.071	0.0	19.0	0.5387429991824885	8.0	16400.0	2038.0	0.42105263157894735	0.12426829268292683
chr1	16268363	16302627	ENSG00000116809	16268362	16268363	34264	6.9	1	0.007685736075891235	1.0	1.0	0.309	1.0	19.0	0.5387429991824885	8.0	16400.0	2038.0	0.42105263157894735	0.12426829268292683
chr1	16558194	16563657	ENSG00000132881	16558193	16558194	5463	1.3	1	0.04008951326617734	0.0	0.0	1.626	0.0	12.0	0.5741107915202187	5.0	7200.0	2254.0	0.4166666666666667	0.31305555555555553
chr1	16573333	16678949	ENSG00000037637	16573332	16573333	105616	5.7	1	0.013987202434530341	1.0	1.0	0.274	0.0	12.0	0.5741107915202187	5.0	7200.0	2254.0	0.4166666666666667	0.31305555555555553
chr1	16679069	16724640	ENSG00000055070	16679068	16679069	45571	19.8	1	0.025758478194814804	1.0	0.0	0.672	0.0	16.0	0.5616399694531675	7.0	12400.0	2509.0	0.4375	0.20233870967741935
chr1	18807423	18812478	ENSG00000179023	18807422	18807423	5055	1.8	1	0.5278538466290273	0.0	0.0	1.598	0.0	8.0	0.8430909368620867	6.0	6400.0	539.0	0.75	0.08421875
chr1	18957499	19075360	ENSG00000009709	18957498	18957499	117861	0.0	0	0.5561742893070402	0.0	0.0	0.558	0.0	1.0	1.0	1.0	800.0	520.0	1.0	0.65
chr1	19230774	19283180	ENSG00000169991	19230773	19230774	52406	2.5	1	0.04579335389665255	0.0	0.0	0.42	0.0	26.0	0.7294250081607978	19.0	41600.0	3355.0	0.7307692307692307	0.08064903846153847
chr1	19400999	19536770	ENSG00000127481	19400998	19400999	135771	23.6	1	0.02221019611099524	0.0	1.0	0.095	1.0	26.0	0.7294250081607978	19.0	41600.0	3355.0	0.7307692307692307	0.08064903846153847
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	1.4	1	0.04258459524331211	1.0	0.0	0.584	0.0	26.0	0.5154618294438408	10.0	38800.0	4190.0	0.38461538461538464	0.10798969072164949
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	2.8	1	0.14015894486695946	0.0	0.0	1.023	0.0	26.0	0.5154618294438408	10.0	38800.0	4190.0	0.38461538461538464	0.10798969072164949
chr1	20301924	20306932	ENSG00000188257	20301923	20301924	5008	150.1	1	0.2948839395651715	0.0	0.0	1.292	0.0	9.0	0.7494141660996326	6.0	9400.0	191.0	0.6666666666666666	0.020319148936170213
chr1	20354671	20417683	ENSG00000127472	20354670	20354671	63012	2.4	1	0.32799373176247504	0.0	0.0	1.57	0.0	9.0	0.7494141660996326	6.0	9400.0	191.0	0.6666666666666666	0.020319148936170213
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	0.0	0	0.3874819248405741	0.0	0.0	1.786	0.0	15.0	0.7659636659862258	10.0	15200.0	1033.0	0.6666666666666666	0.06796052631578947
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	15.0	0.7659636659862258	10.0	15200.0	1033.0	0.6666666666666666	0.06796052631578947
chr1	20512577	20522541	ENSG00000162543	20512576	20512577	9964	1.5	1	0.10840065994933924	0.0	0.0	1.129	0.0	10.0	0.7267606240177031	6.0	8200.0	903.0	0.6	0.1101219512195122
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	2.0	0.5484550065040281	1.0	1800.0	138.0	0.5	0.07666666666666666
chr1	20915440	20945401	ENSG00000158825	20915439	20915440	29961	24.4	1	0.20912862339761548	0.0	0.0	1.318	0.0	11.0	0.7455144955042198	7.0	8000.0	359.0	0.6363636363636364	0.044875
chr1	20959947	20978004	ENSG00000158828	20959946	20959947	18057	33.1	1	0.15905305441481132	1.0	0.0	1.136	0.0	11.0	0.7455144955042198	7.0	8000.0	359.0	0.6363636363636364	0.044875
chr1	20978269	20988000	ENSG00000244038	20978268	20978269	9731	61.5	1	0.03523610518957517	1.0	0.0	0.731	1.0	11.0	0.7455144955042198	7.0	8000.0	359.0	0.6363636363636364	0.044875
chr1	21132962	21503377	ENSG00000075151	21132961	21132962	370415	4.3	1	0.025762731429332563	1.0	1.0	0.112	0.0	7.0	0.788982677897191	5.0	5600.0	439.0	0.7142857142857143	0.07839285714285714
chr1	21766620	21811498	ENSG00000142794	21766619	21766620	44878	0.5	0	0.01804510807430667	0.0	0.0	1.151	0.0	22.0	0.7359254315412094	16.0	17000.0	1677.0	0.7272727272727273	0.09864705882352941
chr1	21835857	21904905	ENSG00000162551	21835856	21835857	69048	10.2	1	0.14747390331529855	0.0	0.0	0.693	0.0	22.0	0.7359254315412094	16.0	17000.0	1677.0	0.7272727272727273	0.09864705882352941
chr1	21922707	21995801	ENSG00000076864	21922706	21922707	73094	18.4	1	0.2427496894060525	0.0	1.0	0.349	0.0	22.0	0.7359254315412094	16.0	17000.0	1677.0	0.7272727272727273	0.09864705882352941
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	0.1	0	0.054323145428416084	0.0	0.0	0.402	0.0	11.0	0.7604105684713716	7.0	12800.0	1275.0	0.6363636363636364	0.099609375
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	11.0	0.7604105684713716	7.0	12800.0	1275.0	0.6363636363636364	0.099609375
chr1	23884408	23886285	ENSG00000117318	23884407	23884408	1877	14.4	1	0.04834788799417868	0.0	0.0	0.709	0.0	22.0	0.5565859503988538	8.0	15200.0	2623.0	0.36363636363636365	0.1725657894736842
chr1	24018268	24022915	ENSG00000142676	24018267	24018268	4647	591.0	1	0.052768588564933085	1.0	1.0	0.296	1.0	18.0	0.6037855666207048	8.0	14200.0	2274.0	0.4444444444444444	0.16014084507042253
chr1	24069644	24088549	ENSG00000011007	24069643	24069644	18905	10.8	1	0.028199288583825838	1.0	1.0	0.119	0.0	18.0	0.6037855666207048	8.0	14200.0	2274.0	0.4444444444444444	0.16014084507042253
chr1	24480646	24514449	ENSG00000185436	24480645	24480646	33803	3.3	1	0.09427250551235962	0.0	0.0	0.763	0.0	24.0	0.7132507363495536	16.0	26200.0	2017.0	0.6666666666666666	0.07698473282442748
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	24.0	0.7132507363495536	16.0	26200.0	2017.0	0.6666666666666666	0.07698473282442748
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	0.5	0	0.0572567126063331	0.0	0.0	1.339	0.0	24.0	0.7132507363495536	16.0	26200.0	2017.0	0.6666666666666666	0.07698473282442748
chr1	24742283	24799466	ENSG00000001461	24742282	24742283	57183	1.4	1	0.11992147565712866	0.0	0.0	0.844	0.0	19.0	0.8110670391445138	13.0	13200.0	541.0	0.6842105263157895	0.040984848484848485
chr1	24829386	24867530	ENSG00000117602	24829385	24829386	38144	0.5	0	0.07967952413474128	0.0	0.0	1.313	0.0	19.0	0.8110670391445138	13.0	13200.0	541.0	0.6842105263157895	0.040984848484848485
chr1	24882601	24935819	ENSG00000184454	24882600	24882601	53218	0.6	0	0.4583003177717441	0.0	0.0	1.756	0.0	19.0	0.8110670391445138	13.0	13200.0	541.0	0.6842105263157895	0.040984848484848485
chr1	24958206	24999758	ENSG00000133226	24958205	24958206	41552	13.2	1	0.024481543700206408	1.0	1.0	0.146	1.0	19.0	0.8110670391445138	13.0	13200.0	541.0	0.6842105263157895	0.040984848484848485
chr1	25071847	25170815	ENSG00000169504	25071846	25071847	98968	13.4	1	0.05128584554522927	0.0	0.0	1.159	0.0	16.0	0.6653932155972706	11.0	19200.0	796.0	0.6875	0.04145833333333333
chr1	25226001	25291612	ENSG00000020633	25226000	25226001	65611	1.0	0	0.2694343514159967	0.0	0.0	0.424	0.0	3.0	0.8409595817601124	2.0	2200.0	0.0	0.6666666666666666	0.0
chr1	25870070	25895377	ENSG00000157978	25870069	25870070	25307	10.9	1	0.09269333132337554	0.0	0.0	1.163	0.0	38.0	0.6384416961740719	23.0	40000.0	4649.0	0.6052631578947368	0.116225
chr1	25943958	26112698	ENSG00000117643	25943957	25943958	168740	6.7	1	0.04358991749474712	0.0	0.0	0.434	0.0	38.0	0.6384416961740719	23.0	40000.0	4649.0	0.6052631578947368	0.116225
chr1	26126666	26144713	ENSG00000162430	26126665	26126666	18047	7.3	1	0.01493164186679869	0.0	0.0	1.017	0.0	38.0	0.6384416961740719	23.0	40000.0	4649.0	0.6052631578947368	0.116225
chr1	26158413	26185903	ENSG00000127423	26158412	26158413	27490	0.2	0	0.07404647056139721	0.0	0.0	1.579	0.0	14.0	0.4552350126780423	4.0	8600.0	367.0	0.2857142857142857	0.04267441860465116
chr1	26187700	26197744	ENSG00000182749	26187699	26187700	10044	1.9	1	0.10655391235971508	0.0	0.0	1.175	0.0	14.0	0.4552350126780423	4.0	8600.0	367.0	0.2857142857142857	0.04267441860465116
chr1	26210671	26233482	ENSG00000117632	26210670	26210671	22811	7.9	1	0.26550081104013146	0.0	0.0	0.944	0.0	14.0	0.4552350126780423	4.0	8600.0	367.0	0.2857142857142857	0.04267441860465116
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	5.3	1	0.11371882885611022	0.0	0.0	1.113	0.0	14.0	0.4552350126780423	4.0	8600.0	367.0	0.2857142857142857	0.04267441860465116
chr1	26496361	26498551	ENSG00000142684	26496360	26496361	2190	7.5	1	0.062221286964571715	1.0	0.0	1.693	0.0	12.0	0.605633853348086	7.0	5200.0	1038.0	0.5833333333333334	0.1996153846153846
chr1	26503893	26516377	ENSG00000142675	26503892	26503893	12484	0.6	0	0.11403056135705715	0.0	0.0	1.282	0.0	12.0	0.605633853348086	7.0	5200.0	1038.0	0.5833333333333334	0.1996153846153846
chr1	26560690	26605299	ENSG00000130695	26560689	26560690	44609	2.4	1	0.1878774389956173	0.0	0.0	0.53	1.0	20.0	0.5870633481393593	12.0	11000.0	2724.0	0.6	0.24763636363636363
chr1	26605666	26608007	ENSG00000142669	26605665	26605666	2341	37.8	1	0.03667100237670372	0.0	0.0	1.059	0.0	13.0	0.6518200555853966	9.0	8400.0	1944.0	0.6923076923076923	0.23142857142857143
chr1	26607818	26644854	ENSG00000158062	26607817	26607818	37036	3.2	1	0.0418219913578769	0.0	0.0	1.142	0.0	13.0	0.6518200555853966	9.0	8400.0	1944.0	0.6923076923076923	0.23142857142857143
chr1	26644447	26647014	ENSG00000169442	26644446	26644447	2567	10.0	1	0.2803848991164801	0.0	0.0	1.698	0.0	13.0	0.6518200555853966	9.0	8400.0	1944.0	0.6923076923076923	0.23142857142857143
chr1	26648349	26680621	ENSG00000176092	26648348	26648349	32272	0.1	0	0.4308660655052658	0.0	0.0	0.793	0.0	13.0	0.6518200555853966	9.0	8400.0	1944.0	0.6923076923076923	0.23142857142857143
chr1	26856251	26901521	ENSG00000117676	26856250	26856251	45270	4.4	1	0.13547313142727835	0.0	0.0	0.515	0.0	36.0	0.6949934040387318	24.0	39800.0	8387.0	0.6666666666666666	0.2107286432160804
chr1	27022523	27108595	ENSG00000117713	27022522	27022523	86072	5.7	1	0.011762782971970524	0.0	1.0	0.071	0.0	38.0	0.6742584878084817	24.0	40800.0	8555.0	0.631578947368421	0.2096813725490196
chr1	27113962	27124889	ENSG00000060642	27113961	27113962	10927	9.1	1	0.03376156148995752	0.0	0.0	1.238	1.0	38.0	0.6742584878084817	24.0	40800.0	8555.0	0.631578947368421	0.2096813725490196
chr1	27153200	27184093	ENSG00000204160	27153199	27153200	30893	7.3	1	0.026452579165281084	0.0	0.0	0.805	0.0	38.0	0.6742584878084817	24.0	40800.0	8555.0	0.631578947368421	0.2096813725490196
chr1	27189632	27190947	ENSG00000175793	27189631	27189632	1315	1.9	1	0.2560276031223408	0.0	0.0	0.704	0.0	38.0	0.6742584878084817	24.0	40800.0	8555.0	0.631578947368421	0.2096813725490196
chr1	27202623	27216788	ENSG00000142751	27202622	27202623	14165	8.1	1	0.013618532581453005	1.0	0.0	0.852	1.0	38.0	0.6742584878084817	24.0	40800.0	8555.0	0.631578947368421	0.2096813725490196
chr1	27216978	27226957	ENSG00000198746	27216977	27216978	9979	4.9	1	0.020948426384769386	0.0	0.0	1.263	0.0	32.0	0.6712235947860492	20.0	34600.0	5696.0	0.625	0.1646242774566474
chr1	27648650	27662891	ENSG00000186501	27648649	27648650	14241	19.2	1	0.01774962179850806	1.0	0.0	1.485	0.0	32.0	0.5937658670656751	16.0	34200.0	11145.0	0.5	0.32587719298245615
chr1	27668512	27680421	ENSG00000142765	27668511	27668512	11909	0.8	0	0.3116163421981336	0.0	0.0	1.056	0.0	32.0	0.5937658670656751	16.0	34200.0	11145.0	0.5	0.32587719298245615
chr1	27681674	27693383	ENSG00000142733	27681673	27681674	11709	5.7	1	0.07259629287238857	0.0	0.0	0.768	0.0	32.0	0.5937658670656751	16.0	34200.0	11145.0	0.5	0.32587719298245615
chr1	27695602	27701315	ENSG00000142748	27695601	27695602	5713	62.9	1	0.4659250799746126	0.0	0.0	0.896	0.0	32.0	0.5937658670656751	16.0	34200.0	11145.0	0.5	0.32587719298245615
chr1	27705665	27709870	ENSG00000174950	27705664	27705665	4205	0.0	0	0.4386196078742469	0.0	0.0	1.575	0.0	32.0	0.5937658670656751	16.0	34200.0	11145.0	0.5	0.32587719298245615
chr1	27719147	27722318	ENSG00000181773	27719146	27719147	3171	0.0	0	0.18541162720396973	0.0	0.0	1.543	0.0	32.0	0.5937658670656751	16.0	34200.0	11145.0	0.5	0.32587719298245615
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	6.5	1	0.023898186252685867	0.0	1.0	0.311	0.0	32.0	0.5937658670656751	16.0	34200.0	11145.0	0.5	0.32587719298245615
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	3.1	1	0.03851818634445243	0.0	1.0	0.076	0.0	46.0	0.5397054405539095	18.0	47800.0	15135.0	0.391304347826087	0.3166317991631799
chr1	27938574	27961788	ENSG00000000938	27938573	27938574	23214	4.2	1	0.27447210583503223	0.0	0.0	0.425	0.0	34.0	0.5606488089366327	14.0	39200.0	12946.0	0.4117647058823529	0.3302551020408163
chr1	27992571	27998729	ENSG00000126709	27992570	27992571	6158	62.2	1	0.036460655078817496	0.0	0.0	1.648	0.0	34.0	0.5606488089366327	14.0	39200.0	12946.0	0.4117647058823529	0.3302551020408163
chr1	28473676	28520447	ENSG00000169403	28473675	28473676	46771	0.5	0	0.1701987165906701	0.0	0.0	0.848	0.0	15.0	0.6974284177462096	9.0	12000.0	556.0	0.6	0.04633333333333333
chr1	28525966	28559536	ENSG00000126698	28525965	28525966	33570	24.2	1	0.006225763994330821	1.0	0.0	0.587	0.0	15.0	0.6974284177462096	9.0	12000.0	556.0	0.6	0.04633333333333333
chr1	28586037	28609002	ENSG00000130766	28586036	28586037	22965	9.8	1	0.06255638148796477	0.0	0.0	0.906	0.0	19.0	0.7561289869980151	15.0	25200.0	4082.0	0.7894736842105263	0.16198412698412698
chr1	28655512	28662476	ENSG00000130772	28655511	28655512	6964	6.3	1	0.040225896464676614	0.0	0.0	1.672	1.0	19.0	0.7561289869980151	15.0	25200.0	4082.0	0.7894736842105263	0.16198412698412698
chr1	28696113	28826881	ENSG00000204138	28696112	28696113	130768	5.7	1	0.01755884048069321	1.0	0.0	0.689	0.0	19.0	0.7561289869980151	15.0	25200.0	4082.0	0.7894736842105263	0.16198412698412698
chr1	28832454	28865812	ENSG00000180198	28832453	28832454	33358	10.7	1	0.04409220987038316	0.0	0.0	0.357	1.0	9.0	0.5369647405835359	4.0	5400.0	608.0	0.4444444444444444	0.11259259259259259
chr1	28879596	28905051	ENSG00000180098	28879595	28879596	25455	1.2	1	0.005426121400436824	1.0	0.0	0.825	1.0	9.0	0.5369647405835359	4.0	5400.0	608.0	0.4444444444444444	0.11259259259259259
chr1	28915834	28969597	ENSG00000120656	28915833	28915834	53763	7.3	1	0.009213900817773173	1.0	1.0	0.317	1.0	9.0	0.5369647405835359	4.0	5400.0	608.0	0.4444444444444444	0.11259259259259259
chr1	28918711	28921955	ENSG00000188060	28918710	28918711	3244	0.2	0	0.11662386356029986	0.0	0.0	1.935	0.0	9.0	0.5369647405835359	4.0	5400.0	608.0	0.4444444444444444	0.11259259259259259
chr1	29445939	29450447	ENSG00000253304	29445938	29445939	4508	3.3	1	0.1389891466099536	0.0	0.0	1.379	0.0	21.0	0.8517807142126392	17.0	25800.0	3273.0	0.8095238095238095	0.12686046511627908
chr1	29474254	29508499	ENSG00000116350	29474253	29474254	34245	38.3	1	0.01251389353650343	1.0	0.0	0.378	0.0	21.0	0.8517807142126392	17.0	25800.0	3273.0	0.8095238095238095	0.12686046511627908
chr1	29519384	29557454	ENSG00000116353	29519383	29519384	38070	6.6	1	0.06704493053487946	0.0	0.0	0.848	1.0	21.0	0.8517807142126392	17.0	25800.0	3273.0	0.8095238095238095	0.12686046511627908
chr1	31205315	31230667	ENSG00000162511	31205314	31205315	25352	15.0	1	0.20895822335078346	0.0	0.0	0.4	0.0	16.0	0.5482018866352893	7.0	14600.0	542.0	0.4375	0.03712328767123288
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	3.5	1	0.09732258780510823	0.0	0.0	0.664	0.0	16.0	0.5482018866352893	7.0	14600.0	542.0	0.4375	0.03712328767123288
chr1	31732416	31769662	ENSG00000060688	31732415	31732416	37246	5.3	1	0.01182917998212121	1.0	0.0	0.398	0.0	8.0	0.44897000433601875	3.0	4800.0	630.0	0.375	0.13125
chr1	31769841	31837783	ENSG00000121766	31769840	31769841	67942	6.5	1	0.05449506169507742	0.0	0.0	0.842	0.0	8.0	0.44897000433601875	3.0	4800.0	630.0	0.375	0.13125
chr1	31838471	31849697	ENSG00000121769	31838470	31838471	11226	2.4	1	0.5677078643678684	0.0	0.0	0.865	0.0	8.0	0.44897000433601875	3.0	4800.0	630.0	0.375	0.13125
chr1	31882411	31907525	ENSG00000168528	31882410	31882411	25114	103.8	1	0.3480131180142423	0.0	0.0	1.248	0.0	16.0	0.6410816427210762	8.0	12600.0	273.0	0.5	0.021666666666666667
chr1	32372021	32410457	ENSG00000184007	32372020	32372021	38436	24.7	1	0.04664410870927932	1.0	1.0	0.284	0.0	22.0	0.607163417680276	13.0	22200.0	2355.0	0.5909090909090909	0.10608108108108108
chr1	32479429	32526451	ENSG00000121774	32479428	32479429	47022	12.9	1	0.014764671196430053	1.0	1.0	0.24	0.0	32.0	0.6005300457447267	17.0	30000.0	2830.0	0.53125	0.09433333333333334
chr1	32537631	32568467	ENSG00000121775	32537630	32537631	30836	1.8	1	0.013152262575735284	0.0	0.0	0.617	0.0	20.0	0.5976407877881865	10.0	17800.0	872.0	0.5	0.048988764044943824
chr1	32573638	32642169	ENSG00000025800	32573637	32573638	68531	6.5	1	0.030706662041860518	0.0	1.0	0.224	0.0	20.0	0.5976407877881865	10.0	17800.0	872.0	0.5	0.048988764044943824
chr1	32645286	32663886	ENSG00000084652	32645285	32645286	18600	18.6	1	0.019224599033775696	1.0	1.0	0.24	0.0	16.0	0.6283241438050808	8.0	11600.0	834.0	0.5	0.07189655172413793
chr1	32757686	32799236	ENSG00000116478	32757685	32757686	41550	16.3	1	0.04624674774257672	0.0	0.0	0.405	0.0	17.0	0.6361795986440062	7.0	18400.0	2853.0	0.4117647058823529	0.15505434782608696
chr1	32799432	32801980	ENSG00000175130	32799431	32799432	2548	14.9	1	0.1514544559015366	0.0	0.0	1.633	0.0	17.0	0.6361795986440062	7.0	18400.0	2853.0	0.4117647058823529	0.15505434782608696
chr1	32817121	32829913	ENSG00000162526	32817120	32817121	12792	1.0	0	0.040757723125733	0.0	0.0	1.036	0.0	17.0	0.6361795986440062	7.0	18400.0	2853.0	0.4117647058823529	0.15505434782608696
chr1	32826870	32829879	ENSG00000225828	32826869	32826870	3009	3.5	1	0.03781943185845321	0.0	0.0	1.911	0.0	17.0	0.6361795986440062	7.0	18400.0	2853.0	0.4117647058823529	0.15505434782608696
chr1	32830703	32860332	ENSG00000160058	32830702	32830703	29629	26.5	1	0.012839195107316462	1.0	0.0	0.584	0.0	17.0	0.6361795986440062	7.0	18400.0	2853.0	0.4117647058823529	0.15505434782608696
chr1	33005027	33071540	ENSG00000160062	33005026	33005027	66513	0.7	0	0.03053852873499941	0.0	0.0	0.736	0.0	3.0	0.5815758316322313	2.0	2200.0	104.0	0.6666666666666666	0.04727272727272727
chr1	33065772	33116504	ENSG00000176261	33065771	33065772	50732	8.6	1	0.020803952504797697	1.0	0.0	0.495	0.0	3.0	0.5815758316322313	2.0	2200.0	104.0	0.6666666666666666	0.04727272727272727
chr1	33116742	33151812	ENSG00000162521	33116741	33116742	35070	9.8	1	0.009084802330515387	1.0	1.0	0.253	1.0	3.0	0.5815758316322313	2.0	2200.0	104.0	0.6666666666666666	0.04727272727272727
chr1	33145506	33169197	ENSG00000162520	33145505	33145506	23691	1.2	1	0.2965969539463933	0.0	0.0	0.867	0.0	3.0	0.5815758316322313	2.0	2200.0	104.0	0.6666666666666666	0.04727272727272727
chr1	33402045	33430286	ENSG00000116514	33402044	33402045	28241	4.0	1	0.011814716170991032	0.0	0.0	0.354	0.0	10.0	0.5121478204498793	4.0	13800.0	1500.0	0.4	0.10869565217391304
chr1	33473584	33546597	ENSG00000004455	33473583	33473584	73013	68.4	1	0.045713725460742406	1.0	0.0	1.223	0.0	10.0	0.5121478204498793	4.0	13800.0	1500.0	0.4	0.10869565217391304
chr1	33789223	33896653	ENSG00000134686	33789222	33789223	107430	52.1	1	0.05394902212454785	1.0	0.0	0.387	0.0	9.0	0.5045119458045298	4.0	7400.0	1256.0	0.4444444444444444	0.16972972972972972
chr1	33979608	34631443	ENSG00000121904	33979607	33979608	651835	0.0	0	0.3748051023310676	0.0	0.0	0.0	0.0	0.0		0.0				
