chrom	start	end	target_gene	tss_start	tss_end	gene_length	ovary	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	89724632	89738544	ENSG00000154451	89724631	89724632	13912	0.5	0	0.23845700945089054	0.0	0.0	1.031	0.0	8.0	0.4520410282723609	2.0	5000.0	25.0	0.25	0.005
chr1	89829616	89852020	ENSG00000183347	89829615	89829616	22404	0.1	0	0.2709585828893951	0.0	0.0	1.269	0.0	7.0	0.484925639508933	2.0	4800.0	25.0	0.2857142857142857	0.005208333333333333
chr1	90098630	90235462	ENSG00000171488	90098629	90098630	136832	2.9	1	0.022235466235633782	0.0	0.0	0.639	0.0	4.0	0.7742275032520141	3.0	2600.0	315.0	0.75	0.12115384615384615
chr1	90286572	90402170	ENSG00000171492	90286571	90286572	115598	3.5	1	0.05444402726924637	0.0	1.0	0.312	0.0	9.0	0.429578411043943	3.0	7000.0	880.0	0.3333333333333333	0.12571428571428572
chr1	94994780	95007356	ENSG00000117525	94994779	94994780	12576	117.2	1	0.09435454495169204	0.0	0.0	0.804	0.0	37.0	0.7262621624307812	24.0	33600.0	1206.0	0.6486486486486487	0.03589285714285714
chr1	95285897	95360802	ENSG00000143036	95285896	95285897	74905	1.7	1	0.14188507474085374	0.0	0.0	1.473	0.0	37.0	0.7262621624307812	24.0	33600.0	1206.0	0.6486486486486487	0.03589285714285714
chr1	95362506	95392834	ENSG00000117519	95362505	95362506	30328	130.8	1	0.029627247647704687	0.0	0.0	0.489	0.0	25.0	0.5530377007751293	10.0	32000.0	2834.0	0.4	0.0885625
chr1	95439962	95538501	ENSG00000172339	95439961	95439962	98539	0.7	0	0.0300003730688198	0.0	0.0	1.196	1.0	25.0	0.5530377007751293	10.0	32000.0	2834.0	0.4	0.0885625
chr1	101185297	101204601	ENSG00000162692	101185296	101185297	19304	23.6	1	0.30646925173877065	0.0	0.0	0.386	0.0	15.0	0.8561091671936499	13.0	11200.0	1241.0	0.8666666666666667	0.11080357142857143
chr1	101702443	101707074	ENSG00000170989	101702442	101702443	4631	7.9	1	0.06545873027060263	0.0	0.0	0.547	0.0	2.0	0.8494850021680094	2.0	1200.0	5.0	1.0	0.004166666666666667
chr1	102268129	102462586	ENSG00000118733	102268128	102268129	194457	0.0	0	0.5838202655850724	0.0	0.0	0.688	0.0	0.0		0.0				
chr1	111214309	111217655	ENSG00000177272	111214308	111214309	3346	0.2	0	0.14422590219295198	0.0	0.0	0.392	0.0	3.0	0.5815758316322314	1.0	2200.0	326.0	0.3333333333333333	0.1481818181818182
chr1	112084839	112259313	ENSG00000116473	112084838	112084839	174474	29.8	1	0.014213245325910315	1.0	0.0	0.537	0.0	16.0	0.5594300784991583	5.0	12000.0	2078.0	0.3125	0.17316666666666666
chr1	112223251	112298446	ENSG00000197852	112223250	112223251	75195	2.1	1	0.08321468655148312	0.0	0.0	0.968	0.0	16.0	0.5594300784991583	5.0	12000.0	2078.0	0.3125	0.17316666666666666
chr1	112297866	112310638	ENSG00000064703	112297865	112297866	12772	6.3	1	0.02500100859665392	0.0	0.0	1.041	1.0	16.0	0.5594300784991583	5.0	12000.0	2078.0	0.3125	0.17316666666666666
chr1	112938802	113006078	ENSG00000143079	112938801	112938802	67276	5.3	1	0.032298098006443315	0.0	0.0	0.685	0.0	9.0	0.6156230569156409	5.0	7600.0	513.0	0.5555555555555556	0.0675
chr1	113009162	113072787	ENSG00000134245	113009161	113009162	63625	11.2	1	0.07886386109820563	0.0	0.0	0.611	0.0	9.0	0.6156230569156409	5.0	7600.0	513.0	0.5555555555555556	0.0675
chr1	113933370	114228545	ENSG00000081026	113933369	113933370	295175	4.0	1	0.03520555838182792	0.0	0.0	0.387	0.0	6.0	0.5607527088641814	2.0	2200.0	98.0	0.3333333333333333	0.04454545454545455
chr1	115828538	115880857	ENSG00000134259	115828537	115828538	52319	19.1	1	0.22546053164616586	0.0	0.0	0.528	0.0	26.0	0.8737191835114019	23.0	41000.0	6111.0	0.8846153846153846	0.14904878048780487
chr1	116915289	116952883	ENSG00000163399	116915288	116915289	37594	118.2	1	0.07699226850028787	0.0	1.0	0.121	1.0	15.0	0.7174970841238083	9.0	19200.0	1199.0	0.6	0.062447916666666665
chr1	118148555	118170994	ENSG00000183508	118148554	118148555	22439	3.5	1	0.16230476015189932	0.0	1.0	0.322	0.0	12.0	0.60903823383205	6.0	11200.0	449.0	0.5	0.040089285714285716
chr1	119425668	119532179	ENSG00000092607	119425667	119425668	106511	0.1	0	0.7821497087067832	0.0	0.0	0.437	0.0	0.0		0.0				
chr1	150618700	150669630	ENSG00000143457	150618699	150618700	50930	12.6	1	0.02036037591140261	0.0	0.0	1.064	0.0	7.0	0.7251029591340169	5.0	2800.0	178.0	0.7142857142857143	0.06357142857142857
chr1	150670535	150693364	ENSG00000143452	150670534	150670535	22829	0.0	0	0.3846480910995241	0.0	1.0	0.343	0.0	7.0	0.7251029591340169	5.0	2800.0	178.0	0.7142857142857143	0.06357142857142857
chr1	150702671	150738433	ENSG00000163131	150702670	150702671	35762	5.0	1	0.20735248927600505	0.0	0.0	0.525	0.0	7.0	0.7251029591340169	5.0	2800.0	178.0	0.7142857142857143	0.06357142857142857
chr1	150768683	150780799	ENSG00000143387	150768682	150768683	12116	71.8	1	0.09630241947407972	0.0	0.0	0.94	0.0	7.0	0.7251029591340169	5.0	2800.0	178.0	0.7142857142857143	0.06357142857142857
chr1	150782180	150849244	ENSG00000143437	150782179	150782180	67064	31.6	1	0.03443775671805575	1.0	1.0	0.279	0.0	7.0	0.7251029591340169	5.0	2800.0	178.0	0.7142857142857143	0.06357142857142857
chr1	151955390	151966866	ENSG00000197747	151955389	151955390	11476	224.6	1	0.07794962147892885	0.0	0.0	1.664	0.0	7.0	0.7095108920732928	4.0	8400.0	1605.0	0.5714285714285714	0.19107142857142856
chr1	152850792	152857523	ENSG00000163206	152850791	152850792	6731	0.1	0	0.4181874673140512	0.0	0.0	0.0	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	152881020	152884362	ENSG00000163207	152881019	152881020	3342	0.0	0	0.3840213985377769	0.0	0.0	0.0	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	152943141	152945050	ENSG00000184148	152943140	152943141	1909	0.0	0	1.0000000000000002	0.0	0.0	1.77	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	152956556	152958289	ENSG00000169474	152956555	152956556	1733	1.1	1	0.06712576164182762	0.0	0.0	1.867	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	152974222	152976332	ENSG00000163209	152974221	152974222	2110	3.7	1	0.06564072469428574	0.0	0.0	0.0	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	153003677	153005376	ENSG00000169469	153003676	153003677	1699	0.7	0	0.06131875315380494	0.0	0.0	1.93	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	153012200	153014407	ENSG00000163216	153012199	153012200	2207	0.5	0	0.07678966058947309	0.0	0.0	1.929	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	153028588	153030013	ENSG00000241794	153028587	153028588	1425	1.2	1	0.07001848636940766	0.0	0.0	0.0	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	153042699	153113927	ENSG00000196805	153042698	153042699	71228	0.3	0	0.6870023054367967	0.0	0.0	0.0	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	153065610	153078660	ENSG00000203785	153065609	153065610	13050	2.0	1	0.07929228693482576	0.0	0.0	1.94	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	153084589	153085991	ENSG00000244094	153084588	153084589	1402	110.2	1	0.6747744077234914	0.0	0.0	1.904	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	153122057	153123345	ENSG00000159516	153122056	153122057	1288	0.2	0	0.1070221415486047	0.0	0.0	0.0	0.0	14.0	0.9569957149051456	14.0	10800.0	457.0	1.0	0.04231481481481481
chr1	157644110	157670647	ENSG00000160856	157644109	157644110	26537	0.0	0	0.44344567401481	0.0	0.0	1.279	0.0	0.0		0.0				
chr1	158580495	158656488	ENSG00000163554	158580494	158580495	75993	0.0	0	0.5903661101565354	0.0	0.0	0.491	0.0	0.0		0.0				
chr1	158686957	158687953	ENSG00000203757	158686956	158686957	996	0.0	0	0.6116394671613088	0.0	0.0	1.89	0.0	0.0		0.0				
chr1	163038564	163046592	ENSG00000117152	163038563	163038564	8028	1.9	1	0.5225832756508064	0.0	0.0	1.44	0.0	1.0	1.0	1.0	400.0	138.0	1.0	0.345
chr1	165370158	165414433	ENSG00000143171	165370157	165370158	44275	0.6	0	0.2790646861744613	0.0	0.0	0.461	0.0	11.0	0.7288844333600392	7.0	6600.0	655.0	0.6363636363636364	0.09924242424242424
chr1	165513243	165533198	ENSG00000162763	165513242	165513243	19955	0.0	0	0.8260039791035741	0.0	0.0	1.662	0.0	11.0	0.7288844333600392	7.0	6600.0	655.0	0.6363636363636364	0.09924242424242424
chr1	168510002	168513235	ENSG00000143185	168510001	168510002	3233	0.1	0	0.3450442304642966	0.0	0.0	1.785	0.0	7.0	0.6738141101852071	5.0	6800.0	70.0	0.7142857142857143	0.010294117647058823
chr1	168545710	168551315	ENSG00000143184	168545709	168545710	5605	0.1	0	0.29340404131029785	0.0	0.0	1.866	0.0	11.0	0.8084354573047392	9.0	10200.0	565.0	0.8181818181818182	0.055392156862745096
chr1	168664696	168698502	ENSG00000143196	168664695	168664696	33806	25.3	1	0.2297060407590085	0.0	0.0	1.228	0.0	34.0	0.7237067138099728	24.0	29600.0	2786.0	0.7058823529411765	0.09412162162162162
chr1	169074934	169101960	ENSG00000143153	169074933	169074934	27026	43.4	1	0.1454964986722372	0.0	1.0	0.153	0.0	34.0	0.7237067138099728	24.0	29600.0	2786.0	0.7058823529411765	0.09412162162162162
chr1	169101768	169337205	ENSG00000143156	169101767	169101768	235437	10.4	1	0.021410679307467748	0.0	0.0	0.909	0.0	34.0	0.7237067138099728	24.0	29600.0	2786.0	0.7058823529411765	0.09412162162162162
chr1	169691780	169733846	ENSG00000007908	169691779	169691780	42066	2.3	1	0.15898879290312934	0.0	0.0	0.86	0.0	0.0		0.0				
chr1	171060017	171086959	ENSG00000007933	171060016	171060017	26942	0.1	0	0.7135959590240744	0.0	0.0	1.584	0.0	7.0	0.6486582160343956	4.0	5800.0	801.0	0.5714285714285714	0.13810344827586207
chr1	171154346	171181822	ENSG00000094963	171154345	171154346	27476	2.4	1	0.3477346964096217	0.0	0.0	1.06	0.0	6.0	0.7197931271040687	4.0	6600.0	679.0	0.6666666666666666	0.10287878787878788
chr1	171604556	171621823	ENSG00000034971	171604555	171604556	17267	1.4	1	0.3309336791751385	0.0	0.0	1.253	0.0	6.0	0.6317474975762282	3.0	4400.0	378.0	0.5	0.08590909090909091
chr1	171669299	171711387	ENSG00000117533	171669298	171669299	42088	5.0	1	0.004040540223636021	0.0	0.0	0.77	0.0	6.0	0.6317474975762282	3.0	4400.0	378.0	0.5	0.08590909090909091
chr1	171810620	172387606	ENSG00000197959	171810619	171810620	576986	2.5	1	0.2492293587841505	0.0	0.0	0.483	0.0	1.0	0.30102999566398103	0.0	200.0	0.0	0.0	0.0
chr1	172501488	172580971	ENSG00000094975	172501487	172501488	79483	12.7	1	0.04131819904207415	0.0	1.0	0.303	0.0	3.0	0.34858583018689165	0.0	1400.0	0.0	0.0	0.0
chr1	177140632	177251558	ENSG00000198797	177140631	177140632	110926	0.0	0	0.5366534565825574	0.0	1.0	0.21	0.0	10.0	0.6711303739409743	4.0	8400.0	1966.0	0.4	0.23404761904761906
chr1	178818839	178840187	ENSG00000116194	178818838	178818839	21348	53.0	1	0.15881890429682435	0.0	0.0	1.273	0.0	20.0	0.7984255372145125	16.0	22600.0	1760.0	0.8	0.07787610619469026
chr1	179851176	179894135	ENSG00000143337	179851175	179851176	42959	36.7	1	0.023191310166942168	0.0	0.0	0.907	0.0	5.0	0.6795880017344075	3.0	5000.0	994.0	0.6	0.1988
chr1	179923872	180084015	ENSG00000135837	179923871	179923872	160143	9.9	1	0.0660809568289985	0.0	1.0	0.184	0.0	5.0	0.6795880017344075	3.0	5000.0	994.0	0.6	0.1988
chr1	180601139	180859387	ENSG00000143324	180601138	180601139	258248	4.8	1	0.02490546019205998	0.0	1.0	0.156	0.0	8.0	0.7302046884880938	5.0	2600.0	290.0	0.625	0.11153846153846154
chr1	182350838	182361341	ENSG00000135821	182350837	182350838	10503	304.4	1	0.12004313718009675	0.0	1.0	0.185	0.0	21.0	0.5265031044429568	7.0	22000.0	2832.0	0.3333333333333333	0.12872727272727272
chr1	182367251	182369751	ENSG00000203730	182367250	182367251	2500	0.1	0	0.6870023054367967	0.0	0.0	1.769	0.0	21.0	0.5265031044429568	7.0	22000.0	2832.0	0.3333333333333333	0.12872727272727272
chr1	182615238	182653711	ENSG00000135824	182615237	182615238	38473	0.0	0	0.5438845787742871	0.0	0.0	0.618	0.0	6.0	0.7406162498721187	3.0	4600.0	631.0	0.5	0.13717391304347826
chr1	182992594	183114727	ENSG00000135862	182992593	182992594	122133	36.9	1	0.0984794432143223	0.0	1.0	0.198	0.0	30.0	0.6747203765003567	19.0	36800.0	4832.0	0.6333333333333333	0.13130434782608696
chr1	183155372	183214035	ENSG00000058085	183155371	183155372	58663	0.9	0	0.2351867419470277	0.0	0.0	0.648	0.0	30.0	0.6747203765003567	19.0	36800.0	4832.0	0.6333333333333333	0.13130434782608696
chr1	183217371	183387737	ENSG00000157064	183217370	183217371	170366	0.4	0	0.4201001822501897	0.0	1.0	0.265	0.0	30.0	0.6747203765003567	19.0	36800.0	4832.0	0.6333333333333333	0.13130434782608696
chr1	184020810	184043346	ENSG00000198860	184020809	184020810	22536	11.5	1	0.01980077516862697	1.0	0.0	0.796	0.0	2.0	0.5484550065040281	1.0	2600.0	152.0	0.5	0.05846153846153846
chr1	185014495	185071740	ENSG00000121481	185014494	185014495	57245	7.0	1	0.005813788665973034	0.0	1.0	0.171	0.0	4.0	0.7742275032520141	3.0	2400.0	8.0	0.75	0.0033333333333333335
chr1	192544856	192549161	ENSG00000090104	192544855	192544856	4305	11.3	1	0.07165352123078769	0.0	0.0	0.505	0.0	0.0		0.0				
chr1	196621007	196716634	ENSG00000000971	196621006	196621007	95627	166.9	1	0.2930858051234285	0.0	1.0	0.324	0.0	22.0	0.9292589772378506	20.0	13600.0	412.0	0.9090909090909091	0.030294117647058822
chr1	197122809	197169672	ENSG00000177888	197122808	197122809	46863	3.4	1	0.01703289621455766	0.0	0.0	0.414	0.0	2.0	0.8494850021680094	2.0	1800.0	73.0	1.0	0.04055555555555555
chr1	197170591	197447585	ENSG00000134376	197170590	197170591	276994	0.5	0	0.4565783480483544	0.0	0.0	0.829	0.0	2.0	0.8494850021680094	2.0	1800.0	73.0	1.0	0.04055555555555555
chr1	198126092	198291550	ENSG00000151414	198126091	198126092	165458	18.7	1	0.04854575033684775	0.0	0.0	0.386	0.0	18.0	0.5752342386969597	10.0	13200.0	353.0	0.5555555555555556	0.02674242424242424
chr1	200593023	200639097	ENSG00000118197	200593022	200593023	46074	17.1	1	0.03431540880290445	1.0	0.0	0.876	1.0	13.0	0.5809954805626535	5.0	8800.0	640.0	0.38461538461538464	0.07272727272727272
chr1	200708685	200829832	ENSG00000118200	200708684	200708685	121147	14.1	1	0.05693931918285423	0.0	1.0	0.203	0.0	13.0	0.5809954805626535	5.0	8800.0	640.0	0.38461538461538464	0.07272727272727272
chr1	201592410	201796102	ENSG00000134369	201592409	201592410	203692	2.8	1	0.07212438026083369	0.0	1.0	0.08	0.0	25.0	0.5053622797255727	9.0	16200.0	1855.0	0.36	0.11450617283950618
chr1	203052259	203055164	ENSG00000122180	203052258	203052259	2905	0.0	0	0.9894108602768512	0.0	0.0	0.408	0.0	7.0	0.6504059955225401	5.0	5000.0	1303.0	0.7142857142857143	0.2606
chr1	203059781	203136533	ENSG00000163485	203059780	203059781	76752	0.2	0	0.28587937150263315	0.0	0.0	1.1	0.0	7.0	0.6504059955225401	5.0	5000.0	1303.0	0.7142857142857143	0.2606
chr1	203136938	203144941	ENSG00000133055	203136937	203136938	8003	0.0	0	0.8581004677201751	0.0	0.0	1.281	0.0	7.0	0.6504059955225401	5.0	5000.0	1303.0	0.7142857142857143	0.2606
chr1	203148058	203155877	ENSG00000133048	203148057	203148058	7819	7.9	1	0.3332211894852574	0.0	0.0	0.924	0.0	7.0	0.6504059955225401	5.0	5000.0	1303.0	0.7142857142857143	0.2606
chr1	203181954	203242769	ENSG00000133063	203181953	203181954	60815	0.4	0	0.3289748900948047	0.0	0.0	1.339	0.0	7.0	0.6504059955225401	5.0	5000.0	1303.0	0.7142857142857143	0.2606
chr1	203444955	203460480	ENSG00000188783	203444954	203444955	15525	133.8	1	0.11480503940786743	0.0	0.0	1.281	0.0	19.0	0.6768087513086938	13.0	27200.0	2236.0	0.6842105263157895	0.08220588235294117
chr1	204123943	204135465	ENSG00000143839	204123942	204123943	11522	17.3	1	0.5756615080462449	0.0	0.0	0.959	0.0	11.0	0.5312338188801772	6.0	13600.0	2023.0	0.5454545454545454	0.14875
chr1	204159468	204165614	ENSG00000170498	204159467	204159468	6146	0.0	0	0.3588006549915452	0.0	0.0	1.41	0.0	17.0	0.5613260007069393	9.0	18800.0	2918.0	0.5294117647058824	0.15521276595744682
chr1	204167287	204183220	ENSG00000174567	204167286	204167287	15933	0.1	0	0.531257929414827	0.0	0.0	0.857	0.0	17.0	0.5613260007069393	9.0	18800.0	2918.0	0.5294117647058824	0.15521276595744682
chr1	204187978	204346793	ENSG00000143850	204187977	204187978	158815	4.3	1	0.10700561261961636	0.0	0.0	0.422	0.0	17.0	0.5613260007069393	9.0	18800.0	2918.0	0.5294117647058824	0.15521276595744682
chr1	204372514	204380919	ENSG00000158615	204372513	204372514	8405	15.7	1	0.017978669227479285	1.0	0.0	0.507	1.0	15.0	0.6193820026016112	9.0	17200.0	2610.0	0.6	0.15174418604651163
chr1	207038698	207042568	ENSG00000162891	207038697	207038698	3870	0.1	0	0.6870023054367967	0.0	0.0	1.676	0.0	1.0	0.30102999566398103	0.0	400.0	0.0	0.0	0.0
