enh_chrom	enh_start	enh_end	sig_connect	in_same_tad	target_gene	gtex_tpm	hk	lof_intol	essential	rel_entropy	enh_rel_entropy	phastcons_overlap	tisspec_enh	enh_length	tissue
chr1	15946800	15951600	1	1	ENSG00000215695	0.1	1.0	0.0	0.0	0.25158745769912005	0.5228787452803376	430	0	4800	psoas_muscle
chr1	15952200	15953800	1	1	ENSG00000215695	0.1	1.0	0.0	0.0	0.25158745769912005	0.5228787452803376	143	0	1600	psoas_muscle
chr1	15923000	15923600	1	1	ENSG00000162461	16.3	0.0	0.0	0.0	0.16024641024893882	1.0	0	1	600	psoas_muscle
chr1	15943000	15943200	1	1	ENSG00000162461	16.3	0.0	0.0	0.0	0.16024641024893882	0.2218487496163564	41	0	200	psoas_muscle
chr1	15946000	15946400	1	1	ENSG00000162461	16.3	0.0	0.0	0.0	0.16024641024893882	0.3979400086720376	0	0	400	psoas_muscle
chr1	15946800	15951600	1	1	ENSG00000162461	16.3	0.0	0.0	0.0	0.16024641024893882	0.5228787452803376	430	0	4800	psoas_muscle
chr1	15952200	15953800	1	1	ENSG00000162461	16.3	0.0	0.0	0.0	0.16024641024893882	0.5228787452803376	143	0	1600	psoas_muscle
chr1	15923000	15923600	1	1	ENSG00000162460	0.0	0.0	0.0	0.0	0.6446407430412442	1.0	0	1	600	psoas_muscle
chr1	15943000	15943200	1	1	ENSG00000162460	0.0	0.0	0.0	0.0	0.6446407430412442	0.2218487496163564	41	0	200	psoas_muscle
chr1	15946000	15946400	1	1	ENSG00000162460	0.0	0.0	0.0	0.0	0.6446407430412442	0.3979400086720376	0	0	400	psoas_muscle
chr1	15946800	15951600	1	1	ENSG00000162460	0.0	0.0	0.0	0.0	0.6446407430412442	0.5228787452803376	430	0	4800	psoas_muscle
chr1	15952200	15953800	1	1	ENSG00000162460	0.0	0.0	0.0	0.0	0.6446407430412442	0.5228787452803376	143	0	1600	psoas_muscle
chr1	16696000	16697000	1	1	ENSG00000127463	9.3	1.0	0.0	1.0	0.018300840904622702	0.5228787452803376	425	0	1000	psoas_muscle
chr1	16698200	16702800	1	1	ENSG00000127463	9.3	1.0	0.0	1.0	0.018300840904622702	0.30102999566398103	401	0	4600	psoas_muscle
chr1	16703200	16704400	1	1	ENSG00000127463	9.3	1.0	0.0	1.0	0.018300840904622702	0.6989700043360187	0	1	1200	psoas_muscle
chr1	16714200	16715000	1	1	ENSG00000127463	9.3	1.0	0.0	1.0	0.018300840904622702	0.6989700043360187	15	1	800	psoas_muscle
chr1	16716400	16720200	1	1	ENSG00000127463	9.3	1.0	0.0	1.0	0.018300840904622702	0.3979400086720376	967	0	3800	psoas_muscle
chr1	16710600	16713800	1	1	ENSG00000127463	9.3	1.0	0.0	1.0	0.018300840904622702	0.3979400086720376	170	0	3200	psoas_muscle
chr1	19532600	19535000	1	1	ENSG00000053372	10.6	1.0	1.0	1.0	0.01718983473105039	0.3979400086720376	19	0	2400	psoas_muscle
chr1	19538000	19538200	1	1	ENSG00000053372	10.6	1.0	1.0	1.0	0.01718983473105039	0.09691001300805636	10	0	200	psoas_muscle
chr1	19549800	19550200	1	1	ENSG00000053372	10.6	1.0	1.0	1.0	0.01718983473105039	1.0	177	1	400	psoas_muscle
chr1	19545200	19547200	1	1	ENSG00000053372	10.6	1.0	1.0	1.0	0.01718983473105039	1.0	586	1	2000	psoas_muscle
chr1	19529200	19530600	1	1	ENSG00000053372	10.6	1.0	1.0	1.0	0.01718983473105039	0.3979400086720376	115	0	1400	psoas_muscle
chr1	19686400	19687000	1	1	ENSG00000173436	5.5	1.0	0.0	0.0	0.04258459524331211	1.0	0	1	600	psoas_muscle
chr1	19693600	19694800	1	1	ENSG00000173436	5.5	1.0	0.0	0.0	0.04258459524331211	0.3979400086720376	208	0	1200	psoas_muscle
chr1	19712600	19714600	1	1	ENSG00000173436	5.5	1.0	0.0	0.0	0.04258459524331211	0.04575749056067502	211	0	2000	psoas_muscle
chr1	19732400	19733000	1	1	ENSG00000173436	5.5	1.0	0.0	0.0	0.04258459524331211	1.0	103	1	600	psoas_muscle
chr1	19744000	19744400	1	1	ENSG00000173436	5.5	1.0	0.0	0.0	0.04258459524331211	0.6989700043360187	0	1	400	psoas_muscle
chr1	19755200	19757600	1	1	ENSG00000173436	5.5	1.0	0.0	0.0	0.04258459524331211	0.09691001300805636	258	0	2400	psoas_muscle
chr1	19726000	19729400	1	1	ENSG00000173436	5.5	1.0	0.0	0.0	0.04258459524331211	0.2218487496163564	162	0	3400	psoas_muscle
chr1	19739400	19743000	1	1	ENSG00000173436	5.5	1.0	0.0	0.0	0.04258459524331211	0.5228787452803376	606	0	3600	psoas_muscle
chr1	19732400	19733000	1	1	ENSG00000158747	12.7	0.0	0.0	0.0	0.14015894486695946	1.0	103	1	600	psoas_muscle
chr1	19744000	19744400	1	1	ENSG00000158747	12.7	0.0	0.0	0.0	0.14015894486695946	0.6989700043360187	0	1	400	psoas_muscle
chr1	19755200	19757600	1	1	ENSG00000158747	12.7	0.0	0.0	0.0	0.14015894486695946	0.09691001300805636	258	0	2400	psoas_muscle
chr1	19726000	19729400	1	1	ENSG00000158747	12.7	0.0	0.0	0.0	0.14015894486695946	0.2218487496163564	162	0	3400	psoas_muscle
chr1	19739400	19743000	1	1	ENSG00000158747	12.7	0.0	0.0	0.0	0.14015894486695946	0.5228787452803376	606	0	3600	psoas_muscle
chr1	19732400	19733000	1	1	ENSG00000158748	0.0	0.0	0.0	0.0	0.584113721454682	1.0	103	1	600	psoas_muscle
chr1	19744000	19744400	1	1	ENSG00000158748	0.0	0.0	0.0	0.0	0.584113721454682	0.6989700043360187	0	1	400	psoas_muscle
chr1	19755200	19757600	1	1	ENSG00000158748	0.0	0.0	0.0	0.0	0.584113721454682	0.09691001300805636	258	0	2400	psoas_muscle
chr1	19726000	19729400	1	1	ENSG00000158748	0.0	0.0	0.0	0.0	0.584113721454682	0.2218487496163564	162	0	3400	psoas_muscle
chr1	19739400	19743000	1	1	ENSG00000158748	0.0	0.0	0.0	0.0	0.584113721454682	0.5228787452803376	606	0	3600	psoas_muscle
chr1	20208400	20208800	1	1	ENSG00000187980	0.0	0.0	0.0	0.0	0.6535360832378236	0.6989700043360187	9	1	400	psoas_muscle
chr1	20210000	20210600	1	1	ENSG00000187980	0.0	0.0	0.0	0.0	0.6535360832378236	0.30102999566398103	0	0	600	psoas_muscle
chr1	20211600	20212000	1	1	ENSG00000187980	0.0	0.0	0.0	0.0	0.6535360832378236	1.0	0	1	400	psoas_muscle
chr1	20208400	20208800	1	1	ENSG00000162543	0.1	0.0	0.0	0.0	0.10840065994933924	0.6989700043360187	9	1	400	psoas_muscle
chr1	20210000	20210600	1	1	ENSG00000162543	0.1	0.0	0.0	0.0	0.10840065994933924	0.30102999566398103	0	0	600	psoas_muscle
chr1	20211600	20212000	1	1	ENSG00000162543	0.1	0.0	0.0	0.0	0.10840065994933924	1.0	0	1	400	psoas_muscle
chr1	21998800	22000400	1	1	ENSG00000090686	9.6	0.0	1.0	0.0	0.008088395921633915	0.09691001300805636	248	0	1600	psoas_muscle
chr1	23359400	23360400	1	1	ENSG00000169641	0.1	0.0	0.0	0.0	0.054323145428416084	0.6989700043360187	35	1	1000	psoas_muscle
chr1	23361600	23362200	1	1	ENSG00000169641	0.1	0.0	0.0	0.0	0.054323145428416084	1.0	11	1	600	psoas_muscle
chr1	23362600	23362800	1	1	ENSG00000169641	0.1	0.0	0.0	0.0	0.054323145428416084	0.6989700043360187	0	1	200	psoas_muscle
chr1	23359400	23360400	1	1	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.6989700043360187	35	1	1000	psoas_muscle
chr1	23361600	23362200	1	1	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	1.0	11	1	600	psoas_muscle
chr1	23362600	23362800	1	1	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.6989700043360187	0	1	200	psoas_muscle
chr1	23359400	23360400	1	1	ENSG00000125944	25.5	1.0	1.0	0.0	0.00726380150912205	0.6989700043360187	35	1	1000	psoas_muscle
chr1	23361600	23362200	1	1	ENSG00000125944	25.5	1.0	1.0	0.0	0.00726380150912205	1.0	11	1	600	psoas_muscle
chr1	23362600	23362800	1	1	ENSG00000125944	25.5	1.0	1.0	0.0	0.00726380150912205	0.6989700043360187	0	1	200	psoas_muscle
chr1	23426600	23427200	1	1	ENSG00000179546	0.0	0.0	0.0	0.0	0.6535360832378236	0.30102999566398103	18	0	600	psoas_muscle
chr1	23426600	23427200	1	1	ENSG00000125944	25.5	1.0	1.0	0.0	0.00726380150912205	0.30102999566398103	18	0	600	psoas_muscle
chr1	24445800	24447200	1	1	ENSG00000001461	1.4	0.0	0.0	0.0	0.11992147565712866	0.6989700043360187	41	1	1400	psoas_muscle
chr1	24451800	24452200	1	1	ENSG00000001461	1.4	0.0	0.0	0.0	0.11992147565712866	1.0	19	1	400	psoas_muscle
chr1	24454000	24454200	1	1	ENSG00000001461	1.4	0.0	0.0	0.0	0.11992147565712866	0.5228787452803376	0	0	200	psoas_muscle
chr1	24476600	24477000	1	1	ENSG00000001461	1.4	0.0	0.0	0.0	0.11992147565712866	0.2218487496163564	0	0	400	psoas_muscle
chr1	26168800	26169600	1	1	ENSG00000176083	0.0	0.0	0.0	0.0	0.22704187255411115	0.6989700043360187	0	1	800	psoas_muscle
chr1	26185400	26185600	1	1	ENSG00000176083	0.0	0.0	0.0	0.0	0.22704187255411115	0.0	0	0	200	psoas_muscle
chr1	26201200	26201600	1	1	ENSG00000158006	8.8	0.0	0.0	0.0	0.11371882885611022	0.30102999566398103	0	0	400	psoas_muscle
chr1	26222200	26222800	1	1	ENSG00000158006	8.8	0.0	0.0	0.0	0.11371882885611022	0.1549019599857432	0	0	600	psoas_muscle
chr1	26201200	26201600	1	1	ENSG00000158008	2.8	0.0	0.0	0.0	0.3220681743865335	0.30102999566398103	0	0	400	psoas_muscle
chr1	26222200	26222800	1	1	ENSG00000158008	2.8	0.0	0.0	0.0	0.3220681743865335	0.1549019599857432	0	0	600	psoas_muscle
chr1	26581400	26581800	1	1	ENSG00000169442	1.6	0.0	0.0	0.0	0.2803848991164801	1.0	258	1	400	psoas_muscle
chr1	26583600	26584800	1	1	ENSG00000169442	1.6	0.0	0.0	0.0	0.2803848991164801	1.0	566	1	1200	psoas_muscle
chr1	26581400	26581800	1	1	ENSG00000176092	0.0	0.0	0.0	0.0	0.4308660655052658	1.0	258	1	400	psoas_muscle
chr1	26583600	26584800	1	1	ENSG00000176092	0.0	0.0	0.0	0.0	0.4308660655052658	1.0	566	1	1200	psoas_muscle
chr1	26602400	26605800	1	1	ENSG00000169442	1.6	0.0	0.0	0.0	0.2803848991164801	0.30102999566398103	1469	0	3400	psoas_muscle
chr1	26610800	26612600	1	1	ENSG00000169442	1.6	0.0	0.0	0.0	0.2803848991164801	0.30102999566398103	440	0	1800	psoas_muscle
chr1	26615000	26615400	1	1	ENSG00000169442	1.6	0.0	0.0	0.0	0.2803848991164801	1.0	0	1	400	psoas_muscle
chr1	26632200	26632400	1	1	ENSG00000169442	1.6	0.0	0.0	0.0	0.2803848991164801	0.15490195998574308	0	0	200	psoas_muscle
chr1	26602400	26605800	1	1	ENSG00000176092	0.0	0.0	0.0	0.0	0.4308660655052658	0.30102999566398103	1469	0	3400	psoas_muscle
chr1	26610800	26612600	1	1	ENSG00000176092	0.0	0.0	0.0	0.0	0.4308660655052658	0.30102999566398103	440	0	1800	psoas_muscle
chr1	26615000	26615400	1	1	ENSG00000176092	0.0	0.0	0.0	0.0	0.4308660655052658	1.0	0	1	400	psoas_muscle
chr1	26632200	26632400	1	1	ENSG00000176092	0.0	0.0	0.0	0.0	0.4308660655052658	0.15490195998574308	0	0	200	psoas_muscle
chr1	26944800	26945000	1	1	ENSG00000117713	9.7	0.0	1.0	0.0	0.011762782971970524	1.0	0	1	200	psoas_muscle
chr1	26944800	26945000	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	1.0	0	1	200	psoas_muscle
chr1	26944800	26945000	1	1	ENSG00000204160	5.2	0.0	0.0	0.0	0.026452579165281084	1.0	0	1	200	psoas_muscle
chr1	26944800	26945000	1	1	ENSG00000142751	10.7	1.0	0.0	1.0	0.013618532581453005	1.0	0	1	200	psoas_muscle
chr1	26944800	26945000	1	1	ENSG00000198746	8.4	0.0	0.0	0.0	0.020948426384769386	1.0	0	1	200	psoas_muscle
chr1	26944800	26945000	1	1	ENSG00000090273	58.8	1.0	0.0	1.0	0.02232440521894991	1.0	0	1	200	psoas_muscle
chr1	26944800	26945000	1	1	ENSG00000131910	1.1	0.0	0.0	0.0	0.4997511355000361	1.0	0	1	200	psoas_muscle
chr1	27004200	27004400	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.09691001300805636	111	0	200	psoas_muscle
chr1	27017800	27018000	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.5228787452803376	0	0	200	psoas_muscle
chr1	27020400	27021400	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.04575749056067502	263	0	1000	psoas_muscle
chr1	27026000	27029400	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.30102999566398103	1141	0	3400	psoas_muscle
chr1	27030600	27032600	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.3979400086720376	713	0	2000	psoas_muscle
chr1	27037000	27037200	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.6989700043360187	0	1	200	psoas_muscle
chr1	27033200	27034200	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.09691001300805636	42	0	1000	psoas_muscle
chr1	27004200	27004400	1	1	ENSG00000204160	5.2	0.0	0.0	0.0	0.026452579165281084	0.09691001300805636	111	0	200	psoas_muscle
chr1	27017800	27018000	1	1	ENSG00000204160	5.2	0.0	0.0	0.0	0.026452579165281084	0.5228787452803376	0	0	200	psoas_muscle
chr1	27020400	27021400	1	1	ENSG00000204160	5.2	0.0	0.0	0.0	0.026452579165281084	0.04575749056067502	263	0	1000	psoas_muscle
chr1	27026000	27029400	1	1	ENSG00000204160	5.2	0.0	0.0	0.0	0.026452579165281084	0.30102999566398103	1141	0	3400	psoas_muscle
chr1	27030600	27032600	1	1	ENSG00000204160	5.2	0.0	0.0	0.0	0.026452579165281084	0.3979400086720376	713	0	2000	psoas_muscle
chr1	27037000	27037200	1	1	ENSG00000204160	5.2	0.0	0.0	0.0	0.026452579165281084	0.6989700043360187	0	1	200	psoas_muscle
chr1	27033200	27034200	1	1	ENSG00000204160	5.2	0.0	0.0	0.0	0.026452579165281084	0.09691001300805636	42	0	1000	psoas_muscle
chr1	27046800	27047200	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	1.0	0	1	400	psoas_muscle
chr1	27053800	27054400	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.3979400086720376	206	0	600	psoas_muscle
chr1	27061000	27061400	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.6989700043360187	54	1	400	psoas_muscle
chr1	27070400	27073000	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.5228787452803376	662	0	2600	psoas_muscle
chr1	27074200	27075200	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.6989700043360187	207	1	1000	psoas_muscle
chr1	27049600	27053400	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.6989700043360187	1639	1	3800	psoas_muscle
chr1	27065800	27067400	1	1	ENSG00000060642	2.1	0.0	0.0	1.0	0.03376156148995752	0.6989700043360187	112	1	1600	psoas_muscle
chr1	27728800	27730800	1	1	ENSG00000000938	1.3	0.0	0.0	0.0	0.27447210583503223	0.6989700043360187	810	1	2000	psoas_muscle
chr1	27731200	27733400	1	1	ENSG00000000938	1.3	0.0	0.0	0.0	0.27447210583503223	0.5228787452803376	1715	0	2200	psoas_muscle
chr1	27744800	27745600	1	1	ENSG00000000938	1.3	0.0	0.0	0.0	0.27447210583503223	0.6989700043360187	753	1	800	psoas_muscle
chr1	27757400	27758600	1	1	ENSG00000000938	1.3	0.0	0.0	0.0	0.27447210583503223	0.6989700043360187	477	1	1200	psoas_muscle
chr1	27759000	27761400	1	1	ENSG00000000938	1.3	0.0	0.0	0.0	0.27447210583503223	0.6989700043360187	758	1	2400	psoas_muscle
chr1	27754000	27756600	1	1	ENSG00000000938	1.3	0.0	0.0	0.0	0.27447210583503223	0.6989700043360187	1979	1	2600	psoas_muscle
chr1	32092400	32093000	1	1	ENSG00000121774	21.0	1.0	1.0	0.0	0.014764671196430053	0.2218487496163564	284	0	600	psoas_muscle
chr1	32093400	32094800	1	1	ENSG00000121774	21.0	1.0	1.0	0.0	0.014764671196430053	1.0	212	1	1400	psoas_muscle
chr1	32097400	32098000	1	1	ENSG00000121774	21.0	1.0	1.0	0.0	0.014764671196430053	1.0	0	1	600	psoas_muscle
chr1	32098600	32098800	1	1	ENSG00000121774	21.0	1.0	1.0	0.0	0.014764671196430053	1.0	51	1	200	psoas_muscle
chr1	32109200	32109400	1	1	ENSG00000121774	21.0	1.0	1.0	0.0	0.014764671196430053	0.30102999566398103	0	0	200	psoas_muscle
chr1	32116200	32116400	1	1	ENSG00000121774	21.0	1.0	1.0	0.0	0.014764671196430053	1.0	96	1	200	psoas_muscle
chr1	33405600	33405800	1	1	ENSG00000004455	80.4	1.0	0.0	0.0	0.045713725460742406	0.6989700043360187	33	1	200	psoas_muscle
chr1	33427600	33428400	1	1	ENSG00000004455	80.4	1.0	0.0	0.0	0.045713725460742406	1.0	221	1	800	psoas_muscle
chr1	33438200	33438400	1	1	ENSG00000004455	80.4	1.0	0.0	0.0	0.045713725460742406	0.15490195998574308	8	0	200	psoas_muscle
chr1	35736000	35736200	1	1	ENSG00000142687	16.8	1.0	0.0	0.0	0.017657686805899696	0.15490195998574308	0	0	200	psoas_muscle
chr1	35742200	35742600	1	1	ENSG00000142687	16.8	1.0	0.0	0.0	0.017657686805899696	1.0	0	1	400	psoas_muscle
chr1	35755200	35755400	1	1	ENSG00000142687	16.8	1.0	0.0	0.0	0.017657686805899696	1.0	0	1	200	psoas_muscle
chr1	35916600	35918000	1	1	ENSG00000020129	7.1	0.0	1.0	0.0	0.3481919893881804	0.30102999566398103	633	0	1400	psoas_muscle
chr1	35916600	35918000	1	1	ENSG00000116819	0.2	0.0	0.0	0.0	0.1146655303603724	0.30102999566398103	633	0	1400	psoas_muscle
chr1	35998200	36000200	1	1	ENSG00000142686	7.3	0.0	0.0	0.0	0.15428970900455088	0.5228787452803376	1155	0	2000	psoas_muscle
chr1	36020000	36022000	1	1	ENSG00000142686	7.3	0.0	0.0	0.0	0.15428970900455088	0.30102999566398103	1137	0	2000	psoas_muscle
chr1	36026200	36027000	1	1	ENSG00000142686	7.3	0.0	0.0	0.0	0.15428970900455088	0.5228787452803376	701	0	800	psoas_muscle
chr1	36034400	36034600	1	1	ENSG00000142686	7.3	0.0	0.0	0.0	0.15428970900455088	0.5228787452803376	0	0	200	psoas_muscle
chr1	35998200	36000200	1	1	ENSG00000092853	0.0	0.0	0.0	0.0	0.20898819610763456	0.5228787452803376	1155	0	2000	psoas_muscle
chr1	36020000	36022000	1	1	ENSG00000092853	0.0	0.0	0.0	0.0	0.20898819610763456	0.30102999566398103	1137	0	2000	psoas_muscle
chr1	36026200	36027000	1	1	ENSG00000092853	0.0	0.0	0.0	0.0	0.20898819610763456	0.5228787452803376	701	0	800	psoas_muscle
chr1	36034400	36034600	1	1	ENSG00000092853	0.0	0.0	0.0	0.0	0.20898819610763456	0.5228787452803376	0	0	200	psoas_muscle
chr1	36605200	36606400	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	1.0	286	1	1200	psoas_muscle
chr1	36608000	36608400	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	0.30102999566398103	75	0	400	psoas_muscle
chr1	36616000	36616400	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	0.3979400086720376	151	0	400	psoas_muscle
chr1	36617400	36617800	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	0.3979400086720376	25	0	400	psoas_muscle
chr1	36623800	36626400	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	0.3979400086720376	323	0	2600	psoas_muscle
chr1	36627000	36627200	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	0.5228787452803376	0	0	200	psoas_muscle
chr1	36627400	36628800	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	0.1549019599857432	190	0	1400	psoas_muscle
chr1	36629800	36630400	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	1.0	35	1	600	psoas_muscle
chr1	36631400	36634400	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	0.5228787452803376	256	0	3000	psoas_muscle
chr1	36635200	36636800	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	0.6989700043360187	224	1	1600	psoas_muscle
chr1	36638600	36641800	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	1.0	2192	1	3200	psoas_muscle
chr1	36601000	36602000	1	1	ENSG00000054118	56.9	1.0	1.0	0.0	0.04684714643402823	1.0	0	1	1000	psoas_muscle
chr1	36605200	36606400	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	1.0	286	1	1200	psoas_muscle
chr1	36608000	36608400	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.30102999566398103	75	0	400	psoas_muscle
chr1	36616000	36616400	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.3979400086720376	151	0	400	psoas_muscle
chr1	36617400	36617800	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.3979400086720376	25	0	400	psoas_muscle
chr1	36623800	36626400	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.3979400086720376	323	0	2600	psoas_muscle
chr1	36627000	36627200	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.5228787452803376	0	0	200	psoas_muscle
chr1	36627400	36628800	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.1549019599857432	190	0	1400	psoas_muscle
chr1	36629800	36630400	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	1.0	35	1	600	psoas_muscle
chr1	36631400	36634400	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.5228787452803376	256	0	3000	psoas_muscle
chr1	36635200	36636800	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.6989700043360187	224	1	1600	psoas_muscle
chr1	36638600	36641800	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	1.0	2192	1	3200	psoas_muscle
chr1	36601000	36602000	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	1.0	0	1	1000	psoas_muscle
chr1	36719400	36724400	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.6989700043360187	24	1	5000	psoas_muscle
chr1	36728600	36729000	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	1.0	0	1	400	psoas_muscle
chr1	36729600	36730600	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	1.0	0	1	1000	psoas_muscle
chr1	36731600	36732000	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.5228787452803376	0	0	400	psoas_muscle
chr1	36733000	36734800	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	1.0	0	1	1800	psoas_muscle
chr1	36737600	36738400	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	1.0	35	1	800	psoas_muscle
chr1	36743000	36744000	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.6989700043360187	0	1	1000	psoas_muscle
chr1	36745400	36745800	1	1	ENSG00000181817	72.6	1.0	0.0	0.0	0.057049188038993226	0.30102999566398103	0	0	400	psoas_muscle
chr1	38480600	38481000	1	1	ENSG00000116954	8.3	0.0	1.0	0.0	0.003504639182767476	0.5228787452803376	232	0	400	psoas_muscle
chr1	38481800	38482400	1	1	ENSG00000116954	8.3	0.0	1.0	0.0	0.003504639182767476	1.0	523	1	600	psoas_muscle
chr1	38487200	38487800	1	1	ENSG00000116954	8.3	0.0	1.0	0.0	0.003504639182767476	1.0	98	1	600	psoas_muscle
chr1	38492400	38494600	1	1	ENSG00000116954	8.3	0.0	1.0	0.0	0.003504639182767476	1.0	872	1	2200	psoas_muscle
chr1	38495000	38496200	1	1	ENSG00000116954	8.3	0.0	1.0	0.0	0.003504639182767476	0.04575749056067502	700	0	1200	psoas_muscle
chr1	40629000	40629200	1	1	ENSG00000084073	7.9	1.0	0.0	0.0	0.008294516222166596	0.2218487496163564	0	0	200	psoas_muscle
