chrom	start	end	target_gene	tss_start	tss_end	gene_length	brain_hippocampus	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	10270862	10441661	ENSG00000054523	10270861	10270862	170799	39.0	1	0.2099452749424318	0.0	1.0	0.171	0.0	44.0	0.8066247447324386	34.0	59200.0	4978.0	0.7727272727272727	0.08408783783783784
chr1	16174358	16266955	ENSG00000065526	16174357	16174358	92597	6.3	1	0.01544478707074131	1.0	1.0	0.071	0.0	22.0	0.6360490425354993	13.0	23400.0	2190.0	0.5909090909090909	0.09358974358974359
chr1	16268363	16302627	ENSG00000116809	16268362	16268363	34264	14.3	1	0.007685736075891235	1.0	1.0	0.309	1.0	22.0	0.6360490425354993	13.0	23400.0	2190.0	0.5909090909090909	0.09358974358974359
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	6.3	1	0.04258459524331211	1.0	0.0	0.584	0.0	29.0	0.5863471571333733	13.0	33600.0	4195.0	0.4482758620689655	0.12485119047619048
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	75.6	1	0.14015894486695946	0.0	0.0	1.023	0.0	29.0	0.5863471571333733	13.0	33600.0	4195.0	0.4482758620689655	0.12485119047619048
chr1	20301924	20306932	ENSG00000188257	20301923	20301924	5008	0.0	0	0.2948839395651715	0.0	0.0	1.292	0.0	13.0	0.7338928855569822	9.0	7800.0	70.0	0.6923076923076923	0.008974358974358974
chr1	20354671	20417683	ENSG00000127472	20354670	20354671	63012	4.6	1	0.32799373176247504	0.0	0.0	1.57	0.0	13.0	0.7338928855569822	9.0	7800.0	70.0	0.6923076923076923	0.008974358974358974
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	0.0	0	0.3874819248405741	0.0	0.0	1.786	0.0	13.0	0.7338928855569822	9.0	7800.0	70.0	0.6923076923076923	0.008974358974358974
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	13.0	0.7338928855569822	9.0	7800.0	70.0	0.6923076923076923	0.008974358974358974
chr1	20512577	20522541	ENSG00000162543	20512576	20512577	9964	1.4	1	0.10840065994933924	0.0	0.0	1.129	0.0	13.0	0.7338928855569822	9.0	7800.0	70.0	0.6923076923076923	0.008974358974358974
chr1	22004790	22110099	ENSG00000090686	22004789	22004790	105309	11.8	1	0.008088395921633915	0.0	1.0	0.161	0.0	13.0	0.4364861671658903	3.0	17200.0	1732.0	0.23076923076923078	0.10069767441860465
chr1	22778343	22857650	ENSG00000184677	22778342	22778343	79307	2.5	1	0.03206979594785059	0.0	0.0	0.693	0.0	8.0	0.5675759390300961	3.0	6400.0	431.0	0.375	0.06734375
chr1	22890056	22930087	ENSG00000070886	22890055	22890056	40031	0.1	0	0.4629935137784575	0.0	0.0	0.712	0.0	8.0	0.5675759390300961	3.0	6400.0	431.0	0.375	0.06734375
chr1	22962998	22966101	ENSG00000173372	22962997	22962998	3103	29.5	1	0.281836438529712	0.0	0.0	1.153	0.0	8.0	0.5675759390300961	3.0	6400.0	431.0	0.375	0.06734375
chr1	22970122	22974603	ENSG00000159189	22970121	22970122	4481	30.4	1	0.25615132396009915	0.0	0.0	1.094	0.0	8.0	0.5675759390300961	3.0	6400.0	431.0	0.375	0.06734375
chr1	22979254	22988031	ENSG00000173369	22979253	22979254	8777	52.1	1	0.2705976153790671	0.0	0.0	1.044	0.0	8.0	0.5675759390300961	3.0	6400.0	431.0	0.375	0.06734375
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	0.2	0	0.054323145428416084	0.0	0.0	0.402	0.0	12.0	0.6407225039746839	8.0	12200.0	1208.0	0.6666666666666666	0.09901639344262295
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	12.0	0.6407225039746839	8.0	12200.0	1208.0	0.6666666666666666	0.09901639344262295
chr1	24480646	24514449	ENSG00000185436	24480645	24480646	33803	0.3	0	0.09427250551235962	0.0	0.0	0.763	0.0	5.0	0.8091514981121349	3.0	3200.0	124.0	0.6	0.03875
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.2	0	0.8346636346178993	0.0	1.0	0.277	0.0	5.0	0.8091514981121349	3.0	3200.0	124.0	0.6	0.03875
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	3.7	1	0.0572567126063331	0.0	0.0	1.339	0.0	5.0	0.8091514981121349	3.0	3200.0	124.0	0.6	0.03875
chr1	24742283	24799466	ENSG00000001461	24742282	24742283	57183	28.0	1	0.11992147565712866	0.0	0.0	0.844	0.0	11.0	0.7330442052291914	8.0	10400.0	408.0	0.7272727272727273	0.03923076923076923
chr1	24829386	24867530	ENSG00000117602	24829385	24829386	38144	1.3	1	0.07967952413474128	0.0	0.0	1.313	0.0	11.0	0.7330442052291914	8.0	10400.0	408.0	0.7272727272727273	0.03923076923076923
chr1	25757387	25826700	ENSG00000204178	25757386	25757387	69313	4.1	1	0.060250611936855075	1.0	1.0	0.259	0.0	48.0	0.535766993519191	18.0	54200.0	5834.0	0.375	0.10763837638376383
chr1	25870070	25895377	ENSG00000157978	25870069	25870070	25307	9.6	1	0.09269333132337554	0.0	0.0	1.163	0.0	48.0	0.535766993519191	18.0	54200.0	5834.0	0.375	0.10763837638376383
chr1	25943958	26112698	ENSG00000117643	25943957	25943958	168740	7.3	1	0.04358991749474712	0.0	0.0	0.434	0.0	48.0	0.535766993519191	18.0	54200.0	5834.0	0.375	0.10763837638376383
chr1	26126666	26144713	ENSG00000162430	26126665	26126666	18047	18.1	1	0.01493164186679869	0.0	0.0	1.017	0.0	48.0	0.535766993519191	18.0	54200.0	5834.0	0.375	0.10763837638376383
chr1	26145130	26159432	ENSG00000117640	26145129	26145130	14302	31.5	1	0.047550316071094605	1.0	0.0	0.611	0.0	56.0	0.5297785297544818	22.0	62800.0	6968.0	0.39285714285714285	0.11095541401273885
chr1	26158413	26185903	ENSG00000127423	26158412	26158413	27490	0.5	0	0.07404647056139721	0.0	0.0	1.579	0.0	9.0	0.4440599408767214	4.0	9000.0	1134.0	0.4444444444444444	0.126
chr1	26187700	26197744	ENSG00000182749	26187699	26187700	10044	3.4	1	0.10655391235971508	0.0	0.0	1.175	0.0	9.0	0.4440599408767214	4.0	9000.0	1134.0	0.4444444444444444	0.126
chr1	26210671	26233482	ENSG00000117632	26210670	26210671	22811	352.9	1	0.26550081104013146	0.0	0.0	0.944	0.0	9.0	0.4440599408767214	4.0	9000.0	1134.0	0.4444444444444444	0.126
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	2.0	1	0.11371882885611022	0.0	0.0	1.113	0.0	24.0	0.4934787653330517	9.0	15600.0	2746.0	0.375	0.17602564102564103
chr1	26346374	26362955	ENSG00000158008	26346373	26346374	16581	11.0	1	0.3220681743865335	0.0	0.0	1.082	0.0	24.0	0.4934787653330517	9.0	15600.0	2746.0	0.375	0.17602564102564103
chr1	26363742	26372624	ENSG00000158014	26363741	26363742	8882	0.0	0	0.8485205858290996	0.0	0.0	0.615	0.0	24.0	0.4934787653330517	9.0	15600.0	2746.0	0.375	0.17602564102564103
chr1	26377794	26394927	ENSG00000158022	26377793	26377794	17133	0.2	0	0.8684081366076001	0.0	0.0	1.469	0.0	24.0	0.4934787653330517	9.0	15600.0	2746.0	0.375	0.17602564102564103
chr1	26437663	26452034	ENSG00000175087	26437662	26437663	14371	2.0	1	0.02521019098345276	0.0	0.0	0.643	0.0	24.0	0.4934787653330517	9.0	15600.0	2746.0	0.375	0.17602564102564103
chr1	26605666	26608007	ENSG00000142669	26605665	26605666	2341	78.6	1	0.03667100237670372	0.0	0.0	1.059	0.0	7.0	0.5414978550653384	2.0	6000.0	1204.0	0.2857142857142857	0.20066666666666666
chr1	26607818	26644854	ENSG00000158062	26607817	26607818	37036	19.6	1	0.0418219913578769	0.0	0.0	1.142	0.0	7.0	0.5414978550653384	2.0	6000.0	1204.0	0.2857142857142857	0.20066666666666666
chr1	26644447	26647014	ENSG00000169442	26644446	26644447	2567	3.2	1	0.2803848991164801	0.0	0.0	1.698	0.0	7.0	0.5414978550653384	2.0	6000.0	1204.0	0.2857142857142857	0.20066666666666666
chr1	26648349	26680621	ENSG00000176092	26648348	26648349	32272	0.0	0	0.4308660655052658	0.0	0.0	0.793	0.0	7.0	0.5414978550653384	2.0	6000.0	1204.0	0.2857142857142857	0.20066666666666666
chr1	26688124	26701013	ENSG00000176083	26688123	26688124	12889	0.1	0	0.22704187255411115	0.0	0.0	1.34	0.0	7.0	0.5414978550653384	2.0	6000.0	1204.0	0.2857142857142857	0.20066666666666666
chr1	27022523	27108595	ENSG00000117713	27022522	27022523	86072	6.4	1	0.011762782971970524	0.0	1.0	0.071	0.0	23.0	0.4687036969051111	9.0	21800.0	4569.0	0.391304347826087	0.20958715596330274
chr1	27113962	27124889	ENSG00000060642	27113961	27113962	10927	3.9	1	0.03376156148995752	0.0	0.0	1.238	1.0	23.0	0.4687036969051111	9.0	21800.0	4569.0	0.391304347826087	0.20958715596330274
chr1	27153200	27184093	ENSG00000204160	27153199	27153200	30893	9.2	1	0.026452579165281084	0.0	0.0	0.805	0.0	23.0	0.4687036969051111	9.0	21800.0	4569.0	0.391304347826087	0.20958715596330274
chr1	27189632	27190947	ENSG00000175793	27189631	27189632	1315	4.8	1	0.2560276031223408	0.0	0.0	0.704	0.0	23.0	0.4687036969051111	9.0	21800.0	4569.0	0.391304347826087	0.20958715596330274
chr1	27202623	27216788	ENSG00000142751	27202622	27202623	14165	5.2	1	0.013618532581453005	1.0	0.0	0.852	1.0	23.0	0.4687036969051111	9.0	21800.0	4569.0	0.391304347826087	0.20958715596330274
chr1	27216978	27226957	ENSG00000198746	27216977	27216978	9979	5.2	1	0.020948426384769386	0.0	0.0	1.263	0.0	23.0	0.4687036969051111	9.0	21800.0	4569.0	0.391304347826087	0.20958715596330274
chr1	27425305	27493472	ENSG00000090020	27425304	27425305	68167	2.8	1	0.020130754633868427	0.0	0.0	0.375	0.0	25.0	0.5842989064873069	12.0	19400.0	2934.0	0.48	0.15123711340206186
chr1	27561006	27635110	ENSG00000142784	27561005	27561006	74104	15.1	1	0.03716457018669965	1.0	1.0	0.23	0.0	25.0	0.5842989064873069	12.0	19400.0	2934.0	0.48	0.15123711340206186
chr1	27648650	27662891	ENSG00000186501	27648649	27648650	14241	30.0	1	0.01774962179850806	1.0	0.0	1.485	0.0	54.0	0.6163136634904808	31.0	56000.0	16039.0	0.5740740740740741	0.2864107142857143
chr1	27668512	27680421	ENSG00000142765	27668511	27668512	11909	1.2	1	0.3116163421981336	0.0	0.0	1.056	0.0	54.0	0.6163136634904808	31.0	56000.0	16039.0	0.5740740740740741	0.2864107142857143
chr1	27681674	27693383	ENSG00000142733	27681673	27681674	11709	5.4	1	0.07259629287238857	0.0	0.0	0.768	0.0	54.0	0.6163136634904808	31.0	56000.0	16039.0	0.5740740740740741	0.2864107142857143
chr1	27695602	27701315	ENSG00000142748	27695601	27695602	5713	0.5	0	0.4659250799746126	0.0	0.0	0.896	0.0	54.0	0.6163136634904808	31.0	56000.0	16039.0	0.5740740740740741	0.2864107142857143
chr1	27705665	27709870	ENSG00000174950	27705664	27705665	4205	0.5	0	0.4386196078742469	0.0	0.0	1.575	0.0	54.0	0.6163136634904808	31.0	56000.0	16039.0	0.5740740740740741	0.2864107142857143
chr1	27719147	27722318	ENSG00000181773	27719146	27719147	3171	1.9	1	0.18541162720396973	0.0	0.0	1.543	0.0	54.0	0.6163136634904808	31.0	56000.0	16039.0	0.5740740740740741	0.2864107142857143
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	13.5	1	0.023898186252685867	0.0	1.0	0.311	0.0	54.0	0.6163136634904808	31.0	56000.0	16039.0	0.5740740740740741	0.2864107142857143
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	6.3	1	0.03851818634445243	0.0	1.0	0.076	0.0	59.0	0.6071448362835039	32.0	59200.0	17358.0	0.5423728813559322	0.2932094594594595
chr1	27938574	27961788	ENSG00000000938	27938573	27938574	23214	3.2	1	0.27447210583503223	0.0	0.0	0.425	0.0	47.0	0.597337943533039	25.0	53200.0	16108.0	0.5319148936170213	0.30278195488721804
chr1	29445939	29450447	ENSG00000253304	29445938	29445939	4508	0.8	0	0.1389891466099536	0.0	0.0	1.379	0.0	8.0	0.4973513376162577	3.0	5200.0	540.0	0.375	0.10384615384615385
chr1	29474254	29508499	ENSG00000116350	29474253	29474254	34245	28.6	1	0.01251389353650343	1.0	0.0	0.378	0.0	8.0	0.4973513376162577	3.0	5200.0	540.0	0.375	0.10384615384615385
chr1	29519384	29557454	ENSG00000116353	29519383	29519384	38070	11.8	1	0.06704493053487946	0.0	0.0	0.848	1.0	8.0	0.4973513376162577	3.0	5200.0	540.0	0.375	0.10384615384615385
chr1	29563027	29653325	ENSG00000060656	29563026	29563027	90298	3.4	1	0.07134792632850212	0.0	1.0	0.338	0.0	8.0	0.4973513376162577	3.0	5200.0	540.0	0.375	0.10384615384615385
chr1	31205315	31230667	ENSG00000162511	31205314	31205315	25352	24.8	1	0.20895822335078346	0.0	0.0	0.4	0.0	28.0	0.6117982645522504	13.0	39800.0	1784.0	0.4642857142857143	0.04482412060301508
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	38.9	1	0.09732258780510823	0.0	0.0	0.664	0.0	28.0	0.6117982645522504	13.0	39800.0	1784.0	0.4642857142857143	0.04482412060301508
chr1	32256022	32281652	ENSG00000134668	32256021	32256022	25630	0.7	0	0.2449794047658981	0.0	0.0	0.806	0.0	37.0	0.7071317416650452	23.0	46400.0	6857.0	0.6216216216216216	0.1477801724137931
chr1	32372021	32410457	ENSG00000184007	32372020	32372021	38436	55.3	1	0.04664410870927932	1.0	1.0	0.284	0.0	37.0	0.7071317416650452	23.0	46400.0	6857.0	0.6216216216216216	0.1477801724137931
chr1	32479429	32526451	ENSG00000121774	32479428	32479429	47022	23.6	1	0.014764671196430053	1.0	1.0	0.24	0.0	37.0	0.7071317416650452	23.0	46400.0	6857.0	0.6216216216216216	0.1477801724137931
chr1	33402045	33430286	ENSG00000116514	33402044	33402045	28241	5.0	1	0.011814716170991032	0.0	0.0	0.354	0.0	17.0	0.5149176881094654	7.0	13600.0	1834.0	0.4117647058823529	0.1348529411764706
chr1	33473584	33546597	ENSG00000004455	33473583	33473584	73013	30.1	1	0.045713725460742406	1.0	0.0	1.223	0.0	17.0	0.5149176881094654	7.0	13600.0	1834.0	0.4117647058823529	0.1348529411764706
chr1	34632483	34684732	ENSG00000142698	34632482	34632483	52249	0.3	0	0.5631615161603193	0.0	0.0	0.593	0.0	28.0	0.913991429810291	28.0	35200.0	5116.0	1.0	0.1453409090909091
chr1	35899090	36023551	ENSG00000142687	35899089	35899090	124461	13.4	1	0.017657686805899696	1.0	0.0	0.449	0.0	9.0	0.6471009712160354	5.0	8000.0	2093.0	0.5555555555555556	0.261625
chr1	36023073	36032875	ENSG00000020129	36023072	36023073	9802	198.1	1	0.3481919893881804	0.0	1.0	0.175	0.0	19.0	0.5903396693541921	7.0	15400.0	4571.0	0.3684210526315789	0.2968181818181818
chr1	36038970	36060929	ENSG00000116819	36038969	36038970	21959	3.3	1	0.1146655303603724	0.0	0.0	1.158	0.0	19.0	0.5903396693541921	7.0	15400.0	4571.0	0.3684210526315789	0.2968181818181818
chr1	36067184	36107445	ENSG00000126067	36067183	36067184	40261	20.4	1	0.02633864920842672	1.0	0.0	0.386	1.0	19.0	0.5903396693541921	7.0	15400.0	4571.0	0.3684210526315789	0.2968181818181818
chr1	36179475	36185073	ENSG00000142686	36179474	36179475	5598	27.1	1	0.15428970900455088	0.0	0.0	1.481	0.0	19.0	0.5903396693541921	7.0	15400.0	4571.0	0.3684210526315789	0.2968181818181818
chr1	36396318	36538101	ENSG00000126070	36396317	36396318	141783	1.6	1	0.011711879897282222	0.0	1.0	0.193	0.0	8.0	0.7557196863200843	5.0	6200.0	1004.0	0.625	0.16193548387096773
chr1	36621179	36646450	ENSG00000116871	36621178	36621179	25271	47.0	1	0.10089483725669464	0.0	1.0	0.29	0.0	25.0	0.5115583581250024	10.0	19800.0	1296.0	0.4	0.06545454545454546
chr1	36690016	36770958	ENSG00000054118	36690015	36690016	80942	15.5	1	0.04684714643402823	1.0	1.0	0.19	0.0	25.0	0.5115583581250024	10.0	19800.0	1296.0	0.4	0.06545454545454546
chr1	36771987	36790484	ENSG00000214193	36771986	36771987	18497	0.7	0	0.07448877759969938	0.0	0.0	0.925	0.0	25.0	0.5115583581250024	10.0	19800.0	1296.0	0.4	0.06545454545454546
chr1	37261127	37499730	ENSG00000163873	37261126	37261127	238603	1.8	1	0.302305651730052	0.0	1.0	0.192	0.0	32.0	0.8290721111125299	29.0	29400.0	4904.0	0.90625	0.16680272108843539
chr1	38158089	38175391	ENSG00000134690	38158088	38158089	17302	0.4	0	0.13930748171288174	0.0	0.0	0.683	1.0	12.0	0.6572829165387853	8.0	10200.0	3167.0	0.6666666666666666	0.31049019607843137
chr1	38179551	38230805	ENSG00000183317	38179550	38179551	51254	2.4	1	0.32031623704818385	0.0	0.0	1.286	0.0	12.0	0.6572829165387853	8.0	10200.0	3167.0	0.6666666666666666	0.31049019607843137
chr1	38259473	38266809	ENSG00000185090	38259472	38259473	7336	8.5	1	0.17134399578526568	0.0	0.0	0.853	0.0	12.0	0.6572829165387853	8.0	10200.0	3167.0	0.6666666666666666	0.31049019607843137
chr1	38268615	38273857	ENSG00000196449	38268614	38268615	5242	4.8	1	0.011290188792809084	1.0	0.0	1.324	1.0	16.0	0.6226947320252214	10.0	12400.0	3715.0	0.625	0.2995967741935484
chr1	38272650	38275126	ENSG00000197982	38272649	38272650	2476	12.6	1	0.05341290719664587	1.0	0.0	1.756	0.0	16.0	0.6226947320252214	10.0	12400.0	3715.0	0.625	0.2995967741935484
chr1	38275238	38325292	ENSG00000188786	38275237	38275238	50054	2.1	1	0.012602597269539596	0.0	1.0	0.321	0.0	16.0	0.6226947320252214	10.0	12400.0	3715.0	0.625	0.2995967741935484
chr1	38326368	38412729	ENSG00000204084	38326367	38326368	86361	5.2	1	0.024472721045537167	0.0	0.0	0.834	0.0	11.0	0.6200407462577101	6.0	8200.0	2918.0	0.5454545454545454	0.35585365853658535
chr1	38422646	38456593	ENSG00000183431	38422645	38422646	33947	6.8	1	0.026201377635812925	1.0	1.0	0.119	1.0	11.0	0.6200407462577101	6.0	8200.0	2918.0	0.5454545454545454	0.35585365853658535
chr1	38509522	38512450	ENSG00000185668	38509521	38509522	2928	5.4	1	0.4901276185800463	0.0	0.0	0.705	0.0	35.0	0.8187213226345502	30.0	24000.0	7163.0	0.8571428571428571	0.2984583333333333
chr1	39303869	39325495	ENSG00000116954	39303868	39303869	21626	7.9	1	0.003504639182767476	0.0	1.0	0.3	0.0	35.0	0.8187213226345502	30.0	24000.0	7163.0	0.8571428571428571	0.2984583333333333
chr1	39328635	39347289	ENSG00000214114	39328634	39328635	18654	1.8	1	0.03116870631543438	0.0	0.0	0.489	0.0	72.0	0.6590705340041463	41.0	83000.0	12907.0	0.5694444444444444	0.15550602409638553
chr1	39330174	39347289	ENSG00000131233	39330173	39330174	17115	0.2	0	0.1546448221200871	0.0	0.0	1.561	0.0	72.0	0.6590705340041463	41.0	83000.0	12907.0	0.5694444444444444	0.15550602409638553
chr1	39351478	39407471	ENSG00000158315	39351477	39351478	55993	3.3	1	0.2961454897190524	0.0	0.0	1.369	0.0	72.0	0.6590705340041463	41.0	83000.0	12907.0	0.5694444444444444	0.15550602409638553
chr1	39456894	39471731	ENSG00000174574	39456893	39456894	14837	23.7	1	0.009711962799645129	1.0	0.0	0.496	0.0	72.0	0.6590705340041463	41.0	83000.0	12907.0	0.5694444444444444	0.15550602409638553
chr1	39491989	39500308	ENSG00000168653	39491988	39491989	8319	332.0	1	0.06308070685123347	1.0	0.0	1.353	0.0	72.0	0.6590705340041463	41.0	83000.0	12907.0	0.5694444444444444	0.15550602409638553
chr1	39546987	39952849	ENSG00000127603	39546986	39546987	405862	68.4	1	0.02190075411151449	0.0	1.0	0.084	0.0	72.0	0.6590705340041463	41.0	83000.0	12907.0	0.5694444444444444	0.15550602409638553
chr1	40089824	40105617	ENSG00000163909	40089823	40089824	15793	2.2	1	0.16774648729099526	0.0	0.0	1.397	0.0	8.0	0.7024735947860492	5.0	6000.0	504.0	0.625	0.084
chr1	40124792	40137710	ENSG00000116981	40124791	40124792	12918	0.3	0	0.5837158078804647	0.0	0.0	0.963	0.0	8.0	0.7024735947860492	5.0	6000.0	504.0	0.625	0.084
chr1	40361097	40367928	ENSG00000116990	40361096	40361097	6831	0.7	0	0.3066985562942442	0.0	0.0	0.665	0.0	11.0	0.7242342040466409	6.0	8800.0	1958.0	0.5454545454545454	0.2225
chr1	40420801	40435638	ENSG00000168389	40420800	40420801	14837	12.0	1	0.29879003022438205	0.0	0.0	0.538	0.0	11.0	0.7242342040466409	6.0	8800.0	1958.0	0.5454545454545454	0.2225
chr1	40538378	40563375	ENSG00000131238	40538377	40538378	24997	37.5	1	0.03812578631879045	0.0	0.0	0.885	0.0	7.0	0.6308098250903527	4.0	6200.0	407.0	0.5714285714285714	0.06564516129032258
chr1	40627044	40706593	ENSG00000117000	40627043	40627044	79549	3.3	1	0.0075329688176914876	0.0	1.0	0.04	0.0	34.0	0.643965406140766	20.0	30600.0	3620.0	0.5882352941176471	0.11830065359477124
chr1	40723778	40759856	ENSG00000084073	40723777	40723778	36078	9.3	1	0.008294516222166596	1.0	0.0	1.327	0.0	32.0	0.6217132440245638	18.0	29400.0	3620.0	0.5625	0.12312925170068027
chr1	40766158	40783488	ENSG00000049089	40766157	40766158	17330	43.1	1	0.25722174593999897	0.0	0.0	0.636	0.0	32.0	0.6217132440245638	18.0	29400.0	3620.0	0.5625	0.12312925170068027
chr1	40810521	40888998	ENSG00000084070	40810520	40810521	78477	32.6	1	0.10535756836373324	0.0	0.0	0.553	0.0	32.0	0.6217132440245638	18.0	29400.0	3620.0	0.5625	0.12312925170068027
chr1	41086350	41131329	ENSG00000117016	41086349	41086350	44979	9.5	1	0.4631255106113397	0.0	0.0	1.06	0.0	19.0	0.5074156009299802	6.0	15400.0	2723.0	0.3157894736842105	0.17681818181818182
chr1	41157319	41237275	ENSG00000066136	41157318	41157319	79956	13.9	1	0.020438716242517096	1.0	0.0	0.491	0.0	24.0	0.5359477153035824	9.0	18600.0	2967.0	0.375	0.15951612903225806
chr1	41249683	41306124	ENSG00000117013	41249682	41249683	56441	0.2	0	0.17456780520349327	0.0	0.0	0.41	0.0	24.0	0.5359477153035824	9.0	18600.0	2967.0	0.375	0.15951612903225806
chr1	41326728	41328018	ENSG00000179862	41326727	41326728	1290	3.1	1	0.08890927362432931	0.0	0.0	1.818	0.0	24.0	0.5496584952729252	9.0	20200.0	3379.0	0.375	0.1672772277227723
chr1	42619091	42621495	ENSG00000044012	42619090	42619091	2404	0.0	0	0.6236941416213583	0.0	0.0	0.976	0.0	2.0	0.4999999999999999	1.0	3600.0	1424.0	0.5	0.39555555555555555
chr1	42628361	42630389	ENSG00000197273	42628360	42628361	2028	0.0	0	0.6493132402744133	0.0	0.0	1.214	0.0	2.0	0.4999999999999999	1.0	3600.0	1424.0	0.5	0.39555555555555555
chr1	42642209	42801548	ENSG00000198815	42642208	42642209	159339	10.8	1	0.01978079854249481	0.0	1.0	0.27	0.0	14.0	0.5383676414379472	6.0	14800.0	2792.0	0.42857142857142855	0.18864864864864864
chr1	43282794	43310660	ENSG00000164010	43282793	43282794	27866	1.5	1	0.02224253492732874	0.0	0.0	1.167	0.0	7.0	0.4602641070880508	3.0	3400.0	1037.0	0.42857142857142855	0.305
chr1	43312279	43318148	ENSG00000164011	43312278	43312279	5869	4.1	1	0.027560745356784662	1.0	0.0	0.47	0.0	13.0	0.5800467317108283	7.0	12400.0	2257.0	0.5384615384615384	0.18201612903225806
chr1	43391051	43424530	ENSG00000117394	43391050	43391051	33479	44.2	1	0.11916309276803908	0.0	1.0	0.241	0.0	18.0	0.6367459036773968	11.0	16200.0	2819.0	0.6111111111111112	0.17401234567901236
chr1	43735664	43739673	ENSG00000179178	43735663	43735664	4009	15.8	1	0.2686150557752293	0.0	0.0	1.965	0.0	26.0	0.6304238055558855	14.0	26000.0	3205.0	0.5384615384615384	0.12326923076923077
chr1	43747553	43751288	ENSG00000253313	43747552	43747553	3735	0.0	0	0.3461355937723353	0.0	0.0	1.907	0.0	26.0	0.6304238055558855	14.0	26000.0	3205.0	0.5384615384615384	0.12326923076923077
chr1	43766663	43788779	ENSG00000066056	43766662	43766663	22116	4.5	1	0.06042996771978903	0.0	0.0	0.885	0.0	26.0	0.6304238055558855	14.0	26000.0	3205.0	0.5384615384615384	0.12326923076923077
chr1	43803477	43818443	ENSG00000117400	43803476	43803477	14966	0.0	0	0.22281078954804934	0.0	0.0	0.763	0.0	26.0	0.6304238055558855	14.0	26000.0	3205.0	0.5384615384615384	0.12326923076923077
chr1	43824625	43828874	ENSG00000117399	43824624	43824625	4249	0.7	0	0.1965138859410462	0.0	0.0	0.838	1.0	26.0	0.6304238055558855	14.0	26000.0	3205.0	0.5384615384615384	0.12326923076923077
