chrom	start	end	target_gene	tss_start	tss_end	gene_length	heart_left_ventricle	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	16558194	16563657	ENSG00000132881	16558193	16558194	5463	2.0	1	0.04008951326617734	0.0	0.0	1.626	0.0	18.0	0.5217232746918347	7.0	12000.0	1022.0	0.3888888888888889	0.08516666666666667
chr1	16573333	16678949	ENSG00000037637	16573332	16573333	105616	8.7	1	0.013987202434530341	1.0	1.0	0.274	0.0	19.0	0.5217840889333347	7.0	12400.0	1230.0	0.3684210526315789	0.09919354838709678
chr1	16679069	16724640	ENSG00000055070	16679068	16679069	45571	28.9	1	0.025758478194814804	1.0	0.0	0.672	0.0	19.0	0.5217840889333347	7.0	12400.0	1230.0	0.3684210526315789	0.09919354838709678
chr1	19230774	19283180	ENSG00000169991	19230773	19230774	52406	2.3	1	0.04579335389665255	0.0	0.0	0.42	0.0	14.0	0.5718080994427142	7.0	20400.0	1577.0	0.5	0.07730392156862745
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	5.2	1	0.04258459524331211	1.0	0.0	0.584	0.0	37.0	0.5445063529847718	15.0	47200.0	5718.0	0.40540540540540543	0.12114406779661017
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	62.9	1	0.14015894486695946	0.0	0.0	1.023	0.0	37.0	0.5445063529847718	15.0	47200.0	5718.0	0.40540540540540543	0.12114406779661017
chr1	20301924	20306932	ENSG00000188257	20301923	20301924	5008	133.1	1	0.2948839395651715	0.0	0.0	1.292	0.0	15.0	0.8613879169301584	13.0	11200.0	175.0	0.8666666666666667	0.015625
chr1	20354671	20417683	ENSG00000127472	20354670	20354671	63012	68.5	1	0.32799373176247504	0.0	0.0	1.57	0.0	16.0	0.8512367973930246	14.0	12200.0	181.0	0.875	0.014836065573770492
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	0.0	0	0.3874819248405741	0.0	0.0	1.786	0.0	16.0	0.8512367973930246	14.0	12200.0	181.0	0.875	0.014836065573770492
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	12.0	0.8267348961626979	10.0	10200.0	175.0	0.8333333333333334	0.01715686274509804
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	13.0	0.8012052904332668	11.0	9600.0	1062.0	0.8461538461538461	0.110625
chr1	20878931	20881512	ENSG00000183114	20878930	20878931	2581	1.6	1	0.2760276004270277	0.0	0.0	1.238	0.0	9.0	0.6025009111291971	4.0	6200.0	1115.0	0.4444444444444444	0.17983870967741936
chr1	20915440	20945401	ENSG00000158825	20915439	20915440	29961	3.4	1	0.20912862339761548	0.0	0.0	1.318	0.0	9.0	0.6025009111291971	4.0	6200.0	1115.0	0.4444444444444444	0.17983870967741936
chr1	20959947	20978004	ENSG00000158828	20959946	20959947	18057	68.2	1	0.15905305441481132	1.0	0.0	1.136	0.0	9.0	0.6025009111291971	4.0	6200.0	1115.0	0.4444444444444444	0.17983870967741936
chr1	21766620	21811498	ENSG00000142794	21766619	21766620	44878	1.2	1	0.01804510807430667	0.0	0.0	1.151	0.0	19.0	0.6481735910797318	10.0	12800.0	1549.0	0.5263157894736842	0.121015625
chr1	21835857	21904905	ENSG00000162551	21835856	21835857	69048	5.5	1	0.14747390331529855	0.0	0.0	0.693	0.0	19.0	0.6481735910797318	10.0	12800.0	1549.0	0.5263157894736842	0.121015625
chr1	21922707	21995801	ENSG00000076864	21922706	21922707	73094	6.6	1	0.2427496894060525	0.0	1.0	0.349	0.0	19.0	0.6481735910797318	10.0	12800.0	1549.0	0.5263157894736842	0.121015625
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	0.5	0	0.054323145428416084	0.0	0.0	0.402	0.0	21.0	0.5904749422431405	9.0	17600.0	1268.0	0.42857142857142855	0.07204545454545455
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	21.0	0.5904749422431405	9.0	17600.0	1268.0	0.42857142857142855	0.07204545454545455
chr1	23884408	23886285	ENSG00000117318	23884407	23884408	1877	97.2	1	0.04834788799417868	0.0	0.0	0.709	0.0	13.0	0.495402843624862	4.0	10200.0	1772.0	0.3076923076923077	0.17372549019607844
chr1	24480646	24514449	ENSG00000185436	24480645	24480646	33803	1.8	1	0.09427250551235962	0.0	0.0	0.763	0.0	10.0	0.6531652669587842	6.0	6600.0	500.0	0.6	0.07575757575757576
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	10.0	0.6531652669587842	6.0	6600.0	500.0	0.6	0.07575757575757576
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	1.6	1	0.0572567126063331	0.0	0.0	1.339	0.0	10.0	0.6531652669587842	6.0	6600.0	500.0	0.6	0.07575757575757576
chr1	26126666	26144713	ENSG00000162430	26126665	26126666	18047	19.1	1	0.01493164186679869	0.0	0.0	1.017	0.0	36.0	0.6576255202908333	21.0	59800.0	5453.0	0.5833333333333334	0.09118729096989966
chr1	26145130	26159432	ENSG00000117640	26145129	26145130	14302	67.0	1	0.047550316071094605	1.0	0.0	0.611	0.0	24.0	0.6234672912941773	14.0	37200.0	2178.0	0.5833333333333334	0.05854838709677419
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	2.9	1	0.11371882885611022	0.0	0.0	1.113	0.0	11.0	0.5132992226869392	5.0	4800.0	1103.0	0.45454545454545453	0.22979166666666667
chr1	26363742	26372624	ENSG00000158014	26363741	26363742	8882	2.4	1	0.8485205858290996	0.0	0.0	0.615	0.0	26.0	0.695223845869032	15.0	23200.0	2791.0	0.5769230769230769	0.12030172413793104
chr1	26377794	26394927	ENSG00000158022	26377793	26377794	17133	103.9	1	0.8684081366076001	0.0	0.0	1.469	0.0	26.0	0.695223845869032	15.0	23200.0	2791.0	0.5769230769230769	0.12030172413793104
chr1	26437663	26452034	ENSG00000175087	26437662	26437663	14371	0.8	0	0.02521019098345276	0.0	0.0	0.643	0.0	26.0	0.695223845869032	15.0	23200.0	2791.0	0.5769230769230769	0.12030172413793104
chr1	26485510	26489119	ENSG00000197245	26485509	26485510	3609	3.2	1	0.050620139634493584	0.0	0.0	0.95	0.0	26.0	0.695223845869032	15.0	23200.0	2791.0	0.5769230769230769	0.12030172413793104
chr1	26496361	26498551	ENSG00000142684	26496360	26496361	2190	4.7	1	0.062221286964571715	1.0	0.0	1.693	0.0	26.0	0.695223845869032	15.0	23200.0	2791.0	0.5769230769230769	0.12030172413793104
chr1	26503893	26516377	ENSG00000142675	26503892	26503893	12484	0.5	0	0.11403056135705715	0.0	0.0	1.282	0.0	26.0	0.695223845869032	15.0	23200.0	2791.0	0.5769230769230769	0.12030172413793104
chr1	26560690	26605299	ENSG00000130695	26560689	26560690	44609	10.9	1	0.1878774389956173	0.0	0.0	0.53	1.0	26.0	0.695223845869032	15.0	23200.0	2791.0	0.5769230769230769	0.12030172413793104
chr1	26856251	26901521	ENSG00000117676	26856250	26856251	45270	1.7	1	0.13547313142727835	0.0	0.0	0.515	0.0	22.0	0.6263720467644344	13.0	26600.0	7367.0	0.5909090909090909	0.2769548872180451
chr1	27022523	27108595	ENSG00000117713	27022522	27022523	86072	7.1	1	0.011762782971970524	0.0	1.0	0.071	0.0	27.0	0.6038171768184405	15.0	32400.0	8407.0	0.5555555555555556	0.2594753086419753
chr1	27113962	27124889	ENSG00000060642	27113961	27113962	10927	2.4	1	0.03376156148995752	0.0	0.0	1.238	1.0	27.0	0.6038171768184405	15.0	32400.0	8407.0	0.5555555555555556	0.2594753086419753
chr1	27153200	27184093	ENSG00000204160	27153199	27153200	30893	6.1	1	0.026452579165281084	0.0	0.0	0.805	0.0	24.0	0.579380156892744	12.0	30800.0	8062.0	0.5	0.26175324675324674
chr1	27425305	27493472	ENSG00000090020	27425304	27425305	68167	8.0	1	0.020130754633868427	0.0	0.0	0.375	0.0	19.0	0.44134862697717453	5.0	29400.0	4564.0	0.2631578947368421	0.15523809523809523
chr1	27561006	27635110	ENSG00000142784	27561005	27561006	74104	18.0	1	0.03716457018669965	1.0	1.0	0.23	0.0	19.0	0.44134862697717453	5.0	29400.0	4564.0	0.2631578947368421	0.15523809523809523
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	16.9	1	0.023898186252685867	0.0	1.0	0.311	0.0	27.0	0.5936494988778462	14.0	34800.0	9952.0	0.5185185185185185	0.28597701149425286
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	9.0	1	0.03851818634445243	0.0	1.0	0.076	0.0	30.0	0.6142158826124628	16.0	42800.0	11176.0	0.5333333333333333	0.2611214953271028
chr1	29445939	29450447	ENSG00000253304	29445938	29445939	4508	3.6	1	0.1389891466099536	0.0	0.0	1.379	0.0	17.0	0.7142745590334547	11.0	6000.0	361.0	0.6470588235294118	0.06016666666666667
chr1	29474254	29508499	ENSG00000116350	29474253	29474254	34245	34.1	1	0.01251389353650343	1.0	0.0	0.378	0.0	17.0	0.7142745590334547	11.0	6000.0	361.0	0.6470588235294118	0.06016666666666667
chr1	29519384	29557454	ENSG00000116353	29519383	29519384	38070	10.2	1	0.06704493053487946	0.0	0.0	0.848	1.0	17.0	0.7142745590334547	11.0	6000.0	361.0	0.6470588235294118	0.06016666666666667
chr1	31205315	31230667	ENSG00000162511	31205314	31205315	25352	18.9	1	0.20895822335078346	0.0	0.0	0.4	0.0	13.0	0.6640094225663168	6.0	10000.0	970.0	0.46153846153846156	0.097
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	12.4	1	0.09732258780510823	0.0	0.0	0.664	0.0	24.0	0.559355915774862	9.0	22000.0	1727.0	0.375	0.0785
chr1	31404352	31538838	ENSG00000134644	31404351	31404352	134486	11.3	1	0.017568140961549957	1.0	1.0	0.129	0.0	18.0	0.5756142067264212	7.0	16800.0	1166.0	0.3888888888888889	0.0694047619047619
chr1	32372021	32410457	ENSG00000184007	32372020	32372021	38436	67.2	1	0.04664410870927932	1.0	1.0	0.284	0.0	17.0	0.5887572472331892	8.0	17000.0	2563.0	0.47058823529411764	0.15076470588235294
chr1	33473584	33546597	ENSG00000004455	33473583	33473584	73013	63.4	1	0.045713725460742406	1.0	0.0	1.223	0.0	16.0	0.4606143528364428	6.0	19400.0	1610.0	0.375	0.08298969072164948
chr1	33546704	33586131	ENSG00000142920	33546703	33546704	39427	1.7	1	0.1799339728612053	0.0	0.0	0.947	0.0	16.0	0.4606143528364428	6.0	19400.0	1610.0	0.375	0.08298969072164948
chr1	33979608	34631443	ENSG00000121904	33979607	33979608	651835	0.1	0	0.3748051023310676	0.0	0.0	0.0	0.0	7.0	0.8888355356594795	6.0	8800.0	946.0	0.8571428571428571	0.1075
chr1	35734567	35887659	ENSG00000146463	35734566	35734567	153092	4.6	1	0.00974903292939572	0.0	1.0	0.175	0.0	8.0	0.49606384303628115	3.0	4000.0	24.0	0.375	0.006
chr1	36179475	36185073	ENSG00000142686	36179474	36179475	5598	6.4	1	0.15428970900455088	0.0	0.0	1.481	0.0	4.0	0.36398298891243097	1.0	1800.0	424.0	0.25	0.23555555555555555
chr1	38326368	38412729	ENSG00000204084	38326367	38326368	86361	7.7	1	0.024472721045537167	0.0	0.0	0.834	0.0	4.0	0.8494850021680094	4.0	4200.0	589.0	1.0	0.14023809523809525
chr1	39546987	39952849	ENSG00000127603	39546986	39546987	405862	70.1	1	0.02190075411151449	0.0	1.0	0.084	0.0	46.0	0.5612830751121569	21.0	42000.0	8250.0	0.45652173913043476	0.19642857142857142
chr1	40538378	40563375	ENSG00000131238	40538377	40538378	24997	19.2	1	0.03812578631879045	0.0	0.0	0.885	0.0	9.0	0.8131954180693791	7.0	4600.0	117.0	0.7777777777777778	0.025434782608695652
chr1	40627044	40706593	ENSG00000117000	40627043	40627044	79549	4.0	1	0.0075329688176914876	0.0	1.0	0.04	0.0	15.0	0.6372224186134133	9.0	9400.0	740.0	0.6	0.07872340425531915
chr1	40723778	40759856	ENSG00000084073	40723777	40723778	36078	9.8	1	0.008294516222166596	1.0	0.0	1.327	0.0	15.0	0.6372224186134133	9.0	9400.0	740.0	0.6	0.07872340425531915
chr1	40766158	40783488	ENSG00000049089	40766157	40766158	17330	1.1	1	0.25722174593999897	0.0	0.0	0.636	0.0	15.0	0.6372224186134133	9.0	9400.0	740.0	0.6	0.07872340425531915
chr1	40810521	40888998	ENSG00000084070	40810520	40810521	78477	9.7	1	0.10535756836373324	0.0	0.0	0.553	0.0	15.0	0.6372224186134133	9.0	9400.0	740.0	0.6	0.07872340425531915
chr1	42619091	42621495	ENSG00000044012	42619090	42619091	2404	0.0	0	0.6236941416213583	0.0	0.0	0.976	0.0	18.0	0.6005637917886111	9.0	20600.0	1398.0	0.5	0.0678640776699029
chr1	42628361	42630389	ENSG00000197273	42628360	42628361	2028	0.0	0	0.6493132402744133	0.0	0.0	1.214	0.0	18.0	0.6005637917886111	9.0	20600.0	1398.0	0.5	0.0678640776699029
chr1	42642209	42801548	ENSG00000198815	42642208	42642209	159339	10.8	1	0.01978079854249481	0.0	1.0	0.27	0.0	18.0	0.6005637917886111	9.0	20600.0	1398.0	0.5	0.0678640776699029
chr1	42846465	42888249	ENSG00000177181	42846464	42846465	41784	1.2	1	0.2819764307017898	0.0	0.0	1.015	0.0	19.0	0.6046278398663726	9.0	17000.0	1377.0	0.47368421052631576	0.081
chr1	42895999	42921938	ENSG00000066185	42895998	42895999	25939	0.4	0	0.06725022085480686	0.0	0.0	0.906	0.0	14.0	0.6564542495647575	8.0	12000.0	1344.0	0.5714285714285714	0.112
chr1	42921787	42939056	ENSG00000127125	42921786	42921787	17269	17.8	1	0.01420283558088458	1.0	0.0	0.966	0.0	14.0	0.6564542495647575	8.0	12000.0	1344.0	0.5714285714285714	0.112
chr1	42929000	43120335	ENSG00000186409	42928999	42929000	191335	0.1	0	0.09078007453320233	0.0	0.0	0.928	0.0	14.0	0.6564542495647575	8.0	12000.0	1344.0	0.5714285714285714	0.112
chr1	43391051	43424530	ENSG00000117394	43391050	43391051	33479	11.5	1	0.11916309276803908	0.0	1.0	0.241	0.0	13.0	0.5814104830154769	7.0	12600.0	1578.0	0.5384615384615384	0.12523809523809523
chr1	43735664	43739673	ENSG00000179178	43735663	43735664	4009	0.5	0	0.2686150557752293	0.0	0.0	1.965	0.0	23.0	0.5711194104065094	12.0	23200.0	3014.0	0.5217391304347826	0.12991379310344828
chr1	43747553	43751288	ENSG00000253313	43747552	43747553	3735	0.0	0	0.3461355937723353	0.0	0.0	1.907	0.0	23.0	0.5711194104065094	12.0	23200.0	3014.0	0.5217391304347826	0.12991379310344828
chr1	43766663	43788779	ENSG00000066056	43766662	43766663	22116	10.1	1	0.06042996771978903	0.0	0.0	0.885	0.0	23.0	0.5711194104065094	12.0	23200.0	3014.0	0.5217391304347826	0.12991379310344828
chr1	43803477	43818443	ENSG00000117400	43803476	43803477	14966	0.0	0	0.22281078954804934	0.0	0.0	0.763	0.0	23.0	0.5711194104065094	12.0	23200.0	3014.0	0.5217391304347826	0.12991379310344828
chr1	43824625	43828874	ENSG00000117399	43824624	43824625	4249	0.4	0	0.1965138859410462	0.0	0.0	0.838	1.0	23.0	0.5711194104065094	12.0	23200.0	3014.0	0.5217391304347826	0.12991379310344828
chr1	43829067	43833696	ENSG00000066322	43829066	43829067	4629	21.4	1	0.02191048994788823	1.0	0.0	0.462	0.0	23.0	0.5711194104065094	12.0	23200.0	3014.0	0.5217391304347826	0.12991379310344828
chr1	43849587	43855479	ENSG00000159479	43849586	43849587	5892	10.8	1	0.009376836411879787	1.0	0.0	1.098	0.0	23.0	0.5711194104065094	12.0	23200.0	3014.0	0.5217391304347826	0.12991379310344828
chr1	43855552	43918321	ENSG00000198198	43855551	43855552	62769	1.4	1	0.01783886490951968	0.0	0.0	0.405	0.0	23.0	0.5711194104065094	12.0	23200.0	3014.0	0.5217391304347826	0.12991379310344828
chr1	44679126	44686353	ENSG00000178028	44679125	44679126	7227	12.9	1	0.013082091921067036	1.0	0.0	0.548	1.0	20.0	0.6714001255353097	11.0	24800.0	6987.0	0.55	0.28173387096774194
chr1	44686741	44820932	ENSG00000117419	44686740	44686741	134191	12.5	1	0.06132036182032893	1.0	0.0	0.745	0.0	20.0	0.6714001255353097	11.0	24800.0	6987.0	0.55	0.28173387096774194
chr1	44870865	45117396	ENSG00000187147	44870864	44870865	246531	4.4	1	0.11248060333514336	1.0	1.0	0.202	0.0	20.0	0.6714001255353097	11.0	24800.0	6987.0	0.55	0.28173387096774194
chr1	46505811	46642160	ENSG00000117461	46505810	46505811	136349	10.9	1	0.04634806459942052	0.0	0.0	1.004	0.0	12.0	0.7618889586307276	8.0	12800.0	2795.0	0.6666666666666666	0.218359375
chr1	46640744	46651630	ENSG00000117472	46640743	46640744	10886	0.3	0	0.3794833765214856	0.0	0.0	1.37	0.0	12.0	0.7618889586307276	8.0	12800.0	2795.0	0.6666666666666666	0.218359375
chr1	46654353	46685977	ENSG00000085998	46654352	46654353	31624	33.5	1	0.04361486453882984	1.0	0.0	1.042	0.0	12.0	0.7618889586307276	8.0	12800.0	2795.0	0.6666666666666666	0.218359375
chr1	47098408	47139539	ENSG00000123472	47098407	47098408	41131	89.9	1	0.11380720620861685	0.0	0.0	0.716	0.0	7.0	0.6074017104276856	4.0	7800.0	1309.0	0.5714285714285714	0.16782051282051283
chr1	47124365	47184824	ENSG00000159658	47124364	47124365	60459	14.2	1	0.006557112751821028	1.0	0.0	0.955	0.0	7.0	0.6074017104276856	4.0	7800.0	1309.0	0.5714285714285714	0.16782051282051283
chr1	47134526	47139266	ENSG00000186118	47134525	47134526	4740	0.0	0	0.19170665513661275	0.0	0.0	1.887	0.0	7.0	0.6074017104276856	4.0	7800.0	1309.0	0.5714285714285714	0.16782051282051283
chr1	47223509	47285085	ENSG00000142973	47223508	47223509	61576	13.6	1	0.3567399043894283	0.0	0.0	1.097	0.0	6.0	0.8703081249360594	5.0	8800.0	309.0	0.8333333333333334	0.03511363636363636
chr1	52042850	52254889	ENSG00000117859	52042849	52042850	212039	20.0	1	0.039203933909404486	1.0	1.0	0.309	0.0	36.0	0.5921430858500943	19.0	25400.0	3778.0	0.5277777777777778	0.14874015748031497
chr1	52608045	52812358	ENSG00000157077	52608044	52608045	204313	3.9	1	0.07638511084028769	0.0	1.0	0.325	0.0	9.0	0.5659388312109499	5.0	8400.0	177.0	0.5555555555555556	0.02107142857142857
chr1	53068043	53074723	ENSG00000116157	53068042	53068043	6680	5.2	1	0.029231546735254212	0.0	0.0	1.412	0.0	6.0	0.6534697923253958	3.0	4000.0	38.0	0.5	0.0095
chr1	53971909	54199877	ENSG00000174332	53971908	53971909	227968	0.5	0	0.14993362658782966	0.0	0.0	0.609	0.0	2.0	0.8494850021680094	2.0	1800.0	12.0	1.0	0.006666666666666667
chr1	54519259	54578192	ENSG00000116205	54519258	54519259	58933	0.8	0	0.0239643712119802	1.0	0.0	1.666	0.0	39.0	0.6095708708871421	21.0	43600.0	5055.0	0.5384615384615384	0.11594036697247706
chr1	54598746	54619443	ENSG00000157211	54598745	54598746	20697	0.0	0	0.6941127267919259	0.0	0.0	1.794	0.0	39.0	0.6095708708871421	21.0	43600.0	5055.0	0.5384615384615384	0.11594036697247706
chr1	54638008	54665709	ENSG00000215883	54638007	54638008	27701	0.4	0	0.021149736096202385	0.0	0.0	1.075	0.0	39.0	0.6095708708871421	21.0	43600.0	5055.0	0.5384615384615384	0.11594036697247706
chr1	54649713	54691137	ENSG00000116221	54649712	54649713	41424	34.7	1	0.061296579733699966	1.0	0.0	1.116	1.0	39.0	0.6095708708871421	21.0	43600.0	5055.0	0.5384615384615384	0.11594036697247706
chr1	54691104	54879152	ENSG00000157216	54691103	54691104	188048	7.7	1	0.060961013845607585	0.0	1.0	0.198	0.0	39.0	0.6095708708871421	21.0	43600.0	5055.0	0.5384615384615384	0.11594036697247706
chr1	56960418	57110974	ENSG00000162407	56960417	56960418	150556	41.2	1	0.025655437066555226	0.0	0.0	0.383	0.0	78.0	0.6815069585022817	49.0	86600.0	12265.0	0.6282051282051282	0.14162817551963047
chr1	57394882	57431813	ENSG00000021852	57394881	57394882	36931	0.0	0	0.9767511243941344	0.0	0.0	1.334	0.0	15.0	0.919725334489605	15.0	8000.0	375.0	1.0	0.046875
chr1	57460450	59012406	ENSG00000173406	57460449	57460450	1551956	0.1	0	0.4039470991093683	0.0	1.0	0.215	0.0	15.0	0.919725334489605	15.0	8000.0	375.0	1.0	0.046875
chr1	59041098	59043166	ENSG00000184292	59041097	59041098	2068	0.6	0	0.4290467842426093	0.0	0.0	1.531	0.0	4.0	0.4392404878284263	1.0	3600.0	156.0	0.25	0.043333333333333335
chr1	59246464	59249785	ENSG00000177606	59246463	59246464	3321	90.4	1	0.053709791291134484	0.0	0.0	1.02	0.0	84.0	0.6033420321100772	43.0	65400.0	6938.0	0.5119047619047619	0.10608562691131498
chr1	59762309	60233347	ENSG00000172456	59762308	59762309	471038	4.5	1	0.2515479561781938	0.0	0.0	1.215	0.0	97.0	0.5931412571157213	47.0	78600.0	8543.0	0.4845360824742268	0.10868956743002545
chr1	60358979	60392462	ENSG00000134716	60358978	60358979	33483	25.2	1	0.2789039191072192	0.0	0.0	1.39	0.0	4.0	0.8494850021680094	4.0	2200.0	0.0	1.0	0.0
chr1	61330930	61928465	ENSG00000162599	61330929	61330930	597535	7.3	1	0.02259500585525136	0.0	1.0	0.202	0.0	21.0	0.7278730955779744	14.0	21200.0	5133.0	0.6666666666666666	0.24212264150943397
chr1	62146717	62191095	ENSG00000162604	62146716	62146717	44378	17.2	1	0.009439998883641032	1.0	0.0	1.115	0.0	6.0	0.7993133362240125	5.0	2800.0	285.0	0.8333333333333334	0.10178571428571428
chr1	62208148	62629592	ENSG00000132849	62208147	62208148	421444	10.3	1	0.11224561639755236	0.0	0.0	1.042	0.0	6.0	0.7993133362240125	5.0	2800.0	285.0	0.8333333333333334	0.10178571428571428
chr1	63063157	63071830	ENSG00000132855	63063156	63063157	8673	0.0	0	0.9935398940668696	0.0	0.0	1.301	0.0	0.0		0.0				
chr1	63788729	63790797	ENSG00000187140	63788728	63788729	2068	0.8	0	0.3920974704194618	0.0	0.0	0.687	0.0	1.0	0.5228787452803376	0.0	600.0	365.0	0.0	0.6083333333333333
chr1	63833260	63904233	ENSG00000088035	63833259	63833260	70973	1.6	1	0.015923489996539725	0.0	0.0	0.641	0.0	1.0	0.5228787452803376	0.0	600.0	365.0	0.0	0.6083333333333333
chr1	63906440	64059392	ENSG00000142856	63906439	63906440	152952	2.1	1	0.05226541907513519	0.0	0.0	1.412	0.0	1.0	0.5228787452803376	0.0	600.0	365.0	0.0	0.6083333333333333
chr1	64239692	64647181	ENSG00000185483	64239691	64239692	407489	1.7	1	0.11269935393900972	0.0	1.0	0.267	0.0	100.0	0.7321225509639158	68.0	94200.0	10231.0	0.68	0.10860934182590233
chr1	64669309	64733051	ENSG00000177414	64669308	64669309	63742	0.0	0	0.6832334597180839	0.0	0.0	1.317	0.0	99.0	0.7354981321991872	68.0	93000.0	10107.0	0.6868686868686869	0.10867741935483871
chr1	64936427	65158741	ENSG00000158966	64936426	64936427	222314	1.7	1	0.06019022886115955	0.0	0.0	0.572	0.0	22.0	0.5453017612066912	10.0	16400.0	1358.0	0.45454545454545453	0.08280487804878049
chr1	65210777	65298915	ENSG00000162437	65210776	65210777	88138	5.4	1	0.029015930108884324	0.0	0.0	0.814	0.0	22.0	0.5453017612066912	10.0	16400.0	1358.0	0.45454545454545453	0.08280487804878049
