chrom	start	end	target_gene	tss_start	tss_end	gene_length	spleen	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	6650783	6674667	ENSG00000162413	6650782	6650783	23884	16.3	1	0.15347948997273506	0.0	0.0	1.127	0.0	20.0	0.5089784715066596	8.0	20800.0	2335.0	0.4	0.11225961538461539
chr1	6673744	6684093	ENSG00000116273	6673743	6673744	10349	6.6	1	0.014722409888840243	0.0	1.0	0.249	0.0	20.0	0.5089784715066596	8.0	20800.0	2335.0	0.4	0.11225961538461539
chr1	6684925	6695646	ENSG00000041988	6684924	6684925	10721	20.2	1	0.011619610530012672	1.0	0.0	1.358	0.0	20.0	0.5089784715066596	8.0	20800.0	2335.0	0.4	0.11225961538461539
chr1	6845383	7829766	ENSG00000171735	6845382	6845383	984383	28.4	1	0.033377414405762314	1.0	1.0	0.172	0.0	17.0	0.5871084987861162	7.0	12600.0	1603.0	0.4117647058823529	0.1272222222222222
chr1	7831328	7841492	ENSG00000049245	7831327	7831328	10164	44.4	1	0.014368183915860644	1.0	0.0	1.269	0.0	21.0	0.7598226803749161	16.0	15400.0	454.0	0.7619047619047619	0.029480519480519482
chr1	7844379	7905237	ENSG00000049246	7844378	7844379	60858	3.2	1	0.03256398208300736	0.0	0.0	0.841	0.0	21.0	0.7598226803749161	16.0	15400.0	454.0	0.7619047619047619	0.029480519480519482
chr1	7903142	7913572	ENSG00000049247	7903141	7903142	10430	0.8	0	0.2763190691342407	0.0	0.0	1.271	0.0	21.0	0.7598226803749161	16.0	15400.0	454.0	0.7619047619047619	0.029480519480519482
chr1	8064463	8086368	ENSG00000116285	8064462	8064463	21905	7.5	1	0.21435170687689495	0.0	0.0	0.881	0.0	26.0	0.6521644726105091	15.0	24600.0	1090.0	0.5769230769230769	0.0443089430894309
chr1	8377885	8404227	ENSG00000162426	8377884	8377885	26342	1.5	1	0.11791702662118138	0.0	0.0	0.745	0.0	33.0	0.6522700764761894	18.0	33200.0	1702.0	0.5454545454545454	0.051265060240963854
chr1	8412456	8877702	ENSG00000142599	8412455	8412456	465246	41.1	1	0.05904072753930298	0.0	1.0	0.12	0.0	33.0	0.6522700764761894	18.0	33200.0	1702.0	0.5454545454545454	0.051265060240963854
chr1	8921060	8939308	ENSG00000074800	8921059	8921060	18248	391.9	1	0.01458383680138749	0.0	0.0	0.864	1.0	59.0	0.5270423881067875	25.0	49800.0	3916.0	0.423728813559322	0.07863453815261044
chr1	9294833	9331396	ENSG00000049239	9294832	9294833	36563	14.2	1	0.11535779670473015	0.0	0.0	0.941	0.0	61.0	0.623395241246332	31.0	59600.0	4674.0	0.5081967213114754	0.0784228187919463
chr1	9352938	9429591	ENSG00000171621	9352937	9352938	76653	3.4	1	0.08178002888575657	0.0	0.0	0.594	0.0	51.0	0.6186950783022764	25.0	49400.0	3706.0	0.49019607843137253	0.07502024291497976
chr1	9711789	9789172	ENSG00000171608	9711788	9711789	77383	52.2	1	0.15767955545172044	0.0	1.0	0.196	0.0	41.0	0.6684216385196085	24.0	36800.0	1164.0	0.5853658536585366	0.0316304347826087
chr1	9789083	9884584	ENSG00000171603	9789082	9789083	95501	25.4	1	0.10281529927715907	0.0	1.0	0.308	0.0	41.0	0.6684216385196085	24.0	36800.0	1164.0	0.5853658536585366	0.0316304347826087
chr1	9908333	9970394	ENSG00000178585	9908332	9908333	62061	8.8	1	0.028887984494568062	1.0	0.0	1.383	0.0	39.0	0.6790889339833737	24.0	32000.0	1152.0	0.6153846153846154	0.036
chr1	9982172	10003465	ENSG00000162441	9982171	9982172	21293	9.3	1	0.01610787477627696	0.0	0.0	1.14	0.0	37.0	0.6617423898743668	22.0	29000.0	1130.0	0.5945945945945946	0.03896551724137931
chr1	10003485	10045559	ENSG00000173614	10003484	10003485	42074	4.6	1	0.03954068247985031	0.0	0.0	0.877	0.0	37.0	0.6617423898743668	22.0	29000.0	1130.0	0.5945945945945946	0.03896551724137931
chr1	10057263	10076078	ENSG00000162444	10057262	10057263	18815	99.9	1	0.18797226467066155	0.0	0.0	0.732	0.0	37.0	0.6617423898743668	22.0	29000.0	1130.0	0.5945945945945946	0.03896551724137931
chr1	10092889	10241297	ENSG00000130939	10092888	10092889	148408	6.2	1	0.05707837884751232	1.0	1.0	0.157	0.0	37.0	0.6617423898743668	22.0	29000.0	1130.0	0.5945945945945946	0.03896551724137931
chr1	10270862	10441661	ENSG00000054523	10270861	10270862	170799	6.8	1	0.2099452749424318	0.0	1.0	0.171	0.0	2.0	0.5228787452803375	1.0	1000.0	252.0	0.5	0.252
chr1	10490158	10512210	ENSG00000175279	10490157	10490158	22052	3.4	1	0.009594370941857212	0.0	0.0	1.706	0.0	5.0	0.31971989184369115	0.0	2200.0	50.0	0.0	0.022727272727272728
chr1	10490158	10512210	ENSG00000251503	10490157	10490158	22052	0.0	0	0.5421631724263716	0.0	0.0	1.706	0.0	5.0	0.31971989184369115	0.0	2200.0	50.0	0.0	0.022727272727272728
chr1	10509775	10511959	ENSG00000241563	10509774	10509775	2184	0.2	0	0.1724102616057711	0.0	0.0	1.941	0.0	5.0	0.31971989184369115	0.0	2200.0	50.0	0.0	0.022727272727272728
chr1	10516578	10532583	ENSG00000160049	10516577	10516578	16005	9.3	1	0.0055902897710935675	1.0	0.0	1.161	0.0	5.0	0.31971989184369115	0.0	2200.0	50.0	0.0	0.022727272727272728
chr1	10532344	10690815	ENSG00000142655	10532343	10532344	158471	12.1	1	0.017358728378610144	1.0	0.0	0.518	0.0	5.0	0.31971989184369115	0.0	2200.0	50.0	0.0	0.022727272727272728
chr1	11166591	11322564	ENSG00000198793	11166590	11166591	155973	19.8	1	0.017881546199026817	0.0	1.0	0.185	1.0	26.0	0.730847453016689	17.0	15600.0	1706.0	0.6538461538461539	0.10935897435897436
chr1	11249397	11256038	ENSG00000171819	11249396	11249397	6641	0.1	0	0.3145239277582535	0.0	0.0	1.75	0.0	26.0	0.730847453016689	17.0	15600.0	1706.0	0.6538461538461539	0.10935897435897436
chr1	11333262	11356106	ENSG00000120942	11333261	11333262	22844	6.5	1	0.038877135738203714	1.0	0.0	1.026	0.0	26.0	0.730847453016689	17.0	15600.0	1706.0	0.6538461538461539	0.10935897435897436
chr1	11539222	11597641	ENSG00000204624	11539221	11539222	58419	0.2	0	0.4711625286950651	0.0	0.0	0.548	0.0	26.0	0.730847453016689	17.0	15600.0	1706.0	0.6538461538461539	0.10935897435897436
chr1	11708423	11715842	ENSG00000116661	11708422	11708423	7419	3.5	1	0.3231469622276413	0.0	0.0	0.997	0.0	35.0	0.7469914652000755	24.0	24400.0	2533.0	0.6857142857142857	0.10381147540983607
chr1	11714431	11723384	ENSG00000132879	11714430	11714431	8953	36.0	1	0.12145795355735363	0.0	0.0	1.139	0.0	35.0	0.7469914652000755	24.0	24400.0	2533.0	0.6857142857142857	0.10381147540983607
chr1	11724180	11734411	ENSG00000116663	11724179	11724180	10231	12.6	1	0.029161735591750376	1.0	0.0	0.841	0.0	13.0	0.69110038549796	8.0	12600.0	1919.0	0.6153846153846154	0.1523015873015873
chr1	11734536	11751707	ENSG00000116670	11734535	11734536	17171	24.3	1	0.028215323292400382	1.0	0.0	0.717	1.0	13.0	0.69110038549796	8.0	12600.0	1919.0	0.6153846153846154	0.1523015873015873
chr1	11751785	11785914	ENSG00000162490	11751784	11751785	34129	0.1	0	0.3484839045064135	0.0	0.0	1.527	0.0	13.0	0.69110038549796	8.0	12600.0	1919.0	0.6153846153846154	0.1523015873015873
chr1	11821843	11849642	ENSG00000215910	11821842	11821843	27799	0.3	0	0.17019557776592525	0.0	0.0	1.052	0.0	9.0	0.6598386134347562	5.0	8400.0	658.0	0.5555555555555556	0.07833333333333334
chr1	11845779	11866977	ENSG00000177000	11845778	11845779	21198	17.8	1	0.016127279661829648	0.0	0.0	0.922	0.0	9.0	0.6598386134347562	5.0	8400.0	658.0	0.5555555555555556	0.07833333333333334
chr1	11866206	11903201	ENSG00000011021	11866205	11866206	36995	12.0	1	0.01323619675639636	0.0	0.0	0.608	0.0	9.0	0.6598386134347562	5.0	8400.0	658.0	0.5555555555555556	0.07833333333333334
chr1	11905765	11908402	ENSG00000175206	11905764	11905765	2637	3.3	1	0.8645801072793007	0.0	0.0	1.741	0.0	9.0	0.6598386134347562	5.0	8400.0	658.0	0.5555555555555556	0.07833333333333334
chr1	11917520	11918988	ENSG00000120937	11917519	11917520	1468	0.1	0	0.8649814280234572	0.0	0.0	1.862	0.0	9.0	0.6598386134347562	5.0	8400.0	658.0	0.5555555555555556	0.07833333333333334
chr1	12227059	12269285	ENSG00000028137	12227058	12227059	42226	48.6	1	0.10564271959515432	0.0	0.0	0.476	0.0	14.0	0.663238214795533	8.0	13600.0	506.0	0.5714285714285714	0.03720588235294118
chr1	12627938	12677737	ENSG00000162496	12627937	12627938	49799	0.0	0	0.10403015526466948	0.0	0.0	0.674	0.0	29.0	0.5645435912124236	14.0	33000.0	3984.0	0.4827586206896552	0.12072727272727272
chr1	12704565	12727097	ENSG00000204518	12704564	12704565	22532	0.2	0	0.6941127267919259	0.0	0.0	1.679	0.0	29.0	0.5645435912124236	14.0	33000.0	3984.0	0.4827586206896552	0.12072727272727272
chr1	14026692	14151574	ENSG00000116731	14026691	14026692	124882	19.3	1	0.02846749900095536	0.0	1.0	0.222	0.0	10.0	0.45985994592184554	3.0	6600.0	366.0	0.3	0.05545454545454546
chr1	15479027	15546976	ENSG00000171729	15479026	15479027	67949	6.8	1	0.1012273031421312	0.0	0.0	0.765	0.0	22.0	0.6414171930844991	14.0	23800.0	770.0	0.6363636363636364	0.03235294117647059
chr1	15573767	15726779	ENSG00000142621	15573766	15573767	153012	0.1	0	0.23011697559926395	0.0	0.0	1.346	0.0	22.0	0.6414171930844991	14.0	23800.0	770.0	0.6363636363636364	0.03235294117647059
chr1	15736390	15756839	ENSG00000142634	15736389	15736390	20449	137.1	1	0.06290137009651364	0.0	0.0	1.275	0.0	16.0	0.6557118430981617	10.0	12000.0	557.0	0.625	0.04641666666666667
chr1	15764934	15775737	ENSG00000162438	15764933	15764934	10803	2.0	1	0.9953839681956808	0.0	0.0	1.692	0.0	16.0	0.6557118430981617	10.0	12000.0	557.0	0.625	0.04641666666666667
chr1	15783222	15798586	ENSG00000142615	15783221	15783222	15364	2.5	1	0.9954611802321736	0.0	0.0	1.83	0.0	16.0	0.6557118430981617	10.0	12000.0	557.0	0.625	0.04641666666666667
chr1	15898847	15911605	ENSG00000116771	15898846	15898847	12758	1.2	1	0.4723960850944202	0.0	0.0	1.539	0.0	14.0	0.5409964020027865	5.0	12400.0	1308.0	0.35714285714285715	0.10548387096774194
chr1	15943994	15995539	ENSG00000197312	15943993	15943994	51545	5.7	1	0.08322525021923176	0.0	1.0	0.208	1.0	14.0	0.5409964020027865	5.0	12400.0	1308.0	0.35714285714285715	0.10548387096774194
chr1	15986363	15988217	ENSG00000215695	15986362	15986363	1854	0.0	0	0.25158745769912005	1.0	0.0	1.522	0.0	14.0	0.5409964020027865	5.0	12400.0	1308.0	0.35714285714285715	0.10548387096774194
chr1	16010826	16061264	ENSG00000116786	16010825	16010826	50438	41.9	1	0.07352016910895053	0.0	0.0	0.541	0.0	14.0	0.5409964020027865	5.0	12400.0	1308.0	0.35714285714285715	0.10548387096774194
chr1	16174358	16266955	ENSG00000065526	16174357	16174358	92597	11.3	1	0.01544478707074131	1.0	1.0	0.071	0.0	18.0	0.5421664294304231	7.0	16800.0	553.0	0.3888888888888889	0.032916666666666664
chr1	16268363	16302627	ENSG00000116809	16268362	16268363	34264	26.7	1	0.007685736075891235	1.0	1.0	0.309	1.0	18.0	0.5421664294304231	7.0	16800.0	553.0	0.3888888888888889	0.032916666666666664
chr1	16384263	16400127	ENSG00000185519	16384262	16384263	15864	0.1	0	0.31146330632520003	0.0	0.0	0.892	0.0	32.0	0.6865190632170926	19.0	40400.0	5404.0	0.59375	0.13376237623762377
chr1	16450831	16482582	ENSG00000142627	16450830	16450831	31751	7.2	1	0.059486155682447125	0.0	0.0	0.555	0.0	32.0	0.6865190632170926	19.0	40400.0	5404.0	0.59375	0.13376237623762377
chr1	16524348	16539104	ENSG00000142632	16524347	16524348	14756	2.7	1	0.09095574463085404	0.0	0.0	1.151	0.0	32.0	0.6865190632170926	19.0	40400.0	5404.0	0.59375	0.13376237623762377
chr1	17531620	17572500	ENSG00000142623	17531619	17531620	40880	0.1	0	0.7698203640465511	0.0	0.0	1.136	0.0	19.0	0.8128261841701427	14.0	14800.0	507.0	0.7368421052631579	0.034256756756756754
chr1	18957499	19075360	ENSG00000009709	18957498	18957499	117861	0.0	0	0.5561742893070402	0.0	0.0	0.558	0.0	9.0	1.0	9.0	9400.0	888.0	1.0	0.09446808510638298
chr1	19230774	19283180	ENSG00000169991	19230773	19230774	52406	5.0	1	0.04579335389665255	0.0	0.0	0.42	0.0	13.0	0.5463248773235426	5.0	12800.0	913.0	0.38461538461538464	0.071328125
chr1	19578032	19586622	ENSG00000053372	19578031	19578032	8590	13.4	1	0.01718983473105039	1.0	1.0	0.23	1.0	47.0	0.6356113571994216	25.0	43600.0	3120.0	0.5319148936170213	0.07155963302752294
chr1	19609051	19615744	ENSG00000162482	19609050	19609051	6693	1.2	1	0.4996537712826025	0.0	0.0	1.928	0.0	47.0	0.6356113571994216	25.0	43600.0	3120.0	0.5319148936170213	0.07155963302752294
chr1	19630458	19638640	ENSG00000053371	19630457	19630458	8182	27.7	1	0.01814701490690487	1.0	0.0	1.522	0.0	47.0	0.6356113571994216	25.0	43600.0	3120.0	0.5319148936170213	0.07155963302752294
chr1	19638819	19655794	ENSG00000040487	19638818	19638819	16975	14.0	1	0.014255292815659312	1.0	0.0	1.004	0.0	47.0	0.6356113571994216	25.0	43600.0	3120.0	0.5319148936170213	0.07155963302752294
chr1	19665266	19812066	ENSG00000077549	19665265	19665266	146800	13.5	1	0.16963323404242808	1.0	0.0	0.379	0.0	47.0	0.6356113571994216	25.0	43600.0	3120.0	0.5319148936170213	0.07155963302752294
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	3.5	1	0.04258459524331211	1.0	0.0	0.584	0.0	53.0	0.6418188923007839	28.0	48600.0	4041.0	0.5283018867924528	0.08314814814814815
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	23.4	1	0.14015894486695946	0.0	0.0	1.023	0.0	46.0	0.6619079360021856	26.0	43000.0	4034.0	0.5652173913043478	0.0938139534883721
chr1	20301924	20306932	ENSG00000188257	20301923	20301924	5008	0.3	0	0.2948839395651715	0.0	0.0	1.292	0.0	17.0	0.743066029021301	10.0	18400.0	1000.0	0.5882352941176471	0.05434782608695652
chr1	20354671	20417683	ENSG00000127472	20354670	20354671	63012	1.4	1	0.32799373176247504	0.0	0.0	1.57	0.0	18.0	0.7238923612241197	10.0	18600.0	1051.0	0.5555555555555556	0.05650537634408602
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	3.4	1	0.3874819248405741	0.0	0.0	1.786	0.0	18.0	0.7238923612241197	10.0	18600.0	1051.0	0.5555555555555556	0.05650537634408602
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	18.0	0.7238923612241197	10.0	18600.0	1051.0	0.5555555555555556	0.05650537634408602
chr1	20512577	20522541	ENSG00000162543	20512576	20512577	9964	0.0	0	0.10840065994933924	0.0	0.0	1.129	0.0	18.0	0.7238923612241197	10.0	18600.0	1051.0	0.5555555555555556	0.05650537634408602
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	12.0	0.8201364589920624	10.0	11400.0	2037.0	0.8333333333333334	0.17868421052631578
chr1	20878931	20881512	ENSG00000183114	20878930	20878931	2581	0.7	0	0.2760276004270277	0.0	0.0	1.238	0.0	14.0	0.757042818515604	10.0	7600.0	589.0	0.7142857142857143	0.0775
chr1	20915440	20945401	ENSG00000158825	20915439	20915440	29961	22.1	1	0.20912862339761548	0.0	0.0	1.318	0.0	14.0	0.757042818515604	10.0	7600.0	589.0	0.7142857142857143	0.0775
chr1	20959947	20978004	ENSG00000158828	20959946	20959947	18057	27.9	1	0.15905305441481132	1.0	0.0	1.136	0.0	14.0	0.757042818515604	10.0	7600.0	589.0	0.7142857142857143	0.0775
chr1	20978269	20988000	ENSG00000244038	20978268	20978269	9731	159.0	1	0.03523610518957517	1.0	0.0	0.731	1.0	11.0	0.7181481322620397	7.0	6600.0	583.0	0.6363636363636364	0.08833333333333333
chr1	21132962	21503377	ENSG00000075151	21132961	21132962	370415	10.7	1	0.025762731429332563	1.0	1.0	0.112	0.0	3.0	0.4812324997442376	1.0	1000.0	3.0	0.3333333333333333	0.003
chr1	22328148	22339032	ENSG00000142789	22328147	22328148	10884	6.6	1	0.9959127217845531	0.0	0.0	1.301	0.0	17.0	0.6478981314618191	9.0	16600.0	806.0	0.5294117647058824	0.04855421686746988
chr1	22379119	22419437	ENSG00000070831	22379118	22379119	40318	106.8	1	0.0014671056371819305	1.0	0.0	0.501	0.0	17.0	0.6478981314618191	9.0	16600.0	806.0	0.5294117647058824	0.04855421686746988
chr1	23037331	23241818	ENSG00000133216	23037330	23037331	204487	2.1	1	0.08264533749662145	0.0	1.0	0.184	0.0	23.0	0.7832290536891706	17.0	13200.0	1767.0	0.7391304347826086	0.13386363636363635
chr1	23337326	23342343	ENSG00000227868	23337325	23337326	5017	0.0	0	0.377569257467375	0.0	0.0	1.825	0.0	5.0	0.6193820026016112	3.0	2400.0	61.0	0.6	0.025416666666666667
chr1	23345940	23410182	ENSG00000004487	23345939	23345940	64242	20.6	1	0.013717069056817296	0.0	1.0	0.276	0.0	5.0	0.6193820026016112	3.0	2400.0	61.0	0.6	0.025416666666666667
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	0.3	0	0.054323145428416084	0.0	0.0	0.402	0.0	20.0	0.47740181612806937	6.0	13600.0	1333.0	0.3	0.09801470588235293
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	18.0	0.45278312854940833	5.0	12400.0	1290.0	0.2777777777777778	0.10403225806451613
chr1	23630263	23670829	ENSG00000125944	23630262	23630263	40566	40.2	1	0.00726380150912205	1.0	1.0	0.21	0.0	24.0	0.5020719070321578	9.0	19000.0	2858.0	0.375	0.15042105263157896
chr1	23685940	23695935	ENSG00000125945	23685939	23685940	9995	6.5	1	0.03904712431800852	0.0	0.0	0.878	0.0	8.0	0.5904422744783444	4.0	8200.0	1686.0	0.5	0.20560975609756096
chr1	23707553	23751233	ENSG00000204219	23707552	23707553	43680	9.7	1	0.3019665645789893	0.0	0.0	0.73	0.0	8.0	0.5904422744783444	4.0	8200.0	1686.0	0.5	0.20560975609756096
chr1	23832921	23857712	ENSG00000007968	23832920	23832921	24791	4.7	1	0.35622802658225955	0.0	0.0	0.561	0.0	24.0	0.6823010282195746	14.0	29800.0	5113.0	0.5833333333333334	0.17157718120805368
chr1	23884408	23886285	ENSG00000117318	23884407	23884408	1877	41.0	1	0.04834788799417868	0.0	0.0	0.709	0.0	24.0	0.6823010282195746	14.0	29800.0	5113.0	0.5833333333333334	0.17157718120805368
chr1	24104894	24114722	ENSG00000057757	24104893	24104894	9828	42.2	1	0.06048123311330182	1.0	0.0	0.965	0.0	16.0	0.5390688844053995	7.0	12200.0	1956.0	0.4375	0.160327868852459
chr1	24117459	24122029	ENSG00000011009	24117458	24117459	4570	51.6	1	0.01913354070407349	0.0	1.0	0.344	0.0	16.0	0.5390688844053995	7.0	12200.0	1956.0	0.4375	0.160327868852459
chr1	24122088	24127271	ENSG00000117308	24122087	24122088	5183	16.3	1	0.07895118565769738	0.0	0.0	1.388	0.0	16.0	0.5390688844053995	7.0	12200.0	1956.0	0.4375	0.160327868852459
chr1	24128374	24165110	ENSG00000117305	24128373	24128374	36736	25.7	1	0.2047947193105699	0.0	0.0	1.112	0.0	16.0	0.5390688844053995	7.0	12200.0	1956.0	0.4375	0.160327868852459
chr1	24171566	24194784	ENSG00000179163	24171565	24171566	23218	38.1	1	0.05490488416488299	0.0	0.0	0.944	0.0	16.0	0.5390688844053995	7.0	12200.0	1956.0	0.4375	0.160327868852459
chr1	24197015	24285549	ENSG00000188822	24197014	24197015	88534	8.2	1	0.4869822552162653	0.0	0.0	1.683	0.0	16.0	0.5390688844053995	7.0	12200.0	1956.0	0.4375	0.160327868852459
chr1	24480646	24514449	ENSG00000185436	24480645	24480646	33803	2.7	1	0.09427250551235962	0.0	0.0	0.763	0.0	24.0	0.7401023442440469	17.0	15200.0	2132.0	0.7083333333333334	0.14026315789473684
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	24.0	0.7401023442440469	17.0	15200.0	2132.0	0.7083333333333334	0.14026315789473684
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	1.6	1	0.0572567126063331	0.0	0.0	1.339	0.0	24.0	0.7401023442440469	17.0	15200.0	2132.0	0.7083333333333334	0.14026315789473684
chr1	24742283	24799466	ENSG00000001461	24742282	24742283	57183	5.5	1	0.11992147565712866	0.0	0.0	0.844	0.0	5.0	0.7489454989793388	3.0	3000.0	145.0	0.6	0.04833333333333333
chr1	24829386	24867530	ENSG00000117602	24829385	24829386	38144	4.0	1	0.07967952413474128	0.0	0.0	1.313	0.0	5.0	0.7489454989793388	3.0	3000.0	145.0	0.6	0.04833333333333333
chr1	25071847	25170815	ENSG00000169504	25071846	25071847	98968	24.6	1	0.05128584554522927	0.0	0.0	1.159	0.0	16.0	0.4868099345703163	5.0	17800.0	1001.0	0.3125	0.05623595505617977
chr1	25226001	25291612	ENSG00000020633	25226000	25226001	65611	33.9	1	0.2694343514159967	0.0	0.0	0.424	0.0	33.0	0.8943205693527432	31.0	27000.0	2062.0	0.9393939393939394	0.07637037037037037
chr1	25870070	25895377	ENSG00000157978	25870069	25870070	25307	53.9	1	0.09269333132337554	0.0	0.0	1.163	0.0	51.0	0.647930000304741	32.0	55400.0	5498.0	0.6274509803921569	0.0992418772563177
chr1	25943958	26112698	ENSG00000117643	25943957	25943958	168740	12.3	1	0.04358991749474712	0.0	0.0	0.434	0.0	51.0	0.647930000304741	32.0	55400.0	5498.0	0.6274509803921569	0.0992418772563177
chr1	26126666	26144713	ENSG00000162430	26126665	26126666	18047	34.4	1	0.01493164186679869	0.0	0.0	1.017	0.0	51.0	0.647930000304741	32.0	55400.0	5498.0	0.6274509803921569	0.0992418772563177
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	6.3	1	0.11371882885611022	0.0	0.0	1.113	0.0	22.0	0.5508189851086039	9.0	17400.0	2189.0	0.4090909090909091	0.12580459770114943
chr1	26346374	26362955	ENSG00000158008	26346373	26346374	16581	3.2	1	0.3220681743865335	0.0	0.0	1.082	0.0	22.0	0.5508189851086039	9.0	17400.0	2189.0	0.4090909090909091	0.12580459770114943
chr1	26363742	26372624	ENSG00000158014	26363741	26363742	8882	0.0	0	0.8485205858290996	0.0	0.0	0.615	0.0	22.0	0.5508189851086039	9.0	17400.0	2189.0	0.4090909090909091	0.12580459770114943
chr1	26377794	26394927	ENSG00000158022	26377793	26377794	17133	0.2	0	0.8684081366076001	0.0	0.0	1.469	0.0	22.0	0.5508189851086039	9.0	17400.0	2189.0	0.4090909090909091	0.12580459770114943
chr1	26437663	26452034	ENSG00000175087	26437662	26437663	14371	2.6	1	0.02521019098345276	0.0	0.0	0.643	0.0	22.0	0.5508189851086039	9.0	17400.0	2189.0	0.4090909090909091	0.12580459770114943
chr1	26485510	26489119	ENSG00000197245	26485509	26485510	3609	1.3	1	0.050620139634493584	0.0	0.0	0.95	0.0	26.0	0.6841163251287639	17.0	23400.0	3414.0	0.6538461538461539	0.1458974358974359
chr1	26496361	26498551	ENSG00000142684	26496360	26496361	2190	7.7	1	0.062221286964571715	1.0	0.0	1.693	0.0	26.0	0.6841163251287639	17.0	23400.0	3414.0	0.6538461538461539	0.1458974358974359
chr1	26503893	26516377	ENSG00000142675	26503892	26503893	12484	2.2	1	0.11403056135705715	0.0	0.0	1.282	0.0	26.0	0.6841163251287639	17.0	23400.0	3414.0	0.6538461538461539	0.1458974358974359
chr1	26560690	26605299	ENSG00000130695	26560689	26560690	44609	6.1	1	0.1878774389956173	0.0	0.0	0.53	1.0	26.0	0.6841163251287639	17.0	23400.0	3414.0	0.6538461538461539	0.1458974358974359
chr1	26605666	26608007	ENSG00000142669	26605665	26605666	2341	264.0	1	0.03667100237670372	0.0	0.0	1.059	0.0	27.0	0.6958157204943652	18.0	24000.0	3447.0	0.6666666666666666	0.143625
chr1	26607818	26644854	ENSG00000158062	26607817	26607818	37036	21.8	1	0.0418219913578769	0.0	0.0	1.142	0.0	27.0	0.6958157204943652	18.0	24000.0	3447.0	0.6666666666666666	0.143625
chr1	26644447	26647014	ENSG00000169442	26644446	26644447	2567	627.3	1	0.2803848991164801	0.0	0.0	1.698	0.0	27.0	0.6958157204943652	18.0	24000.0	3447.0	0.6666666666666666	0.143625
chr1	26648349	26680621	ENSG00000176092	26648348	26648349	32272	0.1	0	0.4308660655052658	0.0	0.0	0.793	0.0	27.0	0.6958157204943652	18.0	24000.0	3447.0	0.6666666666666666	0.143625
