enh_chrom	enh_start	enh_end	sig_connect	in_same_tad	target_gene	gtex_tpm	hk	lof_intol	essential	rel_entropy	enh_rel_entropy	phastcons_overlap	tisspec_enh	enh_length	tissue
chr1	40563200	40563400	1	1	ENSG00000084070	94.0	0.0	0.0	0.0	0.10535756836373324	0.2218487496163564	0	0	200	small_intestine
chr1	43838000	43840200	1	1	ENSG00000117408	12.9	0.0	1.0	1.0	0.13280129748550842	0.09691001300805636	129	0	2200	small_intestine
chr1	43854000	43854600	1	1	ENSG00000117408	12.9	0.0	1.0	1.0	0.13280129748550842	0.04575749056067502	179	0	600	small_intestine
chr1	43838000	43840200	1	1	ENSG00000132768	8.3	1.0	0.0	0.0	0.05546745761717868	0.09691001300805636	129	0	2200	small_intestine
chr1	43854000	43854600	1	1	ENSG00000132768	8.3	1.0	0.0	0.0	0.05546745761717868	0.04575749056067502	179	0	600	small_intestine
chr1	48959800	48960600	1	1	ENSG00000162374	0.6	0.0	0.0	0.0	0.5407675673305458	0.5228787452803376	298	0	800	small_intestine
chr1	48990800	48992400	1	1	ENSG00000162374	0.6	0.0	0.0	0.0	0.5407675673305458	1.0	160	1	1600	small_intestine
chr1	57284600	57285200	1	1	ENSG00000173406	2.3	0.0	1.0	0.0	0.4039470991093683	0.6989700043360187	72	1	600	small_intestine
chr1	59220000	59223200	1	1	ENSG00000134709	6.5	0.0	0.0	0.0	0.18473102529544694	0.3979400086720376	175	0	3200	small_intestine
chr1	59227800	59228000	1	1	ENSG00000134709	6.5	0.0	0.0	0.0	0.18473102529544694	1.0	0	1	200	small_intestine
chr1	59228400	59228800	1	1	ENSG00000134709	6.5	0.0	0.0	0.0	0.18473102529544694	1.0	0	1	400	small_intestine
chr1	65218000	65219000	1	1	ENSG00000162434	46.5	1.0	1.0	0.0	0.0217618440503784	0.6989700043360187	0	1	1000	small_intestine
chr1	65220000	65220600	1	1	ENSG00000162434	46.5	1.0	1.0	0.0	0.0217618440503784	1.0	20	1	600	small_intestine
chr1	65222800	65223800	1	1	ENSG00000162434	46.5	1.0	1.0	0.0	0.0217618440503784	0.6989700043360187	0	1	1000	small_intestine
chr1	65225800	65226200	1	1	ENSG00000162434	46.5	1.0	1.0	0.0	0.0217618440503784	0.6989700043360187	0	1	400	small_intestine
chr1	65235200	65235400	1	1	ENSG00000162434	46.5	1.0	1.0	0.0	0.0217618440503784	1.0	0	1	200	small_intestine
chr1	68139000	68139200	1	1	ENSG00000172380	40.7	0.0	0.0	0.0	0.02736304895395672	1.0	0	1	200	small_intestine
chr1	68139800	68140600	1	1	ENSG00000172380	40.7	0.0	0.0	0.0	0.02736304895395672	1.0	537	1	800	small_intestine
chr1	68148600	68150600	1	1	ENSG00000172380	40.7	0.0	0.0	0.0	0.02736304895395672	1.0	957	1	2000	small_intestine
chr1	68153400	68153600	1	1	ENSG00000172380	40.7	0.0	0.0	0.0	0.02736304895395672	1.0	200	1	200	small_intestine
chr1	76722000	76722200	1	1	ENSG00000117069	0.9	0.0	0.0	0.0	0.2333077693850276	1.0	29	1	200	small_intestine
chr1	76723000	76723200	1	1	ENSG00000117069	0.9	0.0	0.0	0.0	0.2333077693850276	1.0	0	1	200	small_intestine
chr1	76734200	76735800	1	1	ENSG00000117069	0.9	0.0	0.0	0.0	0.2333077693850276	0.5228787452803376	165	0	1600	small_intestine
chr1	76736200	76736800	1	1	ENSG00000117069	0.9	0.0	0.0	0.0	0.2333077693850276	0.5228787452803376	164	0	600	small_intestine
chr1	76832400	76833200	1	1	ENSG00000117069	0.9	0.0	0.0	0.0	0.2333077693850276	1.0	0	1	800	small_intestine
chr1	84610000	84610200	1	1	ENSG00000137976	0.1	0.0	0.0	0.0	0.2884499994345189	0.5228787452803376	200	0	200	small_intestine
chr1	84621800	84622400	1	1	ENSG00000137976	0.1	0.0	0.0	0.0	0.2884499994345189	0.5228787452803376	113	0	600	small_intestine
chr1	84635800	84636400	1	1	ENSG00000137976	0.1	0.0	0.0	0.0	0.2884499994345189	0.5228787452803376	13	0	600	small_intestine
chr1	84639800	84640200	1	1	ENSG00000137976	0.1	0.0	0.0	0.0	0.2884499994345189	0.5228787452803376	11	0	400	small_intestine
chr1	84610000	84610200	1	1	ENSG00000117155	4.0	0.0	0.0	0.0	0.14202114777316388	0.5228787452803376	200	0	200	small_intestine
chr1	84621800	84622400	1	1	ENSG00000117155	4.0	0.0	0.0	0.0	0.14202114777316388	0.5228787452803376	113	0	600	small_intestine
chr1	84635800	84636400	1	1	ENSG00000117155	4.0	0.0	0.0	0.0	0.14202114777316388	0.5228787452803376	13	0	600	small_intestine
chr1	84639800	84640200	1	1	ENSG00000117155	4.0	0.0	0.0	0.0	0.14202114777316388	0.5228787452803376	11	0	400	small_intestine
chr1	84726400	84727000	1	1	ENSG00000142867	9.0	0.0	0.0	0.0	0.028203276435365174	0.6989700043360187	16	1	600	small_intestine
chr1	84732000	84732400	1	1	ENSG00000142867	9.0	0.0	0.0	0.0	0.028203276435365174	1.0	0	1	400	small_intestine
chr1	84733800	84736000	1	1	ENSG00000142867	9.0	0.0	0.0	0.0	0.028203276435365174	1.0	10	1	2200	small_intestine
chr1	84736400	84737600	1	1	ENSG00000142867	9.0	0.0	0.0	0.0	0.028203276435365174	0.6989700043360187	0	1	1200	small_intestine
chr1	84738800	84739000	1	1	ENSG00000142867	9.0	0.0	0.0	0.0	0.028203276435365174	1.0	0	1	200	small_intestine
chr1	86894800	86895000	1	1	ENSG00000016490	293.4	0.0	0.0	0.0	0.6535360832378236	0.3979400086720376	0	0	200	small_intestine
chr1	86896000	86896400	1	1	ENSG00000016490	293.4	0.0	0.0	0.0	0.6535360832378236	1.0	7	1	400	small_intestine
chr1	86968600	86968800	1	1	ENSG00000097033	30.6	1.0	1.0	0.0	0.09645831019495282	0.30102999566398103	0	0	200	small_intestine
chr1	86982200	86982400	1	1	ENSG00000097033	30.6	1.0	1.0	0.0	0.09645831019495282	1.0	0	1	200	small_intestine
chr1	86983400	86983800	1	1	ENSG00000097033	30.6	1.0	1.0	0.0	0.09645831019495282	1.0	0	1	400	small_intestine
chr1	86984800	86985000	1	1	ENSG00000097033	30.6	1.0	1.0	0.0	0.09645831019495282	1.0	0	1	200	small_intestine
chr1	87014600	87015400	1	1	ENSG00000097033	30.6	1.0	1.0	0.0	0.09645831019495282	1.0	11	1	800	small_intestine
chr1	87014600	87015400	1	1	ENSG00000065243	14.5	0.0	1.0	0.0	0.022078976354644703	1.0	11	1	800	small_intestine
chr1	87205000	87205600	1	1	ENSG00000065243	14.5	0.0	1.0	0.0	0.022078976354644703	1.0	44	1	600	small_intestine
chr1	87220800	87221000	1	1	ENSG00000065243	14.5	0.0	1.0	0.0	0.022078976354644703	1.0	0	1	200	small_intestine
chr1	87238400	87241600	1	1	ENSG00000065243	14.5	0.0	1.0	0.0	0.022078976354644703	0.2218487496163564	429	0	3200	small_intestine
chr1	87814000	87815000	1	1	ENSG00000065243	14.5	0.0	1.0	0.0	0.022078976354644703	0.3979400086720376	804	0	1000	small_intestine
chr1	87801600	87803200	1	1	ENSG00000065243	14.5	0.0	1.0	0.0	0.022078976354644703	1.0	1471	1	1600	small_intestine
chr1	87616600	87617800	1	1	ENSG00000143013	30.8	1.0	0.0	0.0	0.1421539081614249	0.30102999566398103	439	0	1200	small_intestine
chr1	87618600	87618800	1	1	ENSG00000143013	30.8	1.0	0.0	0.0	0.1421539081614249	0.6989700043360187	6	1	200	small_intestine
chr1	87620200	87620400	1	1	ENSG00000143013	30.8	1.0	0.0	0.0	0.1421539081614249	0.6989700043360187	149	1	200	small_intestine
chr1	87616600	87617800	1	1	ENSG00000137947	21.8	1.0	0.0	1.0	0.00711151405698472	0.30102999566398103	439	0	1200	small_intestine
chr1	87618600	87618800	1	1	ENSG00000137947	21.8	1.0	0.0	1.0	0.00711151405698472	0.6989700043360187	6	1	200	small_intestine
chr1	87620200	87620400	1	1	ENSG00000137947	21.8	1.0	0.0	1.0	0.00711151405698472	0.6989700043360187	149	1	200	small_intestine
chr1	93789400	93789800	1	1	ENSG00000137936	9.9	0.0	0.0	0.0	0.03915196122955453	1.0	0	1	400	small_intestine
chr1	97257800	97258000	1	1	ENSG00000162627	11.3	0.0	0.0	0.0	0.01872252941600712	1.0	0	1	200	small_intestine
chr1	97270200	97270400	1	1	ENSG00000162627	11.3	0.0	0.0	0.0	0.01872252941600712	0.5228787452803376	198	0	200	small_intestine
chr1	100315000	100315200	1	1	ENSG00000162695	5.6	0.0	0.0	0.0	0.03909495540102654	0.30102999566398103	0	0	200	small_intestine
chr1	100315000	100315200	1	1	ENSG00000117543	9.7	1.0	0.0	1.0	0.044842977863230084	0.30102999566398103	0	0	200	small_intestine
chr1	108328200	108328800	1	1	ENSG00000085491	9.1	0.0	0.0	0.0	0.053698935024518384	0.30102999566398103	101	0	600	small_intestine
chr1	108331800	108332000	1	1	ENSG00000085491	9.1	0.0	0.0	0.0	0.053698935024518384	0.6989700043360187	9	1	200	small_intestine
chr1	108350000	108350400	1	1	ENSG00000085491	9.1	0.0	0.0	0.0	0.053698935024518384	1.0	0	1	400	small_intestine
chr1	111760000	111760800	1	1	ENSG00000116455	14.7	1.0	0.0	1.0	0.033043170019389015	1.0	30	1	800	small_intestine
chr1	111762800	111763200	1	1	ENSG00000116455	14.7	1.0	0.0	1.0	0.033043170019389015	0.6989700043360187	0	1	400	small_intestine
chr1	111765000	111765400	1	1	ENSG00000116455	14.7	1.0	0.0	1.0	0.033043170019389015	0.5228787452803376	32	0	400	small_intestine
chr1	111760000	111760800	1	1	ENSG00000116459	6.9	1.0	0.0	1.0	0.09089027818855844	1.0	30	1	800	small_intestine
chr1	111762800	111763200	1	1	ENSG00000116459	6.9	1.0	0.0	1.0	0.09089027818855844	0.6989700043360187	0	1	400	small_intestine
chr1	111765000	111765400	1	1	ENSG00000116459	6.9	1.0	0.0	1.0	0.09089027818855844	0.5228787452803376	32	0	400	small_intestine
chr1	112936400	112937800	1	1	ENSG00000118655	1.5	0.0	0.0	1.0	0.012778319077109957	0.5228787452803376	165	0	1400	small_intestine
chr1	112940000	112940400	1	1	ENSG00000118655	1.5	0.0	0.0	1.0	0.012778319077109957	0.6989700043360187	36	1	400	small_intestine
chr1	112942000	112942400	1	1	ENSG00000118655	1.5	0.0	0.0	1.0	0.012778319077109957	0.5228787452803376	26	0	400	small_intestine
chr1	112936400	112937800	1	1	ENSG00000163349	14.9	0.0	1.0	0.0	0.006156216027352796	0.5228787452803376	165	0	1400	small_intestine
chr1	112940000	112940400	1	1	ENSG00000163349	14.9	0.0	1.0	0.0	0.006156216027352796	0.6989700043360187	36	1	400	small_intestine
chr1	112942000	112942400	1	1	ENSG00000163349	14.9	0.0	1.0	0.0	0.006156216027352796	0.5228787452803376	26	0	400	small_intestine
chr1	113446000	113447400	1	1	ENSG00000081019	5.0	0.0	0.0	0.0	0.014365650266957812	0.5228787452803376	21	0	1400	small_intestine
chr1	113448000	113449200	1	1	ENSG00000081019	5.0	0.0	0.0	0.0	0.014365650266957812	0.1549019599857432	217	0	1200	small_intestine
chr1	113472400	113472800	1	1	ENSG00000081019	5.0	0.0	0.0	0.0	0.014365650266957812	1.0	37	1	400	small_intestine
chr1	113477400	113478000	1	1	ENSG00000081019	5.0	0.0	0.0	0.0	0.014365650266957812	0.6989700043360187	25	1	600	small_intestine
chr1	147010200	147012000	1	1	ENSG00000162836	7.3	0.0	0.0	0.0	0.01562452163282276	0.6989700043360187	380	1	1800	small_intestine
chr1	147014200	147014600	1	1	ENSG00000162836	7.3	0.0	0.0	0.0	0.01562452163282276	0.6989700043360187	331	1	400	small_intestine
chr1	147016800	147017200	1	1	ENSG00000162836	7.3	0.0	0.0	0.0	0.01562452163282276	0.5228787452803376	171	0	400	small_intestine
chr1	147039600	147040000	1	1	ENSG00000162836	7.3	0.0	0.0	0.0	0.01562452163282276	0.6989700043360187	64	1	400	small_intestine
chr1	149951600	149952200	1	1	ENSG00000136631	11.1	0.0	0.0	0.0	0.01319470199097893	1.0	29	1	600	small_intestine
chr1	160406800	160408600	1	1	ENSG00000066294	4.1	0.0	0.0	0.0	0.1906576319084472	0.6989700043360187	19	1	1800	small_intestine
chr1	160399000	160400200	1	1	ENSG00000066294	4.1	0.0	0.0	0.0	0.1906576319084472	1.0	0	1	1200	small_intestine
chr1	160652200	160654200	1	1	ENSG00000122224	10.1	0.0	0.0	0.0	0.34382425381692344	0.6989700043360187	10	1	2000	small_intestine
chr1	160671000	160672400	1	1	ENSG00000122224	10.1	0.0	0.0	0.0	0.34382425381692344	1.0	0	1	1400	small_intestine
chr1	160652200	160654200	1	1	ENSG00000122223	1.1	0.0	0.0	0.0	0.31067285089828284	0.6989700043360187	10	1	2000	small_intestine
chr1	160671000	160672400	1	1	ENSG00000122223	1.1	0.0	0.0	0.0	0.31067285089828284	1.0	0	1	1400	small_intestine
chr1	162161600	162163600	1	1	ENSG00000198574	0.6	0.0	0.0	0.0	0.3684204298026416	1.0	23	1	2000	small_intestine
chr1	162164000	162164400	1	1	ENSG00000198574	0.6	0.0	0.0	0.0	0.3684204298026416	0.3979400086720376	69	0	400	small_intestine
chr1	162167600	162167800	1	1	ENSG00000198574	0.6	0.0	0.0	0.0	0.3684204298026416	0.3979400086720376	0	0	200	small_intestine
chr1	162176600	162177200	1	1	ENSG00000198574	0.6	0.0	0.0	0.0	0.3684204298026416	0.3979400086720376	242	0	600	small_intestine
chr1	162182600	162183600	1	1	ENSG00000198574	0.6	0.0	0.0	0.0	0.3684204298026416	0.5228787452803376	418	0	1000	small_intestine
chr1	162187600	162188400	1	1	ENSG00000198574	0.6	0.0	0.0	0.0	0.3684204298026416	0.5228787452803376	0	0	800	small_intestine
chr1	167201000	167201200	1	1	ENSG00000198821	12.9	0.0	0.0	0.0	0.2521100490635818	1.0	0	1	200	small_intestine
chr1	167204600	167204800	1	1	ENSG00000198821	12.9	0.0	0.0	0.0	0.2521100490635818	1.0	20	1	200	small_intestine
chr1	167232000	167232600	1	1	ENSG00000198821	12.9	0.0	0.0	0.0	0.2521100490635818	0.5228787452803376	260	0	600	small_intestine
chr1	167233400	167233600	1	1	ENSG00000198821	12.9	0.0	0.0	0.0	0.2521100490635818	0.6989700043360187	0	1	200	small_intestine
chr1	167239000	167239200	1	1	ENSG00000198821	12.9	0.0	0.0	0.0	0.2521100490635818	1.0	0	1	200	small_intestine
chr1	167239600	167240000	1	1	ENSG00000198821	12.9	0.0	0.0	0.0	0.2521100490635818	0.30102999566398103	212	0	400	small_intestine
chr1	167255000	167255800	1	1	ENSG00000198821	12.9	0.0	0.0	0.0	0.2521100490635818	0.6989700043360187	10	1	800	small_intestine
chr1	167266600	167267200	1	1	ENSG00000198821	12.9	0.0	0.0	0.0	0.2521100490635818	0.2218487496163564	7	0	600	small_intestine
chr1	167274400	167275400	1	1	ENSG00000198821	12.9	0.0	0.0	0.0	0.2521100490635818	0.6989700043360187	0	1	1000	small_intestine
chr1	168573000	168573200	1	1	ENSG00000143156	4.0	0.0	0.0	0.0	0.021410679307467748	0.3979400086720376	0	0	200	small_intestine
chr1	168574600	168575200	1	1	ENSG00000143156	4.0	0.0	0.0	0.0	0.021410679307467748	1.0	0	1	600	small_intestine
chr1	168573000	168573200	1	1	ENSG00000198734	0.2	0.0	0.0	0.0	0.670203948138605	0.3979400086720376	0	0	200	small_intestine
chr1	168574600	168575200	1	1	ENSG00000198734	0.2	0.0	0.0	0.0	0.670203948138605	1.0	0	1	600	small_intestine
chr1	168602400	168602600	1	1	ENSG00000143156	4.0	0.0	0.0	0.0	0.021410679307467748	1.0	0	1	200	small_intestine
chr1	168606000	168606200	1	1	ENSG00000143156	4.0	0.0	0.0	0.0	0.021410679307467748	0.3979400086720376	0	0	200	small_intestine
chr1	168602400	168602600	1	1	ENSG00000117477	0.3	0.0	0.0	0.0	0.19290291555609146	1.0	0	1	200	small_intestine
chr1	168606000	168606200	1	1	ENSG00000117477	0.3	0.0	0.0	0.0	0.19290291555609146	0.3979400086720376	0	0	200	small_intestine
chr1	168762000	168763000	1	1	ENSG00000143156	4.0	0.0	0.0	0.0	0.021410679307467748	1.0	265	1	1000	small_intestine
chr1	168769800	168770400	1	1	ENSG00000143156	4.0	0.0	0.0	0.0	0.021410679307467748	0.6989700043360187	0	1	600	small_intestine
chr1	168771400	168773000	1	1	ENSG00000143156	4.0	0.0	0.0	0.0	0.021410679307467748	0.6989700043360187	0	1	1600	small_intestine
chr1	168200000	168200600	1	1	ENSG00000117477	0.3	0.0	0.0	0.0	0.19290291555609146	1.0	0	1	600	small_intestine
chr1	168204600	168205400	1	1	ENSG00000117477	0.3	0.0	0.0	0.0	0.19290291555609146	0.6989700043360187	47	1	800	small_intestine
chr1	168223000	168223200	1	1	ENSG00000117477	0.3	0.0	0.0	0.0	0.19290291555609146	1.0	0	1	200	small_intestine
chr1	170036600	170037000	1	1	ENSG00000203740	0.0	0.0	0.0	0.0	0.8690389624521443	0.30102999566398103	0	0	400	small_intestine
chr1	171809800	171810000	1	1	ENSG00000117560	0.6	0.0	0.0	0.0	0.36521644091463457	0.5228787452803376	11	0	200	small_intestine
chr1	171811800	171812000	1	1	ENSG00000117560	0.6	0.0	0.0	0.0	0.36521644091463457	0.6989700043360187	13	1	200	small_intestine
chr1	172410200	172410400	1	1	ENSG00000117592	54.3	1.0	0.0	0.0	0.10648359896981828	1.0	0	1	200	small_intestine
chr1	172411600	172412600	1	1	ENSG00000117592	54.3	1.0	0.0	0.0	0.10648359896981828	0.30102999566398103	292	0	1000	small_intestine
chr1	172413400	172413600	1	1	ENSG00000117592	54.3	1.0	0.0	0.0	0.10648359896981828	0.2218487496163564	0	0	200	small_intestine
chr1	172410200	172410400	1	1	ENSG00000162753	0.0	0.0	0.0	0.0	0.6870023054367967	1.0	0	1	200	small_intestine
chr1	172411600	172412600	1	1	ENSG00000162753	0.0	0.0	0.0	0.0	0.6870023054367967	0.30102999566398103	292	0	1000	small_intestine
chr1	172413400	172413600	1	1	ENSG00000162753	0.0	0.0	0.0	0.0	0.6870023054367967	0.2218487496163564	0	0	200	small_intestine
chr1	172813800	172814000	1	1	ENSG00000117586	0.7	0.0	0.0	0.0	0.021507350168516813	1.0	0	1	200	small_intestine
chr1	172814400	172814800	1	1	ENSG00000117586	0.7	0.0	0.0	0.0	0.021507350168516813	1.0	114	1	400	small_intestine
chr1	172900800	172902400	1	1	ENSG00000117586	0.7	0.0	0.0	0.0	0.021507350168516813	0.5228787452803376	0	0	1600	small_intestine
chr1	172903400	172903800	1	1	ENSG00000117586	0.7	0.0	0.0	0.0	0.021507350168516813	0.5228787452803376	0	0	400	small_intestine
chr1	175093800	175094000	1	1	ENSG00000116147	0.3	0.0	1.0	0.0	0.4962079692069982	1.0	0	1	200	small_intestine
chr1	175097000	175097400	1	1	ENSG00000116147	0.3	0.0	1.0	0.0	0.4962079692069982	0.5228787452803376	122	0	400	small_intestine
chr1	175098600	175100200	1	1	ENSG00000116147	0.3	0.0	1.0	0.0	0.4962079692069982	0.30102999566398103	132	0	1600	small_intestine
chr1	175101000	175101400	1	1	ENSG00000116147	0.3	0.0	1.0	0.0	0.4962079692069982	1.0	0	1	400	small_intestine
chr1	175137800	175140800	1	1	ENSG00000116147	0.3	0.0	1.0	0.0	0.4962079692069982	0.6989700043360187	0	1	3000	small_intestine
chr1	175149200	175149800	1	1	ENSG00000116147	0.3	0.0	1.0	0.0	0.4962079692069982	0.3979400086720376	7	0	600	small_intestine
chr1	175153600	175153800	1	1	ENSG00000116147	0.3	0.0	1.0	0.0	0.4962079692069982	0.6989700043360187	0	1	200	small_intestine
chr1	175155600	175156600	1	1	ENSG00000116147	0.3	0.0	1.0	0.0	0.4962079692069982	0.3979400086720376	68	0	1000	small_intestine
chr1	175157800	175160800	1	1	ENSG00000116147	0.3	0.0	1.0	0.0	0.4962079692069982	0.6989700043360187	223	1	3000	small_intestine
chr1	182552800	182554000	1	1	ENSG00000135838	4.2	0.0	0.0	0.0	0.14339822311422848	1.0	65	1	1200	small_intestine
chr1	182573400	182574000	1	1	ENSG00000135838	4.2	0.0	0.0	0.0	0.14339822311422848	0.30102999566398103	40	0	600	small_intestine
chr1	182583400	182583600	1	1	ENSG00000135838	4.2	0.0	0.0	0.0	0.14339822311422848	0.15490195998574308	0	0	200	small_intestine
chr1	182584800	182586400	1	1	ENSG00000135838	4.2	0.0	0.0	0.0	0.14339822311422848	0.0	75	0	1600	small_intestine
chr1	182598800	182599400	1	1	ENSG00000135838	4.2	0.0	0.0	0.0	0.14339822311422848	0.30102999566398103	151	0	600	small_intestine
chr1	182599800	182600600	1	1	ENSG00000135838	4.2	0.0	0.0	0.0	0.14339822311422848	0.5228787452803376	0	0	800	small_intestine
chr1	183701000	183701200	1	1	ENSG00000198860	10.5	1.0	0.0	0.0	0.01980077516862697	1.0	0	1	200	small_intestine
chr1	183704600	183705000	1	1	ENSG00000198860	10.5	1.0	0.0	0.0	0.01980077516862697	0.6989700043360187	36	1	400	small_intestine
chr1	184210800	184212400	1	1	ENSG00000116406	6.1	1.0	0.0	0.0	0.04275023043519654	0.5228787452803376	74	0	1600	small_intestine
chr1	192498600	192499200	1	1	ENSG00000090104	56.3	0.0	0.0	0.0	0.07165352123078769	1.0	0	1	600	small_intestine
chr1	192509000	192509200	1	1	ENSG00000090104	56.3	0.0	0.0	0.0	0.07165352123078769	1.0	119	1	200	small_intestine
chr1	192514400	192514800	1	1	ENSG00000090104	56.3	0.0	0.0	0.0	0.07165352123078769	1.0	55	1	400	small_intestine
chr1	192775800	192777400	1	1	ENSG00000116750	10.9	1.0	0.0	0.0	0.028813018904704918	0.3979400086720376	117	0	1600	small_intestine
chr1	192786400	192786600	1	1	ENSG00000116750	10.9	1.0	0.0	0.0	0.028813018904704918	1.0	9	1	200	small_intestine
chr1	192830000	192830200	1	1	ENSG00000116750	10.9	1.0	0.0	0.0	0.028813018904704918	0.6989700043360187	0	1	200	small_intestine
chr1	192835400	192835600	1	1	ENSG00000116750	10.9	1.0	0.0	0.0	0.028813018904704918	1.0	0	1	200	small_intestine
chr1	192836600	192836800	1	1	ENSG00000116750	10.9	1.0	0.0	0.0	0.028813018904704918	1.0	0	1	200	small_intestine
chr1	196369000	196369200	1	1	ENSG00000000971	41.9	0.0	1.0	0.0	0.2930858051234285	0.5228787452803376	0	0	200	small_intestine
chr1	196370000	196370200	1	1	ENSG00000000971	41.9	0.0	1.0	0.0	0.2930858051234285	0.5228787452803376	0	0	200	small_intestine
chr1	196375600	196377200	1	1	ENSG00000000971	41.9	0.0	1.0	0.0	0.2930858051234285	1.0	0	1	1600	small_intestine
chr1	201552400	201552600	1	1	ENSG00000198700	13.9	1.0	1.0	1.0	0.006566265743630863	0.30102999566398103	200	0	200	small_intestine
chr1	202522800	202523200	1	1	ENSG00000117139	8.1	0.0	0.0	0.0	0.0172136993168303	0.5228787452803376	0	0	400	small_intestine
chr1	202558800	202559000	1	1	ENSG00000117139	8.1	0.0	0.0	0.0	0.0172136993168303	0.5228787452803376	0	0	200	small_intestine
chr1	203037400	203038200	1	1	ENSG00000133063	0.5	0.0	0.0	0.0	0.3289748900948047	0.3979400086720376	204	0	800	small_intestine
chr1	203037400	203038200	1	1	ENSG00000174529	2.3	1.0	0.0	0.0	0.033994432565573336	0.3979400086720376	204	0	800	small_intestine
chr1	203037400	203038200	1	1	ENSG00000117222	4.5	0.0	1.0	1.0	0.01343261765302478	0.3979400086720376	204	0	800	small_intestine
