chrom	start	end	target_gene	tss_start	tss_end	gene_length	ovary	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	43803477	43818443	ENSG00000117400	43803476	43803477	14966	0.2	0	0.22281078954804934	0.0	0.0	0.763	0.0	37.0	0.509795891202522	11.0	6406.0	732.0	0.2972972972972973	0.11426787386824852
chr1	43824625	43828874	ENSG00000117399	43824624	43824625	4249	0.8	0	0.1965138859410462	0.0	0.0	0.838	1.0	37.0	0.509795891202522	11.0	6406.0	732.0	0.2972972972972973	0.11426787386824852
chr1	43829067	43833696	ENSG00000066322	43829066	43829067	4629	28.6	1	0.02191048994788823	1.0	0.0	0.462	0.0	32.0	0.5160359610119778	11.0	4970.0	603.0	0.34375	0.12132796780684105
chr1	43849587	43855479	ENSG00000159479	43849586	43849587	5892	22.1	1	0.009376836411879787	1.0	0.0	1.098	0.0	32.0	0.5160359610119778	11.0	4970.0	603.0	0.34375	0.12132796780684105
chr1	43855552	43918321	ENSG00000198198	43855551	43855552	62769	4.6	1	0.01783886490951968	0.0	0.0	0.405	0.0	32.0	0.5160359610119778	11.0	4970.0	603.0	0.34375	0.12132796780684105
chr1	45965724	45976739	ENSG00000132763	45965723	45965724	11015	1.5	1	0.12927069418913698	0.0	0.0	1.755	0.0	21.0	0.6469901208451594	10.0	3862.0	593.0	0.47619047619047616	0.15354738477472812
chr1	52811394	52831865	ENSG00000154222	52811393	52811394	20471	13.3	1	0.01866980033186941	1.0	0.0	0.917	0.0	8.0	0.6048253317075749	5.0	1165.0	367.0	0.625	0.3150214592274678
chr1	52838500	52870131	ENSG00000085840	52838499	52838500	31631	0.5	0	0.13398263936674765	0.0	0.0	0.881	1.0	8.0	0.6048253317075749	5.0	1165.0	367.0	0.625	0.3150214592274678
chr1	52870235	52886511	ENSG00000134748	52870234	52870235	16276	15.7	1	0.012076428542978442	0.0	0.0	0.408	0.0	8.0	0.6048253317075749	5.0	1165.0	367.0	0.625	0.3150214592274678
chr1	52873953	53019159	ENSG00000134744	52873952	52873953	145206	46.1	1	0.028164690508163576	1.0	1.0	0.107	0.0	8.0	0.6048253317075749	5.0	1165.0	367.0	0.625	0.3150214592274678
chr1	53308182	53360670	ENSG00000203995	53308181	53308182	52488	0.1	0	0.6038481729731419	0.0	0.0	0.976	0.0	4.0	0.710935173682112	2.0	643.0	39.0	0.5	0.060653188180404355
chr1	53527853	53551174	ENSG00000174348	53527852	53527853	23321	189.0	1	0.2146150767476508	0.0	0.0	1.019	0.0	64.0	0.8277764812569948	52.0	16047.0	2039.0	0.8125	0.12706424876924036
chr1	53552854	53608289	ENSG00000162383	53552853	53552854	55435	0.7	0	0.10348158984253232	0.0	0.0	1.311	0.0	64.0	0.8277764812569948	52.0	16047.0	2039.0	0.8125	0.12706424876924036
chr1	56960418	57110974	ENSG00000162407	56960417	56960418	150556	82.9	1	0.025655437066555226	0.0	0.0	0.383	0.0	38.0	0.41630748456350775	7.0	7310.0	1471.0	0.18421052631578946	0.2012311901504788
chr1	59246464	59249785	ENSG00000177606	59246463	59246464	3321	212.2	1	0.053709791291134484	0.0	0.0	1.02	0.0	227.0	0.5722455601324017	105.0	48807.0	6565.0	0.46255506607929514	0.1345093941442826
chr1	59762309	60233347	ENSG00000172456	59762308	59762309	471038	5.2	1	0.2515479561781938	0.0	0.0	1.215	0.0	227.0	0.5722455601324017	105.0	48807.0	6565.0	0.46255506607929514	0.1345093941442826
chr1	64936427	65158741	ENSG00000158966	64936426	64936427	222314	12.1	1	0.06019022886115955	0.0	0.0	0.572	0.0	62.0	0.7232137743491359	37.0	11205.0	1372.0	0.5967741935483871	0.12244533690316822
chr1	65210777	65298915	ENSG00000162437	65210776	65210777	88138	5.4	1	0.029015930108884324	0.0	0.0	0.814	0.0	2.0	0.6644061292643801	1.0	872.0	228.0	0.5	0.26146788990825687
chr1	68150743	68154021	ENSG00000116717	68150742	68150743	3278	48.1	1	0.12467621045395748	0.0	0.0	1.131	0.0	79.0	0.5889650398478015	38.0	18138.0	1631.0	0.4810126582278481	0.08992171132429154
chr1	68167148	68299150	ENSG00000172380	68167147	68167148	132002	29.0	1	0.027363048953956717	0.0	0.0	1.055	0.0	79.0	0.5889650398478015	38.0	18138.0	1631.0	0.4810126582278481	0.08992171132429154
chr1	71318035	71513491	ENSG00000050628	71318034	71318035	195456	1.6	1	0.11225314371534814	0.0	0.0	0.579	0.0	2.0	1.0	2.0	243.0	0.0	1.0	0.0
chr1	79355448	79472403	ENSG00000162618	79355447	79355448	116955	4.5	1	0.06960234609523147	0.0	0.0	1.004	0.0	0.0		0.0				
chr1	84764048	84855640	ENSG00000203943	84764047	84764048	91592	0.2	0	0.16229903164527154	0.0	0.0	1.418	0.0	1.0	1.0	1.0	120.0	0.0	1.0	0.0
chr1	85109389	85156486	ENSG00000117155	85109388	85109389	47097	1.2	1	0.14202114777316388	0.0	0.0	0.794	0.0	1.0	0.7109351736821121	1.0	157.0	0.0	1.0	0.0
chr1	85784163	86043933	ENSG00000153904	85784162	85784163	259770	2.7	1	0.16257062846509918	0.0	0.0	0.952	0.0	54.0	0.5581185013552338	21.0	11129.0	2543.0	0.3888888888888889	0.22850211160032347
chr1	86046443	86049645	ENSG00000142871	86046442	86046443	3202	115.5	1	0.10956939395922577	0.0	0.0	0.45	0.0	54.0	0.5581185013552338	21.0	11129.0	2543.0	0.3888888888888889	0.22850211160032347
chr1	86115105	86174116	ENSG00000117174	86115104	86115105	59011	10.6	1	0.007150403169036994	0.0	0.0	1.161	1.0	54.0	0.5581185013552338	21.0	11129.0	2543.0	0.3888888888888889	0.22850211160032347
chr1	89597433	89641723	ENSG00000213512	89597432	89597433	44290	0.0	0	1.0000000000000002	0.0	0.0	1.177	0.0	22.0	0.5165063954747773	8.0	4110.0	25.0	0.36363636363636365	0.006082725060827251
chr1	89646830	89664615	ENSG00000162654	89646829	89646830	17785	5.8	1	0.08787104034126815	0.0	0.0	1.24	0.0	32.0	0.5648934380699605	13.0	6054.0	58.0	0.40625	0.00958044268252395
chr1	89724632	89738544	ENSG00000154451	89724631	89724632	13912	0.5	0	0.23845700945089054	0.0	0.0	1.031	0.0	32.0	0.5648934380699605	13.0	6054.0	58.0	0.40625	0.00958044268252395
chr1	89829616	89852020	ENSG00000183347	89829615	89829616	22404	0.1	0	0.2709585828893951	0.0	0.0	1.269	0.0	25.0	0.6680443435332626	13.0	4985.0	58.0	0.52	0.011634904714142427
chr1	90098630	90235462	ENSG00000171488	90098629	90098630	136832	2.9	1	0.022235466235633782	0.0	0.0	0.639	0.0	10.0	0.5837829655494102	3.0	2469.0	419.0	0.3	0.1697043337383556
chr1	90286572	90402170	ENSG00000171492	90286571	90286572	115598	3.5	1	0.05444402726924637	0.0	1.0	0.312	0.0	14.0	0.6851931126416205	8.0	1880.0	367.0	0.5714285714285714	0.1952127659574468
chr1	94994780	95007356	ENSG00000117525	94994779	94994780	12576	117.2	1	0.09435454495169204	0.0	0.0	0.804	0.0	88.0	0.5985263664233605	45.0	18681.0	680.0	0.5113636363636364	0.03640062095176918
chr1	95285897	95360802	ENSG00000143036	95285896	95285897	74905	1.7	1	0.14188507474085374	0.0	0.0	1.473	0.0	88.0	0.5985263664233605	45.0	18681.0	680.0	0.5113636363636364	0.03640062095176918
chr1	95362506	95392834	ENSG00000117519	95362505	95362506	30328	130.8	1	0.029627247647704687	0.0	0.0	0.489	0.0	72.0	0.5141276930523435	28.0	14604.0	2061.0	0.3888888888888889	0.14112571898110107
chr1	95439962	95538501	ENSG00000172339	95439961	95439962	98539	0.7	0	0.0300003730688198	0.0	0.0	1.196	1.0	72.0	0.5141276930523435	28.0	14604.0	2061.0	0.3888888888888889	0.14112571898110107
chr1	101185297	101204601	ENSG00000162692	101185296	101185297	19304	23.6	1	0.30646925173877065	0.0	0.0	0.386	0.0	26.0	0.7860170873735052	19.0	4896.0	376.0	0.7307692307692307	0.07679738562091504
chr1	101702443	101707074	ENSG00000170989	101702442	101702443	4631	7.9	1	0.06545873027060263	0.0	0.0	0.547	0.0	1.0	1.0	1.0	100.0	0.0	1.0	0.0
chr1	102268129	102462586	ENSG00000118733	102268128	102268129	194457	0.0	0	0.5838202655850724	0.0	0.0	0.688	0.0	1.0	1.0	1.0	100.0	0.0	1.0	0.0
chr1	111214309	111217655	ENSG00000177272	111214308	111214309	3346	0.2	0	0.14422590219295198	0.0	0.0	0.392	0.0	2.0	1.0	2.0	203.0	0.0	1.0	0.0
chr1	112084839	112259313	ENSG00000116473	112084838	112084839	174474	29.8	1	0.014213245325910315	1.0	0.0	0.537	0.0	25.0	0.464429534836535	6.0	5027.0	1330.0	0.24	0.2645713148995425
chr1	112223251	112298446	ENSG00000197852	112223250	112223251	75195	2.1	1	0.08321468655148312	0.0	0.0	0.968	0.0	25.0	0.464429534836535	6.0	5027.0	1330.0	0.24	0.2645713148995425
chr1	112297866	112310638	ENSG00000064703	112297865	112297866	12772	6.3	1	0.02500100859665392	0.0	0.0	1.041	1.0	25.0	0.464429534836535	6.0	5027.0	1330.0	0.24	0.2645713148995425
chr1	112938802	113006078	ENSG00000143079	112938801	112938802	67276	5.3	1	0.032298098006443315	0.0	0.0	0.685	0.0	22.0	0.30928515983813354	4.0	4326.0	357.0	0.18181818181818182	0.0825242718446602
chr1	113009162	113072787	ENSG00000134245	113009161	113009162	63625	11.2	1	0.07886386109820563	0.0	0.0	0.611	0.0	22.0	0.30928515983813354	4.0	4326.0	357.0	0.18181818181818182	0.0825242718446602
chr1	113933370	114228545	ENSG00000081026	113933369	113933370	295175	4.0	1	0.03520555838182792	0.0	0.0	0.387	0.0	7.0	0.7147801242262529	4.0	2232.0	866.0	0.5714285714285714	0.38799283154121866
chr1	115828538	115880857	ENSG00000134259	115828537	115828538	52319	19.1	1	0.22546053164616586	0.0	0.0	0.528	0.0	97.0	0.745604607423732	66.0	21206.0	2349.0	0.6804123711340206	0.11077053664057342
chr1	116915289	116952883	ENSG00000163399	116915288	116915289	37594	118.2	1	0.07699226850028787	0.0	1.0	0.121	1.0	38.0	0.5309283736074174	15.0	6902.0	1303.0	0.39473684210526316	0.1887858591712547
chr1	118148555	118170994	ENSG00000183508	118148554	118148555	22439	3.5	1	0.16230476015189932	0.0	1.0	0.322	0.0	13.0	0.4384633829322783	3.0	1687.0	87.0	0.23076923076923078	0.051570835803200946
chr1	119425668	119532179	ENSG00000092607	119425667	119425668	106511	0.1	0	0.7821497087067832	0.0	0.0	0.437	0.0	2.0	1.0	2.0	247.0	147.0	1.0	0.5951417004048583
chr1	150618700	150669630	ENSG00000143457	150618699	150618700	50930	12.6	1	0.02036037591140261	0.0	0.0	1.064	0.0	16.0	0.7514966145728144	11.0	2537.0	364.0	0.6875	0.1434765471028774
chr1	150670535	150693364	ENSG00000143452	150670534	150670535	22829	0.0	0	0.3846480910995241	0.0	1.0	0.343	0.0	16.0	0.7514966145728144	11.0	2537.0	364.0	0.6875	0.1434765471028774
chr1	150702671	150738433	ENSG00000163131	150702670	150702671	35762	5.0	1	0.20735248927600505	0.0	0.0	0.525	0.0	16.0	0.7514966145728144	11.0	2537.0	364.0	0.6875	0.1434765471028774
chr1	150768683	150780799	ENSG00000143387	150768682	150768683	12116	71.8	1	0.09630241947407972	0.0	0.0	0.94	0.0	16.0	0.7514966145728144	11.0	2537.0	364.0	0.6875	0.1434765471028774
chr1	150782180	150849244	ENSG00000143437	150782179	150782180	67064	31.6	1	0.03443775671805575	1.0	1.0	0.279	0.0	16.0	0.7514966145728144	11.0	2537.0	364.0	0.6875	0.1434765471028774
chr1	151955390	151966866	ENSG00000197747	151955389	151955390	11476	224.6	1	0.07794962147892885	0.0	0.0	1.664	0.0	15.0	0.7774056924427527	11.0	2764.0	452.0	0.7333333333333333	0.16353111432706222
chr1	152850792	152857523	ENSG00000163206	152850791	152850792	6731	0.1	0	0.4181874673140512	0.0	0.0	0.0	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	152881020	152884362	ENSG00000163207	152881019	152881020	3342	0.0	0	0.3840213985377769	0.0	0.0	0.0	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	152943141	152945050	ENSG00000184148	152943140	152943141	1909	0.0	0	1.0000000000000002	0.0	0.0	1.77	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	152956556	152958289	ENSG00000169474	152956555	152956556	1733	1.1	1	0.06712576164182762	0.0	0.0	1.867	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	152974222	152976332	ENSG00000163209	152974221	152974222	2110	3.7	1	0.06564072469428574	0.0	0.0	0.0	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	153003677	153005376	ENSG00000169469	153003676	153003677	1699	0.7	0	0.06131875315380494	0.0	0.0	1.93	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	153012200	153014407	ENSG00000163216	153012199	153012200	2207	0.5	0	0.07678966058947309	0.0	0.0	1.929	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	153028588	153030013	ENSG00000241794	153028587	153028588	1425	1.2	1	0.07001848636940766	0.0	0.0	0.0	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	153042699	153113927	ENSG00000196805	153042698	153042699	71228	0.3	0	0.6870023054367967	0.0	0.0	0.0	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	153065610	153078660	ENSG00000203785	153065609	153065610	13050	2.0	1	0.07929228693482576	0.0	0.0	1.94	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	153084589	153085991	ENSG00000244094	153084588	153084589	1402	110.2	1	0.6747744077234914	0.0	0.0	1.904	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	153122057	153123345	ENSG00000159516	153122056	153122057	1288	0.2	0	0.1070221415486047	0.0	0.0	0.0	0.0	22.0	0.932070751244617	20.0	3702.0	191.0	0.9090909090909091	0.05159373311723393
chr1	157644110	157670647	ENSG00000160856	157644109	157644110	26537	0.0	0	0.44344567401481	0.0	0.0	1.279	0.0	1.0	1.0	1.0	100.0	0.0	1.0	0.0
chr1	158580495	158656488	ENSG00000163554	158580494	158580495	75993	0.0	0	0.5903661101565354	0.0	0.0	0.491	0.0	2.0	1.0	2.0	312.0	222.0	1.0	0.7115384615384616
chr1	158686957	158687953	ENSG00000203757	158686956	158686957	996	0.0	0	0.6116394671613088	0.0	0.0	1.89	0.0	1.0	1.0	1.0	100.0	0.0	1.0	0.0
chr1	163038564	163046592	ENSG00000117152	163038563	163038564	8028	1.9	1	0.5225832756508064	0.0	0.0	1.44	0.0	5.0	0.8657624517057521	4.0	619.0	0.0	0.8	0.0
chr1	165370158	165414433	ENSG00000143171	165370157	165370158	44275	0.6	0	0.2790646861744613	0.0	0.0	0.461	0.0	15.0	0.6014817406350859	5.0	2743.0	206.0	0.3333333333333333	0.07510025519504193
chr1	165513243	165533198	ENSG00000162763	165513242	165513243	19955	0.0	0	0.8260039791035741	0.0	0.0	1.662	0.0	15.0	0.6014817406350859	5.0	2743.0	206.0	0.3333333333333333	0.07510025519504193
chr1	168510002	168513235	ENSG00000143185	168510001	168510002	3233	0.1	0	0.3450442304642966	0.0	0.0	1.785	0.0	17.0	0.8710267136530204	14.0	2453.0	50.0	0.8235294117647058	0.020383204239706482
chr1	168545710	168551315	ENSG00000143184	168545709	168545710	5605	0.1	0	0.29340404131029785	0.0	0.0	1.866	0.0	15.0	0.6094799234780489	5.0	3145.0	32.0	0.3333333333333333	0.010174880763116057
chr1	168664696	168698502	ENSG00000143196	168664695	168664696	33806	25.3	1	0.2297060407590085	0.0	0.0	1.228	0.0	54.0	0.6354389734745071	28.0	10641.0	794.0	0.5185185185185185	0.07461704726999342
chr1	169074934	169101960	ENSG00000143153	169074933	169074934	27026	43.4	1	0.1454964986722372	0.0	1.0	0.153	0.0	54.0	0.6354389734745071	28.0	10641.0	794.0	0.5185185185185185	0.07461704726999342
chr1	169101768	169337205	ENSG00000143156	169101767	169101768	235437	10.4	1	0.021410679307467748	0.0	0.0	0.909	0.0	54.0	0.6354389734745071	28.0	10641.0	794.0	0.5185185185185185	0.07461704726999342
chr1	169691780	169733846	ENSG00000007908	169691779	169691780	42066	2.3	1	0.15898879290312934	0.0	0.0	0.86	0.0	0.0		0.0				
chr1	171060017	171086959	ENSG00000007933	171060016	171060017	26942	0.1	0	0.7135959590240744	0.0	0.0	1.584	0.0	20.0	0.3945273875423281	4.0	3679.0	607.0	0.2	0.16499048654525686
chr1	171154346	171181822	ENSG00000094963	171154345	171154346	27476	2.4	1	0.3477346964096217	0.0	0.0	1.06	0.0	17.0	0.37975556618120293	3.0	3292.0	444.0	0.17647058823529413	0.13487241798298907
chr1	171604556	171621823	ENSG00000034971	171604555	171604556	17267	1.4	1	0.3309336791751385	0.0	0.0	1.253	0.0	11.0	0.44702950181053164	4.0	2604.0	259.0	0.36363636363636365	0.09946236559139784
chr1	171669299	171711387	ENSG00000117533	171669298	171669299	42088	5.0	1	0.004040540223636021	0.0	0.0	0.77	0.0	11.0	0.44702950181053164	4.0	2604.0	259.0	0.36363636363636365	0.09946236559139784
chr1	171810620	172387606	ENSG00000197959	171810619	171810620	576986	2.5	1	0.2492293587841505	0.0	0.0	0.483	0.0	7.0	0.5254442115198258	3.0	893.0	319.0	0.42857142857142855	0.3572228443449048
chr1	172501488	172580971	ENSG00000094975	172501487	172501488	79483	12.7	1	0.04131819904207415	0.0	1.0	0.303	0.0	3.0	0.5182252894701868	1.0	613.0	0.0	0.3333333333333333	0.0
chr1	177140632	177251558	ENSG00000198797	177140631	177140632	110926	0.0	0	0.5366534565825574	0.0	1.0	0.21	0.0	6.0	0.816571268454144	5.0	672.0	43.0	0.8333333333333334	0.06398809523809523
chr1	178818839	178840187	ENSG00000116194	178818838	178818839	21348	53.0	1	0.15881890429682435	0.0	0.0	1.273	0.0	55.0	0.7139907281879545	34.0	13006.0	1671.0	0.6181818181818182	0.12847916346301708
chr1	179851176	179894135	ENSG00000143337	179851175	179851176	42959	36.7	1	0.023191310166942168	0.0	0.0	0.907	0.0	15.0	0.7011113054763143	10.0	3441.0	1382.0	0.6666666666666666	0.4016274338854984
chr1	179923872	180084015	ENSG00000135837	179923871	179923872	160143	9.9	1	0.0660809568289985	0.0	1.0	0.184	0.0	15.0	0.7011113054763143	10.0	3441.0	1382.0	0.6666666666666666	0.4016274338854984
chr1	180601139	180859387	ENSG00000143324	180601138	180601139	258248	4.8	1	0.02490546019205998	0.0	1.0	0.156	0.0	13.0	0.7112974788043416	9.0	1808.0	474.0	0.6923076923076923	0.26216814159292035
chr1	182350838	182361341	ENSG00000135821	182350837	182350838	10503	304.4	1	0.12004313718009675	0.0	1.0	0.185	0.0	68.0	0.5266747743656629	24.0	16887.0	2361.0	0.35294117647058826	0.13981168946526915
chr1	182367251	182369751	ENSG00000203730	182367250	182367251	2500	0.1	0	0.6870023054367967	0.0	0.0	1.769	0.0	68.0	0.5266747743656629	24.0	16887.0	2361.0	0.35294117647058826	0.13981168946526915
chr1	182615238	182653711	ENSG00000135824	182615237	182615238	38473	0.0	0	0.5438845787742871	0.0	0.0	0.618	0.0	9.0	0.8072901157880747	7.0	1479.0	134.0	0.7777777777777778	0.09060175794455713
chr1	182992594	183114727	ENSG00000135862	182992593	182992594	122133	36.9	1	0.0984794432143223	0.0	1.0	0.198	0.0	60.0	0.5938504581596213	26.0	12175.0	3361.0	0.43333333333333335	0.27605749486652975
chr1	183155372	183214035	ENSG00000058085	183155371	183155372	58663	0.9	0	0.2351867419470277	0.0	0.0	0.648	0.0	60.0	0.5938504581596213	26.0	12175.0	3361.0	0.43333333333333335	0.27605749486652975
chr1	183217371	183387737	ENSG00000157064	183217370	183217371	170366	0.4	0	0.4201001822501897	0.0	1.0	0.265	0.0	60.0	0.5938504581596213	26.0	12175.0	3361.0	0.43333333333333335	0.27605749486652975
chr1	184020810	184043346	ENSG00000198860	184020809	184020810	22536	11.5	1	0.01980077516862697	1.0	0.0	0.796	0.0	2.0	0.7109351736821121	2.0	259.0	0.0	1.0	0.0
chr1	185014495	185071740	ENSG00000121481	185014494	185014495	57245	7.0	1	0.005813788665973034	0.0	1.0	0.171	0.0	10.0	0.8505556527381571	8.0	2028.0	278.0	0.8	0.13708086785009863
chr1	192544856	192549161	ENSG00000090104	192544855	192544856	4305	11.3	1	0.07165352123078769	0.0	0.0	0.505	0.0	2.0	0.3288122585287603	0.0	233.0	0.0	0.0	0.0
chr1	196621007	196716634	ENSG00000000971	196621006	196621007	95627	166.9	1	0.2930858051234285	0.0	1.0	0.324	0.0	35.0	0.9290968373080988	34.0	5240.0	30.0	0.9714285714285714	0.0057251908396946565
chr1	197122809	197169672	ENSG00000177888	197122808	197122809	46863	3.4	1	0.01703289621455766	0.0	0.0	0.414	0.0	5.0	0.7011113054763144	2.0	1173.0	203.0	0.4	0.17306052855924978
chr1	197170591	197447585	ENSG00000134376	197170590	197170591	276994	0.5	0	0.4565783480483544	0.0	0.0	0.829	0.0	5.0	0.7011113054763144	2.0	1173.0	203.0	0.4	0.17306052855924978
chr1	198126092	198291550	ENSG00000151414	198126091	198126092	165458	18.7	1	0.04854575033684775	0.0	0.0	0.386	0.0	10.0	0.6705024134447766	4.0	1885.0	239.0	0.4	0.12679045092838195
chr1	200593023	200639097	ENSG00000118197	200593022	200593023	46074	17.1	1	0.03431540880290445	1.0	0.0	0.876	1.0	16.0	0.7557113073344616	11.0	2913.0	191.0	0.6875	0.06556814280810161
chr1	200708685	200829832	ENSG00000118200	200708684	200708685	121147	14.1	1	0.05693931918285423	0.0	1.0	0.203	0.0	16.0	0.7557113073344616	11.0	2913.0	191.0	0.6875	0.06556814280810161
chr1	201592410	201796102	ENSG00000134369	201592409	201592410	203692	2.8	1	0.07212438026083369	0.0	1.0	0.08	0.0	43.0	0.48030673545680497	10.0	9971.0	1552.0	0.23255813953488372	0.15565138902818174
chr1	203052259	203055164	ENSG00000122180	203052258	203052259	2905	0.0	0	0.9894108602768512	0.0	0.0	0.408	0.0	2.0	0.481856718686449	1.0	234.0	13.0	0.5	0.05555555555555555
chr1	203059781	203136533	ENSG00000163485	203059780	203059781	76752	0.2	0	0.28587937150263315	0.0	0.0	1.1	0.0	2.0	0.481856718686449	1.0	234.0	13.0	0.5	0.05555555555555555
chr1	203136938	203144941	ENSG00000133055	203136937	203136938	8003	0.0	0	0.8581004677201751	0.0	0.0	1.281	0.0	2.0	0.481856718686449	1.0	234.0	13.0	0.5	0.05555555555555555
chr1	203148058	203155877	ENSG00000133048	203148057	203148058	7819	7.9	1	0.3332211894852574	0.0	0.0	0.924	0.0	2.0	0.481856718686449	1.0	234.0	13.0	0.5	0.05555555555555555
chr1	203181954	203242769	ENSG00000133063	203181953	203181954	60815	0.4	0	0.3289748900948047	0.0	0.0	1.339	0.0	2.0	0.481856718686449	1.0	234.0	13.0	0.5	0.05555555555555555
chr1	203444955	203460480	ENSG00000188783	203444954	203444955	15525	133.8	1	0.11480503940786743	0.0	0.0	1.281	0.0	81.0	0.5395057447239093	34.0	26123.0	1983.0	0.41975308641975306	0.07591011752095854
chr1	204123943	204135465	ENSG00000143839	204123942	204123943	11522	17.3	1	0.5756615080462449	0.0	0.0	0.959	0.0	26.0	0.44184996842915136	7.0	5654.0	899.0	0.2692307692307692	0.1590024761230987
chr1	204159468	204165614	ENSG00000170498	204159467	204159468	6146	0.0	0	0.3588006549915452	0.0	0.0	1.41	0.0	35.0	0.530989089645062	14.0	7572.0	972.0	0.4	0.12836767036450078
chr1	204167287	204183220	ENSG00000174567	204167286	204167287	15933	0.1	0	0.531257929414827	0.0	0.0	0.857	0.0	35.0	0.530989089645062	14.0	7572.0	972.0	0.4	0.12836767036450078
