chrom	start	end	target_gene	tss_start	tss_end	gene_length	pancreas	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	10270862	10441661	ENSG00000054523	10270861	10270862	170799	5.3	1	0.2099452749424318	0.0	1.0	0.171	0.0	4.0	0.6386689671026402	3.0	2354.0	640.0	0.75	0.27187765505522515
chr1	11539222	11597641	ENSG00000204624	11539221	11539222	58419	0.1	0	0.4711625286950651	0.0	0.0	0.548	0.0	2.0	1.0	2.0	300.0	0.0	1.0	0.0
chr1	12627938	12677737	ENSG00000162496	12627937	12627938	49799	0.0	0	0.10403015526466948	0.0	0.0	0.674	0.0	53.0	0.2591567011281415	4.0	13642.0	2782.0	0.07547169811320754	0.20392904266236622
chr1	12704565	12727097	ENSG00000204518	12704564	12704565	22532	0.0	0	0.6941127267919259	0.0	0.0	1.679	0.0	53.0	0.2591567011281415	4.0	13642.0	2782.0	0.07547169811320754	0.20392904266236622
chr1	14925199	15444539	ENSG00000189337	14925198	14925199	519340	3.7	1	0.16572770054075014	0.0	0.0	0.381	0.0	16.0	0.826832779966598	13.0	3832.0	27.0	0.8125	0.007045929018789144
chr1	15479027	15546976	ENSG00000171729	15479026	15479027	67949	17.7	1	0.1012273031421312	0.0	0.0	0.765	0.0	53.0	0.6288831520064451	27.0	17867.0	525.0	0.5094339622641509	0.029383780153355347
chr1	15736390	15756839	ENSG00000142634	15736389	15736390	20449	30.3	1	0.06290137009651364	0.0	0.0	1.275	0.0	35.0	0.6087612841061755	18.0	11754.0	1172.0	0.5142857142857142	0.09971073677046112
chr1	15764934	15775737	ENSG00000162438	15764933	15764934	10803	8790.0	1	0.9953839681956808	0.0	0.0	1.692	0.0	35.0	0.6087612841061755	18.0	11754.0	1172.0	0.5142857142857142	0.09971073677046112
chr1	15986363	15988217	ENSG00000215695	15986362	15986363	1854	0.0	0	0.25158745769912005	1.0	0.0	1.522	0.0	21.0	0.3966197198918766	4.0	5532.0	465.0	0.19047619047619047	0.08405639913232105
chr1	16010826	16061264	ENSG00000116786	16010825	16010826	50438	11.4	1	0.07352016910895053	0.0	0.0	0.541	0.0	21.0	0.3966197198918766	4.0	5532.0	465.0	0.19047619047619047	0.08405639913232105
chr1	16062899	16067891	ENSG00000162461	16062898	16062899	4992	1.8	1	0.16024641024893882	0.0	0.0	1.345	0.0	20.0	0.38090394720236487	3.0	5308.0	340.0	0.15	0.0640542577241899
chr1	16068916	16074477	ENSG00000162460	16068915	16068916	5561	0.0	0	0.6446407430412442	0.0	0.0	1.409	0.0	20.0	0.38090394720236487	3.0	5308.0	340.0	0.15	0.0640542577241899
chr1	16083101	16113089	ENSG00000162458	16083100	16083101	29988	6.3	1	0.09544928076249147	0.0	0.0	1.254	0.0	20.0	0.38090394720236487	3.0	5308.0	340.0	0.15	0.0640542577241899
chr1	16268363	16302627	ENSG00000116809	16268362	16268363	34264	9.3	1	0.007685736075891235	1.0	1.0	0.309	1.0	17.0	0.28511548042589435	2.0	4371.0	711.0	0.11764705882352941	0.16266300617707619
chr1	16558194	16563657	ENSG00000132881	16558193	16558194	5463	1.7	1	0.04008951326617734	0.0	0.0	1.626	0.0	12.0	0.5079034822445962	4.0	3885.0	572.0	0.3333333333333333	0.14723294723294722
chr1	16573333	16678949	ENSG00000037637	16573332	16573333	105616	4.7	1	0.013987202434530341	1.0	1.0	0.274	0.0	12.0	0.5079034822445962	4.0	3885.0	572.0	0.3333333333333333	0.14723294723294722
chr1	18434239	18704977	ENSG00000117154	18434238	18434239	270738	0.3	0	0.3546752091876996	0.0	0.0	0.525	0.0	0.0		0.0				
chr1	18957499	19075360	ENSG00000009709	18957498	18957499	117861	0.0	0	0.5561742893070402	0.0	0.0	0.558	0.0	0.0		0.0				
chr1	19230774	19283180	ENSG00000169991	19230773	19230774	52406	7.4	1	0.04579335389665255	0.0	0.0	0.42	0.0	35.0	0.5597018718135699	18.0	11762.0	1968.0	0.5142857142857142	0.16731848325114776
chr1	19542157	19578046	ENSG00000127463	19542156	19542157	35889	3.4	1	0.018300840904622702	1.0	0.0	1.009	1.0	3.0	0.48720592652503214	1.0	1074.0	214.0	0.3333333333333333	0.19925512104283055
chr1	19578032	19586622	ENSG00000053372	19578031	19578032	8590	9.6	1	0.01718983473105039	1.0	1.0	0.23	1.0	3.0	0.48720592652503214	1.0	1074.0	214.0	0.3333333333333333	0.19925512104283055
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	1.8	1	0.04258459524331211	1.0	0.0	0.584	0.0	21.0	0.40254259311570834	7.0	5806.0	973.0	0.3333333333333333	0.1675852566310713
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	11.1	1	0.14015894486695946	0.0	0.0	1.023	0.0	21.0	0.40254259311570834	7.0	5806.0	973.0	0.3333333333333333	0.1675852566310713
chr1	20301924	20306932	ENSG00000188257	20301923	20301924	5008	1.3	1	0.2948839395651715	0.0	0.0	1.292	0.0	6.0	0.7591126447350934	5.0	1177.0	12.0	0.8333333333333334	0.010195412064570943
chr1	20354671	20417683	ENSG00000127472	20354670	20354671	63012	0.3	0	0.32799373176247504	0.0	0.0	1.57	0.0	6.0	0.7591126447350934	5.0	1177.0	12.0	0.8333333333333334	0.010195412064570943
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	0.0	0	0.3874819248405741	0.0	0.0	1.786	0.0	6.0	0.7591126447350934	5.0	1177.0	12.0	0.8333333333333334	0.010195412064570943
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	6.0	0.7591126447350934	5.0	1177.0	12.0	0.8333333333333334	0.010195412064570943
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	0.0		0.0				
chr1	21766620	21811498	ENSG00000142794	21766619	21766620	44878	1.2	1	0.01804510807430667	0.0	0.0	1.151	0.0	59.0	0.45352877526896057	20.0	20958.0	1413.0	0.3389830508474576	0.0674205553965073
chr1	21835857	21904905	ENSG00000162551	21835856	21835857	69048	0.9	0	0.14747390331529855	0.0	0.0	0.693	0.0	61.0	0.44301325873707126	20.0	21268.0	1549.0	0.32786885245901637	0.07283242429941697
chr1	21922707	21995801	ENSG00000076864	21922706	21922707	73094	50.4	1	0.2427496894060525	0.0	1.0	0.349	0.0	61.0	0.44301325873707126	20.0	21268.0	1549.0	0.32786885245901637	0.07283242429941697
chr1	22004790	22110099	ENSG00000090686	22004789	22004790	105309	9.8	1	0.008088395921633915	0.0	1.0	0.161	0.0	28.0	0.6688967090125892	17.0	9713.0	910.0	0.6071428571428571	0.09368887058581282
chr1	22138757	22151714	ENSG00000187942	22138756	22138757	12957	0.6	0	0.06437412866343913	0.0	0.0	1.241	0.0	9.0	0.6027093879417498	5.0	2825.0	78.0	0.5555555555555556	0.02761061946902655
chr1	22148737	22263790	ENSG00000142798	22148736	22148737	115053	5.4	1	0.10650915245498513	0.0	0.0	0.412	0.0	9.0	0.6027093879417498	5.0	2825.0	78.0	0.5555555555555556	0.02761061946902655
chr1	22778343	22857650	ENSG00000184677	22778342	22778343	79307	4.6	1	0.03206979594785059	0.0	0.0	0.693	0.0	28.0	0.6574233016577882	16.0	7220.0	1136.0	0.5714285714285714	0.15734072022160664
chr1	22890056	22930087	ENSG00000070886	22890055	22890056	40031	0.3	0	0.4629935137784575	0.0	0.0	0.712	0.0	28.0	0.6574233016577882	16.0	7220.0	1136.0	0.5714285714285714	0.15734072022160664
chr1	22962998	22966101	ENSG00000173372	22962997	22962998	3103	13.9	1	0.281836438529712	0.0	0.0	1.153	0.0	28.0	0.6574233016577882	16.0	7220.0	1136.0	0.5714285714285714	0.15734072022160664
chr1	22970122	22974603	ENSG00000159189	22970121	22970122	4481	14.1	1	0.25615132396009915	0.0	0.0	1.094	0.0	28.0	0.6574233016577882	16.0	7220.0	1136.0	0.5714285714285714	0.15734072022160664
chr1	22979254	22988031	ENSG00000173369	22979253	22979254	8777	20.0	1	0.2705976153790671	0.0	0.0	1.044	0.0	28.0	0.6574233016577882	16.0	7220.0	1136.0	0.5714285714285714	0.15734072022160664
chr1	23037331	23241818	ENSG00000133216	23037330	23037331	204487	1.4	1	0.08264533749662145	0.0	1.0	0.184	0.0	4.0	0.5080582829427999	1.0	1478.0	588.0	0.25	0.39783491204330174
chr1	23337326	23342343	ENSG00000227868	23337325	23337326	5017	0.0	0	0.377569257467375	0.0	0.0	1.825	0.0	8.0	0.4833252397101915	3.0	2909.0	202.0	0.375	0.06943966998968717
chr1	23345940	23410182	ENSG00000004487	23345939	23345940	64242	11.9	1	0.013717069056817296	0.0	1.0	0.276	0.0	8.0	0.4833252397101915	3.0	2909.0	202.0	0.375	0.06943966998968717
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	0.1	0	0.054323145428416084	0.0	0.0	0.402	0.0	4.0	0.48185671868644897	2.0	621.0	49.0	0.5	0.07890499194847021
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	5.0	0.49385399295089394	2.0	816.0	244.0	0.4	0.29901960784313725
chr1	23630263	23670829	ENSG00000125944	23630262	23630263	40566	13.1	1	0.00726380150912205	1.0	1.0	0.21	0.0	21.0	0.45805086769877174	6.0	5378.0	865.0	0.2857142857142857	0.16084046113796951
chr1	23685940	23695935	ENSG00000125945	23685939	23685940	9995	2.9	1	0.03904712431800852	0.0	0.0	0.878	0.0	21.0	0.45805086769877174	6.0	5378.0	865.0	0.2857142857142857	0.16084046113796951
chr1	23707553	23751233	ENSG00000204219	23707552	23707553	43680	87.4	1	0.3019665645789893	0.0	0.0	0.73	0.0	21.0	0.45805086769877174	6.0	5378.0	865.0	0.2857142857142857	0.16084046113796951
chr1	23755055	23811061	ENSG00000088280	23755054	23755055	56006	8.6	1	0.10216357735593487	0.0	0.0	0.711	0.0	21.0	0.45805086769877174	6.0	5378.0	865.0	0.2857142857142857	0.16084046113796951
chr1	23884408	23886285	ENSG00000117318	23884407	23884408	1877	17.9	1	0.04834788799417868	0.0	0.0	0.709	0.0	12.0	0.577224702394497	6.0	4740.0	1682.0	0.5	0.35485232067510547
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	12.0	0.5908839932654074	5.0	4464.0	201.0	0.4166666666666667	0.04502688172043011
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	1.3	1	0.0572567126063331	0.0	0.0	1.339	0.0	12.0	0.5908839932654074	5.0	4464.0	201.0	0.4166666666666667	0.04502688172043011
chr1	24742283	24799466	ENSG00000001461	24742282	24742283	57183	5.6	1	0.11992147565712866	0.0	0.0	0.844	0.0	12.0	0.5908839932654074	5.0	4464.0	201.0	0.4166666666666667	0.04502688172043011
chr1	24829386	24867530	ENSG00000117602	24829385	24829386	38144	2.9	1	0.07967952413474128	0.0	0.0	1.313	0.0	7.0	0.7693691121053031	4.0	1531.0	13.0	0.5714285714285714	0.008491182233834096
chr1	25226001	25291612	ENSG00000020633	25226000	25226001	65611	0.3	0	0.2694343514159967	0.0	0.0	0.424	0.0	0.0		0.0				
chr1	25757387	25826700	ENSG00000204178	25757386	25757387	69313	9.7	1	0.060250611936855075	1.0	1.0	0.259	0.0	5.0	0.6531222084185344	4.0	1130.0	138.0	0.8	0.12212389380530973
chr1	25870070	25895377	ENSG00000157978	25870069	25870070	25307	14.8	1	0.09269333132337554	0.0	0.0	1.163	0.0	18.0	0.5184869542806859	10.0	4352.0	775.0	0.5555555555555556	0.17807904411764705
chr1	25943958	26112698	ENSG00000117643	25943957	25943958	168740	0.9	0	0.04358991749474712	0.0	0.0	0.434	0.0	17.0	0.5241702840993012	10.0	4049.0	775.0	0.5882352941176471	0.19140528525561867
chr1	26187700	26197744	ENSG00000182749	26187699	26187700	10044	2.4	1	0.10655391235971508	0.0	0.0	1.175	0.0	31.0	0.579927011374269	15.0	12112.0	1272.0	0.4838709677419355	0.10501981505944517
chr1	26210671	26233482	ENSG00000117632	26210670	26210671	22811	9.6	1	0.26550081104013146	0.0	0.0	0.944	0.0	31.0	0.579927011374269	15.0	12112.0	1272.0	0.4838709677419355	0.10501981505944517
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	12.8	1	0.11371882885611022	0.0	0.0	1.113	0.0	31.0	0.579927011374269	15.0	12112.0	1272.0	0.4838709677419355	0.10501981505944517
chr1	26346374	26362955	ENSG00000158008	26346373	26346374	16581	0.6	0	0.3220681743865335	0.0	0.0	1.082	0.0	30.0	0.5755600726306742	14.0	11962.0	1272.0	0.4666666666666667	0.10633673298779468
chr1	26363742	26372624	ENSG00000158014	26363741	26363742	8882	42.6	1	0.8485205858290996	0.0	0.0	0.615	0.0	30.0	0.5755600726306742	14.0	11962.0	1272.0	0.4666666666666667	0.10633673298779468
chr1	26377794	26394927	ENSG00000158022	26377793	26377794	17133	0.3	0	0.8684081366076001	0.0	0.0	1.469	0.0	30.0	0.5755600726306742	14.0	11962.0	1272.0	0.4666666666666667	0.10633673298779468
chr1	26437663	26452034	ENSG00000175087	26437662	26437663	14371	2.3	1	0.02521019098345276	0.0	0.0	0.643	0.0	30.0	0.5755600726306742	14.0	11962.0	1272.0	0.4666666666666667	0.10633673298779468
chr1	26485510	26489119	ENSG00000197245	26485509	26485510	3609	1.4	1	0.050620139634493584	0.0	0.0	0.95	0.0	12.0	0.5818652787275316	6.0	4617.0	1208.0	0.5	0.2616417587177821
chr1	26496361	26498551	ENSG00000142684	26496360	26496361	2190	7.1	1	0.062221286964571715	1.0	0.0	1.693	0.0	12.0	0.5818652787275316	6.0	4617.0	1208.0	0.5	0.2616417587177821
chr1	26503893	26516377	ENSG00000142675	26503892	26503893	12484	5.8	1	0.11403056135705715	0.0	0.0	1.282	0.0	12.0	0.5818652787275316	6.0	4617.0	1208.0	0.5	0.2616417587177821
chr1	26560690	26605299	ENSG00000130695	26560689	26560690	44609	2.0	1	0.1878774389956173	0.0	0.0	0.53	1.0	14.0	0.5796563475554797	7.0	5678.0	1440.0	0.5	0.2536104262064107
chr1	26605666	26608007	ENSG00000142669	26605665	26605666	2341	51.8	1	0.03667100237670372	0.0	0.0	1.059	0.0	16.0	0.6321993041110447	9.0	5978.0	1440.0	0.5625	0.24088323854131816
chr1	26607818	26644854	ENSG00000158062	26607817	26607818	37036	4.4	1	0.0418219913578769	0.0	0.0	1.142	0.0	10.0	0.5440540254721705	4.0	4261.0	1166.0	0.4	0.27364468434639755
chr1	26644447	26647014	ENSG00000169442	26644446	26644447	2567	3.5	1	0.2803848991164801	0.0	0.0	1.698	0.0	10.0	0.5440540254721705	4.0	4261.0	1166.0	0.4	0.27364468434639755
chr1	26648349	26680621	ENSG00000176092	26648348	26648349	32272	0.0	0	0.4308660655052658	0.0	0.0	0.793	0.0	10.0	0.5440540254721705	4.0	4261.0	1166.0	0.4	0.27364468434639755
chr1	26688124	26701013	ENSG00000176083	26688123	26688124	12889	0.1	0	0.22704187255411115	0.0	0.0	1.34	0.0	8.0	0.6223653093933259	4.0	3892.0	1166.0	0.5	0.29958890030832475
chr1	26798940	26802463	ENSG00000198830	26798939	26798940	3523	104.0	1	0.01672990583901121	0.0	0.0	0.459	0.0	3.0	0.44548814790271124	0.0	1026.0	264.0	0.0	0.2573099415204678
chr1	26856251	26901521	ENSG00000117676	26856250	26856251	45270	7.8	1	0.13547313142727835	0.0	0.0	0.515	0.0	3.0	0.44548814790271124	0.0	1026.0	264.0	0.0	0.2573099415204678
chr1	27022523	27108595	ENSG00000117713	27022522	27022523	86072	6.0	1	0.011762782971970524	0.0	1.0	0.071	0.0	15.0	0.2604469009395013	0.0	3978.0	2311.0	0.0	0.5809451985922575
chr1	27113962	27124889	ENSG00000060642	27113961	27113962	10927	4.1	1	0.03376156148995752	0.0	0.0	1.238	1.0	15.0	0.2604469009395013	0.0	3978.0	2311.0	0.0	0.5809451985922575
chr1	27425305	27493472	ENSG00000090020	27425304	27425305	68167	2.7	1	0.020130754633868427	0.0	0.0	0.375	0.0	10.0	0.3792171184048884	2.0	3110.0	697.0	0.2	0.22411575562700964
chr1	27561006	27635110	ENSG00000142784	27561005	27561006	74104	8.3	1	0.03716457018669965	1.0	1.0	0.23	0.0	10.0	0.3792171184048884	2.0	3110.0	697.0	0.2	0.22411575562700964
chr1	27648650	27662891	ENSG00000186501	27648649	27648650	14241	11.6	1	0.01774962179850806	1.0	0.0	1.485	0.0	25.0	0.4409104284248306	8.0	6544.0	2206.0	0.32	0.3371026894865526
chr1	27668512	27680421	ENSG00000142765	27668511	27668512	11909	46.5	1	0.3116163421981336	0.0	0.0	1.056	0.0	25.0	0.4409104284248306	8.0	6544.0	2206.0	0.32	0.3371026894865526
chr1	27681674	27693383	ENSG00000142733	27681673	27681674	11709	8.2	1	0.07259629287238857	0.0	0.0	0.768	0.0	25.0	0.4409104284248306	8.0	6544.0	2206.0	0.32	0.3371026894865526
chr1	27695602	27701315	ENSG00000142748	27695601	27695602	5713	5.2	1	0.4659250799746126	0.0	0.0	0.896	0.0	25.0	0.4409104284248306	8.0	6544.0	2206.0	0.32	0.3371026894865526
chr1	27705665	27709870	ENSG00000174950	27705664	27705665	4205	0.3	0	0.4386196078742469	0.0	0.0	1.575	0.0	25.0	0.4409104284248306	8.0	6544.0	2206.0	0.32	0.3371026894865526
chr1	27719147	27722318	ENSG00000181773	27719146	27719147	3171	0.1	0	0.18541162720396973	0.0	0.0	1.543	0.0	25.0	0.4409104284248306	8.0	6544.0	2206.0	0.32	0.3371026894865526
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	14.9	1	0.023898186252685867	0.0	1.0	0.311	0.0	25.0	0.4409104284248306	8.0	6544.0	2206.0	0.32	0.3371026894865526
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	3.5	1	0.03851818634445243	0.0	1.0	0.076	0.0	40.0	0.3864164870024072	9.0	11286.0	4622.0	0.225	0.4095339358497253
chr1	29445939	29450447	ENSG00000253304	29445938	29445939	4508	1.0	0	0.1389891466099536	0.0	0.0	1.379	0.0	3.0	0.19135874059329117	0.0	586.0	0.0	0.0	0.0
chr1	29474254	29508499	ENSG00000116350	29474253	29474254	34245	25.0	1	0.01251389353650343	1.0	0.0	0.378	0.0	3.0	0.19135874059329117	0.0	586.0	0.0	0.0	0.0
chr1	31205315	31230667	ENSG00000162511	31205314	31205315	25352	9.4	1	0.20895822335078346	0.0	0.0	0.4	0.0	3.0	0.42187034736422424	1.0	1327.0	160.0	0.3333333333333333	0.12057272042200452
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	2.6	1	0.09732258780510823	0.0	0.0	0.664	0.0	5.0	0.3075579318305543	1.0	1936.0	107.0	0.2	0.05526859504132232
chr1	31404352	31538838	ENSG00000134644	31404351	31404352	134486	8.2	1	0.017568140961549957	1.0	1.0	0.129	0.0	5.0	0.3075579318305543	1.0	1936.0	107.0	0.2	0.05526859504132232
chr1	32042115	32053288	ENSG00000142910	32042114	32042115	11173	12.6	1	0.08352470429147651	0.0	0.0	0.636	0.0	19.0	0.26144085085038515	2.0	6380.0	1215.0	0.10526315789473684	0.19043887147335423
chr1	32083286	32098119	ENSG00000121764	32083285	32083286	14833	0.0	0	0.38048158384642794	0.0	0.0	0.865	0.0	19.0	0.26144085085038515	2.0	6380.0	1215.0	0.10526315789473684	0.19043887147335423
chr1	32095462	32110497	ENSG00000162517	32095461	32095462	15035	16.4	1	0.005345427752958326	1.0	0.0	1.058	0.0	19.0	0.26144085085038515	2.0	6380.0	1215.0	0.10526315789473684	0.19043887147335423
chr1	32117847	32169920	ENSG00000084636	32117846	32117847	52073	3.2	1	0.20487746629288967	0.0	0.0	0.627	0.0	27.0	0.2827839634261384	3.0	7950.0	1831.0	0.1111111111111111	0.23031446540880504
chr1	32192717	32230494	ENSG00000121753	32192716	32192717	37777	0.0	0	0.44711601597659373	0.0	1.0	0.249	0.0	9.0	0.3245076788932448	1.0	1772.0	616.0	0.1111111111111111	0.3476297968397291
chr1	32256022	32281652	ENSG00000134668	32256021	32256022	25630	0.0	0	0.2449794047658981	0.0	0.0	0.806	0.0	9.0	0.3245076788932448	1.0	1772.0	616.0	0.1111111111111111	0.3476297968397291
chr1	32372021	32410457	ENSG00000184007	32372020	32372021	38436	20.1	1	0.04664410870927932	1.0	1.0	0.284	0.0	9.0	0.3245076788932448	1.0	1772.0	616.0	0.1111111111111111	0.3476297968397291
chr1	35899090	36023551	ENSG00000142687	35899089	35899090	124461	14.0	1	0.017657686805899696	1.0	0.0	0.449	0.0	9.0	0.4554481225034176	3.0	1714.0	925.0	0.3333333333333333	0.5396732788798133
chr1	36023073	36032875	ENSG00000020129	36023072	36023073	9802	4.1	1	0.3481919893881804	0.0	1.0	0.175	0.0	9.0	0.5219455371120103	3.0	1901.0	706.0	0.3333333333333333	0.371383482377696
chr1	36038970	36060929	ENSG00000116819	36038969	36038970	21959	0.2	0	0.1146655303603724	0.0	0.0	1.158	0.0	9.0	0.5219455371120103	3.0	1901.0	706.0	0.3333333333333333	0.371383482377696
chr1	36067184	36107445	ENSG00000126067	36067183	36067184	40261	11.0	1	0.02633864920842672	1.0	0.0	0.386	1.0	9.0	0.5219455371120103	3.0	1901.0	706.0	0.3333333333333333	0.371383482377696
chr1	36179475	36185073	ENSG00000142686	36179474	36179475	5598	1.7	1	0.15428970900455088	0.0	0.0	1.481	0.0	9.0	0.5219455371120103	3.0	1901.0	706.0	0.3333333333333333	0.371383482377696
chr1	36621179	36646450	ENSG00000116871	36621178	36621179	25271	5.0	1	0.10089483725669464	0.0	1.0	0.29	0.0	24.0	0.333779205432724	5.0	7394.0	1009.0	0.20833333333333334	0.13646199621314578
chr1	36690016	36770958	ENSG00000054118	36690015	36690016	80942	13.9	1	0.04684714643402823	1.0	1.0	0.19	0.0	24.0	0.333779205432724	5.0	7394.0	1009.0	0.20833333333333334	0.13646199621314578
chr1	36771987	36790484	ENSG00000214193	36771986	36771987	18497	0.1	0	0.07448877759969938	0.0	0.0	0.925	0.0	14.0	0.3133281774764512	3.0	5359.0	1061.0	0.21428571428571427	0.19798469863780557
chr1	36787631	36789755	ENSG00000142694	36787630	36787631	2124	3.2	1	0.06477004624095876	0.0	0.0	0.694	0.0	14.0	0.3133281774764512	3.0	5359.0	1061.0	0.21428571428571427	0.19798469863780557
chr1	36805224	36851497	ENSG00000196182	36805223	36805224	46273	17.8	1	0.0668407465381147	0.0	1.0	0.227	0.0	14.0	0.3133281774764512	3.0	5359.0	1061.0	0.21428571428571427	0.19798469863780557
chr1	36856838	36863493	ENSG00000181817	36856837	36856838	6655	11.7	1	0.057049188038993226	1.0	0.0	1.913	0.0	14.0	0.3133281774764512	3.0	5359.0	1061.0	0.21428571428571427	0.19798469863780557
chr1	38326368	38412729	ENSG00000204084	38326367	38326368	86361	4.5	1	0.024472721045537167	0.0	0.0	0.834	0.0	4.0	0.4776006951870766	1.0	1339.0	259.0	0.25	0.19342793129200897
chr1	39491989	39500308	ENSG00000168653	39491988	39491989	8319	94.1	1	0.06308070685123347	1.0	0.0	1.353	0.0	9.0	0.4764969183384174	3.0	2386.0	267.0	0.3333333333333333	0.11190276613579211
chr1	39546987	39952849	ENSG00000127603	39546986	39546987	405862	19.6	1	0.02190075411151449	0.0	1.0	0.084	0.0	9.0	0.4764969183384174	3.0	2386.0	267.0	0.3333333333333333	0.11190276613579211
chr1	39957317	39991607	ENSG00000183682	39957316	39957317	34290	0.4	0	0.07766757263665937	0.0	0.0	1.348	0.0	64.0	0.3279409579409684	11.0	16723.0	6394.0	0.171875	0.3823476648926628
chr1	40026487	40042462	ENSG00000090621	40026486	40026487	15975	186.9	1	0.16767720751668844	0.0	1.0	0.232	0.0	64.0	0.3279409579409684	11.0	16723.0	6394.0	0.171875	0.3823476648926628
chr1	40627044	40706593	ENSG00000117000	40627043	40627044	79549	1.7	1	0.0075329688176914876	0.0	1.0	0.04	0.0	12.0	0.6658248037641709	6.0	3904.0	932.0	0.5	0.2387295081967213
chr1	40723778	40759856	ENSG00000084073	40723777	40723778	36078	6.3	1	0.008294516222166596	1.0	0.0	1.327	0.0	12.0	0.6658248037641709	6.0	3904.0	932.0	0.5	0.2387295081967213
chr1	40766158	40783488	ENSG00000049089	40766157	40766158	17330	0.9	0	0.25722174593999897	0.0	0.0	0.636	0.0	12.0	0.6658248037641709	6.0	3904.0	932.0	0.5	0.2387295081967213
chr1	40810521	40888998	ENSG00000084070	40810520	40810521	78477	8.9	1	0.10535756836373324	0.0	0.0	0.553	0.0	12.0	0.6658248037641709	6.0	3904.0	932.0	0.5	0.2387295081967213
chr1	41157319	41237275	ENSG00000066136	41157318	41157319	79956	12.2	1	0.020438716242517096	1.0	0.0	0.491	0.0	8.0	0.4636572502747541	3.0	2091.0	838.0	0.375	0.40076518412242945
