chrom	start	end	target_gene	tss_start	tss_end	gene_length	small_intestine	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	39.3	1	0.023898186252685867	0.0	1.0	0.311	0.0	87.0	0.39229194855910005	15.0	27817.0	11304.0	0.1724137931034483	0.40637020527015855
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	7.3	1	0.03851818634445243	0.0	1.0	0.076	0.0	87.0	0.39229194855910005	15.0	27817.0	11304.0	0.1724137931034483	0.40637020527015855
chr1	29445939	29450447	ENSG00000253304	29445938	29445939	4508	8.7	1	0.1389891466099536	0.0	0.0	1.379	0.0	22.0	0.608864530364372	10.0	7111.0	1297.0	0.45454545454545453	0.18239347489804528
chr1	29474254	29508499	ENSG00000116350	29474253	29474254	34245	68.5	1	0.01251389353650343	1.0	0.0	0.378	0.0	22.0	0.608864530364372	10.0	7111.0	1297.0	0.45454545454545453	0.18239347489804528
chr1	29519384	29557454	ENSG00000116353	29519383	29519384	38070	6.6	1	0.06704493053487946	0.0	0.0	0.848	1.0	22.0	0.608864530364372	10.0	7111.0	1297.0	0.45454545454545453	0.18239347489804528
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	15.6	1	0.09732258780510823	0.0	0.0	0.664	0.0	33.0	0.4243420135446273	7.0	11586.0	919.0	0.21212121212121213	0.07931986880718107
chr1	31882411	31907525	ENSG00000168528	31882410	31882411	25114	66.8	1	0.3480131180142423	0.0	0.0	1.248	0.0	26.0	0.7228889770245875	16.0	9908.0	192.0	0.6153846153846154	0.019378280177634235
chr1	34632483	34684732	ENSG00000142698	34632482	34632483	52249	0.0	0	0.5631615161603193	0.0	0.0	0.593	0.0	2.0	0.8554675868410561	2.0	806.0	113.0	1.0	0.1401985111662531
chr1	36023073	36032875	ENSG00000020129	36023072	36023073	9802	9.9	1	0.3481919893881804	0.0	1.0	0.175	0.0	7.0	0.24743952471377886	0.0	3204.0	1184.0	0.0	0.36953807740324596
chr1	36038970	36060929	ENSG00000116819	36038969	36038970	21959	1.1	1	0.1146655303603724	0.0	0.0	1.158	0.0	7.0	0.24743952471377886	0.0	3204.0	1184.0	0.0	0.36953807740324596
chr1	36067184	36107445	ENSG00000126067	36067183	36067184	40261	23.7	1	0.02633864920842672	1.0	0.0	0.386	1.0	7.0	0.24743952471377886	0.0	3204.0	1184.0	0.0	0.36953807740324596
chr1	37261127	37499730	ENSG00000163873	37261126	37261127	238603	2.1	1	0.302305651730052	0.0	1.0	0.192	0.0	1.0	1.0	1.0	224.0	0.0	1.0	0.0
chr1	38147241	38157914	ENSG00000116922	38147240	38147241	10673	4.9	1	0.013987414571827856	1.0	0.0	1.396	1.0	11.0	0.8126522766305215	9.0	3869.0	630.0	0.8181818181818182	0.16283277332644094
chr1	38158089	38175391	ENSG00000134690	38158088	38158089	17302	4.8	1	0.13930748171288174	0.0	0.0	0.683	1.0	11.0	0.8126522766305215	9.0	3869.0	630.0	0.8181818181818182	0.16283277332644094
chr1	38179551	38230805	ENSG00000183317	38179550	38179551	51254	6.7	1	0.32031623704818385	0.0	0.0	1.286	0.0	11.0	0.8126522766305215	9.0	3869.0	630.0	0.8181818181818182	0.16283277332644094
chr1	38259473	38266809	ENSG00000185090	38259472	38259473	7336	2.2	1	0.17134399578526568	0.0	0.0	0.853	0.0	11.0	0.8126522766305215	9.0	3869.0	630.0	0.8181818181818182	0.16283277332644094
chr1	40538378	40563375	ENSG00000131238	40538377	40538378	24997	30.9	1	0.03812578631879045	0.0	0.0	0.885	0.0	17.0	0.5780710970394574	8.0	5048.0	1010.0	0.47058823529411764	0.20007923930269414
chr1	40627044	40706593	ENSG00000117000	40627043	40627044	79549	5.6	1	0.0075329688176914876	0.0	1.0	0.04	0.0	24.0	0.588641105447992	10.0	6912.0	1036.0	0.4166666666666667	0.14988425925925927
chr1	40723778	40759856	ENSG00000084073	40723777	40723778	36078	15.3	1	0.008294516222166596	1.0	0.0	1.327	0.0	8.0	0.6052526213862132	2.0	2048.0	26.0	0.25	0.0126953125
chr1	40766158	40783488	ENSG00000049089	40766157	40766158	17330	9.7	1	0.25722174593999897	0.0	0.0	0.636	0.0	8.0	0.6052526213862132	2.0	2048.0	26.0	0.25	0.0126953125
chr1	40810521	40888998	ENSG00000084070	40810520	40810521	78477	94.0	1	0.10535756836373324	0.0	0.0	0.553	0.0	8.0	0.6052526213862132	2.0	2048.0	26.0	0.25	0.0126953125
chr1	42846465	42888249	ENSG00000177181	42846464	42846465	41784	0.4	0	0.2819764307017898	0.0	0.0	1.015	0.0	6.0	0.6799158107369575	4.0	1281.0	70.0	0.6666666666666666	0.0546448087431694
chr1	42895999	42921938	ENSG00000066185	42895998	42895999	25939	0.2	0	0.06725022085480686	0.0	0.0	0.906	0.0	6.0	0.6799158107369575	4.0	1281.0	70.0	0.6666666666666666	0.0546448087431694
chr1	42921787	42939056	ENSG00000127125	42921786	42921787	17269	31.8	1	0.01420283558088458	1.0	0.0	0.966	0.0	6.0	0.6799158107369575	4.0	1281.0	70.0	0.6666666666666666	0.0546448087431694
chr1	42929000	43120335	ENSG00000186409	42928999	42929000	191335	0.1	0	0.09078007453320233	0.0	0.0	0.928	0.0	6.0	0.6799158107369575	4.0	1281.0	70.0	0.6666666666666666	0.0546448087431694
chr1	44679126	44686353	ENSG00000178028	44679125	44679126	7227	20.2	1	0.013082091921067036	1.0	0.0	0.548	1.0	13.0	0.5614959565437845	5.0	4432.0	1204.0	0.38461538461538464	0.27166064981949456
chr1	44686741	44820932	ENSG00000117419	44686740	44686741	134191	12.9	1	0.06132036182032893	1.0	0.0	0.745	0.0	13.0	0.5614959565437845	5.0	4432.0	1204.0	0.38461538461538464	0.27166064981949456
chr1	47901688	47906363	ENSG00000186564	47901687	47901688	4675	0.3	0	0.1696434936608568	0.0	0.0	1.31	0.0	11.0	0.7242885733596972	8.0	3355.0	505.0	0.7272727272727273	0.15052160953800298
chr1	48226199	48462567	ENSG00000269113	48226198	48226199	236368	1.5	1	0.15925981502242542	0.0	0.0	0.424	0.0	26.0	0.7738640304455486	19.0	9634.0	1123.0	0.7307692307692307	0.11656632758978618
chr1	49193194	49242641	ENSG00000162373	49193193	49193194	49447	1.4	1	0.08920884171616092	0.0	0.0	0.658	0.0	3.0	0.710935173682112	2.0	1237.0	244.0	0.6666666666666666	0.19725141471301536
chr1	53527853	53551174	ENSG00000174348	53527852	53527853	23321	25.0	1	0.2146150767476508	0.0	0.0	1.019	0.0	49.0	0.5158411618847125	16.0	15120.0	1182.0	0.32653061224489793	0.07817460317460317
chr1	53552854	53608289	ENSG00000162383	53552853	53552854	55435	0.5	0	0.10348158984253232	0.0	0.0	1.311	0.0	49.0	0.5158411618847125	16.0	15120.0	1182.0	0.32653061224489793	0.07817460317460317
chr1	53662100	53679869	ENSG00000157184	53662099	53662100	17769	13.1	1	0.114717505187788	0.0	0.0	1.172	0.0	49.0	0.5158411618847125	16.0	15120.0	1182.0	0.32653061224489793	0.07817460317460317
chr1	54638008	54665709	ENSG00000215883	54638007	54638008	27701	0.6	0	0.021149736096202385	0.0	0.0	1.075	0.0	109.0	0.4071468478273634	20.0	38168.0	6807.0	0.1834862385321101	0.17834311465101657
chr1	54649713	54691137	ENSG00000116221	54649712	54649713	41424	33.6	1	0.061296579733699966	1.0	0.0	1.116	1.0	109.0	0.4071468478273634	20.0	38168.0	6807.0	0.1834862385321101	0.17834311465101657
chr1	54691104	54879152	ENSG00000157216	54691103	54691104	188048	16.2	1	0.060961013845607585	0.0	1.0	0.198	0.0	109.0	0.4071468478273634	20.0	38168.0	6807.0	0.1834862385321101	0.17834311465101657
chr1	56960418	57110974	ENSG00000162407	56960417	56960418	150556	40.4	1	0.025655437066555226	0.0	0.0	0.383	0.0	50.0	0.44238263696964986	11.0	13784.0	2207.0	0.22	0.1601131746952989
chr1	57320478	57383894	ENSG00000157131	57320477	57320478	63416	0.0	0	0.9928424019606714	0.0	0.0	1.184	0.0	4.0	0.8131945659226965	3.0	779.0	159.0	0.75	0.20410783055198972
chr1	57394882	57431813	ENSG00000021852	57394881	57394882	36931	0.0	0	0.9767511243941344	0.0	0.0	1.334	0.0	4.0	0.8131945659226965	3.0	779.0	159.0	0.75	0.20410783055198972
chr1	57460450	59012406	ENSG00000173406	57460449	57460450	1551956	2.3	1	0.4039470991093683	0.0	1.0	0.215	0.0	1.0	1.0	1.0	151.0	9.0	1.0	0.059602649006622516
chr1	59041098	59043166	ENSG00000184292	59041097	59041098	2068	1.3	1	0.4290467842426093	0.0	0.0	1.531	0.0	3.0	0.3277045969140703	0.0	944.0	5.0	0.0	0.005296610169491525
chr1	59120410	59165764	ENSG00000162601	59120409	59120410	45354	7.5	1	0.005961964255698143	0.0	0.0	0.408	0.0	3.0	0.3277045969140703	0.0	944.0	5.0	0.0	0.005296610169491525
chr1	59246464	59249785	ENSG00000177606	59246463	59246464	3321	79.4	1	0.053709791291134484	0.0	0.0	1.02	0.0	163.0	0.49532736326220095	60.0	53776.0	9368.0	0.36809815950920244	0.1742041059208569
chr1	59762309	60233347	ENSG00000172456	59762308	59762309	471038	4.6	1	0.2515479561781938	0.0	0.0	1.215	0.0	163.0	0.49532736326220095	60.0	53776.0	9368.0	0.36809815950920244	0.1742041059208569
chr1	65210777	65298915	ENSG00000162437	65210776	65210777	88138	9.8	1	0.029015930108884324	0.0	0.0	0.814	0.0	12.0	0.6954254922095348	9.0	3439.0	112.0	0.75	0.03256760686246002
chr1	65298911	65432187	ENSG00000162434	65298910	65298911	133276	46.5	1	0.0217618440503784	1.0	1.0	0.214	0.0	16.0	0.7078652148678004	13.0	4311.0	60.0	0.8125	0.013917884481558803
chr1	67218141	67244470	ENSG00000152760	67218140	67218141	26329	0.4	0	0.20051388198384185	0.0	0.0	1.566	0.0	3.0	0.5018521757938572	0.0	755.0	7.0	0.0	0.009271523178807948
chr1	68150743	68154021	ENSG00000116717	68150742	68150743	3278	27.7	1	0.12467621045395748	0.0	0.0	1.131	0.0	121.0	0.5384667995739597	43.0	39881.0	3132.0	0.35537190082644626	0.07853363757177603
chr1	68167148	68299150	ENSG00000172380	68167147	68167148	132002	40.7	1	0.027363048953956717	0.0	0.0	1.055	0.0	121.0	0.5384667995739597	43.0	39881.0	3132.0	0.35537190082644626	0.07853363757177603
chr1	68511644	68517314	ENSG00000162595	68511643	68511644	5670	0.0	0	0.3560829275941283	0.0	0.0	0.0	0.0	1.0	1.0	1.0	216.0	0.0	1.0	0.0
chr1	68564141	68698803	ENSG00000116729	68564140	68564141	134662	22.5	1	0.03576299379071988	0.0	0.0	0.545	0.0	1.0	1.0	1.0	216.0	0.0	1.0	0.0
chr1	71318035	71513491	ENSG00000050628	71318034	71318035	195456	3.5	1	0.11225314371534814	0.0	0.0	0.579	0.0	0.0		0.0				
chr1	74491698	74663871	ENSG00000162620	74491697	74491698	172173	0.1	0	0.08486122863061045	0.0	0.0	1.22	0.0	0.0		0.0				
chr1	75033794	75139422	ENSG00000178965	75033793	75033794	105628	0.0	0	0.3911891914418527	0.0	0.0	1.357	0.0	0.0		0.0				
chr1	76540403	77100286	ENSG00000184005	76540402	76540403	559883	0.8	0	0.07047239421573394	0.0	0.0	0.964	0.0	4.0	0.4695768834292019	0.0	1484.0	64.0	0.0	0.0431266846361186
chr1	77333125	77531396	ENSG00000117069	77333124	77333125	198271	0.9	0	0.2333077693850276	0.0	0.0	0.612	0.0	4.0	0.5498669017665486	1.0	766.0	341.0	0.25	0.4451697127937337
chr1	79085606	79111830	ENSG00000137959	79085605	79085606	26224	2.3	1	0.031516358041586534	0.0	0.0	1.517	0.0	16.0	0.4678887592795755	5.0	4529.0	132.0	0.3125	0.02914550673437845
chr1	79115480	79129763	ENSG00000137965	79115479	79115480	14283	8.8	1	0.0493886454360856	0.0	0.0	1.496	0.0	16.0	0.4678887592795755	5.0	4529.0	132.0	0.3125	0.02914550673437845
chr1	84764048	84855640	ENSG00000203943	84764047	84764048	91592	1.4	1	0.16229903164527154	0.0	0.0	1.418	0.0	34.0	0.7381626370103656	21.0	10971.0	2407.0	0.6176470588235294	0.21939659101266976
chr1	84864214	84880701	ENSG00000137976	84864213	84864214	16487	0.1	0	0.2884499994345189	0.0	0.0	1.633	0.0	34.0	0.7381626370103656	21.0	10971.0	2407.0	0.6176470588235294	0.21939659101266976
chr1	85109389	85156486	ENSG00000117155	85109388	85109389	47097	4.0	1	0.14202114777316388	0.0	0.0	0.794	0.0	13.0	0.5111756759688807	4.0	5204.0	783.0	0.3076923076923077	0.15046118370484243
chr1	86046443	86049645	ENSG00000142871	86046442	86046443	3202	97.7	1	0.10956939395922577	0.0	0.0	0.45	0.0	6.0	0.6472480211565536	4.0	1742.0	901.0	0.6666666666666666	0.5172215843857635
chr1	86115105	86174116	ENSG00000117174	86115104	86115105	59011	7.3	1	0.007150403169036994	0.0	0.0	1.161	1.0	6.0	0.6472480211565536	4.0	1742.0	901.0	0.6666666666666666	0.5172215843857635
chr1	86194915	86622626	ENSG00000171502	86194914	86194915	427711	1.3	1	0.11914055408820287	0.0	0.0	0.912	0.0	6.0	0.6472480211565536	4.0	1742.0	901.0	0.6666666666666666	0.5172215843857635
chr1	86814343	86862023	ENSG00000122417	86814342	86814343	47680	19.9	1	0.030146113989753268	0.0	0.0	1.222	0.0	2.0	0.7109351736821121	2.0	368.0	0.0	1.0	0.0
chr1	86889768	86922241	ENSG00000137975	86889767	86889768	32473	0.2	0	0.3211915695713681	0.0	0.0	1.273	0.0	13.0	0.7357464856124428	8.0	3435.0	60.0	0.6153846153846154	0.017467248908296942
chr1	86934050	86965972	ENSG00000016490	86934049	86934050	31922	293.4	1	0.6535360832378236	0.0	0.0	0.721	0.0	13.0	0.7357464856124428	8.0	3435.0	60.0	0.6153846153846154	0.017467248908296942
chr1	87012760	87046437	ENSG00000016602	87012759	87012760	33677	27.9	1	0.4961229847427462	0.0	0.0	1.03	0.0	10.0	0.8336464443708135	7.0	2043.0	41.0	0.7	0.020068526676456193
chr1	87170258	87213867	ENSG00000097033	87170257	87170258	43609	30.6	1	0.09645831019495282	1.0	1.0	0.241	0.0	10.0	0.8336464443708135	7.0	2043.0	41.0	0.7	0.020068526676456193
chr1	87328131	87380107	ENSG00000183291	87328130	87328131	51976	70.9	1	0.005877487677655472	0.0	0.0	1.025	0.0	11.0	0.37080930028632847	2.0	2614.0	247.0	0.18181818181818182	0.0944912012241775
chr1	87380330	87602334	ENSG00000153936	87380329	87380330	222004	4.8	1	0.01370982061994388	1.0	0.0	0.465	0.0	11.0	0.37080930028632847	2.0	2614.0	247.0	0.18181818181818182	0.0944912012241775
chr1	87458691	87634884	ENSG00000267561	87458690	87458691	176193	0.0	0	1.0000000000000002	0.0	0.0	0.635	0.0	11.0	0.37080930028632847	2.0	2614.0	247.0	0.18181818181818182	0.0944912012241775
chr1	87794150	87814606	ENSG00000143013	87794149	87794150	20456	30.8	1	0.1421539081614249	1.0	0.0	0.595	0.0	46.0	0.7527774448893664	30.0	11417.0	5804.0	0.6521739130434783	0.5083647192782692
chr1	89646830	89664615	ENSG00000162654	89646829	89646830	17785	5.8	1	0.08787104034126815	0.0	0.0	1.24	0.0	26.0	0.6466042085445344	12.0	8677.0	280.0	0.46153846153846156	0.03226921747147632
chr1	89724632	89738544	ENSG00000154451	89724631	89724632	13912	4.1	1	0.23845700945089054	0.0	0.0	1.031	0.0	26.0	0.6466042085445344	12.0	8677.0	280.0	0.46153846153846156	0.03226921747147632
chr1	89990394	90063423	ENSG00000197147	89990393	89990394	73029	2.0	1	0.1276917566346789	0.0	1.0	0.249	0.0	47.0	0.5332288631270514	16.0	12996.0	986.0	0.3404255319148936	0.07586949830717143
chr1	90098630	90235462	ENSG00000171488	90098629	90098630	136832	3.4	1	0.022235466235633782	0.0	0.0	0.639	0.0	47.0	0.5332288631270514	16.0	12996.0	986.0	0.3404255319148936	0.07586949830717143
chr1	92940318	92952433	ENSG00000162676	92940317	92940318	12115	5.0	1	0.2371257905714357	0.0	0.0	0.561	0.0	16.0	0.7913178366650807	12.0	4428.0	1868.0	0.75	0.4218608852755194
chr1	92974252	93257961	ENSG00000067208	92974251	92974252	283709	2.6	1	0.013804946519090193	0.0	0.0	0.761	0.0	16.0	0.7913178366650807	12.0	4428.0	1868.0	0.75	0.4218608852755194
chr1	93811444	93835055	ENSG00000117505	93811443	93811444	23611	14.3	1	0.01567625150825468	1.0	0.0	0.368	1.0	3.0	1.0	3.0	831.0	142.0	1.0	0.17087845968712395
chr1	94027346	94312706	ENSG00000137936	94027345	94027346	285360	9.9	1	0.039151961229554534	0.0	0.0	0.383	0.0	60.0	0.4924893949531591	20.0	18746.0	3835.0	0.3333333333333333	0.2045769764216366
chr1	94994780	95007356	ENSG00000117525	94994779	94994780	12576	42.4	1	0.09435454495169204	0.0	0.0	0.804	0.0	128.0	0.7013170339814059	78.0	39661.0	977.0	0.609375	0.024633771211013337
chr1	95439962	95538501	ENSG00000172339	95439961	95439962	98539	0.8	0	0.0300003730688198	0.0	0.0	1.196	1.0	31.0	0.46589168627275673	10.0	10224.0	1407.0	0.3225806451612903	0.13761737089201878
chr1	100435344	100492535	ENSG00000117620	100435343	100435344	57191	10.2	1	0.05471207734980034	0.0	0.0	0.795	0.0	15.0	0.8618284583163863	13.0	3497.0	227.0	0.8666666666666667	0.06491278238490135
chr1	100503652	100548933	ENSG00000156875	100503651	100503652	45281	18.6	1	0.006048928532894595	1.0	1.0	0.32	0.0	19.0	0.7818344078679784	14.0	4470.0	476.0	0.7368421052631579	0.10648769574944071
chr1	100549118	100598511	ENSG00000156876	100549117	100549118	49393	1.8	1	0.014563772151489926	0.0	0.0	0.679	0.0	18.0	0.795167258860162	14.0	4331.0	380.0	0.7777777777777778	0.08773955206649735
chr1	100598705	100616053	ENSG00000122435	100598704	100598705	17348	8.7	1	0.02588408990338817	0.0	0.0	0.928	0.0	18.0	0.795167258860162	14.0	4331.0	380.0	0.7777777777777778	0.08773955206649735
chr1	100614408	100643771	ENSG00000122477	100614407	100614408	29363	1.2	1	0.5645550739434364	0.0	0.0	0.83	0.0	18.0	0.795167258860162	14.0	4331.0	380.0	0.7777777777777778	0.08773955206649735
chr1	102268129	102462586	ENSG00000118733	102268128	102268129	194457	0.2	0	0.5838202655850724	0.0	0.0	0.688	0.0	1.0	1.0	1.0	193.0	0.0	1.0	0.0
chr1	109102710	109187522	ENSG00000162636	109102709	109102710	84812	5.2	1	0.0384445461500465	0.0	0.0	0.773	0.0	31.0	0.6734511137558982	18.0	8111.0	202.0	0.5806451612903226	0.024904450745900628
chr1	109190911	109204148	ENSG00000162639	109190910	109190911	13237	6.0	1	0.0674858892063986	0.0	0.0	1.572	0.0	31.0	0.6734511137558982	18.0	8111.0	202.0	0.5806451612903226	0.024904450745900628
chr1	109417971	109477167	ENSG00000121957	109417970	109417971	59196	7.0	1	0.07510750744854745	0.0	0.0	0.864	0.0	17.0	0.49293254014100835	7.0	6030.0	349.0	0.4117647058823529	0.05787728026533997
chr1	109472129	109506111	ENSG00000121940	109472128	109472129	33982	9.3	1	0.0226300800691068	1.0	0.0	0.568	0.0	17.0	0.49293254014100835	7.0	6030.0	349.0	0.4117647058823529	0.05787728026533997
chr1	110574198	110617263	ENSG00000143093	110574197	110574198	43065	18.3	1	0.011282313424215571	1.0	0.0	0.55	1.0	11.0	0.6043991357253731	3.0	4000.0	362.0	0.2727272727272727	0.0905
chr1	110602615	110613322	ENSG00000156150	110602614	110602615	10707	0.0	0	0.5618619225191168	0.0	0.0	1.032	0.0	11.0	0.6043991357253731	3.0	4000.0	362.0	0.2727272727272727	0.0905
chr1	110655061	110656569	ENSG00000186150	110655060	110655061	1508	0.0	0	0.4178878177908187	0.0	0.0	1.843	0.0	11.0	0.6043991357253731	3.0	4000.0	362.0	0.2727272727272727	0.0905
chr1	111682248	111727724	ENSG00000134255	111682247	111682248	45476	9.5	1	0.015483784667994454	0.0	1.0	0.244	0.0	13.0	0.709227120819035	8.0	5284.0	720.0	0.6153846153846154	0.13626040878122633
chr1	111729795	111747157	ENSG00000162777	111729794	111729795	17362	17.5	1	0.19196853102384395	0.0	0.0	0.637	0.0	13.0	0.709227120819035	8.0	5284.0	720.0	0.6153846153846154	0.13626040878122633
chr1	111743392	111786062	ENSG00000064886	111743391	111743392	42670	8.3	1	0.17454321526139913	0.0	0.0	1.447	0.0	13.0	0.709227120819035	8.0	5284.0	720.0	0.6153846153846154	0.13626040878122633
chr1	111833483	111863188	ENSG00000134216	111833482	111833483	29705	0.0	0	0.6116394671613088	0.0	0.0	1.237	0.0	6.0	0.7591126447350934	5.0	1954.0	193.0	0.8333333333333334	0.09877175025588536
chr1	111888909	111895635	ENSG00000173947	111888908	111888909	6726	1.0	0	0.16994604054284942	0.0	0.0	1.587	0.0	6.0	0.7591126447350934	5.0	1954.0	193.0	0.8333333333333334	0.09877175025588536
chr1	111956935	111970399	ENSG00000085465	111956934	111956935	13464	4.4	1	0.02697762481217884	0.0	0.0	0.723	0.0	6.0	0.7591126447350934	5.0	1954.0	193.0	0.8333333333333334	0.09877175025588536
chr1	111982511	111991998	ENSG00000116455	111982510	111982511	9487	14.7	1	0.033043170019389015	1.0	0.0	0.824	1.0	6.0	0.7591126447350934	5.0	1954.0	193.0	0.8333333333333334	0.09877175025588536
chr1	111991485	112005395	ENSG00000116459	111991484	111991485	13910	6.9	1	0.09089027818855844	1.0	0.0	0.867	1.0	49.0	0.5235036110194246	18.0	17291.0	2055.0	0.3673469387755102	0.11884795558382974
chr1	112016413	112021134	ENSG00000143110	112016412	112016413	4721	18.0	1	0.185140228673796	0.0	0.0	1.82	0.0	44.0	0.5022045698077555	14.0	15514.0	2016.0	0.3181818181818182	0.12994714451463193
chr1	112025969	112106584	ENSG00000121933	112025968	112025969	80615	0.1	0	0.10790464130985564	0.0	0.0	1.066	0.0	44.0	0.5022045698077555	14.0	15514.0	2016.0	0.3181818181818182	0.12994714451463193
chr1	112084839	112259313	ENSG00000116473	112084838	112084839	174474	51.9	1	0.014213245325910315	1.0	0.0	0.537	0.0	64.0	0.5406726507478535	26.0	21356.0	2130.0	0.40625	0.09973777861022663
chr1	112223251	112298446	ENSG00000197852	112223250	112223251	75195	2.2	1	0.08321468655148312	0.0	0.0	0.968	0.0	38.0	0.5908881215692103	18.0	11065.0	1075.0	0.47368421052631576	0.09715318572074108
chr1	112938802	113006078	ENSG00000143079	112938801	112938802	67276	5.6	1	0.032298098006443315	0.0	0.0	0.685	0.0	26.0	0.49074569396770057	8.0	8722.0	983.0	0.3076923076923077	0.11270350836964
