chrom	start	end	target_gene	tss_start	tss_end	gene_length	psoas_muscle	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	27022523	27108595	ENSG00000117713	27022522	27022523	86072	9.7	1	0.011762782971970524	0.0	1.0	0.071	0.0	47.0	0.3816822254209704	6.0	12005.0	4959.0	0.1276595744680851	0.41307788421491043
chr1	27425305	27493472	ENSG00000090020	27425304	27425305	68167	2.0	1	0.020130754633868427	0.0	0.0	0.375	0.0	35.0	0.3785844583703459	8.0	10483.0	1776.0	0.22857142857142856	0.16941715157874654
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	8.1	1	0.023898186252685867	0.0	1.0	0.311	0.0	51.0	0.43506495754283137	16.0	11910.0	5327.0	0.3137254901960784	0.44727120067170445
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	14.1	1	0.03851818634445243	0.0	1.0	0.076	0.0	117.0	0.39871225753378536	25.0	41981.0	17342.0	0.21367521367521367	0.4130916366927896
chr1	27938574	27961788	ENSG00000000938	27938573	27938574	23214	1.3	1	0.27447210583503223	0.0	0.0	0.425	0.0	52.0	0.32605318618267576	4.0	22887.0	9122.0	0.07692307692307693	0.3985668720234194
chr1	27992571	27998729	ENSG00000126709	27992570	27992571	6158	11.1	1	0.036460655078817496	0.0	0.0	1.648	0.0	52.0	0.32605318618267576	4.0	22887.0	9122.0	0.07692307692307693	0.3985668720234194
chr1	29445939	29450447	ENSG00000253304	29445938	29445939	4508	1.1	1	0.1389891466099536	0.0	0.0	1.379	0.0	19.0	0.5237859953188879	8.0	5554.0	1201.0	0.42105263157894735	0.2162405473532589
chr1	29474254	29508499	ENSG00000116350	29474253	29474254	34245	44.9	1	0.01251389353650343	1.0	0.0	0.378	0.0	19.0	0.5237859953188879	8.0	5554.0	1201.0	0.42105263157894735	0.2162405473532589
chr1	29519384	29557454	ENSG00000116353	29519383	29519384	38070	18.3	1	0.06704493053487946	0.0	0.0	0.848	1.0	19.0	0.5237859953188879	8.0	5554.0	1201.0	0.42105263157894735	0.2162405473532589
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	1.5	1	0.09732258780510823	0.0	0.0	0.664	0.0	13.0	0.32028254564453135	2.0	3908.0	211.0	0.15384615384615385	0.053991811668372566
chr1	34632483	34684732	ENSG00000142698	34632482	34632483	52249	0.0	0	0.5631615161603193	0.0	0.0	0.593	0.0	2.0	0.8554675868410561	2.0	248.0	0.0	1.0	0.0
chr1	39546987	39952849	ENSG00000127603	39546986	39546987	405862	31.9	1	0.02190075411151449	0.0	1.0	0.084	0.0	45.0	0.38448415903488115	9.0	9974.0	1930.0	0.2	0.19350310808101062
chr1	40627044	40706593	ENSG00000117000	40627043	40627044	79549	4.0	1	0.0075329688176914876	0.0	1.0	0.04	0.0	18.0	0.6460144274221088	8.0	4521.0	1139.0	0.4444444444444444	0.25193541251935414
chr1	40723778	40759856	ENSG00000084073	40723777	40723778	36078	7.9	1	0.008294516222166596	1.0	0.0	1.327	0.0	18.0	0.6460144274221088	8.0	4521.0	1139.0	0.4444444444444444	0.25193541251935414
chr1	40766158	40783488	ENSG00000049089	40766157	40766158	17330	0.1	0	0.25722174593999897	0.0	0.0	0.636	0.0	18.0	0.6460144274221088	8.0	4521.0	1139.0	0.4444444444444444	0.25193541251935414
chr1	40810521	40888998	ENSG00000084070	40810520	40810521	78477	14.6	1	0.10535756836373324	0.0	0.0	0.553	0.0	18.0	0.6460144274221088	8.0	4521.0	1139.0	0.4444444444444444	0.25193541251935414
chr1	43391051	43424530	ENSG00000117394	43391050	43391051	33479	2.4	1	0.11916309276803908	0.0	1.0	0.241	0.0	3.0	0.3998225356887315	0.0	1040.0	108.0	0.0	0.10384615384615385
chr1	43735664	43739673	ENSG00000179178	43735663	43735664	4009	0.0	0	0.2686150557752293	0.0	0.0	1.965	0.0	19.0	0.42994692480742747	5.0	5020.0	425.0	0.2631578947368421	0.0846613545816733
chr1	43747553	43751288	ENSG00000253313	43747552	43747553	3735	0.0	0	0.3461355937723353	0.0	0.0	1.907	0.0	19.0	0.42994692480742747	5.0	5020.0	425.0	0.2631578947368421	0.0846613545816733
chr1	43766663	43788779	ENSG00000066056	43766662	43766663	22116	5.8	1	0.06042996771978903	0.0	0.0	0.885	0.0	19.0	0.42994692480742747	5.0	5020.0	425.0	0.2631578947368421	0.0846613545816733
chr1	43803477	43818443	ENSG00000117400	43803476	43803477	14966	0.0	0	0.22281078954804934	0.0	0.0	0.763	0.0	19.0	0.42994692480742747	5.0	5020.0	425.0	0.2631578947368421	0.0846613545816733
chr1	43824625	43828874	ENSG00000117399	43824624	43824625	4249	0.1	0	0.1965138859410462	0.0	0.0	0.838	1.0	19.0	0.42994692480742747	5.0	5020.0	425.0	0.2631578947368421	0.0846613545816733
chr1	43829067	43833696	ENSG00000066322	43829066	43829067	4629	11.4	1	0.02191048994788823	1.0	0.0	0.462	0.0	19.0	0.42994692480742747	5.0	5020.0	425.0	0.2631578947368421	0.0846613545816733
chr1	43849587	43855479	ENSG00000159479	43849586	43849587	5892	10.5	1	0.009376836411879787	1.0	0.0	1.098	0.0	19.0	0.42994692480742747	5.0	5020.0	425.0	0.2631578947368421	0.0846613545816733
chr1	43855552	43918321	ENSG00000198198	43855551	43855552	62769	1.8	1	0.01783886490951968	0.0	0.0	0.405	0.0	19.0	0.42994692480742747	5.0	5020.0	425.0	0.2631578947368421	0.0846613545816733
chr1	45965724	45976739	ENSG00000132763	45965723	45965724	11015	1.5	1	0.12927069418913698	0.0	0.0	1.755	0.0	19.0	0.5681911607175081	7.0	5651.0	838.0	0.3684210526315789	0.14829233763935587
chr1	45976707	45988719	ENSG00000117450	45976706	45976707	12012	268.0	1	0.027382996433568715	1.0	0.0	1.905	0.0	19.0	0.5681911607175081	7.0	5651.0	838.0	0.3684210526315789	0.14829233763935587
chr1	46505811	46642160	ENSG00000117461	46505810	46505811	136349	5.5	1	0.04634806459942052	0.0	0.0	1.004	0.0	25.0	0.6020541014365532	12.0	7112.0	1876.0	0.48	0.2637795275590551
chr1	46640744	46651630	ENSG00000117472	46640743	46640744	10886	0.4	0	0.3794833765214856	0.0	0.0	1.37	0.0	17.0	0.5636519159505506	7.0	5554.0	1371.0	0.4117647058823529	0.24684911775297083
chr1	47901688	47906363	ENSG00000186564	47901687	47901688	4675	0.0	0	0.1696434936608568	0.0	0.0	1.31	0.0	2.0	0.48185671868644897	0.0	365.0	199.0	0.0	0.5452054794520548
chr1	48998526	50489585	ENSG00000186094	48998525	48998526	1491059	0.0	0	0.3662121103299457	0.0	0.0	0.761	0.0	1.0	1.0	1.0	197.0	9.0	1.0	0.04568527918781726
chr1	51426416	51440305	ENSG00000123080	51426415	51426416	13889	5.0	1	0.03741347472637311	0.0	0.0	0.948	0.0	11.0	0.7312007547086039	8.0	3458.0	730.0	0.7272727272727273	0.21110468478889532
chr1	52042850	52254889	ENSG00000117859	52042849	52042850	212039	32.8	1	0.039203933909404486	1.0	1.0	0.309	0.0	96.0	0.6529090008291141	53.0	21235.0	1192.0	0.5520833333333334	0.05613374146456322
chr1	52608045	52812358	ENSG00000157077	52608044	52608045	204313	11.5	1	0.07638511084028769	0.0	1.0	0.325	0.0	14.0	0.7366436185344941	9.0	2705.0	346.0	0.6428571428571429	0.12791127541589647
chr1	53068043	53074723	ENSG00000116157	53068042	53068043	6680	3.3	1	0.029231546735254212	0.0	0.0	1.412	0.0	69.0	0.8209238333456678	51.0	17417.0	1480.0	0.7391304347826086	0.08497445024975599
chr1	53099015	53135355	ENSG00000182183	53099014	53099015	36340	0.1	0	0.2890025806928185	0.0	0.0	1.865	0.0	69.0	0.8209238333456678	51.0	17417.0	1480.0	0.7391304347826086	0.08497445024975599
chr1	53152507	53164038	ENSG00000162377	53152506	53152507	11531	8.6	1	0.0734779272766318	1.0	0.0	1.02	1.0	69.0	0.8209238333456678	51.0	17417.0	1480.0	0.7391304347826086	0.08497445024975599
chr1	53192125	53293014	ENSG00000162378	53192124	53192125	100889	23.6	1	0.1545418037556976	0.0	1.0	0.252	0.0	69.0	0.8209238333456678	51.0	17417.0	1480.0	0.7391304347826086	0.08497445024975599
chr1	54356911	54376759	ENSG00000211452	54356910	54356911	19848	0.0	0	0.9489959378028904	0.0	0.0	0.558	0.0	17.0	0.4016289092998885	4.0	4782.0	412.0	0.23529411764705882	0.0861564199079883
chr1	54382246	54411602	ENSG00000081870	54382245	54382246	29356	3.8	1	0.009493337076059316	0.0	0.0	1.347	0.0	17.0	0.4016289092998885	4.0	4782.0	412.0	0.23529411764705882	0.0861564199079883
chr1	54411749	54433841	ENSG00000116212	54411748	54411749	22092	8.1	1	0.018307757258154537	1.0	0.0	1.119	0.0	17.0	0.4016289092998885	4.0	4782.0	412.0	0.23529411764705882	0.0861564199079883
chr1	54474411	54483856	ENSG00000203985	54474410	54474411	9445	0.0	0	0.6116394671613088	0.0	0.0	1.425	0.0	17.0	0.4016289092998885	4.0	4782.0	412.0	0.23529411764705882	0.0861564199079883
chr1	54497346	54519177	ENSG00000116209	54497345	54497346	21831	72.1	1	0.006086989825881227	1.0	0.0	1.465	0.0	17.0	0.4016289092998885	4.0	4782.0	412.0	0.23529411764705882	0.0861564199079883
chr1	54519259	54578192	ENSG00000116205	54519258	54519259	58933	1.8	1	0.0239643712119802	1.0	0.0	1.666	0.0	113.0	0.3411578858603695	17.0	33041.0	6339.0	0.1504424778761062	0.1918525468357495
chr1	54598746	54619443	ENSG00000157211	54598745	54598746	20697	0.0	0	0.6941127267919259	0.0	0.0	1.794	0.0	100.0	0.3348148443519601	14.0	29150.0	5944.0	0.14	0.20391080617495713
chr1	54638008	54665709	ENSG00000215883	54638007	54638008	27701	0.4	0	0.021149736096202385	0.0	0.0	1.075	0.0	100.0	0.3348148443519601	14.0	29150.0	5944.0	0.14	0.20391080617495713
chr1	54649713	54691137	ENSG00000116221	54649712	54649713	41424	66.6	1	0.061296579733699966	1.0	0.0	1.116	1.0	100.0	0.3348148443519601	14.0	29150.0	5944.0	0.14	0.20391080617495713
chr1	54691104	54879152	ENSG00000157216	54691103	54691104	188048	7.9	1	0.060961013845607585	0.0	1.0	0.198	0.0	100.0	0.3348148443519601	14.0	29150.0	5944.0	0.14	0.20391080617495713
chr1	55532031	55680786	ENSG00000162402	55532030	55532031	148755	11.3	1	0.16650504587383072	0.0	1.0	0.147	0.0	5.0	0.6771167569474243	2.0	883.0	313.0	0.4	0.35447338618346547
chr1	59246464	59249785	ENSG00000177606	59246463	59246464	3321	57.0	1	0.053709791291134484	0.0	0.0	1.02	0.0	95.0	0.45418407164784097	27.0	27606.0	3596.0	0.28421052631578947	0.13026153734695356
chr1	59762309	60233347	ENSG00000172456	59762308	59762309	471038	16.9	1	0.2515479561781938	0.0	0.0	1.215	0.0	167.0	0.6339655349024772	83.0	40759.0	5321.0	0.49700598802395207	0.1305478544615913
chr1	61330930	61928465	ENSG00000162599	61330929	61330930	597535	4.3	1	0.02259500585525136	0.0	1.0	0.202	0.0	23.0	0.6400632898770925	11.0	6591.0	2558.0	0.4782608695652174	0.3881049916552875
chr1	64239692	64647181	ENSG00000185483	64239691	64239692	407489	0.4	0	0.11269935393900972	0.0	1.0	0.267	0.0	34.0	0.5030774068945392	12.0	8144.0	1290.0	0.35294117647058826	0.15839882121807466
chr1	64669309	64733051	ENSG00000177414	64669308	64669309	63742	0.0	0	0.6832334597180839	0.0	0.0	1.317	0.0	34.0	0.5030774068945392	12.0	8144.0	1290.0	0.35294117647058826	0.15839882121807466
chr1	64936427	65158741	ENSG00000158966	64936426	64936427	222314	1.0	0	0.06019022886115955	0.0	0.0	0.572	0.0	16.0	0.525274473552144	6.0	3254.0	548.0	0.375	0.1684081130915796
chr1	65210777	65298915	ENSG00000162437	65210776	65210777	88138	5.6	1	0.029015930108884324	0.0	0.0	0.814	0.0	16.0	0.525274473552144	6.0	3254.0	548.0	0.375	0.1684081130915796
chr1	67218141	67244470	ENSG00000152760	67218140	67218141	26329	0.3	0	0.20051388198384185	0.0	0.0	1.566	0.0	2.0	0.770921545004337	1.0	251.0	5.0	0.5	0.0199203187250996
chr1	67873492	67896098	ENSG00000142864	67873491	67873492	22606	116.0	1	0.04475820708070486	1.0	1.0	0.181	0.0	40.0	0.8277773220691538	31.0	10911.0	922.0	0.775	0.08450187883787004
chr1	68150743	68154021	ENSG00000116717	68150742	68150743	3278	119.4	1	0.12467621045395748	0.0	0.0	1.131	0.0	37.0	0.42877473565613655	11.0	8910.0	1412.0	0.2972972972972973	0.1584736251402918
chr1	68167148	68299150	ENSG00000172380	68167147	68167148	132002	6.3	1	0.027363048953956717	0.0	0.0	1.055	0.0	37.0	0.42877473565613655	11.0	8910.0	1412.0	0.2972972972972973	0.1584736251402918
chr1	68894504	68915642	ENSG00000116745	68894503	68894504	21138	0.0	0	0.5828552722549862	0.0	0.0	1.111	0.0	18.0	0.40041559255746106	4.0	4640.0	1606.0	0.2222222222222222	0.3461206896551724
chr1	71318035	71513491	ENSG00000050628	71318034	71318035	195456	0.2	0	0.11225314371534814	0.0	0.0	0.579	0.0	0.0		0.0				
chr1	74935561	74978298	ENSG00000162621	74935560	74935561	42737	0.0	0	0.7241531871332306	0.0	0.0	1.387	0.0	1.0	0.25277826369078593	0.0	206.0	0.0	0.0	0.0
chr1	84764048	84855640	ENSG00000203943	84764047	84764048	91592	2.3	1	0.16229903164527154	0.0	0.0	1.418	0.0	13.0	0.5614959565437845	4.0	2794.0	819.0	0.3076923076923077	0.29312813171080887
chr1	84864214	84880701	ENSG00000137976	84864213	84864214	16487	0.7	0	0.2884499994345189	0.0	0.0	1.633	0.0	13.0	0.5614959565437845	4.0	2794.0	819.0	0.3076923076923077	0.29312813171080887
chr1	85784163	86043933	ENSG00000153904	85784162	85784163	259770	8.7	1	0.16257062846509918	0.0	0.0	0.952	0.0	38.0	0.5400007878788464	14.0	10920.0	3020.0	0.3684210526315789	0.2765567765567766
chr1	86046443	86049645	ENSG00000142871	86046442	86046443	3202	47.8	1	0.10956939395922577	0.0	0.0	0.45	0.0	38.0	0.5400007878788464	14.0	10920.0	3020.0	0.3684210526315789	0.2765567765567766
chr1	86115105	86174116	ENSG00000117174	86115104	86115105	59011	3.8	1	0.007150403169036994	0.0	0.0	1.161	1.0	38.0	0.5400007878788464	14.0	10920.0	3020.0	0.3684210526315789	0.2765567765567766
chr1	86194915	86622626	ENSG00000171502	86194914	86194915	427711	0.1	0	0.11914055408820287	0.0	0.0	0.912	0.0	38.0	0.5400007878788464	14.0	10920.0	3020.0	0.3684210526315789	0.2765567765567766
chr1	86889768	86922241	ENSG00000137975	86889767	86889768	32473	0.0	0	0.3211915695713681	0.0	0.0	1.273	0.0	4.0	0.5308584030570551	1.0	1204.0	53.0	0.25	0.04401993355481727
chr1	87328131	87380107	ENSG00000183291	87328130	87328131	51976	21.5	1	0.005877487677655472	0.0	0.0	1.025	0.0	25.0	0.6492443271026105	15.0	5391.0	277.0	0.6	0.05138193285104804
chr1	87380330	87602334	ENSG00000153936	87380329	87380330	222004	2.1	1	0.01370982061994388	1.0	0.0	0.465	0.0	25.0	0.6492443271026105	15.0	5391.0	277.0	0.6	0.05138193285104804
chr1	87794150	87814606	ENSG00000143013	87794149	87794150	20456	18.5	1	0.1421539081614249	1.0	0.0	0.595	0.0	15.0	0.5446735189071088	5.0	3706.0	2041.0	0.3333333333333333	0.550728548300054
chr1	89571814	89616139	ENSG00000162645	89571813	89571814	44325	25.0	1	0.07564929762596093	0.0	0.0	0.991	0.0	10.0	0.4468539518742638	4.0	2827.0	82.0	0.4	0.029006013441811106
chr1	89597433	89641723	ENSG00000213512	89597432	89597433	44290	0.0	0	1.0000000000000002	0.0	0.0	1.177	0.0	10.0	0.4468539518742638	4.0	2827.0	82.0	0.4	0.029006013441811106
chr1	89646830	89664615	ENSG00000162654	89646829	89646830	17785	1.3	1	0.08787104034126815	0.0	0.0	1.24	0.0	10.0	0.4468539518742638	4.0	2827.0	82.0	0.4	0.029006013441811106
chr1	89724632	89738544	ENSG00000154451	89724631	89724632	13912	0.1	0	0.23845700945089054	0.0	0.0	1.031	0.0	3.0	0.6331425369082878	2.0	448.0	0.0	0.6666666666666666	0.0
chr1	90098630	90235462	ENSG00000171488	90098629	90098630	136832	1.1	1	0.022235466235633782	0.0	0.0	0.639	0.0	19.0	0.5868863323672115	8.0	4421.0	805.0	0.42105263157894735	0.18208550101786927
chr1	90286572	90402170	ENSG00000171492	90286571	90286572	115598	4.1	1	0.05444402726924637	0.0	1.0	0.312	0.0	15.0	0.535097331818437	7.0	3218.0	540.0	0.4666666666666667	0.1678060907395898
chr1	91380858	91487829	ENSG00000122482	91380857	91380858	106971	6.9	1	0.008161283316870065	1.0	1.0	0.253	0.0	7.0	0.7693691121053031	5.0	942.0	129.0	0.7142857142857143	0.13694267515923567
chr1	92145901	92371892	ENSG00000069702	92145900	92145901	225991	6.3	1	0.11034125546972352	0.0	0.0	0.499	0.0	34.0	0.3247713246603242	3.0	8424.0	1572.0	0.08823529411764706	0.1866096866096866
chr1	94027346	94312706	ENSG00000137936	94027345	94027346	285360	10.7	1	0.039151961229554534	0.0	0.0	0.383	0.0	79.0	0.4831321853321119	23.0	23748.0	3660.0	0.2911392405063291	0.15411824153612935
chr1	95362506	95392834	ENSG00000117519	95362505	95362506	30328	9.8	1	0.029627247647704687	0.0	0.0	0.489	0.0	17.0	0.2787216450677742	1.0	3876.0	538.0	0.058823529411764705	0.1388028895768834
chr1	101455178	101491644	ENSG00000117543	101455177	101455178	36466	9.5	1	0.044842977863230084	1.0	0.0	1.269	1.0	19.0	0.7151848558624784	10.0	4207.0	854.0	0.5263157894736842	0.20299500831946754
chr1	101702443	101707074	ENSG00000170989	101702442	101702443	4631	13.2	1	0.06545873027060263	0.0	0.0	0.547	0.0	19.0	0.7151848558624784	10.0	4207.0	854.0	0.5263157894736842	0.20299500831946754
chr1	102268129	102462586	ENSG00000118733	102268128	102268129	194457	0.0	0	0.5838202655850724	0.0	0.0	0.688	0.0	0.0		0.0				
chr1	109417971	109477167	ENSG00000121957	109417970	109417971	59196	5.1	1	0.07510750744854745	0.0	0.0	0.864	0.0	14.0	0.5006739916627903	4.0	3883.0	246.0	0.2857142857142857	0.06335307751738346
chr1	110009179	110024759	ENSG00000143028	110009178	110009179	15580	93.0	1	0.6848457810463892	0.0	0.0	1.202	0.0	33.0	0.7368406388804501	22.0	9909.0	3219.0	0.6666666666666666	0.32485619134120497
chr1	110026100	110035426	ENSG00000162650	110026099	110026100	9326	3.4	1	0.07890380585613146	0.0	0.0	0.377	0.0	33.0	0.7368406388804501	22.0	9909.0	3219.0	0.6666666666666666	0.32485619134120497
chr1	110036673	110045554	ENSG00000174151	110036672	110036673	8881	2.6	1	0.02447474557166791	0.0	0.0	1.501	0.0	33.0	0.7368406388804501	22.0	9909.0	3219.0	0.6666666666666666	0.32485619134120497
chr1	110046796	110052360	ENSG00000181754	110046795	110046796	5564	6.0	1	0.09976219042021932	0.0	1.0	0.238	0.0	33.0	0.7368406388804501	22.0	9909.0	3219.0	0.6666666666666666	0.32485619134120497
chr1	110082493	110091028	ENSG00000156097	110082492	110082493	8535	0.0	0	0.5736034239369793	0.0	0.0	0.459	0.0	33.0	0.7368406388804501	22.0	9909.0	3219.0	0.6666666666666666	0.32485619134120497
chr1	110145888	110155679	ENSG00000134183	110145887	110145888	9791	0.0	0	0.6129580058050973	0.0	0.0	0.981	0.0	22.0	0.62608627241119	10.0	4125.0	362.0	0.45454545454545453	0.08775757575757576
chr1	110158725	110174673	ENSG00000116337	110158724	110158725	15948	2.5	1	0.04609596875990637	0.0	0.0	0.638	0.0	22.0	0.62608627241119	10.0	4125.0	362.0	0.45454545454545453	0.08775757575757576
chr1	110198702	110208118	ENSG00000168765	110198701	110198702	9416	30.9	1	0.040028845703874584	1.0	0.0	1.617	0.0	22.0	0.62608627241119	10.0	4125.0	362.0	0.45454545454545453	0.08775757575757576
chr1	110210643	110252171	ENSG00000213366	110210642	110210643	41528	95.7	1	0.08984000314785295	0.0	0.0	1.392	0.0	22.0	0.62608627241119	10.0	4125.0	362.0	0.45454545454545453	0.08775757575757576
