chrom	start	end	target_gene	tss_start	tss_end	gene_length	heart_left_ventricle	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	16573333	16678949	ENSG00000037637	16573332	16573333	105616	8.7	1	0.013987202434530341	1.0	1.0	0.274	0.0	22.0	0.4874531732402112	6.0	8759.0	2736.0	0.2727272727272727	0.3123644251626898
chr1	16679069	16724640	ENSG00000055070	16679068	16679069	45571	28.9	1	0.025758478194814804	1.0	0.0	0.672	0.0	22.0	0.4874531732402112	6.0	8759.0	2736.0	0.2727272727272727	0.3123644251626898
chr1	19230774	19283180	ENSG00000169991	19230773	19230774	52406	2.3	1	0.04579335389665255	0.0	0.0	0.42	0.0	13.0	0.329164839106331	2.0	7276.0	1503.0	0.15384615384615385	0.2065695437053326
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	5.2	1	0.04258459524331211	1.0	0.0	0.584	0.0	80.0	0.27287104152674535	6.0	28802.0	2353.0	0.075	0.08169571557530728
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	62.9	1	0.14015894486695946	0.0	0.0	1.023	0.0	80.0	0.27287104152674535	6.0	28802.0	2353.0	0.075	0.08169571557530728
chr1	20301924	20306932	ENSG00000188257	20301923	20301924	5008	133.1	1	0.2948839395651715	0.0	0.0	1.292	0.0	38.0	0.8148475127977031	33.0	12170.0	68.0	0.868421052631579	0.005587510271158586
chr1	20354671	20417683	ENSG00000127472	20354670	20354671	63012	68.5	1	0.32799373176247504	0.0	0.0	1.57	0.0	39.0	0.8004354807693206	33.0	12356.0	74.0	0.8461538461538461	0.005988993201683393
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	0.0	0	0.3874819248405741	0.0	0.0	1.786	0.0	39.0	0.8004354807693206	33.0	12356.0	74.0	0.8461538461538461	0.005988993201683393
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	35.0	0.8072362946465887	30.0	10730.0	74.0	0.8571428571428571	0.006896551724137931
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	5.0	0.9421870347364225	5.0	2018.0	310.0	1.0	0.15361744301288405
chr1	20878931	20881512	ENSG00000183114	20878930	20878931	2581	1.6	1	0.2760276004270277	0.0	0.0	1.238	0.0	8.0	0.5194583429999274	2.0	3936.0	787.0	0.25	0.19994918699186992
chr1	20915440	20945401	ENSG00000158825	20915439	20915440	29961	3.4	1	0.20912862339761548	0.0	0.0	1.318	0.0	8.0	0.5194583429999274	2.0	3936.0	787.0	0.25	0.19994918699186992
chr1	20959947	20978004	ENSG00000158828	20959946	20959947	18057	68.2	1	0.15905305441481132	1.0	0.0	1.136	0.0	8.0	0.5194583429999274	2.0	3936.0	787.0	0.25	0.19994918699186992
chr1	21766620	21811498	ENSG00000142794	21766619	21766620	44878	1.2	1	0.01804510807430667	0.0	0.0	1.151	0.0	9.0	0.6254433488455324	4.0	4560.0	285.0	0.4444444444444444	0.0625
chr1	21835857	21904905	ENSG00000162551	21835856	21835857	69048	5.5	1	0.14747390331529855	0.0	0.0	0.693	0.0	9.0	0.6254433488455324	4.0	4560.0	285.0	0.4444444444444444	0.0625
chr1	21922707	21995801	ENSG00000076864	21922706	21922707	73094	6.6	1	0.2427496894060525	0.0	1.0	0.349	0.0	9.0	0.6254433488455324	4.0	4560.0	285.0	0.4444444444444444	0.0625
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	0.5	0	0.054323145428416084	0.0	0.0	0.402	0.0	13.0	0.3748864351422364	3.0	5535.0	428.0	0.23076923076923078	0.07732610659439927
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	13.0	0.3748864351422364	3.0	5535.0	428.0	0.23076923076923078	0.07732610659439927
chr1	23884408	23886285	ENSG00000117318	23884407	23884408	1877	97.2	1	0.04834788799417868	0.0	0.0	0.709	0.0	16.0	0.27255043707674653	1.0	8236.0	911.0	0.0625	0.11061194754735308
chr1	24480646	24514449	ENSG00000185436	24480645	24480646	33803	1.8	1	0.09427250551235962	0.0	0.0	0.763	0.0	6.0	0.49932442819068296	2.0	1837.0	97.0	0.3333333333333333	0.05280348394120849
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	6.0	0.49932442819068296	2.0	1837.0	97.0	0.3333333333333333	0.05280348394120849
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	1.6	1	0.0572567126063331	0.0	0.0	1.339	0.0	6.0	0.49932442819068296	2.0	1837.0	97.0	0.3333333333333333	0.05280348394120849
chr1	26126666	26144713	ENSG00000162430	26126665	26126666	18047	19.1	1	0.01493164186679869	0.0	0.0	1.017	0.0	42.0	0.4447748698743873	12.0	14064.0	1177.0	0.2857142857142857	0.08368885096700797
chr1	26145130	26159432	ENSG00000117640	26145129	26145130	14302	67.0	1	0.047550316071094605	1.0	0.0	0.611	0.0	28.0	0.4439313769980129	8.0	10136.0	909.0	0.2857142857142857	0.08968034727703236
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	2.9	1	0.11371882885611022	0.0	0.0	1.113	0.0	8.0	0.4435956036470268	2.0	3152.0	749.0	0.25	0.2376269035532995
chr1	26363742	26372624	ENSG00000158014	26363741	26363742	8882	2.4	1	0.8485205858290996	0.0	0.0	0.615	0.0	52.0	0.7785779934938449	41.0	20067.0	2743.0	0.7884615384615384	0.13669208152688495
chr1	26377794	26394927	ENSG00000158022	26377793	26377794	17133	103.9	1	0.8684081366076001	0.0	0.0	1.469	0.0	52.0	0.7785779934938449	41.0	20067.0	2743.0	0.7884615384615384	0.13669208152688495
chr1	26437663	26452034	ENSG00000175087	26437662	26437663	14371	0.8	0	0.02521019098345276	0.0	0.0	0.643	0.0	52.0	0.7785779934938449	41.0	20067.0	2743.0	0.7884615384615384	0.13669208152688495
chr1	26485510	26489119	ENSG00000197245	26485509	26485510	3609	3.2	1	0.050620139634493584	0.0	0.0	0.95	0.0	52.0	0.7785779934938449	41.0	20067.0	2743.0	0.7884615384615384	0.13669208152688495
chr1	26496361	26498551	ENSG00000142684	26496360	26496361	2190	4.7	1	0.062221286964571715	1.0	0.0	1.693	0.0	52.0	0.7785779934938449	41.0	20067.0	2743.0	0.7884615384615384	0.13669208152688495
chr1	26503893	26516377	ENSG00000142675	26503892	26503893	12484	0.5	0	0.11403056135705715	0.0	0.0	1.282	0.0	52.0	0.7785779934938449	41.0	20067.0	2743.0	0.7884615384615384	0.13669208152688495
chr1	26560690	26605299	ENSG00000130695	26560689	26560690	44609	10.9	1	0.1878774389956173	0.0	0.0	0.53	1.0	52.0	0.7785779934938449	41.0	20067.0	2743.0	0.7884615384615384	0.13669208152688495
chr1	26856251	26901521	ENSG00000117676	26856250	26856251	45270	1.7	1	0.13547313142727835	0.0	0.0	0.515	0.0	36.0	0.4582080984710834	10.0	12397.0	3630.0	0.2777777777777778	0.29281277728482696
chr1	27022523	27108595	ENSG00000117713	27022522	27022523	86072	7.1	1	0.011762782971970524	0.0	1.0	0.071	0.0	48.0	0.4628501943206755	13.0	16615.0	3973.0	0.2708333333333333	0.23912127595546193
chr1	27113962	27124889	ENSG00000060642	27113961	27113962	10927	2.4	1	0.03376156148995752	0.0	0.0	1.238	1.0	48.0	0.4628501943206755	13.0	16615.0	3973.0	0.2708333333333333	0.23912127595546193
chr1	27153200	27184093	ENSG00000204160	27153199	27153200	30893	6.1	1	0.026452579165281084	0.0	0.0	0.805	0.0	43.0	0.4284229761323946	10.0	15184.0	3516.0	0.23255813953488372	0.2315595363540569
chr1	27425305	27493472	ENSG00000090020	27425304	27425305	68167	8.0	1	0.020130754633868427	0.0	0.0	0.375	0.0	25.0	0.41905022713531825	5.0	10788.0	1505.0	0.2	0.13950685947348906
chr1	27561006	27635110	ENSG00000142784	27561005	27561006	74104	18.0	1	0.03716457018669965	1.0	1.0	0.23	0.0	25.0	0.41905022713531825	5.0	10788.0	1505.0	0.2	0.13950685947348906
chr1	27730729	27816669	ENSG00000158195	27730728	27730729	85940	16.9	1	0.023898186252685867	0.0	1.0	0.311	0.0	39.0	0.4065362190821861	8.0	16350.0	5612.0	0.20512820512820512	0.3432415902140673
chr1	27860545	27930942	ENSG00000126705	27860544	27860545	70397	9.0	1	0.03851818634445243	0.0	1.0	0.076	0.0	54.0	0.3929412267188305	9.0	22921.0	7806.0	0.16666666666666666	0.3405610575454823
chr1	29445939	29450447	ENSG00000253304	29445938	29445939	4508	3.6	1	0.1389891466099536	0.0	0.0	1.379	0.0	12.0	0.5032629059115616	4.0	5428.0	577.0	0.3333333333333333	0.10630066322770818
chr1	29474254	29508499	ENSG00000116350	29474253	29474254	34245	34.1	1	0.01251389353650343	1.0	0.0	0.378	0.0	12.0	0.5032629059115616	4.0	5428.0	577.0	0.3333333333333333	0.10630066322770818
chr1	29519384	29557454	ENSG00000116353	29519383	29519384	38070	10.2	1	0.06704493053487946	0.0	0.0	0.848	1.0	12.0	0.5032629059115616	4.0	5428.0	577.0	0.3333333333333333	0.10630066322770818
chr1	31205315	31230667	ENSG00000162511	31205314	31205315	25352	18.9	1	0.20895822335078346	0.0	0.0	0.4	0.0	7.0	0.5083052482849044	1.0	2393.0	66.0	0.14285714285714285	0.027580442958629336
chr1	31342313	31381608	ENSG00000162512	31342312	31342313	39295	12.4	1	0.09732258780510823	0.0	0.0	0.664	0.0	14.0	0.3194384480761506	1.0	6184.0	194.0	0.07142857142857142	0.031371280724450196
chr1	31404352	31538838	ENSG00000134644	31404351	31404352	134486	11.3	1	0.017568140961549957	1.0	1.0	0.129	0.0	11.0	0.28059586257536245	1.0	5258.0	186.0	0.09090909090909091	0.03537466717383035
chr1	32372021	32410457	ENSG00000184007	32372020	32372021	38436	67.2	1	0.04664410870927932	1.0	1.0	0.284	0.0	19.0	0.3236972501949942	2.0	6928.0	1690.0	0.10526315789473684	0.24393764434180137
chr1	33473584	33546597	ENSG00000004455	33473583	33473584	73013	63.4	1	0.045713725460742406	1.0	0.0	1.223	0.0	28.0	0.5081202270983861	9.0	12869.0	952.0	0.32142857142857145	0.07397622192866579
chr1	33546704	33586131	ENSG00000142920	33546703	33546704	39427	1.7	1	0.1799339728612053	0.0	0.0	0.947	0.0	28.0	0.5081202270983861	9.0	12869.0	952.0	0.32142857142857145	0.07397622192866579
chr1	33979608	34631443	ENSG00000121904	33979607	33979608	651835	0.1	0	0.3748051023310676	0.0	0.0	0.0	0.0	5.0	0.8505556527381571	4.0	1052.0	206.0	0.8	0.1958174904942966
chr1	35734567	35887659	ENSG00000146463	35734566	35734567	153092	4.6	1	0.00974903292939572	0.0	1.0	0.175	0.0	19.0	0.5166784218621269	6.0	7907.0	1737.0	0.3157894736842105	0.21967876565068925
chr1	36179475	36185073	ENSG00000142686	36179474	36179475	5598	6.4	1	0.15428970900455088	0.0	0.0	1.481	0.0	2.0	0.3051813922034876	0.0	389.0	0.0	0.0	0.0
chr1	38326368	38412729	ENSG00000204084	38326367	38326368	86361	7.7	1	0.024472721045537167	0.0	0.0	0.834	0.0	5.0	0.722072556881395	4.0	1847.0	296.0	0.8	0.16025988088792636
chr1	39546987	39952849	ENSG00000127603	39546986	39546987	405862	70.1	1	0.02190075411151449	0.0	1.0	0.084	0.0	54.0	0.3226559567162073	8.0	21049.0	4062.0	0.14814814814814814	0.1929782887548102
chr1	40538378	40563375	ENSG00000131238	40538377	40538378	24997	19.2	1	0.03812578631879045	0.0	0.0	0.885	0.0	14.0	0.5343837355103233	5.0	4922.0	1004.0	0.35714285714285715	0.20398212108898822
chr1	40627044	40706593	ENSG00000117000	40627043	40627044	79549	4.0	1	0.0075329688176914876	0.0	1.0	0.04	0.0	32.0	0.510161780197935	10.0	11137.0	2224.0	0.3125	0.1996947113226183
chr1	40723778	40759856	ENSG00000084073	40723777	40723778	36078	9.8	1	0.008294516222166596	1.0	0.0	1.327	0.0	27.0	0.5406647460987464	9.0	9891.0	1988.0	0.3333333333333333	0.20099079971691436
chr1	40766158	40783488	ENSG00000049089	40766157	40766158	17330	1.1	1	0.25722174593999897	0.0	0.0	0.636	0.0	27.0	0.5406647460987464	9.0	9891.0	1988.0	0.3333333333333333	0.20099079971691436
chr1	40810521	40888998	ENSG00000084070	40810520	40810521	78477	9.7	1	0.10535756836373324	0.0	0.0	0.553	0.0	27.0	0.5406647460987464	9.0	9891.0	1988.0	0.3333333333333333	0.20099079971691436
chr1	42619091	42621495	ENSG00000044012	42619090	42619091	2404	0.0	0	0.6236941416213583	0.0	0.0	0.976	0.0	17.0	0.5697077188121366	5.0	6042.0	753.0	0.29411764705882354	0.12462760675273088
chr1	42628361	42630389	ENSG00000197273	42628360	42628361	2028	0.0	0	0.6493132402744133	0.0	0.0	1.214	0.0	17.0	0.5697077188121366	5.0	6042.0	753.0	0.29411764705882354	0.12462760675273088
chr1	42642209	42801548	ENSG00000198815	42642208	42642209	159339	10.8	1	0.01978079854249481	0.0	1.0	0.27	0.0	17.0	0.5697077188121366	5.0	6042.0	753.0	0.29411764705882354	0.12462760675273088
chr1	42846465	42888249	ENSG00000177181	42846464	42846465	41784	1.2	1	0.2819764307017898	0.0	0.0	1.015	0.0	20.0	0.5824372328589609	7.0	8043.0	1288.0	0.35	0.16013925152306355
chr1	42895999	42921938	ENSG00000066185	42895998	42895999	25939	0.4	0	0.06725022085480686	0.0	0.0	0.906	0.0	16.0	0.633147209462235	7.0	6870.0	1274.0	0.4375	0.18544395924308588
chr1	42921787	42939056	ENSG00000127125	42921786	42921787	17269	17.8	1	0.01420283558088458	1.0	0.0	0.966	0.0	16.0	0.633147209462235	7.0	6870.0	1274.0	0.4375	0.18544395924308588
chr1	42929000	43120335	ENSG00000186409	42928999	42929000	191335	0.1	0	0.09078007453320233	0.0	0.0	0.928	0.0	16.0	0.633147209462235	7.0	6870.0	1274.0	0.4375	0.18544395924308588
chr1	43391051	43424530	ENSG00000117394	43391050	43391051	33479	11.5	1	0.11916309276803908	0.0	1.0	0.241	0.0	13.0	0.4118011251866823	1.0	4191.0	229.0	0.07692307692307693	0.0546408971605822
chr1	43735664	43739673	ENSG00000179178	43735663	43735664	4009	0.5	0	0.2686150557752293	0.0	0.0	1.965	0.0	18.0	0.5452507642226992	7.0	7536.0	827.0	0.3888888888888889	0.10973991507430998
chr1	43747553	43751288	ENSG00000253313	43747552	43747553	3735	0.0	0	0.3461355937723353	0.0	0.0	1.907	0.0	18.0	0.5452507642226992	7.0	7536.0	827.0	0.3888888888888889	0.10973991507430998
chr1	43766663	43788779	ENSG00000066056	43766662	43766663	22116	10.1	1	0.06042996771978903	0.0	0.0	0.885	0.0	18.0	0.5452507642226992	7.0	7536.0	827.0	0.3888888888888889	0.10973991507430998
chr1	43803477	43818443	ENSG00000117400	43803476	43803477	14966	0.0	0	0.22281078954804934	0.0	0.0	0.763	0.0	18.0	0.5452507642226992	7.0	7536.0	827.0	0.3888888888888889	0.10973991507430998
chr1	43824625	43828874	ENSG00000117399	43824624	43824625	4249	0.4	0	0.1965138859410462	0.0	0.0	0.838	1.0	18.0	0.5452507642226992	7.0	7536.0	827.0	0.3888888888888889	0.10973991507430998
chr1	43829067	43833696	ENSG00000066322	43829066	43829067	4629	21.4	1	0.02191048994788823	1.0	0.0	0.462	0.0	18.0	0.5452507642226992	7.0	7536.0	827.0	0.3888888888888889	0.10973991507430998
chr1	43849587	43855479	ENSG00000159479	43849586	43849587	5892	10.8	1	0.009376836411879787	1.0	0.0	1.098	0.0	18.0	0.5452507642226992	7.0	7536.0	827.0	0.3888888888888889	0.10973991507430998
chr1	43855552	43918321	ENSG00000198198	43855551	43855552	62769	1.4	1	0.01783886490951968	0.0	0.0	0.405	0.0	18.0	0.5452507642226992	7.0	7536.0	827.0	0.3888888888888889	0.10973991507430998
chr1	44679126	44686353	ENSG00000178028	44679125	44679126	7227	12.9	1	0.013082091921067036	1.0	0.0	0.548	1.0	19.0	0.5961315775588358	8.0	8120.0	2231.0	0.42105263157894735	0.2747536945812808
chr1	44686741	44820932	ENSG00000117419	44686740	44686741	134191	12.5	1	0.06132036182032893	1.0	0.0	0.745	0.0	19.0	0.5961315775588358	8.0	8120.0	2231.0	0.42105263157894735	0.2747536945812808
chr1	44870865	45117396	ENSG00000187147	44870864	44870865	246531	4.4	1	0.11248060333514336	1.0	1.0	0.202	0.0	19.0	0.5961315775588358	8.0	8120.0	2231.0	0.42105263157894735	0.2747536945812808
chr1	46505811	46642160	ENSG00000117461	46505810	46505811	136349	10.9	1	0.04634806459942052	0.0	0.0	1.004	0.0	31.0	0.6155396148163415	16.0	11254.0	2177.0	0.5161290322580645	0.19344233161542562
chr1	46640744	46651630	ENSG00000117472	46640743	46640744	10886	0.3	0	0.3794833765214856	0.0	0.0	1.37	0.0	31.0	0.6155396148163415	16.0	11254.0	2177.0	0.5161290322580645	0.19344233161542562
chr1	46654353	46685977	ENSG00000085998	46654352	46654353	31624	33.5	1	0.04361486453882984	1.0	0.0	1.042	0.0	31.0	0.6155396148163415	16.0	11254.0	2177.0	0.5161290322580645	0.19344233161542562
chr1	47098408	47139539	ENSG00000123472	47098407	47098408	41131	89.9	1	0.11380720620861685	0.0	0.0	0.716	0.0	9.0	0.2606508638702815	1.0	3551.0	768.0	0.1111111111111111	0.21627710504083356
chr1	47124365	47184824	ENSG00000159658	47124364	47124365	60459	14.2	1	0.006557112751821028	1.0	0.0	0.955	0.0	9.0	0.2606508638702815	1.0	3551.0	768.0	0.1111111111111111	0.21627710504083356
chr1	47134526	47139266	ENSG00000186118	47134525	47134526	4740	0.0	0	0.19170665513661275	0.0	0.0	1.887	0.0	9.0	0.2606508638702815	1.0	3551.0	768.0	0.1111111111111111	0.21627710504083356
chr1	47223509	47285085	ENSG00000142973	47223508	47223509	61576	13.6	1	0.3567399043894283	0.0	0.0	1.097	0.0	15.0	0.6855527781215494	7.0	6480.0	321.0	0.4666666666666667	0.04953703703703704
chr1	52042850	52254889	ENSG00000117859	52042849	52042850	212039	20.0	1	0.039203933909404486	1.0	1.0	0.309	0.0	58.0	0.5253623642238412	19.0	19394.0	1296.0	0.3275862068965517	0.06682479117252758
chr1	52608045	52812358	ENSG00000157077	52608044	52608045	204313	3.9	1	0.07638511084028769	0.0	1.0	0.325	0.0	2.0	0.5418430900086738	0.0	603.0	140.0	0.0	0.23217247097844113
chr1	53068043	53074723	ENSG00000116157	53068042	53068043	6680	5.2	1	0.029231546735254212	0.0	0.0	1.412	0.0	4.0	0.5921399226849082	2.0	2043.0	642.0	0.5	0.3142437591776799
chr1	53971909	54199877	ENSG00000174332	53971908	53971909	227968	0.5	0	0.14993362658782966	0.0	0.0	0.609	0.0	0.0		0.0				
chr1	54519259	54578192	ENSG00000116205	54519258	54519259	58933	0.8	0	0.0239643712119802	1.0	0.0	1.666	0.0	49.0	0.2867221322323524	5.0	21747.0	5057.0	0.10204081632653061	0.23253782130868625
chr1	54598746	54619443	ENSG00000157211	54598745	54598746	20697	0.0	0	0.6941127267919259	0.0	0.0	1.794	0.0	49.0	0.2867221322323524	5.0	21747.0	5057.0	0.10204081632653061	0.23253782130868625
chr1	54638008	54665709	ENSG00000215883	54638007	54638008	27701	0.4	0	0.021149736096202385	0.0	0.0	1.075	0.0	49.0	0.2867221322323524	5.0	21747.0	5057.0	0.10204081632653061	0.23253782130868625
chr1	54649713	54691137	ENSG00000116221	54649712	54649713	41424	34.7	1	0.061296579733699966	1.0	0.0	1.116	1.0	49.0	0.2867221322323524	5.0	21747.0	5057.0	0.10204081632653061	0.23253782130868625
chr1	54691104	54879152	ENSG00000157216	54691103	54691104	188048	7.7	1	0.060961013845607585	0.0	1.0	0.198	0.0	49.0	0.2867221322323524	5.0	21747.0	5057.0	0.10204081632653061	0.23253782130868625
chr1	56960418	57110974	ENSG00000162407	56960417	56960418	150556	41.2	1	0.025655437066555226	0.0	0.0	0.383	0.0	128.0	0.6475435899652338	66.0	46080.0	7972.0	0.515625	0.17300347222222223
chr1	57394882	57431813	ENSG00000021852	57394881	57394882	36931	0.0	0	0.9767511243941344	0.0	0.0	1.334	0.0	7.0	0.8932540376701122	6.0	2704.0	250.0	0.8571428571428571	0.09245562130177515
chr1	57460450	59012406	ENSG00000173406	57460449	57460450	1551956	0.1	0	0.4039470991093683	0.0	1.0	0.215	0.0	7.0	0.8932540376701122	6.0	2704.0	250.0	0.8571428571428571	0.09245562130177515
chr1	59041098	59043166	ENSG00000184292	59041097	59041098	2068	0.6	0	0.4290467842426093	0.0	0.0	1.531	0.0	0.0		0.0				
chr1	59246464	59249785	ENSG00000177606	59246463	59246464	3321	90.4	1	0.053709791291134484	0.0	0.0	1.02	0.0	96.0	0.3787695131421418	16.0	35978.0	6677.0	0.16666666666666666	0.18558563566624048
chr1	59762309	60233347	ENSG00000172456	59762308	59762309	471038	4.5	1	0.2515479561781938	0.0	0.0	1.215	0.0	113.0	0.40046390276541766	21.0	44106.0	7505.0	0.18584070796460178	0.1701582551126831
chr1	60358979	60392462	ENSG00000134716	60358978	60358979	33483	25.2	1	0.2789039191072192	0.0	0.0	1.39	0.0	18.0	0.8460735821925316	17.0	7182.0	218.0	0.9444444444444444	0.0303536619326093
chr1	61330930	61928465	ENSG00000162599	61330929	61330930	597535	7.3	1	0.02259500585525136	0.0	1.0	0.202	0.0	30.0	0.7127757166608749	19.0	8783.0	2225.0	0.6333333333333333	0.2533302971649778
chr1	62146717	62191095	ENSG00000162604	62146716	62146717	44378	17.2	1	0.009439998883641032	1.0	0.0	1.115	0.0	17.0	0.6290825369779081	9.0	6851.0	794.0	0.5294117647058824	0.11589548970953145
chr1	62208148	62629592	ENSG00000132849	62208147	62208148	421444	10.3	1	0.11224561639755236	0.0	0.0	1.042	0.0	17.0	0.6290825369779081	9.0	6851.0	794.0	0.5294117647058824	0.11589548970953145
chr1	63063157	63071830	ENSG00000132855	63063156	63063157	8673	0.0	0	0.9935398940668696	0.0	0.0	1.301	0.0	0.0		0.0				
chr1	63788729	63790797	ENSG00000187140	63788728	63788729	2068	0.8	0	0.3920974704194618	0.0	0.0	0.687	0.0	0.0		0.0				
chr1	63833260	63904233	ENSG00000088035	63833259	63833260	70973	1.6	1	0.015923489996539725	0.0	0.0	0.641	0.0	0.0		0.0				
chr1	63906440	64059392	ENSG00000142856	63906439	63906440	152952	2.1	1	0.05226541907513519	0.0	0.0	1.412	0.0	0.0		0.0				
chr1	64239692	64647181	ENSG00000185483	64239691	64239692	407489	1.7	1	0.11269935393900972	0.0	1.0	0.267	0.0	95.0	0.6931396953574643	56.0	34062.0	3972.0	0.5894736842105263	0.11661088603135458
chr1	64669309	64733051	ENSG00000177414	64669308	64669309	63742	0.0	0	0.6832334597180839	0.0	0.0	1.317	0.0	94.0	0.6978243914390247	56.0	32954.0	3848.0	0.5957446808510638	0.11676882927717425
chr1	64936427	65158741	ENSG00000158966	64936426	64936427	222314	1.7	1	0.06019022886115955	0.0	0.0	0.572	0.0	23.0	0.5054062672818155	8.0	6840.0	1081.0	0.34782608695652173	0.15804093567251462
chr1	65210777	65298915	ENSG00000162437	65210776	65210777	88138	5.4	1	0.029015930108884324	0.0	0.0	0.814	0.0	23.0	0.5054062672818155	8.0	6840.0	1081.0	0.34782608695652173	0.15804093567251462
chr1	65298911	65432187	ENSG00000162434	65298910	65298911	133276	22.7	1	0.0217618440503784	1.0	1.0	0.214	0.0	23.0	0.5054062672818155	8.0	6840.0	1081.0	0.34782608695652173	0.15804093567251462
