chrom	start	end	target_gene	tss_start	tss_end	gene_length	spleen	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	9352938	9429591	ENSG00000171621	9352937	9352938	76653	3.4	1	0.08178002888575657	0.0	0.0	0.594	0.0	26.0	0.3759132956941045	7.0	9837.0	582.0	0.2692307692307692	0.05916437938395852
chr1	9711789	9789172	ENSG00000171608	9711788	9711789	77383	52.2	1	0.15767955545172044	0.0	1.0	0.196	0.0	56.0	0.6910206245446904	31.0	21316.0	1510.0	0.5535714285714286	0.07083880653030587
chr1	9789083	9884584	ENSG00000171603	9789082	9789083	95501	25.4	1	0.10281529927715907	0.0	1.0	0.308	0.0	56.0	0.6910206245446904	31.0	21316.0	1510.0	0.5535714285714286	0.07083880653030587
chr1	9908333	9970394	ENSG00000178585	9908332	9908333	62061	8.8	1	0.028887984494568062	1.0	0.0	1.383	0.0	55.0	0.6976062311995254	31.0	20992.0	1498.0	0.5636363636363636	0.07136051829268293
chr1	9982172	10003465	ENSG00000162441	9982171	9982172	21293	9.3	1	0.01610787477627696	0.0	0.0	1.14	0.0	54.0	0.7004907338141708	31.0	20169.0	1498.0	0.5740740740740741	0.07427239823491497
chr1	10003485	10045559	ENSG00000173614	10003484	10003485	42074	4.6	1	0.03954068247985031	0.0	0.0	0.877	0.0	54.0	0.7004907338141708	31.0	20169.0	1498.0	0.5740740740740741	0.07427239823491497
chr1	10057263	10076078	ENSG00000162444	10057262	10057263	18815	99.9	1	0.18797226467066155	0.0	0.0	0.732	0.0	54.0	0.7004907338141708	31.0	20169.0	1498.0	0.5740740740740741	0.07427239823491497
chr1	10092889	10241297	ENSG00000130939	10092888	10092889	148408	6.2	1	0.05707837884751232	1.0	1.0	0.157	0.0	54.0	0.7004907338141708	31.0	20169.0	1498.0	0.5740740740740741	0.07427239823491497
chr1	10270862	10441661	ENSG00000054523	10270861	10270862	170799	6.8	1	0.2099452749424318	0.0	1.0	0.171	0.0	15.0	0.6101706692410509	7.0	4391.0	272.0	0.4666666666666667	0.06194488726941471
chr1	10490158	10512210	ENSG00000175279	10490157	10490158	22052	3.4	1	0.009594370941857212	0.0	0.0	1.706	0.0	12.0	0.6514568813877119	6.0	4570.0	327.0	0.5	0.07155361050328228
chr1	10490158	10512210	ENSG00000251503	10490157	10490158	22052	0.0	0	0.5421631724263716	0.0	0.0	1.706	0.0	12.0	0.6514568813877119	6.0	4570.0	327.0	0.5	0.07155361050328228
chr1	10509775	10511959	ENSG00000241563	10509774	10509775	2184	0.2	0	0.1724102616057711	0.0	0.0	1.941	0.0	12.0	0.6514568813877119	6.0	4570.0	327.0	0.5	0.07155361050328228
chr1	10516578	10532583	ENSG00000160049	10516577	10516578	16005	9.3	1	0.0055902897710935675	1.0	0.0	1.161	0.0	12.0	0.6514568813877119	6.0	4570.0	327.0	0.5	0.07155361050328228
chr1	10532344	10690815	ENSG00000142655	10532343	10532344	158471	12.1	1	0.017358728378610144	1.0	0.0	0.518	0.0	12.0	0.6514568813877119	6.0	4570.0	327.0	0.5	0.07155361050328228
chr1	11166591	11322564	ENSG00000198793	11166590	11166591	155973	19.8	1	0.017881546199026817	0.0	1.0	0.185	1.0	16.0	0.4540369003963546	3.0	4676.0	500.0	0.1875	0.10692899914456801
chr1	11249397	11256038	ENSG00000171819	11249396	11249397	6641	0.1	0	0.3145239277582535	0.0	0.0	1.75	0.0	16.0	0.4540369003963546	3.0	4676.0	500.0	0.1875	0.10692899914456801
chr1	11333262	11356106	ENSG00000120942	11333261	11333262	22844	6.5	1	0.038877135738203714	1.0	0.0	1.026	0.0	16.0	0.4540369003963546	3.0	4676.0	500.0	0.1875	0.10692899914456801
chr1	11539222	11597641	ENSG00000204624	11539221	11539222	58419	0.2	0	0.4711625286950651	0.0	0.0	0.548	0.0	16.0	0.4540369003963546	3.0	4676.0	500.0	0.1875	0.10692899914456801
chr1	11708423	11715842	ENSG00000116661	11708422	11708423	7419	3.5	1	0.3231469622276413	0.0	0.0	0.997	0.0	22.0	0.5372393761251015	7.0	8772.0	730.0	0.3181818181818182	0.08321933424532604
chr1	11714431	11723384	ENSG00000132879	11714430	11714431	8953	36.0	1	0.12145795355735363	0.0	0.0	1.139	0.0	22.0	0.5372393761251015	7.0	8772.0	730.0	0.3181818181818182	0.08321933424532604
chr1	11724180	11734411	ENSG00000116663	11724179	11724180	10231	12.6	1	0.029161735591750376	1.0	0.0	0.841	0.0	8.0	0.7620648698024043	5.0	4607.0	509.0	0.625	0.11048404601693075
chr1	11734536	11751707	ENSG00000116670	11734535	11734536	17171	24.3	1	0.028215323292400382	1.0	0.0	0.717	1.0	8.0	0.7620648698024043	5.0	4607.0	509.0	0.625	0.11048404601693075
chr1	11751785	11785914	ENSG00000162490	11751784	11751785	34129	0.1	0	0.3484839045064135	0.0	0.0	1.527	0.0	8.0	0.7620648698024043	5.0	4607.0	509.0	0.625	0.11048404601693075
chr1	11821843	11849642	ENSG00000215910	11821842	11821843	27799	0.3	0	0.17019557776592525	0.0	0.0	1.052	0.0	7.0	0.33778660855481873	1.0	3401.0	317.0	0.14285714285714285	0.09320788003528374
chr1	11845779	11866977	ENSG00000177000	11845778	11845779	21198	17.8	1	0.016127279661829648	0.0	0.0	0.922	0.0	7.0	0.33778660855481873	1.0	3401.0	317.0	0.14285714285714285	0.09320788003528374
chr1	11866206	11903201	ENSG00000011021	11866205	11866206	36995	12.0	1	0.01323619675639636	0.0	0.0	0.608	0.0	7.0	0.33778660855481873	1.0	3401.0	317.0	0.14285714285714285	0.09320788003528374
chr1	11905765	11908402	ENSG00000175206	11905764	11905765	2637	3.3	1	0.8645801072793007	0.0	0.0	1.741	0.0	7.0	0.33778660855481873	1.0	3401.0	317.0	0.14285714285714285	0.09320788003528374
chr1	11917520	11918988	ENSG00000120937	11917519	11917520	1468	0.1	0	0.8649814280234572	0.0	0.0	1.862	0.0	7.0	0.33778660855481873	1.0	3401.0	317.0	0.14285714285714285	0.09320788003528374
chr1	12227059	12269285	ENSG00000028137	12227058	12227059	42226	48.6	1	0.10564271959515432	0.0	0.0	0.476	0.0	37.0	0.717407467159284	24.0	14358.0	669.0	0.6486486486486487	0.04659423318010865
chr1	12627938	12677737	ENSG00000162496	12627937	12627938	49799	0.0	0	0.10403015526466948	0.0	0.0	0.674	0.0	49.0	0.2670262053115807	5.0	19128.0	2431.0	0.10204081632653061	0.12709117524048516
chr1	12704565	12727097	ENSG00000204518	12704564	12704565	22532	0.2	0	0.6941127267919259	0.0	0.0	1.679	0.0	49.0	0.2670262053115807	5.0	19128.0	2431.0	0.10204081632653061	0.12709117524048516
chr1	14026692	14151574	ENSG00000116731	14026691	14026692	124882	19.3	1	0.02846749900095536	0.0	1.0	0.222	0.0	17.0	0.716686235765903	11.0	5173.0	235.0	0.6470588235294118	0.04542818480572202
chr1	15479027	15546976	ENSG00000171729	15479026	15479027	67949	6.8	1	0.1012273031421312	0.0	0.0	0.765	0.0	25.0	0.3839113463149154	4.0	9556.0	188.0	0.16	0.019673503557974047
chr1	15573767	15726779	ENSG00000142621	15573766	15573767	153012	0.1	0	0.23011697559926395	0.0	0.0	1.346	0.0	25.0	0.3839113463149154	4.0	9556.0	188.0	0.16	0.019673503557974047
chr1	15736390	15756839	ENSG00000142634	15736389	15736390	20449	137.1	1	0.06290137009651364	0.0	0.0	1.275	0.0	13.0	0.4700840679050883	4.0	5629.0	515.0	0.3076923076923077	0.09149049564753953
chr1	15764934	15775737	ENSG00000162438	15764933	15764934	10803	2.0	1	0.9953839681956808	0.0	0.0	1.692	0.0	13.0	0.4700840679050883	4.0	5629.0	515.0	0.3076923076923077	0.09149049564753953
chr1	15783222	15798586	ENSG00000142615	15783221	15783222	15364	2.5	1	0.9954611802321736	0.0	0.0	1.83	0.0	13.0	0.4700840679050883	4.0	5629.0	515.0	0.3076923076923077	0.09149049564753953
chr1	15898847	15911605	ENSG00000116771	15898846	15898847	12758	1.2	1	0.4723960850944202	0.0	0.0	1.539	0.0	21.0	0.5970791654450602	8.0	7150.0	1113.0	0.38095238095238093	0.15566433566433566
chr1	15943994	15995539	ENSG00000197312	15943993	15943994	51545	5.7	1	0.08322525021923176	0.0	1.0	0.208	1.0	21.0	0.5970791654450602	8.0	7150.0	1113.0	0.38095238095238093	0.15566433566433566
chr1	15986363	15988217	ENSG00000215695	15986362	15986363	1854	0.0	0	0.25158745769912005	1.0	0.0	1.522	0.0	21.0	0.5970791654450602	8.0	7150.0	1113.0	0.38095238095238093	0.15566433566433566
chr1	16010826	16061264	ENSG00000116786	16010825	16010826	50438	41.9	1	0.07352016910895053	0.0	0.0	0.541	0.0	21.0	0.5970791654450602	8.0	7150.0	1113.0	0.38095238095238093	0.15566433566433566
chr1	16174358	16266955	ENSG00000065526	16174357	16174358	92597	11.3	1	0.01544478707074131	1.0	1.0	0.071	0.0	32.0	0.4192970190361734	7.0	12716.0	2051.0	0.21875	0.1612928593897452
chr1	16268363	16302627	ENSG00000116809	16268362	16268363	34264	26.7	1	0.007685736075891235	1.0	1.0	0.309	1.0	32.0	0.4192970190361734	7.0	12716.0	2051.0	0.21875	0.1612928593897452
chr1	16384263	16400127	ENSG00000185519	16384262	16384263	15864	0.1	0	0.31146330632520003	0.0	0.0	0.892	0.0	25.0	0.4496579293664763	6.0	8632.0	1275.0	0.24	0.1477062094531974
chr1	16450831	16482582	ENSG00000142627	16450830	16450831	31751	7.2	1	0.059486155682447125	0.0	0.0	0.555	0.0	25.0	0.4496579293664763	6.0	8632.0	1275.0	0.24	0.1477062094531974
chr1	16524348	16539104	ENSG00000142632	16524347	16524348	14756	2.7	1	0.09095574463085404	0.0	0.0	1.151	0.0	25.0	0.4496579293664763	6.0	8632.0	1275.0	0.24	0.1477062094531974
chr1	17531620	17572500	ENSG00000142623	17531619	17531620	40880	0.1	0	0.7698203640465511	0.0	0.0	1.136	0.0	7.0	0.6710531356097704	4.0	2608.0	0.0	0.5714285714285714	0.0
chr1	18957499	19075360	ENSG00000009709	18957498	18957499	117861	0.0	0	0.5561742893070402	0.0	0.0	0.558	0.0	1.0	1.0	1.0	310.0	0.0	1.0	0.0
chr1	19230774	19283180	ENSG00000169991	19230773	19230774	52406	5.0	1	0.04579335389665255	0.0	0.0	0.42	0.0	23.0	0.58992807041043	11.0	6835.0	497.0	0.4782608695652174	0.07271397220190197
chr1	19578032	19586622	ENSG00000053372	19578031	19578032	8590	13.4	1	0.01718983473105039	1.0	1.0	0.23	1.0	54.0	0.3234443673853012	7.0	16585.0	1425.0	0.12962962962962962	0.08592101296352125
chr1	19609051	19615744	ENSG00000162482	19609050	19609051	6693	1.2	1	0.4996537712826025	0.0	0.0	1.928	0.0	54.0	0.3234443673853012	7.0	16585.0	1425.0	0.12962962962962962	0.08592101296352125
chr1	19630458	19638640	ENSG00000053371	19630457	19630458	8182	27.7	1	0.01814701490690487	1.0	0.0	1.522	0.0	54.0	0.3234443673853012	7.0	16585.0	1425.0	0.12962962962962962	0.08592101296352125
chr1	19638819	19655794	ENSG00000040487	19638818	19638819	16975	14.0	1	0.014255292815659312	1.0	0.0	1.004	0.0	54.0	0.3234443673853012	7.0	16585.0	1425.0	0.12962962962962962	0.08592101296352125
chr1	19665266	19812066	ENSG00000077549	19665265	19665266	146800	13.5	1	0.16963323404242808	1.0	0.0	0.379	0.0	54.0	0.3234443673853012	7.0	16585.0	1425.0	0.12962962962962962	0.08592101296352125
chr1	19923476	19956314	ENSG00000173436	19923475	19923476	32838	3.5	1	0.04258459524331211	1.0	0.0	0.584	0.0	58.0	0.30800711037836676	7.0	19385.0	1757.0	0.1206896551724138	0.09063709053391798
chr1	19967047	19984945	ENSG00000158747	19967046	19967047	17898	23.4	1	0.14015894486695946	0.0	0.0	1.023	0.0	54.0	0.2866449743927435	5.0	17505.0	1515.0	0.09259259259259259	0.08654670094258783
chr1	20301924	20306932	ENSG00000188257	20301923	20301924	5008	0.3	0	0.2948839395651715	0.0	0.0	1.292	0.0	6.0	0.45367470474087584	1.0	2914.0	73.0	0.16666666666666666	0.025051475634866163
chr1	20354671	20417683	ENSG00000127472	20354670	20354671	63012	1.4	1	0.32799373176247504	0.0	0.0	1.57	0.0	6.0	0.45367470474087584	1.0	2914.0	73.0	0.16666666666666666	0.025051475634866163
chr1	20438431	20446050	ENSG00000117215	20438430	20438431	7619	3.4	1	0.3874819248405741	0.0	0.0	1.786	0.0	6.0	0.45367470474087584	1.0	2914.0	73.0	0.16666666666666666	0.025051475634866163
chr1	20487745	20503917	ENSG00000187980	20487744	20487745	16172	0.0	0	0.6535360832378236	0.0	0.0	1.218	0.0	6.0	0.45367470474087584	1.0	2914.0	73.0	0.16666666666666666	0.025051475634866163
chr1	20512577	20522541	ENSG00000162543	20512576	20512577	9964	0.0	0	0.10840065994933924	0.0	0.0	1.129	0.0	6.0	0.45367470474087584	1.0	2914.0	73.0	0.16666666666666666	0.025051475634866163
chr1	20617411	20681387	ENSG00000158816	20617410	20617411	63976	0.0	0	0.8346636346178993	0.0	0.0	1.272	0.0	7.0	0.8519590624818426	6.0	2356.0	405.0	0.8571428571428571	0.17190152801358236
chr1	20878931	20881512	ENSG00000183114	20878930	20878931	2581	0.7	0	0.2760276004270277	0.0	0.0	1.238	0.0	16.0	0.7055295165653597	9.0	5855.0	598.0	0.5625	0.10213492741246798
chr1	20915440	20945401	ENSG00000158825	20915439	20915440	29961	22.1	1	0.20912862339761548	0.0	0.0	1.318	0.0	16.0	0.7055295165653597	9.0	5855.0	598.0	0.5625	0.10213492741246798
chr1	20959947	20978004	ENSG00000158828	20959946	20959947	18057	27.9	1	0.15905305441481132	1.0	0.0	1.136	0.0	16.0	0.7055295165653597	9.0	5855.0	598.0	0.5625	0.10213492741246798
chr1	20978269	20988000	ENSG00000244038	20978268	20978269	9731	159.0	1	0.03523610518957517	1.0	0.0	0.731	1.0	15.0	0.716441945002472	9.0	5646.0	598.0	0.6	0.10591569252568189
chr1	21132962	21503377	ENSG00000075151	21132961	21132962	370415	10.7	1	0.025762731429332563	1.0	1.0	0.112	0.0	10.0	0.7638362048427909	8.0	3934.0	217.0	0.8	0.05516014234875445
chr1	22328148	22339032	ENSG00000142789	22328147	22328148	10884	6.6	1	0.9959127217845531	0.0	0.0	1.301	0.0	11.0	0.567684865203571	4.0	2798.0	366.0	0.36363636363636365	0.13080771979985703
chr1	22379119	22419437	ENSG00000070831	22379118	22379119	40318	106.8	1	0.0014671056371819305	1.0	0.0	0.501	0.0	11.0	0.567684865203571	4.0	2798.0	366.0	0.36363636363636365	0.13080771979985703
chr1	23037331	23241818	ENSG00000133216	23037330	23037331	204487	2.1	1	0.08264533749662145	0.0	1.0	0.184	0.0	20.0	0.6790498980473707	11.0	5572.0	1122.0	0.55	0.20136396267049533
chr1	23337326	23342343	ENSG00000227868	23337325	23337326	5017	0.0	0	0.377569257467375	0.0	0.0	1.825	0.0	6.0	0.11808083400525614	0.0	2752.0	185.0	0.0	0.06722383720930232
chr1	23345940	23410182	ENSG00000004487	23345939	23345940	64242	20.6	1	0.013717069056817296	0.0	1.0	0.276	0.0	6.0	0.11808083400525614	0.0	2752.0	185.0	0.0	0.06722383720930232
chr1	23410515	23504301	ENSG00000169641	23410514	23410515	93786	0.3	0	0.054323145428416084	0.0	0.0	0.402	0.0	12.0	0.24092220015332852	0.0	4652.0	341.0	0.0	0.0733018056749785
chr1	23516992	23521222	ENSG00000179546	23516991	23516992	4230	0.0	0	0.6535360832378236	0.0	0.0	1.296	0.0	13.0	0.264069960911432	0.0	4955.0	644.0	0.0	0.12996972754793137
chr1	23630263	23670829	ENSG00000125944	23630262	23630263	40566	40.2	1	0.00726380150912205	1.0	1.0	0.21	0.0	21.0	0.29494087747773795	1.0	7015.0	976.0	0.047619047619047616	0.1391304347826087
chr1	23685940	23695935	ENSG00000125945	23685939	23685940	9995	6.5	1	0.03904712431800852	0.0	0.0	0.878	0.0	9.0	0.3669657805769506	1.0	2363.0	635.0	0.1111111111111111	0.26872619551417687
chr1	23707553	23751233	ENSG00000204219	23707552	23707553	43680	9.7	1	0.3019665645789893	0.0	0.0	0.73	0.0	9.0	0.3669657805769506	1.0	2363.0	635.0	0.1111111111111111	0.26872619551417687
chr1	23832921	23857712	ENSG00000007968	23832920	23832921	24791	4.7	1	0.35622802658225955	0.0	0.0	0.561	0.0	40.0	0.5918725565730703	23.0	18830.0	2888.0	0.575	0.15337227827934147
chr1	23884408	23886285	ENSG00000117318	23884407	23884408	1877	41.0	1	0.04834788799417868	0.0	0.0	0.709	0.0	40.0	0.5918725565730703	23.0	18830.0	2888.0	0.575	0.15337227827934147
chr1	24104894	24114722	ENSG00000057757	24104893	24104894	9828	42.2	1	0.06048123311330182	1.0	0.0	0.965	0.0	26.0	0.7373830919994261	19.0	9292.0	817.0	0.7307692307692307	0.08792509685751183
chr1	24117459	24122029	ENSG00000011009	24117458	24117459	4570	51.6	1	0.01913354070407349	0.0	1.0	0.344	0.0	27.0	0.7131720952593491	19.0	9466.0	817.0	0.7037037037037037	0.0863088949926051
chr1	24122088	24127271	ENSG00000117308	24122087	24122088	5183	16.3	1	0.07895118565769738	0.0	0.0	1.388	0.0	27.0	0.7131720952593491	19.0	9466.0	817.0	0.7037037037037037	0.0863088949926051
chr1	24128374	24165110	ENSG00000117305	24128373	24128374	36736	25.7	1	0.2047947193105699	0.0	0.0	1.112	0.0	27.0	0.7131720952593491	19.0	9466.0	817.0	0.7037037037037037	0.0863088949926051
chr1	24171566	24194784	ENSG00000179163	24171565	24171566	23218	38.1	1	0.05490488416488299	0.0	0.0	0.944	0.0	27.0	0.7131720952593491	19.0	9466.0	817.0	0.7037037037037037	0.0863088949926051
chr1	24197015	24285549	ENSG00000188822	24197014	24197015	88534	8.2	1	0.4869822552162653	0.0	0.0	1.683	0.0	27.0	0.7131720952593491	19.0	9466.0	817.0	0.7037037037037037	0.0863088949926051
chr1	24480646	24514449	ENSG00000185436	24480645	24480646	33803	2.7	1	0.09427250551235962	0.0	0.0	0.763	0.0	24.0	0.686194891811764	13.0	8260.0	481.0	0.5416666666666666	0.058232445520581114
chr1	24645811	24690972	ENSG00000158055	24645810	24645811	45161	0.0	0	0.8346636346178993	0.0	1.0	0.277	0.0	24.0	0.686194891811764	13.0	8260.0	481.0	0.5416666666666666	0.058232445520581114
chr1	24683488	24743424	ENSG00000001460	24683487	24683488	59936	1.6	1	0.0572567126063331	0.0	0.0	1.339	0.0	24.0	0.686194891811764	13.0	8260.0	481.0	0.5416666666666666	0.058232445520581114
chr1	24742283	24799466	ENSG00000001461	24742282	24742283	57183	5.5	1	0.11992147565712866	0.0	0.0	0.844	0.0	11.0	0.6345460986689596	7.0	2798.0	39.0	0.6363636363636364	0.013938527519656898
chr1	24829386	24867530	ENSG00000117602	24829385	24829386	38144	4.0	1	0.07967952413474128	0.0	0.0	1.313	0.0	11.0	0.6345460986689596	7.0	2798.0	39.0	0.6363636363636364	0.013938527519656898
chr1	25071847	25170815	ENSG00000169504	25071846	25071847	98968	24.6	1	0.05128584554522927	0.0	0.0	1.159	0.0	20.0	0.3502326003205665	3.0	10533.0	679.0	0.15	0.06446406531852274
chr1	25226001	25291612	ENSG00000020633	25226000	25226001	65611	33.9	1	0.2694343514159967	0.0	0.0	0.424	0.0	32.0	0.7952899078160319	24.0	14908.0	2001.0	0.75	0.13422323584652535
chr1	25870070	25895377	ENSG00000157978	25870069	25870070	25307	53.9	1	0.09269333132337554	0.0	0.0	1.163	0.0	63.0	0.4153593253712852	12.0	24427.0	2368.0	0.19047619047619047	0.09694190854382445
chr1	25943958	26112698	ENSG00000117643	25943957	25943958	168740	12.3	1	0.04358991749474712	0.0	0.0	0.434	0.0	63.0	0.4153593253712852	12.0	24427.0	2368.0	0.19047619047619047	0.09694190854382445
chr1	26126666	26144713	ENSG00000162430	26126665	26126666	18047	34.4	1	0.01493164186679869	0.0	0.0	1.017	0.0	63.0	0.4153593253712852	12.0	24427.0	2368.0	0.19047619047619047	0.09694190854382445
chr1	26286257	26324648	ENSG00000158006	26286256	26286257	38391	6.3	1	0.11371882885611022	0.0	0.0	1.113	0.0	29.0	0.5605191038182858	11.0	11049.0	1543.0	0.3793103448275862	0.1396506471173862
chr1	26346374	26362955	ENSG00000158008	26346373	26346374	16581	3.2	1	0.3220681743865335	0.0	0.0	1.082	0.0	25.0	0.5935328681773567	10.0	9612.0	1543.0	0.4	0.16052850603412402
chr1	26363742	26372624	ENSG00000158014	26363741	26363742	8882	0.0	0	0.8485205858290996	0.0	0.0	0.615	0.0	25.0	0.5935328681773567	10.0	9612.0	1543.0	0.4	0.16052850603412402
chr1	26377794	26394927	ENSG00000158022	26377793	26377794	17133	0.2	0	0.8684081366076001	0.0	0.0	1.469	0.0	25.0	0.5935328681773567	10.0	9612.0	1543.0	0.4	0.16052850603412402
chr1	26437663	26452034	ENSG00000175087	26437662	26437663	14371	2.6	1	0.02521019098345276	0.0	0.0	0.643	0.0	25.0	0.5935328681773567	10.0	9612.0	1543.0	0.4	0.16052850603412402
chr1	26485510	26489119	ENSG00000197245	26485509	26485510	3609	1.3	1	0.050620139634493584	0.0	0.0	0.95	0.0	20.0	0.5248832972565091	8.0	7980.0	1838.0	0.4	0.23032581453634085
chr1	26496361	26498551	ENSG00000142684	26496360	26496361	2190	7.7	1	0.062221286964571715	1.0	0.0	1.693	0.0	20.0	0.5248832972565091	8.0	7980.0	1838.0	0.4	0.23032581453634085
chr1	26503893	26516377	ENSG00000142675	26503892	26503893	12484	2.2	1	0.11403056135705715	0.0	0.0	1.282	0.0	20.0	0.5248832972565091	8.0	7980.0	1838.0	0.4	0.23032581453634085
chr1	26560690	26605299	ENSG00000130695	26560689	26560690	44609	6.1	1	0.1878774389956173	0.0	0.0	0.53	1.0	20.0	0.5248832972565091	8.0	7980.0	1838.0	0.4	0.23032581453634085
chr1	26605666	26608007	ENSG00000142669	26605665	26605666	2341	264.0	1	0.03667100237670372	0.0	0.0	1.059	0.0	20.0	0.5248832972565091	8.0	7980.0	1838.0	0.4	0.23032581453634085
chr1	26607818	26644854	ENSG00000158062	26607817	26607818	37036	21.8	1	0.0418219913578769	0.0	0.0	1.142	0.0	20.0	0.5248832972565091	8.0	7980.0	1838.0	0.4	0.23032581453634085
chr1	26644447	26647014	ENSG00000169442	26644446	26644447	2567	627.3	1	0.2803848991164801	0.0	0.0	1.698	0.0	20.0	0.5248832972565091	8.0	7980.0	1838.0	0.4	0.23032581453634085
chr1	26648349	26680621	ENSG00000176092	26648348	26648349	32272	0.1	0	0.4308660655052658	0.0	0.0	0.793	0.0	20.0	0.5248832972565091	8.0	7980.0	1838.0	0.4	0.23032581453634085
chr1	26688124	26701013	ENSG00000176083	26688123	26688124	12889	0.9	0	0.22704187255411115	0.0	0.0	1.34	0.0	20.0	0.5248832972565091	8.0	7980.0	1838.0	0.4	0.23032581453634085
