chrom	start	end	target_gene	tss_start	tss_end	gene_length	brain_prefrontal_cortex	exp	rel_entropy	hk	lof_intol	loeuf	essential	enh_num	enh_rel_entropy	tisspec_enh	enh_length	phastcons_overlap	frac_tisspec_enh	frac_phastcons
chr1	45809554	45956872	ENSG00000070759	45809553	45809554	147318	2.5	1	0.019428773493485853	0.0	0.0	0.807	0.0	36.0	0.6427719787409673	19.0	14124.0	3208.0	0.5277777777777778	0.227131124327386
chr1	45965724	45976739	ENSG00000132763	45965723	45965724	11015	2.0	1	0.12927069418913698	0.0	0.0	1.755	0.0	36.0	0.6427719787409673	19.0	14124.0	3208.0	0.5277777777777778	0.227131124327386
chr1	45976707	45988719	ENSG00000117450	45976706	45976707	12012	258.0	1	0.027382996433568715	1.0	0.0	1.905	0.0	36.0	0.6427719787409673	19.0	14124.0	3208.0	0.5277777777777778	0.227131124327386
chr1	46505811	46642160	ENSG00000117461	46505810	46505811	136349	9.0	1	0.04634806459942052	0.0	0.0	1.004	0.0	27.0	0.5625506675388574	12.0	9380.0	2797.0	0.4444444444444444	0.2981876332622601
chr1	46640744	46651630	ENSG00000117472	46640743	46640744	10886	0.5	0	0.3794833765214856	0.0	0.0	1.37	0.0	27.0	0.5625506675388574	12.0	9380.0	2797.0	0.4444444444444444	0.2981876332622601
chr1	46654353	46685977	ENSG00000085998	46654352	46654353	31624	32.3	1	0.04361486453882984	1.0	0.0	1.042	0.0	27.0	0.5625506675388574	12.0	9380.0	2797.0	0.4444444444444444	0.2981876332622601
chr1	49193194	49242641	ENSG00000162373	49193193	49193194	49447	5.6	1	0.08920884171616092	0.0	0.0	0.658	0.0	42.0	0.9128553646021883	37.0	14754.0	2010.0	0.8809523809523809	0.1362342415616104
chr1	50513685	50669458	ENSG00000162374	50513684	50513685	155773	36.7	1	0.5407675673305458	0.0	0.0	0.382	0.0	2.0	1.0	2.0	450.0	171.0	1.0	0.38
chr1	52254862	52344477	ENSG00000078618	52254861	52254862	89615	26.5	1	0.1590942809837103	0.0	0.0	0.373	0.0	11.0	0.8184964426894336	9.0	3504.0	510.0	0.8181818181818182	0.14554794520547945
chr1	52870235	52886511	ENSG00000134748	52870234	52870235	16276	7.9	1	0.012076428542978442	0.0	0.0	0.408	0.0	5.0	1.0	5.0	1190.0	198.0	1.0	0.16638655462184873
chr1	52873953	53019159	ENSG00000134744	52873952	52873953	145206	16.1	1	0.028164690508163576	1.0	1.0	0.107	0.0	5.0	1.0	5.0	1190.0	198.0	1.0	0.16638655462184873
chr1	53527853	53551174	ENSG00000174348	53527852	53527853	23321	3.6	1	0.2146150767476508	0.0	0.0	1.019	0.0	11.0	0.39863556576954445	1.0	3737.0	671.0	0.09090909090909091	0.17955579341717956
chr1	53552854	53608289	ENSG00000162383	53552853	53552854	55435	0.2	0	0.10348158984253232	0.0	0.0	1.311	0.0	11.0	0.39863556576954445	1.0	3737.0	671.0	0.09090909090909091	0.17955579341717956
chr1	54598746	54619443	ENSG00000157211	54598745	54598746	20697	0.0	0	0.6941127267919259	0.0	0.0	1.794	0.0	98.0	0.5630458238140388	42.0	43293.0	5656.0	0.42857142857142855	0.13064467696856305
chr1	54638008	54665709	ENSG00000215883	54638007	54638008	27701	0.5	0	0.021149736096202385	0.0	0.0	1.075	0.0	98.0	0.5630458238140388	42.0	43293.0	5656.0	0.42857142857142855	0.13064467696856305
chr1	54649713	54691137	ENSG00000116221	54649712	54649713	41424	35.0	1	0.061296579733699966	1.0	0.0	1.116	1.0	98.0	0.5630458238140388	42.0	43293.0	5656.0	0.42857142857142855	0.13064467696856305
chr1	54691104	54879152	ENSG00000157216	54691103	54691104	188048	41.3	1	0.060961013845607585	0.0	1.0	0.198	0.0	108.0	0.5340980219364232	42.0	46694.0	6274.0	0.3888888888888889	0.13436415813594896
chr1	56960418	57110974	ENSG00000162407	56960417	56960418	150556	56.7	1	0.025655437066555226	0.0	0.0	0.383	0.0	54.0	0.4881071423076207	15.0	18803.0	2876.0	0.2777777777777778	0.1529543158006701
chr1	59762309	60233347	ENSG00000172456	59762308	59762309	471038	4.6	1	0.2515479561781938	0.0	0.0	1.215	0.0	58.0	0.35341872315503264	9.0	22372.0	5181.0	0.15517241379310345	0.2315841230109065
chr1	64239692	64647181	ENSG00000185483	64239691	64239692	407489	0.2	0	0.11269935393900972	0.0	1.0	0.267	0.0	29.0	0.6070343816772482	15.0	12039.0	1935.0	0.5172413793103449	0.16072763518564664
chr1	65713901	65881552	ENSG00000116675	65713900	65713901	167651	58.3	1	0.4257381804060268	0.0	1.0	0.222	0.0	7.0	0.7973700746027923	5.0	4286.0	330.0	0.7142857142857143	0.07699486700886607
chr1	65886247	66107242	ENSG00000116678	65886246	65886247	220995	1.7	1	0.17298757086093394	0.0	1.0	0.284	0.0	35.0	0.8106640872935729	29.0	12958.0	631.0	0.8285714285714286	0.048695786386788086
chr1	65886269	65901690	ENSG00000213625	65886268	65886269	15421	10.0	1	0.021063659526475285	1.0	0.0	0.874	0.0	35.0	0.8106640872935729	29.0	12958.0	631.0	0.8285714285714286	0.048695786386788086
chr1	66999065	67213982	ENSG00000118473	66999064	66999065	214917	13.5	1	0.1760870494237535	0.0	1.0	0.195	0.0	70.0	0.5969701069716553	34.0	28680.0	3171.0	0.4857142857142857	0.11056485355648536
chr1	68150743	68154021	ENSG00000116717	68150742	68150743	3278	23.7	1	0.12467621045395748	0.0	0.0	1.131	0.0	15.0	0.31093660183586447	2.0	5183.0	1198.0	0.13333333333333333	0.23114026625506465
chr1	68167148	68299150	ENSG00000172380	68167147	68167148	132002	7.2	1	0.027363048953956717	0.0	0.0	1.055	0.0	15.0	0.31093660183586447	2.0	5183.0	1198.0	0.13333333333333333	0.23114026625506465
chr1	70820487	70851022	ENSG00000197568	70820486	70820487	30535	13.1	1	0.057573542225995776	0.0	0.0	1.835	0.0	0.0		0.0				
chr1	77747735	78025651	ENSG00000154027	77747734	77747735	277916	113.2	1	0.5139132152726323	0.0	0.0	0.558	0.0	88.0	0.8891956463838034	82.0	33836.0	1635.0	0.9318181818181818	0.048321314576191036
chr1	84543744	84704181	ENSG00000142875	84543743	84543744	160437	107.9	1	0.2365463245958181	0.0	0.0	0.479	0.0	42.0	0.797416573197161	31.0	17661.0	1460.0	0.7380952380952381	0.08266802559311477
chr1	84764048	84855640	ENSG00000203943	84764047	84764048	91592	0.9	0	0.16229903164527154	0.0	0.0	1.418	0.0	69.0	0.767908712316336	48.0	28816.0	3640.0	0.6956521739130435	0.1263187118267629
chr1	84864214	84880701	ENSG00000137976	84864213	84864214	16487	0.2	0	0.2884499994345189	0.0	0.0	1.633	0.0	69.0	0.767908712316336	48.0	28816.0	3640.0	0.6956521739130435	0.1263187118267629
